START-OF-LOG: 3.0
CALLSIGN: G4DDL
CONTEST: CQ-WPX-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: TB-WIRES
CLAIMED-SCORE: 213150
NAME: Mike Pemberton
LOCATION: DX
OPERATORS: G4DDL
CLUB: Bracknell Amateur Radio Club
CERTIFICATE: NO
CREATED-BY: N1MM Logger+ 1.0.7177.0
SOAPBOX: Bad Thunderstorms on both nights made LF bands hard work
QSO: 14013 CW 2018-05-26 1410 G4DDL         599 0160   EN4U          599 1141
QSO: 14028 CW 2018-05-26 1413 G4DDL         599 0161   DM80FOC       599 0378
QSO: 14032 CW 2018-05-26 1415 G4DDL         599 0162   9A9K          599 0352
QSO: 14035 CW 2018-05-26 1416 G4DDL         599 0163   R3XA          599 0785
QSO: 14038 CW 2018-05-26 1418 G4DDL         599 0164   S55T          599 1053
QSO: 14043 CW 2018-05-26 1420 G4DDL         599 0165   UW1M          599 1007
QSO: 14050 CW 2018-05-26 1423 G4DDL         599 0166   IZ5NFD        599 0016
QSO: 14051 CW 2018-05-26 1423 G4DDL         599 0167   SP5CNA        599 0564
QSO: 14059 CW 2018-05-26 1425 G4DDL         599 0168   LY5E          599 1254
QSO: 14061 CW 2018-05-26 1427 G4DDL         599 0169   R8TT          599 0922
QSO: 14063 CW 2018-05-26 1428 G4DDL         599 0170   RM4F          599 1508
QSO: 14063 CW 2018-05-26 1428 G4DDL         599 0171   RT3T          599 1017
QSO: 14093 CW 2018-05-26 1432 G4DDL         599 0172   OH8WR         599 0008
QSO: 28011 CW 2018-05-26 1626 G4DDL         599 0173   DH8BQA        599 0222
QSO: 28004 CW 2018-05-26 1628 G4DDL         599 0174   SJ0X          599 0058
QSO: 28006 CW 2018-05-26 1629 G4DDL         599 0175   HA3LN         599 1040
QSO: 28020 CW 2018-05-26 1630 G4DDL         599 0176   I0UZF         599 0018
QSO: 28026 CW 2018-05-26 1632 G4DDL         599 0177   DA0WRTC       599 0072
QSO: 28023 CW 2018-05-26 1633 G4DDL         599 0178   EC7CW         599 0175
QSO: 28033 CW 2018-05-26 1636 G4DDL         599 0179   EF5Y          599 1275
QSO: 28026 CW 2018-05-26 1639 G4DDL         599 0180   9A1A          599 0275
QSO: 21000 CW 2018-05-26 1640 G4DDL         599 0181   DF3AX         599 0625
QSO: 21003 CW 2018-05-26 1642 G4DDL         599 0182   CW4MAX        599 0231
QSO: 21006 CW 2018-05-26 1642 G4DDL         599 0183   DL2SAX        599 0238
QSO: 21010 CW 2018-05-26 1643 G4DDL         599 0184   PA4O          599 0449
QSO: 21010 CW 2018-05-26 1643 G4DDL         599 0185   S55T          599 1177
QSO: 21016 CW 2018-05-26 1644 G4DDL         599 0186   OL90ITALIA    599 1157
QSO: 21018 CW 2018-05-26 1647 G4DDL         599 0187   SM0T          599 0582
QSO: 21022 CW 2018-05-26 1648 G4DDL         599 0188   IR4M          599 0947
QSO: 21024 CW 2018-05-26 1648 G4DDL         599 0189   OH5Z          599 0403
QSO: 21030 CW 2018-05-26 1649 G4DDL         599 0190   DA0WRTC       599 0385
QSO: 21031 CW 2018-05-26 1650 G4DDL         599 0191   LY4A          599 0343
QSO: 21032 CW 2018-05-26 1650 G4DDL         599 0192   HG6N          599 1564
QSO: 21037 CW 2018-05-26 1651 G4DDL         599 0193   S53MM         599 1234
QSO: 21039 CW 2018-05-26 1652 G4DDL         599 0194   IZ8EPX        599 0674
QSO: 21040 CW 2018-05-26 1653 G4DDL         599 0195   S57K          599 1193
QSO: 21044 CW 2018-05-26 1654 G4DDL         599 0196   EF5R          599 0188
QSO: 21047 CW 2018-05-26 1655 G4DDL         599 0197   OG60F         599 1622
QSO: 21054 CW 2018-05-26 1657 G4DDL         599 0198   LA4C          599 1085
QSO: 21057 CW 2018-05-26 1658 G4DDL         599 0199   PS2T          599 0845
QSO: 21012 CW 2018-05-26 1700 G4DDL         599 0200   IZ3SQW        599 0744
QSO: 21014 CW 2018-05-26 1701 G4DDL         599 0201   DD0CC         599 0356
QSO: 14000 CW 2018-05-26 2050 G4DDL         599 0202   CN2DD         599 1107
QSO: 14002 CW 2018-05-26 2051 G4DDL         599 0203   IZ8VYU        599 0220
QSO: 14003 CW 2018-05-26 2052 G4DDL         599 0204   R3AP          599 1214
QSO: 14004 CW 2018-05-26 2055 G4DDL         599 0205   WX3B          599 0030
QSO: 14013 CW 2018-05-26 2057 G4DDL         599 0206   LU8YE         599 0047
QSO: 14015 CW 2018-05-26 2058 G4DDL         599 0207   UF1F          599 2721
QSO: 14016 CW 2018-05-26 2058 G4DDL         599 0208   OG6N          599 1204
QSO: 14016 CW 2018-05-26 2059 G4DDL         599 0209   UA1AFT        599 0783
QSO: 14019 CW 2018-05-26 2100 G4DDL         599 0210   KM7W          599 2296
QSO: 14019 CW 2018-05-26 2101 G4DDL         599 0211   9H6A          599 2674
QSO: 14020 CW 2018-05-26 2102 G4DDL         599 0212   DA2X          599 0675
QSO: 14027 CW 2018-05-26 2105 G4DDL         599 0213   4L8A          599 0249
QSO: 14029 CW 2018-05-26 2106 G4DDL         599 0214   YT2ISM        599 0491
QSO: 14032 CW 2018-05-26 2108 G4DDL         599 0215   KO7SS         599 1241
QSO: 14033 CW 2018-05-26 2108 G4DDL         599 0216   K1LZ          599 2265
QSO: 14036 CW 2018-05-26 2110 G4DDL         599 0217   OH8X          599 1691
QSO: 14040 CW 2018-05-26 2112 G4DDL         599 0218   SP5WA         599 0583
QSO: 14043 CW 2018-05-26 2114 G4DDL         599 0219   RK3DK         599 0185
QSO: 14044 CW 2018-05-26 2115 G4DDL         599 0220   WR1ST         599 1236
QSO: 14049 CW 2018-05-26 2117 G4DDL         599 0221   9A70A         599 2374
QSO: 14054 CW 2018-05-26 2118 G4DDL         599 0222   LZ3FN         599 0905
QSO: 14081 CW 2018-05-26 2122 G4DDL         599 0223   YO9HP         599 0761
QSO:  1820 CW 2018-05-26 2125 G4DDL         599 0224   MW5R          599 0203
QSO:  3503 CW 2018-05-26 2128 G4DDL         599 0225   S52ZW         599 0386
QSO:  3508 CW 2018-05-26 2129 G4DDL         599 0226   YL6Z          599 0484
QSO:  3514 CW 2018-05-26 2131 G4DDL         599 0227   R4RR          599 1651
QSO:  3516 CW 2018-05-26 2131 G4DDL         599 0228   SN7Q          599 1759
QSO:  3518 CW 2018-05-26 2133 G4DDL         599 0229   S57Z          599 0541
QSO:  3530 CW 2018-05-26 2136 G4DDL         599 0230   DF0NG         599 0573
QSO:  3532 CW 2018-05-26 2136 G4DDL         599 0231   9A1A          599 0531
QSO:  3541 CW 2018-05-26 2137 G4DDL         599 0232   DR6N          599 0425
QSO:  7002 CW 2018-05-26 2139 G4DDL         599 0233   OZ80FOC       599 1204
QSO:  7004 CW 2018-05-26 2141 G4DDL         599 0234   EW8W          599 0840
QSO:  7005 CW 2018-05-26 2141 G4DDL         599 0235   HG7T          599 0929
QSO:  7005 CW 2018-05-26 2142 G4DDL         599 0236   UT5IA         599 0509
QSO:  7007 CW 2018-05-26 2143 G4DDL         599 0237   OM7M          599 1053
QSO:  7007 CW 2018-05-26 2144 G4DDL         599 0238   IQ2CJ         599 0172
QSO:  7009 CW 2018-05-26 2145 G4DDL         599 0239   LY5E          599 1733
QSO:  7013 CW 2018-05-26 2147 G4DDL         599 0240   F2CW          599 0559
QSO:  7014 CW 2018-05-26 2148 G4DDL         599 0241   IZ1GAR        599 0796
QSO:  7015 CW 2018-05-26 2150 G4DDL         599 0242   IK1JJM        599 0231
QSO:  7015 CW 2018-05-26 2150 G4DDL         599 0243   YL6W          599 1427
QSO:  7018 CW 2018-05-26 2151 G4DDL         599 0244   US1I          599 0998
QSO:  7020 CW 2018-05-26 2152 G4DDL         599 0245   YR9F          599 1081
QSO:  7020 CW 2018-05-26 2153 G4DDL         599 0246   OK1DWQ        599 0123
QSO:  7022 CW 2018-05-26 2153 G4DDL         599 0247   YT4W          599 0977
QSO:  7024 CW 2018-05-26 2154 G4DDL         599 0248   LZ1EV         599 0902
QSO:  7024 CW 2018-05-26 2155 G4DDL         599 0249   IW3FVZ        599 0163
QSO:  7026 CW 2018-05-26 2155 G4DDL         599 0250   HB9DQL        599 0480
QSO:  7030 CW 2018-05-26 2157 G4DDL         599 0251   DM80FOC       599 0451
QSO:  7033 CW 2018-05-26 2159 G4DDL         599 0252   ED3O          599 0700
QSO:  7035 CW 2018-05-26 2200 G4DDL         599 0253   OM2VL         599 1086
QSO:  7036 CW 2018-05-26 2201 G4DDL         599 0254   UP0L          599 1984
QSO:  7037 CW 2018-05-26 2202 G4DDL         599 0255   SZ1A          599 1518
QSO:  7038 CW 2018-05-26 2203 G4DDL         599 0256   4L0A          599 0771
QSO:  7039 CW 2018-05-26 2204 G4DDL         599 0257   RL5A          599 0926
QSO:  7040 CW 2018-05-26 2205 G4DDL         599 0258   SP4Z          599 0286
QSO:  7041 CW 2018-05-26 2205 G4DDL         599 0259   UN4L          599 1569
QSO:  7042 CW 2018-05-26 2206 G4DDL         599 0260   PX2MTV        599 0463
QSO:  7042 CW 2018-05-26 2207 G4DDL         599 0261   SJ2W          599 1088
QSO:  7047 CW 2018-05-26 2208 G4DDL         599 0262   OL3E          599 0396
QSO:  7056 CW 2018-05-26 2209 G4DDL         599 0263   LA2AB         599 0708
QSO:  7059 CW 2018-05-26 2210 G4DDL         599 0264   EN7P          599 0107
QSO:  7062 CW 2018-05-26 2211 G4DDL         599 0265   DA0WRTC       599 0691
QSO: 14007 CW 2018-05-26 2213 G4DDL         599 0266   UT4U          599 1617
QSO: 14024 CW 2018-05-26 2217 G4DDL         599 0267   YL2SM         599 1369
QSO: 14032 CW 2018-05-26 2218 G4DDL         599 0268   CR3W          599 1341
QSO: 14035 CW 2018-05-26 2219 G4DDL         599 0269   KJ0D          599 0996
QSO: 14042 CW 2018-05-26 2221 G4DDL         599 0270   OG73X         599 1688
QSO: 14045 CW 2018-05-26 2222 G4DDL         599 0271   IO4T          599 1536
QSO: 14047 CW 2018-05-26 2223 G4DDL         599 0272   IR4M          599 1403
QSO: 14052 CW 2018-05-26 2224 G4DDL         599 0273   LZ1QN         599 0314
QSO: 14056 CW 2018-05-26 2225 G4DDL         599 0274   OH8A          599 0056
QSO: 14059 CW 2018-05-26 2226 G4DDL         599 0275   4L0A          599 1744
QSO: 14060 CW 2018-05-26 2227 G4DDL         599 0276   LZ7J          599 0878
QSO: 14067 CW 2018-05-26 2229 G4DDL         599 0277   YR100R        599 0894
QSO: 14069 CW 2018-05-26 2229 G4DDL         599 0278   UT5NR         599 0497
QSO: 14071 CW 2018-05-26 2230 G4DDL         599 0279   Z35W          599 0174
QSO: 14080 CW 2018-05-26 2232 G4DDL         599 0280   K3WI          599 0516
QSO:  7011 CW 2018-05-27 0821 G4DDL         599 0281   M0ORD         599 0378
QSO:  7014 CW 2018-05-27 0823 G4DDL         599 0282   DQ0A          599 0424
QSO: 21009 CW 2018-05-27 0826 G4DDL         599 0283   ES7A          599 2171
QSO: 21023 CW 2018-05-27 0827 G4DDL         599 0284   CR3W          599 0871
QSO: 28025 CW 2018-05-27 0830 G4DDL         599 0285   IT9VDQ        599 0665
QSO: 21043 CW 2018-05-27 0833 G4DDL         599 0286   CT3KN         599 1075
QSO: 21012 CW 2018-05-27 0835 G4DDL         599 0287   G3YMC         599 0341
QSO: 14056 CW 2018-05-27 0840 G4DDL         599 0288   YO4BEX        599 0413
QSO: 14051 CW 2018-05-27 0947 G4DDL         599 0289   OE5OHO        599 0182
QSO: 14046 CW 2018-05-27 0949 G4DDL         599 0290   UX1UX         599 1279
QSO: 14045 CW 2018-05-27 0950 G4DDL         599 0291   RT8O          599 0998
QSO: 14044 CW 2018-05-27 0952 G4DDL         599 0292   IF9A          599 1188
QSO: 14042 CW 2018-05-27 0953 G4DDL         599 0293   DD2ML         599 1761
QSO: 14006 CW 2018-05-27 1002 G4DDL         599 0294   EA4OR         599 0524
QSO: 14004 CW 2018-05-27 1003 G4DDL         599 0295   DA0WRTC       599 1206
QSO: 14003 CW 2018-05-27 1004 G4DDL         599 0296   VA2EW         599 2069
QSO: 14032 CW 2018-05-27 1008 G4DDL         599 0297   CN8KD         599 0909
QSO: 14038 CW 2018-05-27 1010 G4DDL         599 0298   YT1T          599 0795
QSO: 14042 CW 2018-05-27 1011 G4DDL         599 0299   OK4RQ         599 1843
QSO: 14065 CW 2018-05-27 1013 G4DDL         599 0300   ED7K          599 0734
QSO: 14066 CW 2018-05-27 1014 G4DDL         599 0301   RK3FM         599 0360
QSO: 14069 CW 2018-05-27 1015 G4DDL         599 0302   RT9S          599 1608
QSO: 14082 CW 2018-05-27 1016 G4DDL         599 0303   LZ7DX         599 1122
QSO: 21006 CW 2018-05-27 1018 G4DDL         599 0304   OK2D          599 1941
QSO: 21027 CW 2018-05-27 1020 G4DDL         599 0305   9A4W          599 0997
QSO: 21030 CW 2018-05-27 1022 G4DDL         599 0306   EC2DX         599 0939
QSO: 21044 CW 2018-05-27 1023 G4DDL         599 0307   EA5DY         599 0298
QSO: 21021 CW 2018-05-27 1026 G4DDL         599 0308   EE8A          599 0485
QSO: 28009 CW 2018-05-27 1029 G4DDL         599 0309   EC2DX         599 0279
QSO: 28014 CW 2018-05-27 1032 G4DDL         599 0310   EA5ITT        599 0735
QSO: 28025 CW 2018-05-27 1036 G4DDL         599 0311   EA/KH2BY      599 0822
QSO: 28035 CW 2018-05-27 1037 G4DDL         599 0312   ED5X          599 0145
