START-OF-LOG: 3.0
CALLSIGN: G3WRR
CONTEST: CQ-WPX-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 42840
NAME: Q.G.Collier
LOCATION: DX
OPERATORS: G3WRR
CLUB:
CERTIFICATE: NO
CREATED-BY: N1MM Logger+ 1.0.7170.0
SOAPBOX: Bands noisy & conditions poor - but still enjoyed it!
QSO: 14008 CW 2018-05-26 1501 G3WRR         599 0056   LY5W          599 0773
QSO: 14020 CW 2018-05-26 1502 G3WRR         599 0057   YT3X          599 1046
QSO: 14025 CW 2018-05-26 1504 G3WRR         599 0058   SJ0X          599 0980
QSO: 14023 CW 2018-05-26 1505 G3WRR         599 0059   SN8B          599 1351
QSO: 14024 CW 2018-05-26 1506 G3WRR         599 0060   K3ZO          599 0659
QSO: 14034 CW 2018-05-26 1508 G3WRR         599 0061   OG73X         599 1301
QSO: 14047 CW 2018-05-26 1509 G3WRR         599 0062   9A5Y          599 1406
QSO: 14048 CW 2018-05-26 1510 G3WRR         599 0063   UP0L          599 1289
QSO: 14053 CW 2018-05-26 1510 G3WRR         599 0064   E70T          599 0962
QSO: 14055 CW 2018-05-26 1511 G3WRR         599 0065   OL0W          599 0803
QSO: 14059 CW 2018-05-26 1512 G3WRR         599 0066   LY5E          599 1331
QSO: 14063 CW 2018-05-26 1513 G3WRR         599 0067   RM4F          599 1578
QSO: 14051 CW 2018-05-26 1516 G3WRR         599 0068   EU6AF         599 0950
QSO: 14052 CW 2018-05-26 1517 G3WRR         599 0069   LZ25TRC       599 0634
QSO: 14046 CW 2018-05-26 1518 G3WRR         599 0070   UX7IW         599 0678
QSO: 14025 CW 2018-05-26 1520 G3WRR         599 0071   OH8X          599 1452
QSO: 14023 CW 2018-05-26 1522 G3WRR         599 0072   VC2A          599 1348
QSO: 14015 CW 2018-05-26 1524 G3WRR         599 0073   UF1F          599 2096
QSO: 14010 CW 2018-05-26 1525 G3WRR         599 0074   YL2BJ         599 0463
QSO:  7011 CW 2018-05-26 1526 G3WRR         599 0075   S52AW         599 0704
QSO:  7010 CW 2018-05-26 1527 G3WRR         599 0076   DD0CC         599 0406
QSO:  7019 CW 2018-05-26 1527 G3WRR         599 0077   LY7Z          599 0758
QSO: 28003 CW 2018-05-26 1531 G3WRR         599 0078   IT9VDQ        599 0530
QSO: 28038 CW 2018-05-26 1538 G3WRR         599 0079   EF8R          599 0982
QSO: 21020 CW 2018-05-26 1541 G3WRR         599 0080   LZ6C          599 0199
QSO: 28023 CW 2018-05-26 1700 G3WRR         599 0081   OG0Z          599 0183
QSO: 28004 CW 2018-05-26 1702 G3WRR         599 0082   SJ0X          599 0101
QSO: 28009 CW 2018-05-26 1703 G3WRR         599 0083   OG55W         599 0158
QSO: 28012 CW 2018-05-26 1703 G3WRR         599 0084   DH8BQA        599 0246
QSO: 28021 CW 2018-05-26 1704 G3WRR         599 0085   OG60F         599 1635
QSO: 28037 CW 2018-05-26 1706 G3WRR         599 0086   EA5DY         599 0060
QSO: 28008 CW 2018-05-26 1706 G3WRR         599 0087   DL8MBS        599 0127
QSO: 28001 CW 2018-05-26 1708 G3WRR         599 0088   LY4L          599 0031
QSO: 28014 CW 2018-05-26 1709 G3WRR         599 0089   8S0W          599 0171
QSO: 28022 CW 2018-05-26 1711 G3WRR         599 0090   PX2MTV        599 0057
QSO: 28008 CW 2018-05-26 1712 G3WRR         599 0091   LZ8R          599 0160
QSO: 28028 CW 2018-05-26 1714 G3WRR         599 0092   YL2VW         599 0853
QSO: 28033 CW 2018-05-26 1716 G3WRR         599 0093   YT5A          599 0143
QSO: 28035 CW 2018-05-26 1717 G3WRR         599 0094   LZ9W          599 0294
QSO: 28009 CW 2018-05-26 1719 G3WRR         599 0095   SP2LNW        599 0081
QSO: 28009 CW 2018-05-26 1720 G3WRR         599 0096   OL3E          599 0257
QSO: 28014 CW 2018-05-26 1722 G3WRR         599 0097   HG7T          599 0036
QSO: 28026 CW 2018-05-26 1723 G3WRR         599 0098   9A1A          599 0289
QSO: 28024 CW 2018-05-26 1725 G3WRR         599 0099   LA5UF         599 0312
QSO: 28011 CW 2018-05-26 1726 G3WRR         599 0100   GM3WIJ/P      599 0039
QSO: 28022 CW 2018-05-26 1728 G3WRR         599 0101   M3A           599 0089
QSO: 28023 CW 2018-05-26 1732 G3WRR         599 0102   OM0R          599 0042
QSO: 28033 CW 2018-05-26 1734 G3WRR         599 0103   E79EA         599 0151
QSO: 28029 CW 2018-05-26 1736 G3WRR         599 0104   EA7KB         599 0142
QSO: 21001 CW 2018-05-26 1738 G3WRR         599 0105   ZY5T          599 0323
QSO: 21002 CW 2018-05-26 1738 G3WRR         599 0106   DM80FOC       599 0174
QSO: 21016 CW 2018-05-26 1739 G3WRR         599 0107   OL90ITALIA    599 1207
QSO: 21017 CW 2018-05-26 1740 G3WRR         599 0108   OH8WW         599 0322
QSO: 21046 CW 2018-05-26 1741 G3WRR         599 0109   DL1WA         599 1076
QSO: 21035 CW 2018-05-26 1743 G3WRR         599 0110   HA3DX         599 0775
QSO: 21009 CW 2018-05-26 1905 G3WRR         599 0111   DL2SAX        599 0373
QSO: 21011 CW 2018-05-26 1905 G3WRR         599 0112   RG7M          599 0680
QSO: 21036 CW 2018-05-26 1911 G3WRR         599 0113   LW1EUD        599 0122
QSO: 21023 CW 2018-05-26 1914 G3WRR         599 0114   P33W          599 0987
QSO: 21004 CW 2018-05-26 1916 G3WRR         599 0115   CW4MAX        599 0431
QSO: 14001 CW 2018-05-26 1918 G3WRR         599 0116   AC1U          599 1418
QSO: 14002 CW 2018-05-26 1918 G3WRR         599 0117   K3WW          599 1371
QSO: 14003 CW 2018-05-26 1919 G3WRR         599 0118   R5WW          599 0769
QSO: 14023 CW 2018-05-26 1924 G3WRR         599 0119   IQ1LA         599 0683
QSO:  7001 CW 2018-05-26 1928 G3WRR         599 0120   LZ5R          599 2601
QSO:  7003 CW 2018-05-26 1928 G3WRR         599 0121   EF2A          599 0998
QSO:  7010 CW 2018-05-26 1930 G3WRR         599 0122   M0BEW         599 0801
QSO:  7013 CW 2018-05-26 1931 G3WRR         599 0123   DA2X          599 0366
QSO:  7013 CW 2018-05-26 1932 G3WRR         599 0124   YQ6A          599 1305
QSO:  3508 CW 2018-05-26 1936 G3WRR         599 0125   YL6Z          599 0390
QSO:  3542 CW 2018-05-26 1938 G3WRR         599 0126   EM0X          599 0430
QSO:  3546 CW 2018-05-26 1939 G3WRR         599 0127   M6W           599 0186
QSO: 28020 CW 2018-05-26 1942 G3WRR         599 0128   M0ORD         599 0248
QSO: 21058 CW 2018-05-26 2056 G3WRR         599 0129   8P5A          599 2217
QSO: 21055 CW 2018-05-26 2057 G3WRR         599 0130   P44W          599 1044
QSO: 21050 CW 2018-05-26 2058 G3WRR         599 0131   PJ2T          599 1295
QSO: 21057 CW 2018-05-26 2059 G3WRR         599 0132   PZ5XX         599 1300
QSO: 21047 CW 2018-05-26 2103 G3WRR         599 0133   YV8AD         599 0212
QSO: 21030 CW 2018-05-26 2105 G3WRR         599 0134   EA8BQM        599 0141
QSO:  7006 CW 2018-05-26 2116 G3WRR         599 0135   G5W           599 0762
QSO:  7013 CW 2018-05-26 2117 G3WRR         599 0136   CR3DX         599 1943
QSO:  7019 CW 2018-05-26 2119 G3WRR         599 0137   LX7I          599 0817
QSO:  7026 CW 2018-05-26 2120 G3WRR         599 0138   GM4X          599 0435
QSO:  7029 CW 2018-05-26 2121 G3WRR         599 0139   OP4K          599 1266
QSO:  7043 CW 2018-05-26 2122 G3WRR         599 0140   SJ2W          599 1045
QSO: 28017 CW 2018-05-27 0807 G3WRR         599 0141   EA5KV         599 0117
QSO: 28035 CW 2018-05-27 0808 G3WRR         599 0142   EA5ITT        599 0585
QSO: 21009 CW 2018-05-27 0810 G3WRR         599 0143   ES7A          599 2158
QSO: 21013 CW 2018-05-27 0812 G3WRR         599 0144   RT9A          599 1725
QSO: 21025 CW 2018-05-27 0814 G3WRR         599 0145   UN9GD         599 0582
QSO: 21026 CW 2018-05-27 0815 G3WRR         599 0146   G3VYI         599 0261
QSO: 21038 CW 2018-05-27 0817 G3WRR         599 0147   LY2XW         599 1919
QSO: 21031 CW 2018-05-27 0817 G3WRR         599 0148   OH5Z          599 0504
QSO: 21011 CW 2018-05-27 0819 G3WRR         599 0149   RK9AX         599 0584
QSO: 28012 CW 2018-05-27 0823 G3WRR         599 0150   CR3W          599 0115
QSO: 14001 CW 2018-05-27 0825 G3WRR         599 0151   CN2DD         599 2036
QSO:  7031 CW 2018-05-27 0830 G3WRR         599 0152   F5OHM         599 0955
QSO:  7014 CW 2018-05-27 0832 G3WRR         599 0153   DQ0A          599 0434
QSO: 21025 CW 2018-05-27 2027 G3WRR         599 0154   LY5E          599 2689
QSO: 14005 CW 2018-05-27 2029 G3WRR         599 0155   NW7R          599 2814
QSO:  3524 CW 2018-05-27 2032 G3WRR         599 0156   LA0CX         599 0635
QSO:  1822 CW 2018-05-27 2043 G3WRR         599 0157   MW5R          599 0320
QSO:  3504 CW 2018-05-27 2055 G3WRR         599 0158   F1AKK         599 0387
QSO:  3543 CW 2018-05-27 2252 G3WRR         599 0159   PB7Z          599 0922
QSO:  3538 CW 2018-05-27 2255 G3WRR         599 0160   DQ800HRO      599 0629
QSO:  3535 CW 2018-05-27 2256 G3WRR         599 0161   LZ9W          599 0868
QSO:  3505 CW 2018-05-27 2259 G3WRR         599 0162   OM3IAG        599 0708
QSO:  7002 CW 2018-05-27 2304 G3WRR         599 0163   OL90ITALIA    599 2879
QSO:  7004 CW 2018-05-27 2305 G3WRR         599 0164   EW8W          599 1410
QSO:  7004 CW 2018-05-27 2307 G3WRR         599 0165   VA2EW         599 2878
QSO:  7009 CW 2018-05-27 2309 G3WRR         599 0166   CN3A          599 1502
QSO:  7010 CW 2018-05-27 2310 G3WRR         599 0167   NR4M          599 1374
QSO:  7013 CW 2018-05-27 2312 G3WRR         599 0168   HG1S          599 3517
QSO:  7026 CW 2018-05-27 2315 G3WRR         599 0169   9A1A          599 1765
QSO:  7027 CW 2018-05-27 2316 G3WRR         599 0170   YT4W          599 1580
QSO:  7033 CW 2018-05-27 2319 G3WRR         599 0171   DH8BQA        599 0605
QSO:  7039 CW 2018-05-27 2320 G3WRR         599 0172   LZ1EV         599 1549
QSO:  7007 CW 2018-05-27 2321 G3WRR         599 0173   NR3X          599 2670
QSO:  7015 CW 2018-05-27 2322 G3WRR         599 0174   US1I          599 1627
QSO:  7017 CW 2018-05-27 2323 G3WRR         599 0175   ED5X          599 0604
END-OF-LOG:
