START-OF-LOG: 3.0
CONTEST: IARU-HF
LOCATION: DX
CALLSIGN: YT0HQ
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-POWER: HIGH
CREATED-BY: WIN-TEST 4.31.0-HQ
CATEGORY-TRANSMITTER: UNLIMITED
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-STATION: HQ
OPERATORS: YU1EA YU3EEA YU1JW YU1EA YU3DKO YT4T YU1RA YT1AA YU5C YU5T YU5DMP
OPERATORS: YU7U YT1HA YT1X YT7KM YU1AU YU1FW YU1MM YU2SMS YT2IZM YU1DW YU8A
OPERATORS: YT3X YT1RW YU6DX YU5BOX YU1ZZ YU1WS YT1BD YU1EW YT9A YU1JW
OPERATORS: YU5W YT9W YT1NP YU2EF YT1MW YU1VG YU7EE YT7EI
HQ-CATEGORY: IARU Headquarters Stations
HQ-GRID-LOCATOR: KN04ft
QSO: 28400 PH 2021-07-10 1200 YT0HQ 59 SRS DH1PAL 59 28
QSO: 21021 CW 2021-07-10 1200 YT0HQ 599 SRS DK7HA 599 28
QSO: 14215 PH 2021-07-10 1200 YT0HQ 59 SRS DL9YJ 59 28
QSO: 21261 PH 2021-07-10 1200 YT0HQ 59 SRS DO1OTW 59 28
QSO: 21261 PH 2021-07-10 1200 YT0HQ 59 SRS F4CVO 59 27
QSO: 28015 CW 2021-07-10 1200 YT0HQ 599 SRS GM3A 599 27
QSO: 14215 PH 2021-07-10 1200 YT0HQ 59 SRS IK4RQJ 59 28
QSO: 14215 PH 2021-07-10 1200 YT0HQ 59 SRS IU1MRH 59 28
QSO: 21021 CW 2021-07-10 1200 YT0HQ 599 SRS K1IMI 599 08
QSO: 21021 CW 2021-07-10 1200 YT0HQ 599 SRS K1KI 599 08
QSO: 14215 PH 2021-07-10 1200 YT0HQ 59 SRS ON5GM 59 27
QSO: 14000 CW 2021-07-10 1200 YT0HQ 599 SRS PA0JED 599 27
QSO: 14215 PH 2021-07-10 1200 YT0HQ 59 SRS PA0KDV 59 27
QSO: 21021 CW 2021-07-10 1200 YT0HQ 599 SRS SN0HQ 599 PZK
QSO: 14000 CW 2021-07-10 1200 YT0HQ 599 SRS SP3A 599 28
QSO: 28015 CW 2021-07-10 1200 YT0HQ 599 SRS UW1TT 599 29
QSO: 21021 CW 2021-07-10 1201 YT0HQ 599 SRS 2E0CVN 599 27
QSO: 21021 CW 2021-07-10 1201 YT0HQ 599 SRS DF4XX 599 28
QSO: 21021 CW 2021-07-10 1201 YT0HQ 599 SRS DL2YBG 599 28
QSO: 28400 PH 2021-07-10 1201 YT0HQ 59 SRS DL8UV 59 28
QSO: 14000 CW 2021-07-10 1201 YT0HQ 599 SRS EW3M 599 29
QSO: 14215 PH 2021-07-10 1201 YT0HQ 59 SRS F1PSX 59 27
QSO: 28400 PH 2021-07-10 1201 YT0HQ 59 SRS F4VSD 59 27
QSO: 14215 PH 2021-07-10 1201 YT0HQ 59 SRS G0H 59 27
QSO: 21261 PH 2021-07-10 1201 YT0HQ 59 SRS G0KKQ 59 27
QSO: 28015 CW 2021-07-10 1201 YT0HQ 599 SRS G0ORH 599 27
QSO: 28015 CW 2021-07-10 1201 YT0HQ 599 SRS GW4OKT 599 27
QSO: 21021 CW 2021-07-10 1201 YT0HQ 599 SRS K1XM 599 08
QSO: 28400 PH 2021-07-10 1201 YT0HQ 59 SRS LY0HQ 59 LRMD
QSO: 21261 PH 2021-07-10 1201 YT0HQ 59 SRS MU0GSY 59 27
QSO: 7119 PH 2021-07-10 1201 YT0HQ 59 SRS OF2HQ 59 SRAL
QSO: 21261 PH 2021-07-10 1201 YT0HQ 59 SRS ON4ARJ 59 27
QSO: 3510 CW 2021-07-10 1201 YT0HQ 599 SRS S50HQ 599 ZRS
QSO: 7119 PH 2021-07-10 1201 YT0HQ 59 SRS SN0HQ 59 PZK
QSO: 14215 PH 2021-07-10 1201 YT0HQ 59 SRS SP6AR 59 28
QSO: 14000 CW 2021-07-10 1201 YT0HQ 599 SRS UA6CC 599 29
QSO: 14000 CW 2021-07-10 1201 YT0HQ 599 SRS VE2FWW 599 04
QSO: 14000 CW 2021-07-10 1201 YT0HQ 599 SRS YL7A 599 29
QSO: 7019 CW 2021-07-10 1201 YT0HQ 599 SRS YR0HQ 599 FRR
QSO: 28400 PH 2021-07-10 1202 YT0HQ 59 SRS 9A3B 59 28
QSO: 28015 CW 2021-07-10 1202 YT0HQ 599 SRS DL5JQ 599 28
QSO: 28015 CW 2021-07-10 1202 YT0HQ 599 SRS DM7EE 599 28
QSO: 14215 PH 2021-07-10 1202 YT0HQ 59 SRS DP7D 59 28
QSO: 14000 CW 2021-07-10 1202 YT0HQ 599 SRS EU1AI 599 29
QSO: 14215 PH 2021-07-10 1202 YT0HQ 59 SRS G7DIR 59 27
QSO: 28015 CW 2021-07-10 1202 YT0HQ 599 SRS HB9ARF 599 28
QSO: 21261 PH 2021-07-10 1202 YT0HQ 59 SRS N1UR 59 08
QSO: 14215 PH 2021-07-10 1202 YT0HQ 59 SRS OH1POR 59 18
QSO: 7119 PH 2021-07-10 1202 YT0HQ 59 SRS OL1HQ 59 CRC
QSO: 21261 PH 2021-07-10 1202 YT0HQ 59 SRS OP1B 59 27
QSO: 14000 CW 2021-07-10 1202 YT0HQ 599 SRS PD0ME 599 27
QSO: 14000 CW 2021-07-10 1202 YT0HQ 599 SRS R3AQ 599 29
QSO: 21021 CW 2021-07-10 1202 YT0HQ 599 SRS R7MM 599 29
QSO: 28015 CW 2021-07-10 1202 YT0HQ 599 SRS RK3ER 599 29
QSO: 7119 PH 2021-07-10 1202 YT0HQ 59 SRS S50HQ 59 ZRS
QSO: 14215 PH 2021-07-10 1202 YT0HQ 59 SRS SI9YL 59 18
QSO: 21021 CW 2021-07-10 1202 YT0HQ 599 SRS SM5IMO 599 18
QSO: 3524 CW 2021-07-10 1202 YT0HQ 599 SRS SN0HQ 599 PZK
QSO: 21021 CW 2021-07-10 1202 YT0HQ 599 SRS UT3QU 599 29
QSO: 3524 CW 2021-07-10 1202 YT0HQ 599 SRS YR0HQ 599 FRR
QSO: 7119 PH 2021-07-10 1203 YT0HQ 59 SRS DA0HQ 59 DARC
QSO: 28400 PH 2021-07-10 1203 YT0HQ 59 SRS DJ4WM 59 28
QSO: 21261 PH 2021-07-10 1203 YT0HQ 59 SRS DM7X 59 28
QSO: 28400 PH 2021-07-10 1203 YT0HQ 59 SRS EA3KT 59 37
QSO: 14000 CW 2021-07-10 1203 YT0HQ 599 SRS EU4T 599 29
QSO: 14215 PH 2021-07-10 1203 YT0HQ 59 SRS HA2EAV 59 28
QSO: 14215 PH 2021-07-10 1203 YT0HQ 59 SRS HB9XBY 59 28
QSO: 7119 PH 2021-07-10 1203 YT0HQ 59 SRS IO2HQ 59 ARI
QSO: 21021 CW 2021-07-10 1203 YT0HQ 599 SRS LY4BF 599 29
QSO: 21261 PH 2021-07-10 1203 YT0HQ 59 SRS NA4DA 59 08
QSO: 14215 PH 2021-07-10 1203 YT0HQ 59 SRS ND1X 59 08
QSO: 14000 CW 2021-07-10 1203 YT0HQ 599 SRS OM3CPF 599 28
QSO: 28015 CW 2021-07-10 1203 YT0HQ 599 SRS PA4WM 599 27
QSO: 28015 CW 2021-07-10 1203 YT0HQ 599 SRS PC4Y 599 27
QSO: 21261 PH 2021-07-10 1203 YT0HQ 59 SRS PY2PT 59 15
QSO: 21261 PH 2021-07-10 1203 YT0HQ 59 SRS SN0HQ 59 PZK
QSO: 14215 PH 2021-07-10 1203 YT0HQ 59 SRS TA4ACZ 59 39
QSO: 21021 CW 2021-07-10 1203 YT0HQ 599 SRS UY2IG 599 29
QSO: 7019 CW 2021-07-10 1204 YT0HQ 599 SRS DF4ZL 599 28
QSO: 14215 PH 2021-07-10 1204 YT0HQ 59 SRS DL1AG 59 28
QSO: 21261 PH 2021-07-10 1204 YT0HQ 59 SRS DM3PKK 59 28
QSO: 28400 PH 2021-07-10 1204 YT0HQ 59 SRS F8IGV/P 59 27
QSO: 21021 CW 2021-07-10 1204 YT0HQ 599 SRS G4ENZ 599 27
QSO: 21261 PH 2021-07-10 1204 YT0HQ 59 SRS HA3NU 59 28
QSO: 14215 PH 2021-07-10 1204 YT0HQ 59 SRS HF5WIM 59 28
QSO: 14000 CW 2021-07-10 1204 YT0HQ 599 SRS IO5HQ 599 ARI
QSO: 14215 PH 2021-07-10 1204 YT0HQ 59 SRS LA3RNA 59 18
QSO: 28015 CW 2021-07-10 1204 YT0HQ 599 SRS OK2EQ 599 28
QSO: 7019 CW 2021-07-10 1204 YT0HQ 599 SRS ON4CAS 599 27
QSO: 28015 CW 2021-07-10 1204 YT0HQ 599 SRS OZ5UR 599 18
QSO: 14000 CW 2021-07-10 1204 YT0HQ 599 SRS R3QA 599 29
QSO: 21021 CW 2021-07-10 1204 YT0HQ 599 SRS RA3AN 599 29
QSO: 21261 PH 2021-07-10 1204 YT0HQ 59 SRS SO9B 59 28
QSO: 14000 CW 2021-07-10 1204 YT0HQ 599 SRS UA3QAM 599 29
QSO: 21021 CW 2021-07-10 1204 YT0HQ 599 SRS US7IY 599 29
QSO: 21261 PH 2021-07-10 1204 YT0HQ 59 SRS WB9Z 59 08
QSO: 28400 PH 2021-07-10 1205 YT0HQ 59 SRS 9A0HQ 59 HRS
QSO: 7019 CW 2021-07-10 1205 YT0HQ 599 SRS DF1GRA 599 28
QSO: 14215 PH 2021-07-10 1205 YT0HQ 59 SRS DK2AY/P 59 28
QSO: 14215 PH 2021-07-10 1205 YT0HQ 59 SRS DL0WM 59 28
QSO: 14215 PH 2021-07-10 1205 YT0HQ 59 SRS DL2KG 59 28
QSO: 21261 PH 2021-07-10 1205 YT0HQ 59 SRS DO1HKL 59 28
QSO: 7119 PH 2021-07-10 1205 YT0HQ 59 SRS E7HQ 59 ARABH
QSO: 21261 PH 2021-07-10 1205 YT0HQ 59 SRS F8KGM 59 27
QSO: 14000 CW 2021-07-10 1205 YT0HQ 599 SRS K3WW 599 08
QSO: 28015 CW 2021-07-10 1205 YT0HQ 599 SRS LY2MC 599 29
QSO: 14215 PH 2021-07-10 1205 YT0HQ 59 SRS OM5WW 59 28
QSO: 7119 PH 2021-07-10 1205 YT0HQ 59 SRS OZ1HQ 59 EDR
QSO: 28015 CW 2021-07-10 1205 YT0HQ 599 SRS PA4B 599 27
QSO: 14000 CW 2021-07-10 1205 YT0HQ 599 SRS PC5WB 599 27
QSO: 28400 PH 2021-07-10 1205 YT0HQ 59 SRS PE4KH 59 27
QSO: 14000 CW 2021-07-10 1205 YT0HQ 599 SRS R3SM 599 29
QSO: 21021 CW 2021-07-10 1205 YT0HQ 599 SRS RM5F 599 29
QSO: 14215 PH 2021-07-10 1205 YT0HQ 59 SRS TM2F 59 27
QSO: 14000 CW 2021-07-10 1205 YT0HQ 599 SRS UA3RBR 599 29
QSO: 21021 CW 2021-07-10 1205 YT0HQ 599 SRS UA4C 599 29
QSO: 21021 CW 2021-07-10 1205 YT0HQ 599 SRS UT7FA 599 29
QSO: 21021 CW 2021-07-10 1205 YT0HQ 599 SRS UX7MR 599 29
QSO: 28400 PH 2021-07-10 1206 YT0HQ 59 SRS DJ2FL 59 28
QSO: 28400 PH 2021-07-10 1206 YT0HQ 59 SRS DJ3GE 59 28
QSO: 14215 PH 2021-07-10 1206 YT0HQ 59 SRS DK0FL 59 28
QSO: 28400 PH 2021-07-10 1206 YT0HQ 59 SRS DL4DBM 59 28
QSO: 14215 PH 2021-07-10 1206 YT0HQ 59 SRS DL5NDD 59 28
QSO: 7119 PH 2021-07-10 1206 YT0HQ 59 SRS EM5HQ 59 UARL
QSO: 21261 PH 2021-07-10 1206 YT0HQ 59 SRS HB9GUR 59 28
QSO: 28015 CW 2021-07-10 1206 YT0HQ 599 SRS LY5G 599 29
QSO: 14215 PH 2021-07-10 1206 YT0HQ 59 SRS OG2X 59 18
QSO: 14000 CW 2021-07-10 1206 YT0HQ 599 SRS OR2A 599 27
QSO: 28015 CW 2021-07-10 1206 YT0HQ 599 SRS PD1RP 599 27
QSO: 21021 CW 2021-07-10 1206 YT0HQ 599 SRS RN3S 599 29
QSO: 14000 CW 2021-07-10 1206 YT0HQ 599 SRS UA1F 599 19
QSO: 21021 CW 2021-07-10 1206 YT0HQ 599 SRS UR4CU 599 29
QSO: 21021 CW 2021-07-10 1206 YT0HQ 599 SRS UT5EO 599 29
QSO: 14215 PH 2021-07-10 1206 YT0HQ 59 SRS UW7W 59 29
QSO: 21261 PH 2021-07-10 1206 YT0HQ 59 SRS VE3AT 59 04
QSO: 28015 CW 2021-07-10 1206 YT0HQ 599 SRS YL4HQ 599 LRAL
QSO: 7019 CW 2021-07-10 1207 YT0HQ 599 SRS DL2DCX 599 28
QSO: 28015 CW 2021-07-10 1207 YT0HQ 599 SRS EE2A 599 37
QSO: 21261 PH 2021-07-10 1207 YT0HQ 59 SRS G4YCA 59 27
QSO: 21261 PH 2021-07-10 1207 YT0HQ 59 SRS M0JHV 59 27
QSO: 21021 CW 2021-07-10 1207 YT0HQ 599 SRS OH5YU 599 18
QSO: 14215 PH 2021-07-10 1207 YT0HQ 59 SRS OK1LEV 59 28
QSO: 14215 PH 2021-07-10 1207 YT0HQ 59 SRS OM1EE 59 28
QSO: 28400 PH 2021-07-10 1207 YT0HQ 59 SRS ON4ARJ 59 27
QSO: 21021 CW 2021-07-10 1207 YT0HQ 599 SRS RA3DNC 599 29
