START-OF-LOG: 3.0
CONTEST: IARU-HF
LOCATION: DX
CALLSIGN: YT0HQ
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-POWER: HIGH
CREATED-BY: WIN-TEST 4.31.0-HQ
CATEGORY-TRANSMITTER: UNLIMITED
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-STATION: HQ
OPERATORS: YU1EA YU3EEA YU1JW YU1EA YU3DKO YT4T YU1RA YT1AA YU5C YU5T YU5DMP
OPERATORS: YU7U YT1HA YT1X YT7KM YU1AU YU1FW YU1MM YU2SMS YT2IZM YU1DW YU8A
OPERATORS: YT3X YT1RW YU6DX YU5BOX YU1ZZ YU1WS YT1BD YU1EW YT9A YU1JW
QSO: 14000 CW 2021-07-10 1207 YT0HQ 599 SRS RA5AW 599 29
QSO: 21021 CW 2021-07-10 1207 YT0HQ 599 SRS RT5Z 599 29
QSO: 14215 PH 2021-07-10 1207 YT0HQ 59 SRS SP1FRC 59 28
QSO: 21261 PH 2021-07-10 1207 YT0HQ 59 SRS SP6VWX 59 28
QSO: 7119 PH 2021-07-10 1207 YT0HQ 59 SRS TM0HQ 59 REF
QSO: 21021 CW 2021-07-10 1207 YT0HQ 599 SRS YL2CV 599 29
QSO: 14000 CW 2021-07-10 1207 YT0HQ 599 SRS YU5R 599 28
QSO: 14215 PH 2021-07-10 1208 YT0HQ 59 SRS 4Z5MV 59 39
QSO: 21261 PH 2021-07-10 1208 YT0HQ 59 SRS DB5ABS 59 28
QSO: 7019 CW 2021-07-10 1208 YT0HQ 599 SRS DK2FG 599 28
QSO: 21021 CW 2021-07-10 1208 YT0HQ 599 SRS DL3JAN 599 28
QSO: 14215 PH 2021-07-10 1208 YT0HQ 59 SRS ED3C 59 37
QSO: 7019 CW 2021-07-10 1208 YT0HQ 599 SRS HA4FY 599 28
QSO: 28015 CW 2021-07-10 1208 YT0HQ 599 SRS HB1A 599 28
QSO: 28400 PH 2021-07-10 1208 YT0HQ 59 SRS IX1CKN 59 28
QSO: 14215 PH 2021-07-10 1208 YT0HQ 59 SRS LC5C 59 18
QSO: 3530 CW 2021-07-10 1208 YT0HQ 599 SRS OL1HQ 599 CRC
QSO: 14000 CW 2021-07-10 1208 YT0HQ 599 SRS OL3A 599 28
QSO: 7019 CW 2021-07-10 1208 YT0HQ 599 SRS OZ1HQ 599 EDR
QSO: 14000 CW 2021-07-10 1208 YT0HQ 599 SRS PA4CC 599 27
QSO: 14000 CW 2021-07-10 1208 YT0HQ 599 SRS PA5FN 599 27
QSO: 21021 CW 2021-07-10 1208 YT0HQ 599 SRS R3LC 599 29
QSO: 14000 CW 2021-07-10 1208 YT0HQ 599 SRS RA3Y 599 29
QSO: 21021 CW 2021-07-10 1208 YT0HQ 599 SRS RV3DBK 599 29
QSO: 14000 CW 2021-07-10 1208 YT0HQ 599 SRS SM0Q 599 18
QSO: 14215 PH 2021-07-10 1208 YT0HQ 59 SRS SP2AWJ 59 28
QSO: 14215 PH 2021-07-10 1208 YT0HQ 59 SRS SP2QOT 59 28
QSO: 28015 CW 2021-07-10 1208 YT0HQ 599 SRS UT7AXA 599 29
QSO: 28015 CW 2021-07-10 1208 YT0HQ 599 SRS YU1YV 599 28
QSO: 7119 PH 2021-07-10 1209 YT0HQ 59 SRS 9A0HQ 59 HRS
QSO: 28015 CW 2021-07-10 1209 YT0HQ 599 SRS DM3M 599 28
QSO: 14215 PH 2021-07-10 1209 YT0HQ 59 SRS DN5NYL 59 28
QSO: 21261 PH 2021-07-10 1209 YT0HQ 59 SRS F1IEH 59 27
QSO: 21261 PH 2021-07-10 1209 YT0HQ 59 SRS F4CPF 59 27
QSO: 28400 PH 2021-07-10 1209 YT0HQ 59 SRS G1EIX 59 27
QSO: 28400 PH 2021-07-10 1209 YT0HQ 59 SRS GW5L 59 27
QSO: 28015 CW 2021-07-10 1209 YT0HQ 599 SRS HB9BAS 599 28
QSO: 14215 PH 2021-07-10 1209 YT0HQ 59 SRS MW6M 59 27
QSO: 3533 CW 2021-07-10 1209 YT0HQ 599 SRS OE0HQ 599 OV
QSO: 7119 PH 2021-07-10 1209 YT0HQ 59 SRS OE0HQ 59 OV
QSO: 21021 CW 2021-07-10 1209 YT0HQ 599 SRS OH2ID 599 18
QSO: 14215 PH 2021-07-10 1209 YT0HQ 59 SRS OK2TS 59 28
QSO: 14000 CW 2021-07-10 1209 YT0HQ 599 SRS OK2TSG 599 28
QSO: 21021 CW 2021-07-10 1209 YT0HQ 599 SRS R4BZ 599 29
QSO: 21021 CW 2021-07-10 1209 YT0HQ 599 SRS R4FCN 599 29
QSO: 14000 CW 2021-07-10 1209 YT0HQ 599 SRS RA9AP 599 30
QSO: 7019 CW 2021-07-10 1209 YT0HQ 599 SRS SN0HQ 599 PZK
QSO: 14000 CW 2021-07-10 1209 YT0HQ 599 SRS UA3ABJ 599 29
QSO: 28015 CW 2021-07-10 1209 YT0HQ 599 SRS UA6AK 599 29
QSO: 21021 CW 2021-07-10 1209 YT0HQ 599 SRS UR5ECW 599 29
QSO: 28400 PH 2021-07-10 1209 YT0HQ 59 SRS YU3FMS 59 28
QSO: 7019 CW 2021-07-10 1210 YT0HQ 599 SRS DD0VS 599 28
QSO: 21261 PH 2021-07-10 1210 YT0HQ 59 SRS DG4EJ 59 28
QSO: 7019 CW 2021-07-10 1210 YT0HQ 599 SRS DL3RAH 599 28
QSO: 28015 CW 2021-07-10 1210 YT0HQ 599 SRS DL3RHN 599 28
QSO: 21261 PH 2021-07-10 1210 YT0HQ 59 SRS DO3UW 59 28
QSO: 14215 PH 2021-07-10 1210 YT0HQ 59 SRS F4FNT 59 27
QSO: 14215 PH 2021-07-10 1210 YT0HQ 59 SRS G4OBB 59 27
QSO: 7019 CW 2021-07-10 1210 YT0HQ 599 SRS HA9RC 599 28
QSO: 14000 CW 2021-07-10 1210 YT0HQ 599 SRS MM0T 599 27
QSO: 21261 PH 2021-07-10 1210 YT0HQ 59 SRS ON2LMP 59 27
QSO: 21261 PH 2021-07-10 1210 YT0HQ 59 SRS ON3GEO 59 27
QSO: 21261 PH 2021-07-10 1210 YT0HQ 59 SRS OR1X 59 27
QSO: 21021 CW 2021-07-10 1210 YT0HQ 599 SRS PA7LV 599 27
QSO: 28400 PH 2021-07-10 1210 YT0HQ 59 SRS PE1GJT 59 27
QSO: 28400 PH 2021-07-10 1210 YT0HQ 59 SRS PE9JAN 59 27
QSO: 14000 CW 2021-07-10 1210 YT0HQ 599 SRS RA3NC 599 29
QSO: 14000 CW 2021-07-10 1210 YT0HQ 599 SRS TA2SE 599 39
QSO: 28015 CW 2021-07-10 1210 YT0HQ 599 SRS UA6HFI 599 29
QSO: 21021 CW 2021-07-10 1210 YT0HQ 599 SRS UF5A 599 29
QSO: 21021 CW 2021-07-10 1210 YT0HQ 599 SRS UT4LW 599 29
QSO: 7019 CW 2021-07-10 1211 YT0HQ 599 SRS DJ0YI 599 28
QSO: 14215 PH 2021-07-10 1211 YT0HQ 59 SRS DJ9ZB 59 28
QSO: 28400 PH 2021-07-10 1211 YT0HQ 59 SRS DK4VW 59 28
QSO: 21261 PH 2021-07-10 1211 YT0HQ 59 SRS DO2QS 59 28
QSO: 28400 PH 2021-07-10 1211 YT0HQ 59 SRS EA3HXT 59 37
QSO: 14000 CW 2021-07-10 1211 YT0HQ 599 SRS EU8R 599 29
QSO: 14000 CW 2021-07-10 1211 YT0HQ 599 SRS F4CVQ 599 27
QSO: 28015 CW 2021-07-10 1211 YT0HQ 599 SRS F4GFT 599 27
QSO: 28400 PH 2021-07-10 1211 YT0HQ 59 SRS G1FQD 59 27
QSO: 7119 PH 2021-07-10 1211 YT0HQ 59 SRS GR2HQ 59 RSGB
QSO: 3533 CW 2021-07-10 1211 YT0HQ 599 SRS HG0HQ 599 MRASZ
QSO: 14000 CW 2021-07-10 1211 YT0HQ 599 SRS K3JO 599 08
QSO: 28015 CW 2021-07-10 1211 YT0HQ 599 SRS MD2C 599 27
QSO: 21261 PH 2021-07-10 1211 YT0HQ 59 SRS OZ1FHU 59 18
QSO: 21021 CW 2021-07-10 1211 YT0HQ 599 SRS P3X 599 39
QSO: 14215 PH 2021-07-10 1211 YT0HQ 59 SRS PA1BD 59 27
QSO: 28015 CW 2021-07-10 1211 YT0HQ 599 SRS PA5GU 599 27
QSO: 14215 PH 2021-07-10 1211 YT0HQ 59 SRS PD3EM 59 27
QSO: 21021 CW 2021-07-10 1211 YT0HQ 599 SRS SE4E 599 18
QSO: 14215 PH 2021-07-10 1211 YT0HQ 59 SRS SP9MAT 59 28
QSO: 7019 CW 2021-07-10 1211 YT0HQ 599 SRS UT1WW 599 29
QSO: 14215 PH 2021-07-10 1211 YT0HQ 59 SRS UT5RB 59 29
QSO: 14000 CW 2021-07-10 1212 YT0HQ 599 SRS EI6KW 599 27
QSO: 21021 CW 2021-07-10 1212 YT0HQ 599 SRS EW5HQ 599 BFRR
QSO: 21261 PH 2021-07-10 1212 YT0HQ 59 SRS F5ZO 59 27
QSO: 28015 CW 2021-07-10 1212 YT0HQ 599 SRS G8CRB 599 27
QSO: 14215 PH 2021-07-10 1212 YT0HQ 59 SRS HB9DPY 59 28
QSO: 28400 PH 2021-07-10 1212 YT0HQ 59 SRS M7FCB 59 27
QSO: 21261 PH 2021-07-10 1212 YT0HQ 59 SRS ON7AH 59 27
QSO: 14215 PH 2021-07-10 1212 YT0HQ 59 SRS OZ1DYI 59 18
QSO: 28015 CW 2021-07-10 1212 YT0HQ 599 SRS PA3ARM 599 27
QSO: 28015 CW 2021-07-10 1212 YT0HQ 599 SRS PG5V 599 27
QSO: 21021 CW 2021-07-10 1212 YT0HQ 599 SRS R7MT 599 29
QSO: 21021 CW 2021-07-10 1212 YT0HQ 599 SRS RK3P 599 29
QSO: 21261 PH 2021-07-10 1212 YT0HQ 59 SRS TM0HQ 59 REF
QSO: 14000 CW 2021-07-10 1212 YT0HQ 599 SRS UR5EDX 599 29
QSO: 14215 PH 2021-07-10 1212 YT0HQ 59 SRS WB2KLD 59 08
QSO: 7019 CW 2021-07-10 1212 YT0HQ 599 SRS YO4CAH 599 28
QSO: 21261 PH 2021-07-10 1213 YT0HQ 59 SRS DJ3HW 59 R1
QSO: 21261 PH 2021-07-10 1213 YT0HQ 59 SRS DL3E 59 28
QSO: 21021 CW 2021-07-10 1213 YT0HQ 599 SRS DL3KWF 599 28
QSO: 3522 CW 2021-07-10 1213 YT0HQ 599 SRS E7HQ 599 ARABH
QSO: 21261 PH 2021-07-10 1213 YT0HQ 59 SRS G0Z 59 27
QSO: 28400 PH 2021-07-10 1213 YT0HQ 59 SRS G4OBB 59 27
QSO: 21261 PH 2021-07-10 1213 YT0HQ 59 SRS G7BZD 59 27
QSO: 7019 CW 2021-07-10 1213 YT0HQ 599 SRS HA8LCA 599 28
QSO: 14215 PH 2021-07-10 1213 YT0HQ 59 SRS IZ5JLF 59 28
QSO: 21021 CW 2021-07-10 1213 YT0HQ 599 SRS LA2HFA 599 18
QSO: 14215 PH 2021-07-10 1213 YT0HQ 59 SRS ON5GQ 59 27
QSO: 7019 CW 2021-07-10 1213 YT0HQ 599 SRS PC7E 599 27
QSO: 21261 PH 2021-07-10 1213 YT0HQ 59 SRS PE1GJT 59 27
QSO: 14000 CW 2021-07-10 1213 YT0HQ 599 SRS PE1HWO 599 27
QSO: 28400 PH 2021-07-10 1213 YT0HQ 59 SRS PH9HB 59 27
QSO: 14000 CW 2021-07-10 1213 YT0HQ 599 SRS R7RC 599 29
QSO: 14000 CW 2021-07-10 1213 YT0HQ 599 SRS RW4WA 599 30
QSO: 7119 PH 2021-07-10 1213 YT0HQ 59 SRS SP2TQQ 59 28
QSO: 7019 CW 2021-07-10 1213 YT0HQ 599 SRS SP8FHK 599 28
QSO: 21021 CW 2021-07-10 1213 YT0HQ 599 SRS UC0A 599 32
QSO: 21021 CW 2021-07-10 1213 YT0HQ 599 SRS UY2IG 599 29
QSO: 28400 PH 2021-07-10 1213 YT0HQ 59 SRS YL3JI 59 29
QSO: 21261 PH 2021-07-10 1214 YT0HQ 59 SRS DL2DQL 59 28
QSO: 7119 PH 2021-07-10 1214 YT0HQ 59 SRS DL4BX 59 28
QSO: 14000 CW 2021-07-10 1214 YT0HQ 599 SRS DL4HCF/P 599 28
QSO: 7119 PH 2021-07-10 1214 YT0HQ 59 SRS DQ60ANT 59 28
QSO: 28400 PH 2021-07-10 1214 YT0HQ 59 SRS EM5HQ 59 UARL
QSO: 21021 CW 2021-07-10 1214 YT0HQ 599 SRS EW1TO 599 29
QSO: 7119 PH 2021-07-10 1214 YT0HQ 59 SRS F1IKA 59 27
QSO: 28400 PH 2021-07-10 1214 YT0HQ 59 SRS G1OVK 59 27
QSO: 14000 CW 2021-07-10 1214 YT0HQ 599 SRS HB9CIC 599 28
QSO: 21021 CW 2021-07-10 1214 YT0HQ 599 SRS I2IFT 599 28
QSO: 28015 CW 2021-07-10 1214 YT0HQ 599 SRS LA7AK 599 18
QSO: 21021 CW 2021-07-10 1214 YT0HQ 599 SRS OG6N 599 18
QSO: 28015 CW 2021-07-10 1214 YT0HQ 599 SRS OH5ZA 599 18
QSO: 7019 CW 2021-07-10 1214 YT0HQ 599 SRS OK1HCG 599 28
QSO: 28015 CW 2021-07-10 1214 YT0HQ 599 SRS P3X 599 39
QSO: 14215 PH 2021-07-10 1214 YT0HQ 59 SRS RA4HBS 59 30
QSO: 14000 CW 2021-07-10 1214 YT0HQ 599 SRS RN6AT 599 29
QSO: 14215 PH 2021-07-10 1214 YT0HQ 59 SRS RW9LL 59 30
QSO: 21021 CW 2021-07-10 1214 YT0HQ 599 SRS SN5J 599 28
QSO: 14215 PH 2021-07-10 1214 YT0HQ 59 SRS UA1AOS 59 29
QSO: 14215 PH 2021-07-10 1214 YT0HQ 59 SRS UA9R 59 30
QSO: 28015 CW 2021-07-10 1214 YT0HQ 599 SRS UF1A 599 29
QSO: 21261 PH 2021-07-10 1214 YT0HQ 59 SRS WA3OFR 59 08
QSO: 28400 PH 2021-07-10 1215 YT0HQ 59 SRS 2E0SXX 59 27
QSO: 7019 CW 2021-07-10 1215 YT0HQ 599 SRS DF8KY 599 28
