START-OF-LOG: 3.0
CONTEST: IARU-HF
LOCATION: DX
CALLSIGN: E2HQ
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-POWER: HIGH
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-STATION: HQ
CATEGORY-TRANSMITTER: UNLIMITED
CREATED-BY: N1MM LOGGER+ 1.0.9188.0
OPERATORS: E20MDN HS5NMF HS8HEX HS8JWH HS3NBR E25ETT E23NEZ E24NQN HS0KRM HS6MYW
QSO: 14222 PH 2021-07-10 1305 E2HQ 59 RAST 4L0G 59 NARG
QSO: 7000 PH 2021-07-10 1306 E2HQ 59 RAST DU1R 59 50
QSO: 21031 CW 2021-07-10 1306 E2HQ 599 RAST VU2MB 599 41
QSO: 14036 CW 2021-07-10 1306 E2HQ 599 RAST R0SBI 599 32
QSO: 7000 PH 2021-07-10 1307 E2HQ 59 RAST YD5AKH 59 54
QSO: 14036 CW 2021-07-10 1307 E2HQ 599 RAST UT3UZ 599 29
QSO: 7000 PH 2021-07-10 1307 E2HQ 59 RAST BU2BE 59 44
QSO: 14207 PH 2021-07-10 1308 E2HQ 59 RAST YB1AM 59 54
QSO: 14036 CW 2021-07-10 1308 E2HQ 599 RAST RA4WE 599 30
QSO: 14036 CW 2021-07-10 1308 E2HQ 599 RAST YB2MM 599 54
QSO: 7000 PH 2021-07-10 1309 E2HQ 59 RAST DU1AV 59 50
QSO: 21296 PH 2021-07-10 1309 E2HQ 59 RAST 4X6FR 59 39
QSO: 7000 PH 2021-07-10 1310 E2HQ 59 RAST DY1T 59 50
QSO: 14036 CW 2021-07-10 1310 E2HQ 599 RAST UT4LW 599 29
QSO: 14036 CW 2021-07-10 1311 E2HQ 599 RAST UA3AP 599 29
QSO: 14036 CW 2021-07-10 1311 E2HQ 599 RAST UR5EDX 599 29
QSO: 21031 CW 2021-07-10 1311 E2HQ 599 RAST YO3FRI 599 28
QSO: 7000 PH 2021-07-10 1311 E2HQ 59 RAST YB1HBO 59 54
QSO: 14247 PH 2021-07-10 1312 E2HQ 59 RAST SN0HQ 59 PZK
QSO: 7000 PH 2021-07-10 1312 E2HQ 59 RAST YD5PYJ 59 54
QSO: 14036 CW 2021-07-10 1313 E2HQ 599 RAST UA9MA 599 30
QSO: 7000 PH 2021-07-10 1313 E2HQ 59 RAST DV1YAI 59 50
QSO: 14036 CW 2021-07-10 1314 E2HQ 599 RAST RG5A 599 29
QSO: 7000 PH 2021-07-10 1314 E2HQ 59 RAST 9W2HXP 59 54
QSO: 14036 CW 2021-07-10 1315 E2HQ 599 RAST SP2FAP 599 28
QSO: 14036 CW 2021-07-10 1316 E2HQ 599 RAST RX1AG 599 29
QSO: 14036 CW 2021-07-10 1317 E2HQ 599 RAST HG6O 599 28
QSO: 14036 CW 2021-07-10 1319 E2HQ 599 RAST UA4C 599 29
QSO: 14036 CW 2021-07-10 1320 E2HQ 599 RAST EM5HQ 599 UARL
QSO: 14036 CW 2021-07-10 1320 E2HQ 599 RAST A65DF 599 39
QSO: 14036 CW 2021-07-10 1321 E2HQ 599 RAST UA9BA 599 30
QSO: 14036 CW 2021-07-10 1321 E2HQ 599 RAST UA1F 599 29
QSO: 14235 PH 2021-07-10 1321 E2HQ 59 RAST OG2X 59 18
QSO: 14036 CW 2021-07-10 1322 E2HQ 599 RAST YL5W 599 29
QSO: 14036 CW 2021-07-10 1323 E2HQ 599 RAST LA8CJ 599 18
QSO: 14036 CW 2021-07-10 1323 E2HQ 599 RAST RT5P 599 29
QSO: 7000 PH 2021-07-10 1323 E2HQ 59 RAST 4G0T 59 50
QSO: 14036 CW 2021-07-10 1324 E2HQ 599 RAST E29TGW 599 49
QSO: 7000 PH 2021-07-10 1325 E2HQ 59 RAST 9W2TWC 59 54
QSO: 14036 CW 2021-07-10 1325 E2HQ 599 RAST DL4ME 599 28
QSO: 14036 CW 2021-07-10 1325 E2HQ 599 RAST IK2GZU 599 28
QSO: 14236 PH 2021-07-10 1326 E2HQ 59 RAST LZ1KAU 59 28
QSO: 14036 CW 2021-07-10 1326 E2HQ 599 RAST DL6ATM 599 28
QSO: 14236 PH 2021-07-10 1327 E2HQ 59 RAST VU2JOS 59 41
QSO: 14036 CW 2021-07-10 1327 E2HQ 599 RAST UR5LF 599 29
QSO: 14036 CW 2021-07-10 1327 E2HQ 599 RAST YR0HQ 599 FRR
QSO: 14236 PH 2021-07-10 1328 E2HQ 59 RAST YB1WCK 59 54
QSO: 14036 CW 2021-07-10 1329 E2HQ 599 RAST GR2HQ 599 RSGB
QSO: 14036 CW 2021-07-10 1329 E2HQ 599 RAST JJ0PKS 599 45
QSO: 14036 CW 2021-07-10 1330 E2HQ 599 RAST 9A7T 599 28
QSO: 7000 PH 2021-07-10 1331 E2HQ 59 RAST YC4TOT 59 54
QSO: 7000 PH 2021-07-10 1332 E2HQ 59 RAST JG7AMD 59 45
QSO: 14036 CW 2021-07-10 1333 E2HQ 599 RAST OZ3SM 599 18
QSO: 14036 CW 2021-07-10 1334 E2HQ 599 RAST SP2HMT 599 28
QSO: 7000 PH 2021-07-10 1334 E2HQ 59 RAST YD1RYX 59 54
QSO: 7000 PH 2021-07-10 1335 E2HQ 59 RAST YB1HDR 59 54
QSO: 7000 PH 2021-07-10 1335 E2HQ 59 RAST JA5WU 59 45
QSO: 14036 CW 2021-07-10 1336 E2HQ 599 RAST LA1U 599 18
QSO: 14036 CW 2021-07-10 1337 E2HQ 599 RAST R5DT 599 29
QSO: 7000 PH 2021-07-10 1338 E2HQ 59 RAST YC1RET 59 54
QSO: 14036 CW 2021-07-10 1338 E2HQ 599 RAST K7TQ 599 06
QSO: 7000 PH 2021-07-10 1339 E2HQ 59 RAST YC1IUQ 59 54
QSO: 21308 PH 2021-07-10 1339 E2HQ 59 RAST A65BB 59 39
QSO: 14036 CW 2021-07-10 1339 E2HQ 599 RAST EM5HQ 599 UARL
QSO: 14036 CW 2021-07-10 1340 E2HQ 599 RAST RA3UT 599 29
QSO: 14036 CW 2021-07-10 1341 E2HQ 599 RAST LA4EJA 599 18
QSO: 14036 CW 2021-07-10 1341 E2HQ 599 RAST HG5D 599 28
QSO: 7000 PH 2021-07-10 1341 E2HQ 59 RAST JA5KJM 59 45
QSO: 7000 PH 2021-07-10 1342 E2HQ 59 RAST JO4IPQ 59 45
QSO: 7000 PH 2021-07-10 1343 E2HQ 59 RAST YD0NHG 59 54
QSO: 14200 PH 2021-07-10 1343 E2HQ 59 RAST BI4MBC 59 44
QSO: 7000 PH 2021-07-10 1344 E2HQ 59 RAST JG2MNK 59 45
QSO: 7000 PH 2021-07-10 1344 E2HQ 59 RAST JA5KPO 59 45
QSO: 14036 CW 2021-07-10 1344 E2HQ 599 RAST R7CT 599 29
QSO: 7000 PH 2021-07-10 1345 E2HQ 59 RAST YC1DIU 59 54
QSO: 14036 CW 2021-07-10 1345 E2HQ 599 RAST OG5O 599 18
QSO: 28013 CW 2021-07-10 1347 E2HQ 599 RAST E2A 599 49
QSO: 14036 CW 2021-07-10 1347 E2HQ 599 RAST K7GS 599 06
QSO: 14036 CW 2021-07-10 1347 E2HQ 599 RAST OM5CD 599 28
QSO: 7000 PH 2021-07-10 1348 E2HQ 59 RAST JG2CNZ 59 45
QSO: 14036 CW 2021-07-10 1349 E2HQ 599 RAST RT9YA 599 31
QSO: 7000 PH 2021-07-10 1349 E2HQ 59 RAST JH0ILL 59 45
QSO: 14036 CW 2021-07-10 1349 E2HQ 599 RAST SP5TT 599 28
QSO: 14036 CW 2021-07-10 1350 E2HQ 599 RAST RA9AP 599 30
QSO: 14200 PH 2021-07-10 1350 E2HQ 59 RAST EW5HQ 59 BFRR
QSO: 7000 PH 2021-07-10 1351 E2HQ 59 RAST JJ8HGA 59 45
QSO: 21280 PH 2021-07-10 1351 E2HQ 59 RAST DA0HQ 59 DARC
QSO: 14036 CW 2021-07-10 1351 E2HQ 599 RAST RT5Z 599 29
QSO: 14200 PH 2021-07-10 1351 E2HQ 59 RAST UA9R 59 30
QSO: 14036 CW 2021-07-10 1352 E2HQ 599 RAST LY0HQ 599 LRMD
QSO: 14036 CW 2021-07-10 1352 E2HQ 599 RAST EU4E 599 29
QSO: 7000 PH 2021-07-10 1352 E2HQ 59 RAST 4I1LCP 59 50
QSO: 14200 PH 2021-07-10 1352 E2HQ 59 RAST IK0PHY 59 28
QSO: 14036 CW 2021-07-10 1352 E2HQ 599 RAST UF5A 599 29
QSO: 14200 PH 2021-07-10 1352 E2HQ 59 RAST RM9A 59 30
QSO: 14200 PH 2021-07-10 1354 E2HQ 59 RAST SI9YL 59 18
QSO: 7000 PH 2021-07-10 1354 E2HQ 59 RAST BH4FPB 59 44
QSO: 14036 CW 2021-07-10 1354 E2HQ 599 RAST HG4I 599 28
QSO: 7000 PH 2021-07-10 1355 E2HQ 59 RAST YE3DFB 59 54
QSO: 14200 PH 2021-07-10 1356 E2HQ 59 RAST RW1CW 59 29
QSO: 7000 PH 2021-07-10 1356 E2HQ 59 RAST 9V1TX 59 54
QSO: 14200 PH 2021-07-10 1356 E2HQ 59 RAST UA4M 59 29
QSO: 7000 PH 2021-07-10 1357 E2HQ 59 RAST BD4RHV 59 44
QSO: 14036 CW 2021-07-10 1357 E2HQ 599 RAST 4X6FR 599 39
QSO: 14036 CW 2021-07-10 1358 E2HQ 599 RAST YU5R 599 28
QSO: 7000 PH 2021-07-10 1359 E2HQ 59 RAST YC1EBM 59 54
QSO: 14036 CW 2021-07-10 1359 E2HQ 599 RAST R8OM 599 31
QSO: 14036 CW 2021-07-10 1400 E2HQ 599 RAST UT7FA 599 29
QSO: 14036 CW 2021-07-10 1401 E2HQ 599 RAST W7DT 599 06
QSO: 14200 PH 2021-07-10 1401 E2HQ 59 RAST SV0GU 59 28
QSO: 14036 CW 2021-07-10 1402 E2HQ 599 RAST LY2XW 599 29
QSO: 14200 PH 2021-07-10 1402 E2HQ 59 RAST LY5W 59 29
QSO: 14200 PH 2021-07-10 1403 E2HQ 59 RAST LZ1W 59 28
QSO: 14200 PH 2021-07-10 1403 E2HQ 59 RAST SN8K 59 28
QSO: 14036 CW 2021-07-10 1404 E2HQ 599 RAST SO3O 599 28
QSO: 14036 CW 2021-07-10 1404 E2HQ 599 RAST OH9W 599 18
QSO: 14200 PH 2021-07-10 1405 E2HQ 59 RAST R8IZ 59 31
QSO: 14036 CW 2021-07-10 1405 E2HQ 599 RAST RL5A 599 29
QSO: 14200 PH 2021-07-10 1405 E2HQ 59 RAST OR1X 59 27
QSO: 3500 CW 2021-07-10 1405 E2HQ 599 RAST YC2VOC 599 54
QSO: 14036 CW 2021-07-10 1406 E2HQ 599 RAST UR7R 599 29
QSO: 14200 PH 2021-07-10 1406 E2HQ 59 RAST S50HQ 59 ZRS
QSO: 14200 PH 2021-07-10 1406 E2HQ 59 RAST YO8WW 59 28
QSO: 14036 CW 2021-07-10 1407 E2HQ 599 RAST N7XM 599 06
QSO: 7000 PH 2021-07-10 1408 E2HQ 59 RAST JA1WIO 59 45
QSO: 14036 CW 2021-07-10 1408 E2HQ 599 RAST BH6KOK 599 44
QSO: 7000 PH 2021-07-10 1408 E2HQ 59 RAST VR2XZL 59 44
QSO: 14036 CW 2021-07-10 1409 E2HQ 599 RAST RW0AJ 599 32
QSO: 14200 PH 2021-07-10 1409 E2HQ 59 RAST OH1TD 59 18
QSO: 14036 CW 2021-07-10 1410 E2HQ 599 RAST UC9A 599 30
QSO: 7000 PH 2021-07-10 1410 E2HQ 59 RAST VR2ZCS 59 44
QSO: 14036 CW 2021-07-10 1410 E2HQ 599 RAST UA3KW 599 29
QSO: 7000 PH 2021-07-10 1411 E2HQ 59 RAST YB1TQL 59 54
QSO: 7000 PH 2021-07-10 1411 E2HQ 59 RAST VR2UNG 59 44
QSO: 14036 CW 2021-07-10 1411 E2HQ 599 RAST SP3HLM 599 28
QSO: 14036 CW 2021-07-10 1412 E2HQ 599 RAST RA3Y 599 29
QSO: 7000 PH 2021-07-10 1412 E2HQ 59 RAST YB1WCK 59 54
QSO: 14200 PH 2021-07-10 1412 E2HQ 59 RAST YO2AA 59 21
QSO: 7000 PH 2021-07-10 1413 E2HQ 59 RAST YB1ELP 59 54
QSO: 14200 PH 2021-07-10 1413 E2HQ 59 RAST TA1API 59 39
QSO: 7000 PH 2021-07-10 1414 E2HQ 59 RAST YC1JBV 59 54
QSO: 14036 CW 2021-07-10 1414 E2HQ 599 RAST DJ7UC 599 28
QSO: 14036 CW 2021-07-10 1414 E2HQ 599 RAST UT3EU 599 29
QSO: 7000 PH 2021-07-10 1414 E2HQ 59 RAST YC5DDE 59 54
QSO: 7000 PH 2021-07-10 1415 E2HQ 59 RAST 9V1PL 59 54
QSO: 14036 CW 2021-07-10 1416 E2HQ 599 RAST IR2Q 599 28
QSO: 7000 PH 2021-07-10 1417 E2HQ 59 RAST YC7JZ 59 54
QSO: 14036 CW 2021-07-10 1418 E2HQ 599 RAST DR5E 599 28
QSO: 14036 CW 2021-07-10 1419 E2HQ 599 RAST W6ENZ 599 06
QSO: 7000 PH 2021-07-10 1420 E2HQ 59 RAST BG1TNB 59 44
QSO: 14036 CW 2021-07-10 1421 E2HQ 599 RAST DL7ON 599 28
QSO: 14036 CW 2021-07-10 1422 E2HQ 599 RAST RG0A 599 32
QSO: 7000 PH 2021-07-10 1422 E2HQ 59 RAST YB4PE 59 54
QSO: 14200 PH 2021-07-10 1423 E2HQ 59 RAST II3R 59 28
QSO: 7000 PH 2021-07-10 1423 E2HQ 59 RAST YD2UFB 59 54
QSO: 7000 PH 2021-07-10 1425 E2HQ 59 RAST YD6IOV 59 54
QSO: 14036 CW 2021-07-10 1425 E2HQ 599 RAST B4HQ 599 CRAC
QSO: 14036 CW 2021-07-10 1426 E2HQ 599 RAST JA6GCE 599 45
QSO: 14200 PH 2021-07-10 1428 E2HQ 59 RAST IR6R 59 28
QSO: 14036 CW 2021-07-10 1428 E2HQ 599 RAST VE7DP 599 02
QSO: 14036 CW 2021-07-10 1428 E2HQ 599 RAST N6PF 599 06
QSO: 7000 PH 2021-07-10 1429 E2HQ 59 RAST VU2GGL 59 41
QSO: 14036 CW 2021-07-10 1430 E2HQ 599 RAST WA7CPA 599 06
QSO: 7000 PH 2021-07-10 1431 E2HQ 59 RAST YC2VDU 59 54
QSO: 7000 PH 2021-07-10 1433 E2HQ 59 RAST YD4SIZ 59 54
QSO: 14036 CW 2021-07-10 1434 E2HQ 599 RAST RK8I 599 31
QSO: 14036 CW 2021-07-10 1434 E2HQ 599 RAST SQ8N 599 28
QSO: 14200 PH 2021-07-10 1435 E2HQ 59 RAST IK0KNQ 59 28
QSO: 14036 CW 2021-07-10 1436 E2HQ 599 RAST RA9DZ 599 30
QSO: 14200 PH 2021-07-10 1437 E2HQ 59 RAST R7KY 59 29
QSO: 3500 CW 2021-07-10 1437 E2HQ 599 RAST R8OT 599 31
QSO: 14200 PH 2021-07-10 1439 E2HQ 59 RAST RA7RA 59 29
QSO: 14036 CW 2021-07-10 1439 E2HQ 599 RAST K4XU 599 06
QSO: 7000 PH 2021-07-10 1439 E2HQ 59 RAST BV4WV 59 44
QSO: 14200 PH 2021-07-10 1439 E2HQ 59 RAST VU3ION 59 41
QSO: 3500 CW 2021-07-10 1441 E2HQ 599 RAST HS5ZLD 599 49
QSO: 7000 PH 2021-07-10 1441 E2HQ 59 RAST JA6FEG 59 45
QSO: 14036 CW 2021-07-10 1441 E2HQ 599 RAST LZ3DX 599 28
QSO: 14036 CW 2021-07-10 1442 E2HQ 599 RAST LZ1MS 599 28
QSO: 14036 CW 2021-07-10 1442 E2HQ 599 RAST LZ3RZ 599 28
QSO: 7000 PH 2021-07-10 1443 E2HQ 59 RAST DX0HQ 59 PARA
QSO: 14036 CW 2021-07-10 1445 E2HQ 599 RAST OE0HQ 599 OV
