START-OF-LOG: 3.0
CONTEST: IARU-HF
LOCATION: DX
CALLSIGN: OZ1HQ
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-POWER: HIGH
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-STATION: HQ
CATEGORY-TRANSMITTER: UNLIMITED
CREATED-BY: UCXLOG 8.14
OPERATORS: OZ30EU OZ1LO 5P0O OZ2TF OZ5BD OZ1BCG OZ1RH OZ2U OZ6CM OZ8ABA OZ4HJ
OPERATORS: OZ1ISY OZ1ETA OZ2I OZ1JUX OV3T OZ1ADL OZ7AM OZ1AA OZ1IKY OZ6OM
QSO: 7193 PH 2021-07-10 1211 OZ1HQ 59 EDR SP6DVP 59 28
QSO: 14208 PH 2021-07-10 1211 OZ1HQ 59 EDR ND1X 59 08
QSO: 14008 CW 2021-07-10 1211 OZ1HQ 599 EDR YQ6A 599 28
QSO: 14008 CW 2021-07-10 1211 OZ1HQ 599 EDR EU1AI 599 29
QSO: 14008 CW 2021-07-10 1211 OZ1HQ 599 EDR R3AQ 599 29
QSO: 14008 CW 2021-07-10 1211 OZ1HQ 599 EDR RC1W 599 29
QSO: 21022 CW 2021-07-10 1211 OZ1HQ 599 EDR PY2KC 599 15
QSO: 21022 CW 2021-07-10 1211 OZ1HQ 599 EDR AA1K 599 08
QSO: 7193 PH 2021-07-10 1212 OZ1HQ 59 EDR F4FHY 59 27
QSO: 7193 PH 2021-07-10 1212 OZ1HQ 59 EDR M6YIK 59 27
QSO: 7024 CW 2021-07-10 1212 OZ1HQ 599 EDR PA6HQ 599 VERON
QSO: 14008 CW 2021-07-10 1212 OZ1HQ 599 EDR UN0L 599 30
QSO: 14008 CW 2021-07-10 1212 OZ1HQ 599 EDR UA6LQ 599 29
QSO: 14008 CW 2021-07-10 1212 OZ1HQ 599 EDR RX9AF 599 30
QSO: 14008 CW 2021-07-10 1212 OZ1HQ 599 EDR RA3Y 599 29
QSO: 28496 PH 2021-07-10 1212 OZ1HQ 59 EDR DL0LK 59 28
QSO: 7193 PH 2021-07-10 1213 OZ1HQ 59 EDR IO2HQ 59 ARI
QSO: 7034 CW 2021-07-10 1213 OZ1HQ 599 EDR EW5HQ 599 BFRR
QSO: 7038 CW 2021-07-10 1213 OZ1HQ 599 EDR OF0HQ 599 SRAL
QSO: 14008 CW 2021-07-10 1213 OZ1HQ 599 EDR HA5BA 599 28
QSO: 14008 CW 2021-07-10 1213 OZ1HQ 599 EDR US3EW 599 29
QSO: 14008 CW 2021-07-10 1213 OZ1HQ 599 EDR UA6LCJ 599 29
QSO: 21022 CW 2021-07-10 1213 OZ1HQ 599 EDR IQ3RO 599 28
QSO: 28480 PH 2021-07-10 1213 OZ1HQ 59 EDR IO9A 59 28
QSO: 7193 PH 2021-07-10 1214 OZ1HQ 59 EDR DJ2SEA 59 28
QSO: 7193 PH 2021-07-10 1214 OZ1HQ 59 EDR S50HQ 59 ZRS
QSO: 7039 CW 2021-07-10 1214 OZ1HQ 599 EDR SK9HQ 599 SSA
QSO: 7042 CW 2021-07-10 1214 OZ1HQ 599 EDR TM0HQ 599 REF
QSO: 14209 PH 2021-07-10 1214 OZ1HQ 59 EDR RW9LL 59 30
QSO: 14008 CW 2021-07-10 1214 OZ1HQ 599 EDR UA3RBR 599 29
QSO: 14008 CW 2021-07-10 1214 OZ1HQ 599 EDR SV2BXA 599 28
QSO: 14008 CW 2021-07-10 1214 OZ1HQ 599 EDR UR5EDX 599 29
QSO: 14008 CW 2021-07-10 1214 OZ1HQ 599 EDR RM7F 599 29
QSO: 14008 CW 2021-07-10 1214 OZ1HQ 599 EDR UR6EA 599 29
QSO: 21022 CW 2021-07-10 1214 OZ1HQ 599 EDR 9G5FI 599 46
QSO: 7193 PH 2021-07-10 1215 OZ1HQ 59 EDR UZ7M 59 29
QSO: 7016 CW 2021-07-10 1215 OZ1HQ 599 EDR SN0HQ 599 PZK
QSO: 14008 CW 2021-07-10 1215 OZ1HQ 599 EDR EW3M 599 29
QSO: 14008 CW 2021-07-10 1215 OZ1HQ 599 EDR LZ1DQ 599 28
QSO: 21022 CW 2021-07-10 1215 OZ1HQ 599 EDR DC6O 599 28
QSO: 7193 PH 2021-07-10 1216 OZ1HQ 59 EDR DD4DN/P 59 28
QSO: 7016 CW 2021-07-10 1216 OZ1HQ 599 EDR DL1MRL 599 28
QSO: 14209 PH 2021-07-10 1216 OZ1HQ 59 EDR GM0PMW 59 27
QSO: 14008 CW 2021-07-10 1216 OZ1HQ 599 EDR IV3NVN 599 28
QSO: 14008 CW 2021-07-10 1216 OZ1HQ 599 EDR RA3NC 599 29
QSO: 14008 CW 2021-07-10 1216 OZ1HQ 599 EDR R4BZ 599 29
QSO: 14008 CW 2021-07-10 1216 OZ1HQ 599 EDR S51MF 599 28
QSO: 14008 CW 2021-07-10 1216 OZ1HQ 599 EDR SN0HQ 599 PZK
QSO: 21022 CW 2021-07-10 1216 OZ1HQ 599 EDR OP0HQ 599 UBA
QSO: 28454 PH 2021-07-10 1216 OZ1HQ 59 EDR IK0PHY 59 28
QSO: 7193 PH 2021-07-10 1217 OZ1HQ 59 EDR OZ1DR 59 18
QSO: 7016 CW 2021-07-10 1217 OZ1HQ 599 EDR DL3AMB 599 28
QSO: 7016 CW 2021-07-10 1217 OZ1HQ 599 EDR DF8KY 599 28
QSO: 14008 CW 2021-07-10 1217 OZ1HQ 599 EDR UA4CBJ 599 29
QSO: 14008 CW 2021-07-10 1217 OZ1HQ 599 EDR RO9A 599 30
QSO: 14008 CW 2021-07-10 1217 OZ1HQ 599 EDR RA9DZ 599 30
QSO: 21022 CW 2021-07-10 1217 OZ1HQ 599 EDR HG7Y 599 28
QSO: 21022 CW 2021-07-10 1217 OZ1HQ 599 EDR EA3NO 599 37
QSO: 7193 PH 2021-07-10 1218 OZ1HQ 59 EDR UR5WHQ 59 29
QSO: 7016 CW 2021-07-10 1218 OZ1HQ 599 EDR SP7AWG 599 28
QSO: 7016 CW 2021-07-10 1218 OZ1HQ 599 EDR HA5VJ 599 28
QSO: 14008 CW 2021-07-10 1218 OZ1HQ 599 EDR UA3KW 599 29
QSO: 14008 CW 2021-07-10 1218 OZ1HQ 599 EDR IK3YBX 599 28
QSO: 14008 CW 2021-07-10 1218 OZ1HQ 599 EDR RD0A 599 32
QSO: 28414 PH 2021-07-10 1218 OZ1HQ 59 EDR F8KGM 59 27
QSO: 28400 PH 2021-07-10 1218 OZ1HQ 59 EDR YT0HQ 59 SRS
QSO: 7193 PH 2021-07-10 1219 OZ1HQ 59 EDR SP5RST 59 28
QSO: 7193 PH 2021-07-10 1219 OZ1HQ 59 EDR SP3OS 59 28
QSO: 7016 CW 2021-07-10 1219 OZ1HQ 599 EDR DD0VS 599 28
QSO: 7016 CW 2021-07-10 1219 OZ1HQ 599 EDR R4ACY 599 29
QSO: 14008 CW 2021-07-10 1219 OZ1HQ 599 EDR TA2SE 599 39
QSO: 14008 CW 2021-07-10 1219 OZ1HQ 599 EDR RT4M 599 29
QSO: 14008 CW 2021-07-10 1219 OZ1HQ 599 EDR UX7MR 599 29
QSO: 14008 CW 2021-07-10 1219 OZ1HQ 599 EDR LZ78VP 599 28
QSO: 28388 PH 2021-07-10 1219 OZ1HQ 59 EDR IS0/ON4EI 59 28
QSO: 28382 PH 2021-07-10 1219 OZ1HQ 59 EDR EA3AR 59 37
QSO: 7193 PH 2021-07-10 1220 OZ1HQ 59 EDR DF5BX 59 28
QSO: 7193 PH 2021-07-10 1220 OZ1HQ 59 EDR OH3UAI 59 18
QSO: 7193 PH 2021-07-10 1220 OZ1HQ 59 EDR M0EUK 59 27
QSO: 7016 CW 2021-07-10 1220 OZ1HQ 599 EDR DJ1BJB 599 28
QSO: 7016 CW 2021-07-10 1220 OZ1HQ 599 EDR SM5IMO 599 18
QSO: 14008 CW 2021-07-10 1220 OZ1HQ 599 EDR EU4T 599 29
QSO: 14008 CW 2021-07-10 1220 OZ1HQ 599 EDR R7MM 599 29
QSO: 14008 CW 2021-07-10 1220 OZ1HQ 599 EDR HG6C 599 28
QSO: 21022 CW 2021-07-10 1220 OZ1HQ 599 EDR DD3D 599 28
QSO: 28450 PH 2021-07-10 1220 OZ1HQ 59 EDR IO9HQ 59 ARI
QSO: 7016 CW 2021-07-10 1221 OZ1HQ 599 EDR HA8LCA 599 28
QSO: 14008 CW 2021-07-10 1221 OZ1HQ 599 EDR YO4MM 599 28
QSO: 21022 CW 2021-07-10 1221 OZ1HQ 599 EDR HB9DAX 599 28
QSO: 7016 CW 2021-07-10 1222 OZ1HQ 599 EDR EM5HQ 599 29
QSO: 7016 CW 2021-07-10 1222 OZ1HQ 599 EDR OM3JW 599 28
QSO: 14008 CW 2021-07-10 1222 OZ1HQ 599 EDR LZ1ZJ 599 28
QSO: 14008 CW 2021-07-10 1222 OZ1HQ 599 EDR UA4C 599 29
QSO: 14008 CW 2021-07-10 1222 OZ1HQ 599 EDR OH6BA 599 18
QSO: 14008 CW 2021-07-10 1222 OZ1HQ 599 EDR R7AT 599 29
QSO: 21000 PH 2021-07-10 1222 OZ1HQ 59 EDR YO7WC 59 28
QSO: 21022 CW 2021-07-10 1222 OZ1HQ 599 EDR IB3N 599 28
QSO: 28490 PH 2021-07-10 1222 OZ1HQ 59 EDR EF4HQ 59 URE
QSO: 7193 PH 2021-07-10 1223 OZ1HQ 59 EDR DG0PA 59 28
QSO: 7016 CW 2021-07-10 1223 OZ1HQ 599 EDR DG9YFB 599 28
QSO: 14008 CW 2021-07-10 1223 OZ1HQ 599 EDR UR5R 599 29
QSO: 7193 PH 2021-07-10 1224 OZ1HQ 59 EDR G7ONL 59 27
QSO: 7193 PH 2021-07-10 1224 OZ1HQ 59 EDR DL6MR 59 28
QSO: 7016 CW 2021-07-10 1224 OZ1HQ 599 EDR DG0KS 599 28
QSO: 14008 CW 2021-07-10 1224 OZ1HQ 599 EDR LZ1QN 599 28
QSO: 14008 CW 2021-07-10 1224 OZ1HQ 599 EDR UT5EO 599 29
QSO: 14008 CW 2021-07-10 1224 OZ1HQ 599 EDR SV9RNG 599 28
QSO: 21022 CW 2021-07-10 1224 OZ1HQ 599 EDR LZ5R 599 28
QSO: 7193 PH 2021-07-10 1225 OZ1HQ 59 EDR LX1HD 59 27
QSO: 7193 PH 2021-07-10 1225 OZ1HQ 59 EDR SP2TQQ 59 28
QSO: 7016 CW 2021-07-10 1225 OZ1HQ 599 EDR IN3FHE 599 28
QSO: 7016 CW 2021-07-10 1225 OZ1HQ 599 EDR OZ1NF 599 18
QSO: 14008 CW 2021-07-10 1225 OZ1HQ 599 EDR R4FCN 599 29
QSO: 14008 CW 2021-07-10 1225 OZ1HQ 599 EDR R3QA 599 29
QSO: 14008 CW 2021-07-10 1225 OZ1HQ 599 EDR F6HDI 599 27
QSO: 14008 CW 2021-07-10 1225 OZ1HQ 599 EDR IK2UEX 599 28
QSO: 14008 CW 2021-07-10 1225 OZ1HQ 599 EDR S50HQ 599 ZRS
QSO: 21022 CW 2021-07-10 1225 OZ1HQ 599 EDR DD2CW 599 28
QSO: 28445 PH 2021-07-10 1225 OZ1HQ 59 EDR TK/DL9KBD 59 28
QSO: 28445 PH 2021-07-10 1225 OZ1HQ 59 EDR IT9DVZ/1 59 28
QSO: 28445 PH 2021-07-10 1225 OZ1HQ 59 EDR IR4Q 59 28
QSO: 7193 PH 2021-07-10 1226 OZ1HQ 59 EDR SP5GEO 59 28
QSO: 7016 CW 2021-07-10 1226 OZ1HQ 599 EDR HA4FY 599 28
QSO: 14008 CW 2021-07-10 1226 OZ1HQ 599 EDR YU1NR 599 28
QSO: 14008 CW 2021-07-10 1226 OZ1HQ 599 EDR S57J 599 28
QSO: 14008 CW 2021-07-10 1226 OZ1HQ 599 EDR LA1U 599 18
QSO: 14008 CW 2021-07-10 1226 OZ1HQ 599 EDR UR5KED 599 29
QSO: 21000 PH 2021-07-10 1226 OZ1HQ 59 EDR UR5VAA 59 29
QSO: 21000 PH 2021-07-10 1226 OZ1HQ 59 EDR UT1EK 59 29
QSO: 21022 CW 2021-07-10 1226 OZ1HQ 599 EDR II2MMI 599 28
QSO: 21022 CW 2021-07-10 1226 OZ1HQ 599 EDR UI3A 599 29
QSO: 28445 PH 2021-07-10 1226 OZ1HQ 59 EDR 9A3B 59 28
QSO: 28445 PH 2021-07-10 1226 OZ1HQ 59 EDR IK0CHU 59 28
QSO: 28034 CW 2021-07-10 1226 OZ1HQ 599 EDR HG5GD 599 28
QSO: 7193 PH 2021-07-10 1227 OZ1HQ 59 EDR OH3MM 59 18
QSO: 14185 PH 2021-07-10 1227 OZ1HQ 59 EDR RC5Z 59 29
QSO: 14008 CW 2021-07-10 1227 OZ1HQ 599 EDR US5EEK 599 29
QSO: 14008 CW 2021-07-10 1227 OZ1HQ 599 EDR OE1CIW 599 28
QSO: 21022 CW 2021-07-10 1227 OZ1HQ 599 EDR HG3C 599 28
QSO: 7193 PH 2021-07-10 1228 OZ1HQ 59 EDR DK9BM 59 28
QSO: 14185 PH 2021-07-10 1228 OZ1HQ 59 EDR MM3AWA 59 27
QSO: 14008 CW 2021-07-10 1228 OZ1HQ 599 EDR OM3TBG 599 28
QSO: 14008 CW 2021-07-10 1228 OZ1HQ 599 EDR OL3A 599 28
QSO: 14008 CW 2021-07-10 1228 OZ1HQ 599 EDR R4ACY 599 29
QSO: 21000 PH 2021-07-10 1228 OZ1HQ 59 EDR I4XNN 59 28
QSO: 21000 PH 2021-07-10 1228 OZ1HQ 59 EDR YU4ANA 59 28
QSO: 21022 CW 2021-07-10 1228 OZ1HQ 599 EDR HA5JI 599 28
QSO: 7028 CW 2021-07-10 1229 OZ1HQ 599 EDR DA0HQ 599 DARC
QSO: 14185 PH 2021-07-10 1229 OZ1HQ 59 EDR G0H 59 27
QSO: 14008 CW 2021-07-10 1229 OZ1HQ 599 EDR IR1N 599 28
QSO: 14008 CW 2021-07-10 1229 OZ1HQ 599 EDR R2ZX 599 29
QSO: 14008 CW 2021-07-10 1229 OZ1HQ 599 EDR YO3GNF 599 28
QSO: 21000 PH 2021-07-10 1229 OZ1HQ 59 EDR UZ7M 59 29
QSO: 21022 CW 2021-07-10 1229 OZ1HQ 599 EDR EM5HQ 599 UARL
QSO: 28034 CW 2021-07-10 1229 OZ1HQ 599 EDR IO8O 599 28
QSO: 7193 PH 2021-07-10 1230 OZ1HQ 59 EDR SP6VWX 59 28
QSO: 7193 PH 2021-07-10 1230 OZ1HQ 59 EDR PA3ETM 59 27
QSO: 7193 PH 2021-07-10 1230 OZ1HQ 59 EDR PC2K 59 27
QSO: 7036 CW 2021-07-10 1230 OZ1HQ 599 EDR GR2HQ 599 RSGB
QSO: 14185 PH 2021-07-10 1230 OZ1HQ 59 EDR R8IZ 59 31
QSO: 14008 CW 2021-07-10 1230 OZ1HQ 599 EDR UT3UZ 599 29
QSO: 14008 CW 2021-07-10 1230 OZ1HQ 599 EDR YO4AR 599 28
QSO: 21000 PH 2021-07-10 1230 OZ1HQ 59 EDR UR2Y 59 29
QSO: 21000 PH 2021-07-10 1230 OZ1HQ 59 EDR UT6EE 59 29
QSO: 21022 CW 2021-07-10 1230 OZ1HQ 599 EDR UT3QU 599 29
QSO: 21022 CW 2021-07-10 1230 OZ1HQ 599 EDR S50HQ 599 ZRS
QSO: 7193 PH 2021-07-10 1231 OZ1HQ 59 EDR SQ8MFM 59 28
QSO: 7193 PH 2021-07-10 1231 OZ1HQ 59 EDR DL8LSK 59 28
QSO: 7193 PH 2021-07-10 1231 OZ1HQ 59 EDR DL2DCX 59 28
QSO: 7193 PH 2021-07-10 1231 OZ1HQ 59 EDR DM1KA 59 28
QSO: 7193 PH 2021-07-10 1231 OZ1HQ 59 EDR SQ6ELK 59 28
QSO: 14008 CW 2021-07-10 1231 OZ1HQ 599 EDR YU5R 599 28
QSO: 14008 CW 2021-07-10 1231 OZ1HQ 599 EDR HA7UI 599 28
QSO: 21022 CW 2021-07-10 1231 OZ1HQ 599 EDR HA6VH 599 28
QSO: 7193 PH 2021-07-10 1232 OZ1HQ 59 EDR M0NVK 59 27
QSO: 7193 PH 2021-07-10 1232 OZ1HQ 59 EDR OH1POR 59 18
QSO: 7193 PH 2021-07-10 1232 OZ1HQ 59 EDR DL7USM 59 28
QSO: 7030 CW 2021-07-10 1232 OZ1HQ 599 EDR IO4HQ 599 ARI
QSO: 14185 PH 2021-07-10 1232 OZ1HQ 59 EDR MM5AII 59 27
QSO: 14185 PH 2021-07-10 1232 OZ1HQ 59 EDR VA3IDD 59 04
QSO: 14008 CW 2021-07-10 1232 OZ1HQ 599 EDR OK1DKE 599 28
QSO: 21022 CW 2021-07-10 1232 OZ1HQ 599 EDR MW4R 599 27
QSO: 7193 PH 2021-07-10 1233 OZ1HQ 59 EDR E74MG 59 28
QSO: 7193 PH 2021-07-10 1233 OZ1HQ 59 EDR IO3M 59 28
QSO: 7193 PH 2021-07-10 1233 OZ1HQ 59 EDR DL7MAR 59 28
QSO: 14185 PH 2021-07-10 1233 OZ1HQ 59 EDR UA4M 59 29
QSO: 14008 CW 2021-07-10 1233 OZ1HQ 599 EDR RK3P 599 29
QSO: 21000 PH 2021-07-10 1233 OZ1HQ 59 EDR S59N 59 28
QSO: 28035 CW 2021-07-10 1233 OZ1HQ 599 EDR 9A0HQ 599 SRS
QSO: 7193 PH 2021-07-10 1234 OZ1HQ 59 EDR OZ4B 59 18
QSO: 7193 PH 2021-07-10 1234 OZ1HQ 59 EDR DL7UMA 59 28
QSO: 7016 CW 2021-07-10 1234 OZ1HQ 599 EDR DL3UB 599 28
QSO: 14021 CW 2021-07-10 1234 OZ1HQ 599 EDR IO5HQ 599 ARI
QSO: 14021 CW 2021-07-10 1234 OZ1HQ 599 EDR HA6NL 599 28
QSO: 21022 CW 2021-07-10 1234 OZ1HQ 599 EDR GM4ZUK 599 27
QSO: 28443 PH 2021-07-10 1234 OZ1HQ 59 EDR ES0IA 59 29
QSO: 7193 PH 2021-07-10 1235 OZ1HQ 59 EDR DJ6JH 59 28
QSO: 7193 PH 2021-07-10 1235 OZ1HQ 59 EDR DK1AUP 59 28
QSO: 14185 PH 2021-07-10 1235 OZ1HQ 59 EDR SQ8MFM 59 28
QSO: 14021 CW 2021-07-10 1235 OZ1HQ 599 EDR HA6PJ 599 28
QSO: 14021 CW 2021-07-10 1235 OZ1HQ 599 EDR RK7F 599 29
QSO: 21022 CW 2021-07-10 1235 OZ1HQ 599 EDR SN0HQ 599 PZK
QSO: 21022 CW 2021-07-10 1235 OZ1HQ 599 EDR IZ4DYX 599 28
QSO: 28443 PH 2021-07-10 1235 OZ1HQ 59 EDR IK3ORE 59 28
QSO: 28443 PH 2021-07-10 1235 OZ1HQ 59 EDR UZ7M 59 29
QSO: 7193 PH 2021-07-10 1236 OZ1HQ 59 EDR SP9KJU 59 28
QSO: 7193 PH 2021-07-10 1236 OZ1HQ 59 EDR OF2HQ 59 SRAL
QSO: 7193 PH 2021-07-10 1236 OZ1HQ 59 EDR OE3GDS 59 28
QSO: 7193 PH 2021-07-10 1236 OZ1HQ 59 EDR SO7E 59 28
QSO: 7013 CW 2021-07-10 1236 OZ1HQ 599 EDR DL8MBS 599 28
QSO: 7013 CW 2021-07-10 1236 OZ1HQ 599 EDR DK2FG 599 28
QSO: 7013 CW 2021-07-10 1236 OZ1HQ 599 EDR EW8G 599 29
QSO: 14021 CW 2021-07-10 1236 OZ1HQ 599 EDR US7IY 599 29
QSO: 21022 CW 2021-07-10 1236 OZ1HQ 599 EDR I2WIJ 599 28
QSO: 28443 PH 2021-07-10 1236 OZ1HQ 59 EDR IN3ZNR 59 28
