START-OF-LOG: 3.0
CREATED-BY: yota-public-qso-downloader
CONTEST: YOTA-CONTEST
CALLSIGN: SF6W
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY: Single Operator 3 bands
CLAIMED-SCORE: 0
QSO: 14000 CW 2023-07-22 1001 SF6W          599 70     UA9XO         599 75    
QSO: 14000 CW 2023-07-22 1003 SF6W          599 70     UZ7E          599 49    
QSO: 14000 CW 2023-07-22 1003 SF6W          599 70     YQ6A          599 68    
QSO: 14000 CW 2023-07-22 1006 SF6W          599 70     DJ1OJ         599 86    
QSO: 14000 CW 2023-07-22 1007 SF6W          599 70     HA6NL         599 74    
QSO: 14000 CW 2023-07-22 1007 SF6W          599 70     EW8G          599 78    
QSO: 14000 CW 2023-07-22 1008 SF6W          599 70     R2FZ          599 72    
QSO: 14000 CW 2023-07-22 1009 SF6W          599 70     DJ5CW         599 39    
QSO: 14000 CW 2023-07-22 1009 SF6W          599 70     YO4BEX        599 69    
QSO: 14000 CW 2023-07-22 1011 SF6W          599 70     DJ8EW         599 79    
QSO: 14000 CW 2023-07-22 1012 SF6W          599 70     OE3OPW        599 62    
QSO: 14000 CW 2023-07-22 1013 SF6W          599 70     OL60KUB       599 50    
QSO: 14000 CW 2023-07-22 1015 SF6W          599 70     RA4CCK        599 71    
QSO: 14000 CW 2023-07-22 1017 SF6W          599 70     RV9CVA        599 68    
QSO: 14000 CW 2023-07-22 1018 SF6W          599 70     RM1T          599 65    
QSO: 14000 CW 2023-07-22 1019 SF6W          599 70     UR7MZ         599 70    
QSO: 14000 CW 2023-07-22 1019 SF6W          599 70     G3YJQ         599 80    
QSO: 14000 CW 2023-07-22 1019 SF6W          599 70     SP3BBS        599 33    
QSO: 14000 CW 2023-07-22 1020 SF6W          599 70     DJ1YF         599 84    
QSO: 14000 CW 2023-07-22 1020 SF6W          599 70     UT4LW         599 62    
QSO: 14000 CW 2023-07-22 1021 SF6W          599 70     LZ2VP         599 80    
QSO: 14000 CW 2023-07-22 1021 SF6W          599 70     DL8NAC        599 63    
QSO: 14000 CW 2023-07-22 1022 SF6W          599 70     G5C           599 88    
QSO: 14000 CW 2023-07-22 1022 SF6W          599 70     LY90SG        599 59    
QSO: 14000 CW 2023-07-22 1023 SF6W          599 70     DL1NKS        599 42    
QSO: 14000 CW 2023-07-22 1024 SF6W          599 70     DL3DRN        599 78    
QSO: 14000 CW 2023-07-22 1025 SF6W          599 70     PA0RDT        599 76    
QSO: 14000 CW 2023-07-22 1026 SF6W          599 70     RA3NC         599 73    
QSO: 14000 CW 2023-07-22 1027 SF6W          599 70     9A3AG         599 48    
QSO: 14000 CW 2023-07-22 1028 SF6W          599 70     HG6A          599 68    
QSO: 14000 CW 2023-07-22 1031 SF6W          599 70     UT3EV         599 75    
QSO: 14000 CW 2023-07-22 1032 SF6W          599 70     HG5D          599 66    
QSO: 14000 CW 2023-07-22 1033 SF6W          599 70     HA2KMR        599 67    
QSO: 14000 CW 2023-07-22 1034 SF6W          599 70     DC8YZ         599 40    
QSO: 14000 CW 2023-07-22 1035 SF6W          599 70     RK9CYA        599 15    
QSO: 14000 CW 2023-07-22 1036 SF6W          599 70     HA1YA         599 70    
QSO: 14000 CW 2023-07-22 1037 SF6W          599 70     S57WJ         599 48    
QSO: 14000 CW 2023-07-22 1038 SF6W          599 70     RN4AO         599 74    
QSO: 14000 CW 2023-07-22 1039 SF6W          599 70     EW8DX         599 76    
QSO: 14000 CW 2023-07-22 1040 SF6W          599 70     RM2D          599 56    
QSO: 14000 CW 2023-07-22 1040 SF6W          599 70     LZ6E          599 76    
QSO: 14000 CW 2023-07-22 1042 SF6W          599 70     UA4FCO        599 69    
QSO: 14000 CW 2023-07-22 1043 SF6W          599 70     SP2GMA        599 68    
QSO: 14000 CW 2023-07-22 1044 SF6W          599 70     UA1F          599 75    
QSO: 14000 CW 2023-07-22 1045 SF6W          599 70     M3X           599 67    
QSO: 14000 CW 2023-07-22 1046 SF6W          599 70     DJ0SP         599 62    
QSO: 14000 CW 2023-07-22 1047 SF6W          599 70     M1X           599 55    
QSO: 14000 CW 2023-07-22 1048 SF6W          599 70     OM3YCA        599 74    
QSO: 14000 CW 2023-07-22 1049 SF6W          599 70     R4WR          599 65    
QSO: 14000 CW 2023-07-22 1050 SF6W          599 70     HG1G          599 65    
QSO: 14000 CW 2023-07-22 1051 SF6W          599 70     DA3T          599 71    
QSO: 14000 CW 2023-07-22 1051 SF6W          599 70     LZ1VKD        599 60    
QSO: 14000 CW 2023-07-22 1052 SF6W          599 70     IT9ELD        599 41    
QSO: 14000 CW 2023-07-22 1052 SF6W          599 70     OH3MF         599 85    
QSO: 14000 CW 2023-07-22 1053 SF6W          599 70     OH1TS         599 90    
QSO: 14000 CW 2023-07-22 1053 SF6W          599 70     LY5W          599 55    
QSO: 14000 CW 2023-07-22 1055 SF6W          599 70     DL2RTU        599 78    
QSO: 14000 CW 2023-07-22 1055 SF6W          599 70     DL1ONI        599 49    
QSO: 14000 CW 2023-07-22 1059 SF6W          599 70     9A3SMS        599 23    
QSO: 14000 CW 2023-07-22 1100 SF6W          599 70     HA7TM         599 67    
QSO: 14000 CW 2023-07-22 1101 SF6W          599 70     OM3CPF        599 72    
QSO: 14000 CW 2023-07-22 1101 SF6W          599 70     M0SDV         599 22    
QSO: 14000 CW 2023-07-22 1102 SF6W          599 70     OY1CT         599 63    
QSO: 14000 CW 2023-07-22 1102 SF6W          599 70     OM7LW         599 47    
QSO: 14000 CW 2023-07-22 1103 SF6W          599 70     OG7F          599 62    
QSO: 14000 CW 2023-07-22 1104 SF6W          599 70     DL6MVC        599 88    
QSO: 14000 CW 2023-07-22 1104 SF6W          599 70     DJ1PQ         599 85    
QSO: 14000 CW 2023-07-22 1107 SF6W          599 70     R4WAE         599 77    
QSO: 14000 CW 2023-07-22 1108 SF6W          599 70     OM5CM         599 73    
QSO: 14000 CW 2023-07-22 1108 SF6W          599 70     UA4HEZ        599 66    
QSO: 14000 CW 2023-07-22 1110 SF6W          599 70     HA1VQ         599 76    
QSO: 14000 CW 2023-07-22 1112 SF6W          599 70     DL9DST        599 55    
QSO: 14000 CW 2023-07-22 1113 SF6W          599 70     DL9ZP         599 69    
QSO: 14000 CW 2023-07-22 1114 SF6W          599 70     OK1DKE        599 66    
QSO: 14000 CW 2023-07-22 1115 SF6W          599 70     HF5WIM        599 71    
QSO: 14000 CW 2023-07-22 1117 SF6W          599 70     G3VIP         599 80    
QSO: 14000 CW 2023-07-22 1118 SF6W          599 70     RA1TU         599 71    
QSO: 14000 CW 2023-07-22 1119 SF6W          599 70     RW0AJ         599 65    
QSO: 14000 CW 2023-07-22 1119 SF6W          599 70     DL1IAO        599 47    
QSO: 14000 CW 2023-07-22 1123 SF6W          599 70     G3OKA         599 79    
QSO: 14000 CW 2023-07-22 1126 SF6W          599 70     SP2HHX        599 67    
QSO: 14000 CW 2023-07-22 1154 SF6W          599 70     RV3AJ         599 60    
QSO: 14000 CW 2023-07-22 1156 SF6W          599 70     HA2EOU        599 65    
QSO: 14000 CW 2023-07-22 1156 SF6W          599 70     DK9IP         599 62    
QSO: 14000 CW 2023-07-22 1157 SF6W          599 70     OK2HBR        599 71    
QSO: 14000 CW 2023-07-22 1157 SF6W          599 70     DF6RI         599 75    
QSO: 14000 CW 2023-07-22 1159 SF6W          599 70     RA3Y          599 65    
QSO: 14000 CW 2023-07-22 1200 SF6W          599 70     SP2R          599 56    
QSO: 14000 CW 2023-07-22 1200 SF6W          599 70     OH3RM         599 43    
QSO: 14000 CW 2023-07-22 1201 SF6W          599 70     YL2TD         599 62    
QSO: 14000 CW 2023-07-22 1201 SF6W          599 70     UT3QZ         599 54    
QSO: 14000 CW 2023-07-22 1201 SF6W          599 70     LY6C          599 30    
QSO: 14000 CW 2023-07-22 1202 SF6W          599 70     YU7KW         599 62    
QSO: 14000 CW 2023-07-22 1202 SF6W          599 70     RT5P          599 66    
QSO: 14000 CW 2023-07-22 1204 SF6W          599 70     OM7AW         599 83    
QSO: 14000 CW 2023-07-22 1205 SF6W          599 70     K3MD          599 73    
QSO: 14000 CW 2023-07-22 1206 SF6W          599 70     R4ACY         599 65    
QSO: 14000 CW 2023-07-22 1208 SF6W          599 70     SN2S          599 59    
QSO: 14000 CW 2023-07-22 1209 SF6W          599 70     VE3CT         599 76    
QSO: 14000 CW 2023-07-22 1209 SF6W          599 70     YL1YF         599 64    
QSO: 14000 CW 2023-07-22 1210 SF6W          599 70     E7/Z35M       599 57    
QSO: 14000 CW 2023-07-22 1210 SF6W          599 70     DJ2IA         599 82    
QSO: 14000 CW 2023-07-22 1210 SF6W          599 70     DL4ME         599 82    
QSO: 14000 CW 2023-07-22 1211 SF6W          599 70     LZ1GE         599 69    
QSO: 14000 CW 2023-07-22 1212 SF6W          599 70     YO4NF         599 49    
QSO: 14000 CW 2023-07-22 1212 SF6W          599 70     SP2HMY        599 68    
QSO: 14000 CW 2023-07-22 1212 SF6W          599 70     DL1ROT        599 47    
QSO: 14000 CW 2023-07-22 1215 SF6W          599 70     SN5N          599 72    
QSO: 14000 CW 2023-07-22 1216 SF6W          599 70     UP1G          599 61    
QSO: 14000 CW 2023-07-22 1216 SF6W          599 70     OH2KW         599 68    
QSO: 14000 CW 2023-07-22 1217 SF6W          599 70     I6FDJ         599 84    
QSO: 14000 CW 2023-07-22 1217 SF6W          599 70     M4T           599 50    
QSO: 14000 CW 2023-07-22 1218 SF6W          599 70     DL6KVA        599 56    
QSO: 14000 CW 2023-07-22 1219 SF6W          599 70     OK1OA         599 74    
