START-OF-LOG: 2.0
ARRL-SECTION: DX
CALLSIGN: IK4XQT
CLUB: 
CONTEST: EA-PSK63
CATEGORY: SINGLE-OP ALL
CLAIMED-SCORE: 3895
OPERATORS: IK4XQT
NAME: Stefano
SOAPBOX: kenwood ts 140 s 40 w ant.windom below of roof!
CREATED-BY: MixW 3.2
QSO: 14079 PS 2019-03-09 1609 IK4XQT        599 001    UR5LP         599 003
QSO: 14080 PS 2019-03-09 1612 IK4XQT        599 002    RA3MBC        599 009
QSO: 14080 PS 2019-03-09 1614 IK4XQT        599 003    SM6UQL        599 006
QSO:  7041 PS 2019-03-09 1620 IK4XQT        599 004    F5OAM         599 019
QSO: 14071 PS 2019-03-09 1624 IK4XQT        599 005    EA1BAF        599 OU
QSO: 14070 PS 2019-03-09 1625 IK4XQT        599 006    OH6BA         599 002
QSO: 14070 PS 2019-03-09 1626 IK4XQT        599 007    EA1XT         599 C
QSO: 14070 PS 2019-03-09 1627 IK4XQT        599 008    RW4NN         599 008
QSO: 14071 PS 2019-03-09 1634 IK4XQT        599 009    RA3GZ         599 018
QSO: 14071 PS 2019-03-09 1635 IK4XQT        599 010    EA4CRP        599 BA
QSO: 14071 PS 2019-03-09 1638 IK4XQT        599 011    R3YC          599 010
QSO:  7042 PS 2019-03-09 2009 IK4XQT        599 012    ED1R          599 AV
QSO:  7041 PS 2019-03-09 2010 IK4XQT        599 013    EA2KK         599 BI
QSO:  7042 PS 2019-03-09 2011 IK4XQT        599 014    OZ11A         599 103
QSO:  7042 PS 2019-03-09 2014 IK4XQT        599 015    EA2XR         599 BI
QSO:  7043 PS 2019-03-09 2017 IK4XQT        599 016    EA1WS         599 O
QSO:  7042 PS 2019-03-09 2021 IK4XQT        599 017    SM6UQL        599 145
QSO:  7043 PS 2019-03-09 2041 IK4XQT        599 018    EM2Q          599 246
QSO:  7043 PS 2019-03-09 2050 IK4XQT        599 019    LY6A          599 242
QSO:  7041 PS 2019-03-09 2052 IK4XQT        599 020    EA1YO         599 S
QSO:  7042 PS 2019-03-09 2053 IK4XQT        599 021    EF5M          599 A
QSO:  7041 PS 2019-03-09 2055 IK4XQT        599 022    EC5JC         599 A
QSO:  7042 PS 2019-03-09 2059 IK4XQT        599 023    G0HDV         599 083
QSO: 14071 PS 2019-03-10 1142 IK4XQT        599 024    RK3PWR        599 497
QSO: 14070 PS 2019-03-10 1145 IK4XQT        599 025    UR7GO         599 320
QSO: 14070 PS 2019-03-10 1202 IK4XQT        599 027    R2XM          599 336
QSO: 14070 PS 2019-03-10 1204 IK4XQT        599 028    RN5AA         599 367
QSO: 14070 PS 2019-03-10 1206 IK4XQT        599 029    EA4CWN        599 TO
QSO: 14071 PS 2019-03-10 1208 IK4XQT        599 030    EA5BN         599 MU
QSO: 14070 PS 2019-03-10 1209 IK4XQT        599 031    R3GZ          599 170
QSO: 14071 PS 2019-03-10 1210 IK4XQT        599 032    EW8DX         599 529
QSO: 14070 PS 2019-03-10 1213 IK4XQT        599 033    UX1IW         599 161
QSO: 14070 PS 2019-03-10 1220 IK4XQT        599 034    UY5VA         599 138
QSO: 14070 PS 2019-03-10 1301 IK4XQT        599 035    LC1C          599 702
QSO: 14070 PS 2019-03-10 1305 IK4XQT        599 036    LC9S          599 089
QSO: 14071 PS 2019-03-10 1319 IK4XQT        599 037    ES1BH         599 056
QSO: 14071 PS 2019-03-10 1331 IK4XQT        599 038    EM2Q          599 712
QSO: 14071 PS 2019-03-10 1345 IK4XQT        599 039    OH2LU         599 058
QSO: 14071 PS 2019-03-10 1351 IK4XQT        599 040    RD3ZQ         599 128
QSO: 14071 PS 2019-03-10 1354 IK4XQT        599 041    R2UZ          599 209
QSO: 14071 PS 2019-03-10 1506 IK4XQT        599 042    OH3GLY        599 110
QSO: 14071 PS 2019-03-10 1507 IK4XQT        599 043    UA3IHJ        599 135
QSO: 14072 PS 2019-03-10 1515 IK4XQT        599 044    RA1ALC        599 380
QSO: 14071 PS 2019-03-10 1517 IK4XQT        599 045    EA4URE/9      599 HQ
QSO:  7043 PS 2019-03-10 1520 IK4XQT        599 046    US7KC         599 231
QSO:  7042 PS 2019-03-10 1521 IK4XQT        599 047    IW7DBM        599 257
QSO:  7042 PS 2019-03-10 1522 IK4XQT        599 048    DF2SD         599 273
QSO:  7042 PS 2019-03-10 1529 IK4XQT        599 049    EA6XQ         599 IB
QSO:  7043 PS 2019-03-10 1531 IK4XQT        599 050    IT9VCE        599 340
QSO:  7043 PS 2019-03-10 1536 IK4XQT        599 051    F6GCI         599 239
QSO:  7043 PS 2019-03-10 1537 IK4XQT        599 052    PA4O          599 203
QSO:  7042 PS 2019-03-10 1538 IK4XQT        599 053    PE1NYQ        599 078
QSO:  7042 PS 2019-03-10 1539 IK4XQT        599 054    HA6NL         599 412
QSO:  7042 PS 2019-03-10 1539 IK4XQT        599 055    ON7MV         599 480
QSO:  7041 PS 2019-03-10 1541 IK4XQT        599 056    YU7AOP        599 218
QSO:  7042 PS 2019-03-10 1542 IK4XQT        599 057    EA3GBA        599 B
QSO:  7042 PS 2019-03-10 1544 IK4XQT        599 058    F6EQZ         599 049
QSO:  7042 PS 2019-03-10 1546 IK4XQT        599 059    EE4E          599 CR
QSO:  7042 PS 2019-03-10 1550 IK4XQT        599 060    OM8LA         599 186
QSO:  7041 PS 2019-03-10 1557 IK4XQT        599 061    RA3Y          599 373
QSO:  7042 PS 2019-03-10 1559 IK4XQT        599 062    EA3FF         599 L
END-OF-LOG:
