START-OF-LOG: 3.0
CONTEST: CQ-WPX-CW
CALLSIGN: WA5SOG
LOCATION: AR
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
GRID-LOCATOR:
CLAIMED-SCORE: 864736
NAME: Robert E. Burris
OPERATORS: WA5SOG
CLUB: FORT SMITH AREA AMATEUR RADIO CLUB
CREATED-BY: N1MM Logger+ 1.0.8418.0
SOAPBOX: My best contest score ever.  Had an absolutely great time!
QSO: 14000 CW 2020-05-30 0020 WA5SOG        599 0001   OH0T          599 0028
QSO: 14000 CW 2020-05-30 0020 WA5SOG        599 0002   HA8M          599 0045
QSO: 14000 CW 2020-05-30 0020 WA5SOG        599 0003   DL5AXX        599 0048
QSO: 14000 CW 2020-05-30 0021 WA5SOG        599 0004   VE3JM         599 0039
QSO: 14000 CW 2020-05-30 0023 WA5SOG        599 0005   D4Z           599 0049
QSO: 14000 CW 2020-05-30 0024 WA5SOG        599 0006   HG7T          599 0057
QSO: 14000 CW 2020-05-30 0024 WA5SOG        599 0007   KR5X          599 0034
QSO: 14000 CW 2020-05-30 0025 WA5SOG        599 0008   HG3R          599 0068
QSO: 14000 CW 2020-05-30 0025 WA5SOG        599 0009   S57DX         599 0073
QSO: 14000 CW 2020-05-30 0026 WA5SOG        599 0010   S57K          599 0061
QSO: 14000 CW 2020-05-30 0026 WA5SOG        599 0011   OH8X          599 0066
QSO: 14000 CW 2020-05-30 0027 WA5SOG        599 0012   IR1G          599 0066
QSO: 14000 CW 2020-05-30 0028 WA5SOG        599 0013   OM0M          599 0051
QSO: 14000 CW 2020-05-30 0029 WA5SOG        599 0014   TM29X         599 0065
QSO: 14000 CW 2020-05-30 0029 WA5SOG        599 0015   N5DX          599 0095
QSO: 14000 CW 2020-05-30 0030 WA5SOG        599 0016   RK7A          599 0087
QSO: 14000 CW 2020-05-30 0031 WA5SOG        599 0017   HB9CVQ        599 0051
QSO: 14000 CW 2020-05-30 0031 WA5SOG        599 0018   OM7M          599 0077
QSO: 14000 CW 2020-05-30 0032 WA5SOG        599 0019   N7TU          599 0061
QSO: 14000 CW 2020-05-30 0032 WA5SOG        599 0020   EI20C         599 0079
QSO: 14000 CW 2020-05-30 0034 WA5SOG        599 0021   IR2Q          599 0084
QSO: 14000 CW 2020-05-30 0036 WA5SOG        599 0022   HA7A          599 0067
QSO: 14000 CW 2020-05-30 0037 WA5SOG        599 0023   WX7T          599 0072
QSO: 14000 CW 2020-05-30 0038 WA5SOG        599 0024   W8AV          599 0030
QSO: 14000 CW 2020-05-30 0038 WA5SOG        599 0025   ND7K          599 0099
QSO: 14000 CW 2020-05-30 0039 WA5SOG        599 0026   DA2C          599 0110
QSO: 14000 CW 2020-05-30 0041 WA5SOG        599 0027   KV2K          599 0087
QSO: 14000 CW 2020-05-30 0042 WA5SOG        599 0028   E74Y          599 0003
QSO: 14000 CW 2020-05-30 0043 WA5SOG        599 0029   CG3T          599 0097
QSO: 14000 CW 2020-05-30 0044 WA5SOG        599 0030   WH7W          599 0047
QSO: 14000 CW 2020-05-30 0052 WA5SOG        599 0031   K8JQ          599 0068
QSO: 14000 CW 2020-05-30 0052 WA5SOG        599 0032   TI7W          599 0131
QSO: 14000 CW 2020-05-30 0054 WA5SOG        599 0033   RL9Y          599 0100
QSO: 14000 CW 2020-05-30 0055 WA5SOG        599 0034   AA7V          599 0093
QSO: 14000 CW 2020-05-30 0055 WA5SOG        599 0035   KX7M          599 0119
QSO: 14000 CW 2020-05-30 0056 WA5SOG        599 0036   VC4R          599 0118
QSO: 14000 CW 2020-05-30 0056 WA5SOG        599 0037   DD0CC         599 0068
QSO: 14000 CW 2020-05-30 0058 WA5SOG        599 0038   NT7G          599 0090
QSO: 14000 CW 2020-05-30 0058 WA5SOG        599 0039   NX3U          599 0107
QSO: 14000 CW 2020-05-30 0059 WA5SOG        599 0040   WW2Y          599 0154
QSO: 14000 CW 2020-05-30 0100 WA5SOG        599 0041   WR1ST         599 0065
QSO: 14000 CW 2020-05-30 0100 WA5SOG        599 0042   AJ3AA         599 0187
QSO: 14000 CW 2020-05-30 0102 WA5SOG        599 0043   OH1F          599 0138
QSO: 14000 CW 2020-05-30 0102 WA5SOG        599 0044   N4WW          599 0141
QSO: 14000 CW 2020-05-30 0103 WA5SOG        599 0045   E77W          599 0118
QSO: 14000 CW 2020-05-30 0104 WA5SOG        599 0046   HG6N          599 0179
QSO: 14000 CW 2020-05-30 0106 WA5SOG        599 0047   9A9A          599 0188
QSO: 14000 CW 2020-05-30 0107 WA5SOG        599 0048   YT9X          599 0147
QSO: 14000 CW 2020-05-30 0108 WA5SOG        599 0049   VA3WB         599 0031
QSO: 14000 CW 2020-05-30 0111 WA5SOG        599 0050   LN8W          599 0130
QSO: 14000 CW 2020-05-30 0112 WA5SOG        599 0051   OZ7A          599 0166
QSO: 14000 CW 2020-05-30 0113 WA5SOG        599 0052   IR3C          599 0146
QSO: 14000 CW 2020-05-30 0120 WA5SOG        599 0053   YT3X          599 0235
QSO: 14000 CW 2020-05-30 0121 WA5SOG        599 0054   OH0ZN         599 0249
QSO: 14000 CW 2020-05-30 0121 WA5SOG        599 0055   HG8R          599 0209
QSO: 14000 CW 2020-05-30 0122 WA5SOG        599 0056   VA3SY         599 0073
QSO: 14000 CW 2020-05-30 0123 WA5SOG        599 0057   DF9GR         599 0102
QSO: 14000 CW 2020-05-30 0123 WA5SOG        599 0058   UD7K          599 0208
QSO: 14000 CW 2020-05-30 0124 WA5SOG        599 0059   OG66X         599 0125
QSO: 14000 CW 2020-05-30 0126 WA5SOG        599 0060   OH7R          599 0126
QSO: 14000 CW 2020-05-30 0127 WA5SOG        599 0061   SP8PAI        599 0132
QSO: 14000 CW 2020-05-30 0129 WA5SOG        599 0062   NG7M          599 0080
QSO: 14000 CW 2020-05-30 0130 WA5SOG        599 0063   YT6W          599 0250
QSO: 14000 CW 2020-05-30 0130 WA5SOG        599 0064   S50G          599 0267
QSO: 14000 CW 2020-05-30 0132 WA5SOG        599 0065   RT8U          599 0159
QSO: 14000 CW 2020-05-30 0133 WA5SOG        599 0066   YL3FT         599 0124
QSO: 14000 CW 2020-05-30 0134 WA5SOG        599 0067   YT5A          599 0230
QSO: 14000 CW 2020-05-30 0134 WA5SOG        599 0068   W1MD          599 0160
QSO: 14000 CW 2020-05-30 0136 WA5SOG        599 0069   LZ3ZZ         599 0130
QSO: 14000 CW 2020-05-30 0136 WA5SOG        599 0070   IO6A          599 0139
QSO: 14000 CW 2020-05-30 0137 WA5SOG        599 0071   K8AJS         599 0114
