START-OF-LOG: 3.0
CONTEST: CQ-WPX-CW
CALLSIGN: AC9S
LOCATION: IL
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
GRID-LOCATOR:
CLAIMED-SCORE: 558684
NAME: Keith Hanson
OPERATORS: AC9S
CLUB: SOCIETY OF MIDWEST CONTESTERS
CREATED-BY: N1MM Logger+ 1.0.8418.0
SOAPBOX: Terrible weekend for a contest.  The weather was absolutely perfect.
QSO: 21010 CW 2020-05-30 0002 AC9S          599 0001   LU7HN         599 0002
QSO: 21025 CW 2020-05-30 0003 AC9S          599 0002   HC2AO         599 0015
QSO: 21031 CW 2020-05-30 0004 AC9S          599 0003   WP2Z          599 0019
QSO: 21032 CW 2020-05-30 0005 AC9S          599 0004   WK2G          599 0010
QSO: 21033 CW 2020-05-30 0005 AC9S          599 0005   KP4EJ         599 0014
QSO: 21007 CW 2020-05-30 0010 AC9S          599 0006   YV6BXN        599 0077
QSO: 21022 CW 2020-05-30 0012 AC9S          599 0007   K9ZO          599 0017
QSO: 21044 CW 2020-05-30 0015 AC9S          599 0008   HH2AA         599 0035
QSO: 21053 CW 2020-05-30 0016 AC9S          599 0009   8P5A          599 0045
QSO: 21034 CW 2020-05-30 0021 AC9S          599 0010   WP2DX         599 0021
QSO: 21036 CW 2020-05-30 0023 AC9S          599 0011   NX6T          599 0033
QSO: 21040 CW 2020-05-30 0026 AC9S          599 0012   NA4RR         599 0044
QSO: 14000 CW 2020-05-30 0029 AC9S          599 0013   SP8PAI        599 0064
QSO: 14001 CW 2020-05-30 0031 AC9S          599 0014   UA9MA         599 0013
QSO: 14005 CW 2020-05-30 0035 AC9S          599 0015   4X6FR         599 0099
QSO: 14006 CW 2020-05-30 0036 AC9S          599 0016   OG2P          599 0078
QSO: 14007 CW 2020-05-30 0038 AC9S          599 0017   NO6T          599 0148
QSO: 14008 CW 2020-05-30 0039 AC9S          599 0018   LZ5R          599 0178
QSO: 14008 CW 2020-05-30 0040 AC9S          599 0019   HG5D          599 0111
QSO: 14009 CW 2020-05-30 0041 AC9S          599 0020   MU2K          599 0116
QSO: 14009 CW 2020-05-30 0042 AC9S          599 0021   KR7O          599 0086
QSO: 14010 CW 2020-05-30 0044 AC9S          599 0022   W7VJ          599 0069
QSO: 14011 CW 2020-05-30 0045 AC9S          599 0023   DM1A          599 0159
QSO: 14011 CW 2020-05-30 0046 AC9S          599 0024   S50K          599 0110
QSO: 14013 CW 2020-05-30 0049 AC9S          599 0025   S50R          599 0109
QSO: 14014 CW 2020-05-30 0050 AC9S          599 0026   YT5A          599 0125
QSO: 14016 CW 2020-05-30 0056 AC9S          599 0027   K5TU          599 0083
QSO: 14017 CW 2020-05-30 0057 AC9S          599 0028   K3ZO          599 0087
QSO: 14018 CW 2020-05-30 0058 AC9S          599 0029   IR4E          599 0108
QSO: 14018 CW 2020-05-30 0059 AC9S          599 0030   KC7V          599 0084
QSO: 14019 CW 2020-05-30 0059 AC9S          599 0031   S51J          599 0119
QSO: 14019 CW 2020-05-30 0101 AC9S          599 0032   II9P          599 0176
QSO: 14020 CW 2020-05-30 0102 AC9S          599 0033   NW6P          599 0068
QSO: 14021 CW 2020-05-30 0104 AC9S          599 0034   WU3A          599 0100
QSO: 14022 CW 2020-05-30 0106 AC9S          599 0035   II2S          599 0180
QSO: 14022 CW 2020-05-30 0107 AC9S          599 0036   9A5Y          599 0176
QSO: 14023 CW 2020-05-30 0108 AC9S          599 0037   N5RZ          599 0161
QSO: 14024 CW 2020-05-30 0109 AC9S          599 0038   OP6A          599 0075
QSO: 14026 CW 2020-05-30 0114 AC9S          599 0039   UB7K          599 0186
QSO: 14026 CW 2020-05-30 0115 AC9S          599 0040   9A7T          599 0059
QSO: 14029 CW 2020-05-30 0118 AC9S          599 0041   OH0Z          599 0240
QSO: 14032 CW 2020-05-30 0126 AC9S          599 0042   IR3C          599 0178
QSO: 14032 CW 2020-05-30 0127 AC9S          599 0043   HG0Y          599 0221
QSO: 14033 CW 2020-05-30 0128 AC9S          599 0044   OZ7A          599 0205
QSO: 14034 CW 2020-05-30 0130 AC9S          599 0045   LN8W          599 0173
QSO: 14034 CW 2020-05-30 0132 AC9S          599 0046   EA8ZS         599 0076
QSO: 14035 CW 2020-05-30 0134 AC9S          599 0047   9A9A          599 0273
QSO: 14035 CW 2020-05-30 0135 AC9S          599 0048   YT9X          599 0208
QSO: 14036 CW 2020-05-30 0137 AC9S          599 0049   EI20C         599 0254
QSO: 14037 CW 2020-05-30 0140 AC9S          599 0050   IR2Q          599 0285
QSO: 14038 CW 2020-05-30 0142 AC9S          599 0051   OM7M          599 0219
QSO: 14039 CW 2020-05-30 0142 AC9S          599 0052   HG6N          599 0276
QSO: 14041 CW 2020-05-30 0146 AC9S          599 0053   LZ9W          599 0225
QSO: 14043 CW 2020-05-30 0147 AC9S          599 0054   DL5YM         599 0172
QSO: 14043 CW 2020-05-30 0148 AC9S          599 0055   HB5E          599 0191
QSO: 14044 CW 2020-05-30 0150 AC9S          599 0056   IQ8SN         599 0199
QSO: 14045 CW 2020-05-30 0151 AC9S          599 0057   TM29X         599 0278
QSO: 14047 CW 2020-05-30 0152 AC9S          599 0058   F6KOP         599 0238
QSO: 14052 CW 2020-05-30 0155 AC9S          599 0059   UD4F          599 0143
QSO: 14053 CW 2020-05-30 0156 AC9S          599 0060   CF7RR         599 0167
QSO: 14055 CW 2020-05-30 0158 AC9S          599 0061   S57DX         599 0270
QSO: 14060 CW 2020-05-30 0201 AC9S          599 0062   OP4K          599 0157
QSO: 14060 CW 2020-05-30 0204 AC9S          599 0063   D4Z           599 0251
QSO: 14063 CW 2020-05-30 0206 AC9S          599 0064   DL5AXX        599 0335
QSO: 14064 CW 2020-05-30 0208 AC9S          599 0065   4Z4AK         599 0118
QSO: 14065 CW 2020-05-30 0209 AC9S          599 0066   K7WP          599 0098
QSO: 14066 CW 2020-05-30 0210 AC9S          599 0067   VC6R          599 0226
QSO: 14068 CW 2020-05-30 0213 AC9S          599 0068   WB9Z          599 0188
QSO: 14069 CW 2020-05-30 0215 AC9S          599 0069   OH0V          599 0287
QSO: 14073 CW 2020-05-30 0217 AC9S          599 0070   LY0A          599 0154
QSO: 14078 CW 2020-05-30 0218 AC9S          599 0071   UA4W          599 0223
QSO: 14000 CW 2020-05-30 0220 AC9S          599 0072   N7DD          599 0185
QSO: 14006 CW 2020-05-30 0221 AC9S          599 0073   N3UA          599 0106
QSO: 14009 CW 2020-05-30 0224 AC9S          599 0074   R8TT          599 0194
QSO: 14020 CW 2020-05-30 0228 AC9S          599 0075   VE6UM         599 0116
QSO: 14002 CW 2020-05-30 0229 AC9S          599 0076   NR7DX         599 0288
QSO: 14003 CW 2020-05-30 0231 AC9S          599 0077   AJ6V          599 0285
QSO: 14004 CW 2020-05-30 0232 AC9S          599 0078   KE0UI         599 0124
QSO: 14005 CW 2020-05-30 0232 AC9S          599 0079   KG0F          599 0250
QSO: 14008 CW 2020-05-30 0235 AC9S          599 0080   N7TU          599 0252
QSO: 14009 CW 2020-05-30 0236 AC9S          599 0081   NJ6G          599 0297
QSO: 14011 CW 2020-05-30 0238 AC9S          599 0082   ND7K          599 0399
QSO: 14012 CW 2020-05-30 0239 AC9S          599 0083   W7DXX         599 0140
QSO: 14014 CW 2020-05-30 0240 AC9S          599 0084   VE6EX         599 0081
QSO: 14016 CW 2020-05-30 0241 AC9S          599 0085   KW7Y          599 0340
QSO: 14019 CW 2020-05-30 0243 AC9S          599 0086   WK5T          599 0476
QSO: 14020 CW 2020-05-30 0244 AC9S          599 0087   VA7ST         599 0158
QSO: 14022 CW 2020-05-30 0245 AC9S          599 0088   KH6TU         599 0294
QSO: 14022 CW 2020-05-30 0247 AC9S          599 0089   ZM1M          599 0073
QSO: 14024 CW 2020-05-30 0249 AC9S          599 0090   NT6X          599 0199
QSO: 14025 CW 2020-05-30 0249 AC9S          599 0091   WH7W          599 0259
QSO: 14025 CW 2020-05-30 0250 AC9S          599 0092   NJ8M          599 0278
QSO: 14026 CW 2020-05-30 0253 AC9S          599 0093   WT9Q          599 0106
QSO: 14029 CW 2020-05-30 0256 AC9S          599 0094   KY7M          599 0371
QSO: 14030 CW 2020-05-30 0311 AC9S          599 0095   AD0LI         599 0082
QSO: 14031 CW 2020-05-30 0312 AC9S          599 0096   K0AP          599 0226
QSO: 14036 CW 2020-05-30 0316 AC9S          599 0097   KM7W          599 0241
QSO: 14038 CW 2020-05-30 0318 AC9S          599 0098   NT6Q          599 0312
QSO: 14039 CW 2020-05-30 0320 AC9S          599 0099   KV0Q          599 0022
QSO: 14039 CW 2020-05-30 0320 AC9S          599 0100   NN1C          599 0259
QSO: 14040 CW 2020-05-30 0321 AC9S          599 0101   KN7T          599 0138
QSO: 14041 CW 2020-05-30 0323 AC9S          599 0102   NT7G          599 0291
QSO: 14043 CW 2020-05-30 0324 AC9S          599 0103   KH6LC         599 0378
QSO: 14046 CW 2020-05-30 0325 AC9S          599 0104   WQ6I          599 0226
QSO: 14052 CW 2020-05-30 0327 AC9S          599 0105   NR6O          599 0298
QSO: 14054 CW 2020-05-30 0328 AC9S          599 0106   N6RK          599 0173
QSO: 14056 CW 2020-05-30 0329 AC9S          599 0107   W6FA          599 0132
QSO: 14059 CW 2020-05-30 0330 AC9S          599 0108   NF6A          599 0385
QSO: 14062 CW 2020-05-30 0331 AC9S          599 0109   WA6KHK        599 0161
QSO: 14064 CW 2020-05-30 0332 AC9S          599 0110   KH6CJJ        599 0176
QSO: 14069 CW 2020-05-30 0334 AC9S          599 0111   VE6TL         599 0107
QSO:  7001 CW 2020-05-30 0337 AC9S          599 0112   KC1XX         599 0594
QSO:  7001 CW 2020-05-30 0338 AC9S          599 0113   NC1CC         599 0257
QSO:  7002 CW 2020-05-30 0339 AC9S          599 0114   WI6NE         599 0137
QSO:  7003 CW 2020-05-30 0340 AC9S          599 0115   KM4SII        599 0175
QSO:  7003 CW 2020-05-30 0340 AC9S          599 0116   WM3T          599 0526
QSO:  7004 CW 2020-05-30 0342 AC9S          599 0117   K1KK          599 0269
QSO:  7005 CW 2020-05-30 0343 AC9S          599 0118   VC3N          599 0376
QSO:  7005 CW 2020-05-30 0344 AC9S          599 0119   KD5DD         599 0348
QSO:  7005 CW 2020-05-30 0344 AC9S          599 0120   OM3BH         599 0530
QSO:  7006 CW 2020-05-30 0346 AC9S          599 0121   CF2T          599 0527
QSO:  7007 CW 2020-05-30 0347 AC9S          599 0122   W1MD          599 0305
QSO:  7008 CW 2020-05-30 0348 AC9S          599 0123   NY4A          599 0578
QSO:  7008 CW 2020-05-30 0349 AC9S          599 0124   YT5A          599 0472
QSO:  7009 CW 2020-05-30 0351 AC9S          599 0125   OM7M          599 0542
QSO:  7010 CW 2020-05-30 0351 AC9S          599 0126   WC1M          599 0290
QSO:  7010 CW 2020-05-30 0352 AC9S          599 0127   WC7Q          599 0156
QSO:  7013 CW 2020-05-30 0354 AC9S          599 0128   KD4D          599 0449
QSO:  7013 CW 2020-05-30 0356 AC9S          599 0129   NN5J          599 0494
QSO:  7014 CW 2020-05-30 0358 AC9S          599 0130   9A7A          599 0607
QSO:  7015 CW 2020-05-30 0400 AC9S          599 0131   NU5A          599 0616
QSO:  7019 CW 2020-05-30 0403 AC9S          599 0132   DK7A          599 0240
QSO:  7021 CW 2020-05-30 0406 AC9S          599 0133   CJ3A          599 0576
QSO:  7021 CW 2020-05-30 0407 AC9S          599 0134   VE5MX         599 0533
QSO:  7024 CW 2020-05-30 0409 AC9S          599 0135   ND7K          599 0635
QSO:  7026 CW 2020-05-30 0410 AC9S          599 0136   N5EE          599 0064
QSO:  7027 CW 2020-05-30 0412 AC9S          599 0137   HB5E          599 0410
QSO:  7028 CW 2020-05-30 0413 AC9S          599 0138   NQ2F          599 0420
QSO:  7028 CW 2020-05-30 1138 AC9S          599 0139   KW1K          599 0675
QSO:  7030 CW 2020-05-30 1139 AC9S          599 0140   W8MET         599 0192
