START-OF-LOG: 3.0
CONTEST: CQ-WW-CW
CALLSIGN: DL9NDS
CATEGORY-ASSISTED: NON-ASSISTED
CLAIMED-SCORE: 102508
CREATED-BY: RCKLog V3.10
OPERATORS: DL9NDS
CLUB: BAVARIAN CONTEST CLUB
NAME: Uwe Scherf
SOAPBOX: IC756ProIII   8 Ele. Beam 10m  4 Ele. Beam 15/20m   V80 Vertical/Dipol
SOAPBOX: e 40/80/160m
SOAPBOX:
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
QSO: 14000 CW 2009-11-28 0820 DL9NDS        599 14     ED2R          599 14     0
QSO: 14000 CW 2009-11-28 0823 DL9NDS        599 14     OH5Z          599 15     0
QSO: 14000 CW 2009-11-28 0827 DL9NDS        599 14     RK4FWX        599 16     0
QSO: 14000 CW 2009-11-28 0831 DL9NDS        599 14     LZ9X          599 20     0
QSO: 14000 CW 2009-11-28 0833 DL9NDS        599 14     LZ1BJ         599 20     0
QSO: 14000 CW 2009-11-28 0836 DL9NDS        599 14     UA9UZZ        599 18     0
QSO: 14000 CW 2009-11-28 0840 DL9NDS        599 14     JT1DA         599 23     0
QSO: 14000 CW 2009-11-28 0843 DL9NDS        599 14     4X2M          599 20     0
QSO: 14000 CW 2009-11-28 0844 DL9NDS        599 14     RK3GYM        599 16     0
QSO: 14000 CW 2009-11-28 0846 DL9NDS        599 14     LZ5XQ         599 20     0
QSO: 14000 CW 2009-11-28 0847 DL9NDS        599 14     ER5WU         599 16     0
QSO: 14000 CW 2009-11-28 0848 DL9NDS        599 14     UA0AGI        599 18     0
QSO: 14000 CW 2009-11-28 0849 DL9NDS        599 14     RK9JWV        599 17     0
QSO: 14000 CW 2009-11-28 0851 DL9NDS        599 14     UZ0Z          599 16     0
QSO: 14000 CW 2009-11-28 0853 DL9NDS        599 14     OH0X          599 15     0
QSO: 14000 CW 2009-11-28 0853 DL9NDS        599 14     ES5TV         599 15     0
QSO: 21000 CW 2009-11-28 0857 DL9NDS        599 14     RA9A          599 17     0
QSO: 21000 CW 2009-11-28 0859 DL9NDS        599 14     UA4WKW        599 16     0
