START-OF-LOG: 3.0
CREATED-BY: Win-Test 3.19.0
CONTEST: CQ-WW-CW
CALLSIGN: DR1A
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-TRANSMITTER: UNLIMITED
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 16328952
OPERATORS: DB6JG DF6JC DJ6ET DJ7EG DJ7EO DK1BT DK6WL DL1DVE DL1MGB DL2HBX DL4WG
QSO:  7026 CW 2009-11-28 0008 DR1A          599 14     N3NA          599 05     0
QSO:  1829 CW 2009-11-28 0008 DR1A          599 14     NR5M          599 04     0
QSO:  7026 CW 2009-11-28 0009 DR1A          599 14     NA3M          599 05     0
QSO:  1829 CW 2009-11-28 0009 DR1A          599 14     DJ3WE         599 14     0
QSO:  7026 CW 2009-11-28 0009 DR1A          599 14     W1XX          599 05     0
QSO:  1829 CW 2009-11-28 0009 DR1A          599 14     F5VBT         599 14     0
QSO: 14013 CW 2009-11-28 0009 DR1A          599 14     PA1H          599 14     0
QSO:  7026 CW 2009-11-28 0009 DR1A          599 14     N3BM          599 05     0
QSO:  1829 CW 2009-11-28 0009 DR1A          599 14     NR1R          599 05     0
QSO:  7026 CW 2009-11-28 0010 DR1A          599 14     N2LBR         599 05     0
QSO:  3501 CW 2009-11-28 0010 DR1A          599 14     W2FU          599 05     0
QSO: 14013 CW 2009-11-28 0010 DR1A          599 14     S50K          599 15     0
QSO:  1829 CW 2009-11-28 0010 DR1A          599 14     UX5TQ         599 16     0
QSO:  7026 CW 2009-11-28 0010 DR1A          599 14     W2CDO         599 05     0
QSO:  1829 CW 2009-11-28 0010 DR1A          599 14     W1EQ          599 05     0
QSO:  3528 CW 2009-11-28 0010 DR1A          599 14     5R8ZO         599 39     0
QSO:  1829 CW 2009-11-28 0010 DR1A          599 14     LY2BKT        599 15     0
QSO: 14013 CW 2009-11-28 0011 DR1A          599 14     SP5JTF        599 15     0
QSO:  3528 CW 2009-11-28 0011 DR1A          599 14     W2CGX         599 05     0
QSO:  1829 CW 2009-11-28 0011 DR1A          599 14     VE1OP         599 05     0
QSO:  7026 CW 2009-11-28 0011 DR1A          599 14     VE3CR         599 04     0
QSO:  1829 CW 2009-11-28 0011 DR1A          599 14     AB4IQ         599 04     0
QSO:  3528 CW 2009-11-28 0011 DR1A          599 14     PA3AIN        599 14     0
QSO:  1829 CW 2009-11-28 0011 DR1A          599 14     OM7M          599 15     0
QSO:  3502 CW 2009-11-28 0011 DR1A          599 14     K1TTT         599 05     0
QSO: 14006 CW 2009-11-28 0011 DR1A          599 14     OL9Z          599 15     0
QSO:  7026 CW 2009-11-28 0011 DR1A          599 14     UA1CE         599 16     0
QSO:  1829 CW 2009-11-28 0011 DR1A          599 14     RT3T          599 16     0
QSO:  3528 CW 2009-11-28 0012 DR1A          599 14     EW8OM         599 16     0
QSO:  1829 CW 2009-11-28 0012 DR1A          599 14     SM5MX         599 14     0
QSO:  7026 CW 2009-11-28 0012 DR1A          599 14     WN9O          599 04     0
QSO:  3528 CW 2009-11-28 0012 DR1A          599 14     RN3QP         599 16     0
QSO:  7026 CW 2009-11-28 0012 DR1A          599 14     RK3GYM        599 16     0
QSO:  1829 CW 2009-11-28 0012 DR1A          599 14     RC3W          599 16     0
QSO:  7026 CW 2009-11-28 0012 DR1A          599 14     ER1NM         599 16     0
QSO:  3528 CW 2009-11-28 0012 DR1A          599 14     RA3NC         599 16     0
QSO: 14013 CW 2009-11-28 0013 DR1A          599 14     EE2W          599 14     0
QSO:  7026 CW 2009-11-28 0013 DR1A          599 14     K2NV          599 05     0
QSO: 14013 CW 2009-11-28 0013 DR1A          599 14     OH4E          599 15     0
QSO:  3528 CW 2009-11-28 0013 DR1A          599 14     OK1NR         599 15     0
QSO:  7026 CW 2009-11-28 0013 DR1A          599 14     WO3Z          599 05     0
QSO:  3528 CW 2009-11-28 0013 DR1A          599 14     K2RR          599 05     0
QSO:  1829 CW 2009-11-28 0013 DR1A          599 14     RN4SS         599 16     0
QSO:  7026 CW 2009-11-28 0013 DR1A          599 14     K9CJ          599 04     0
QSO:  3528 CW 2009-11-28 0013 DR1A          599 14     K0RF          599 04     0
QSO:  1829 CW 2009-11-28 0013 DR1A          599 14     LA9TJA        599 14     0
QSO:  7026 CW 2009-11-28 0013 DR1A          599 14     W6XR          599 05     0
QSO:  1829 CW 2009-11-28 0014 DR1A          599 14     RV9CX         599 17     0
QSO:  7026 CW 2009-11-28 0014 DR1A          599 14     K4MF          599 05     0
QSO:  1829 CW 2009-11-28 0014 DR1A          599 14     OZ7BQ         599 14     0
QSO:  7026 CW 2009-11-28 0014 DR1A          599 14     N8RA          599 05     0
QSO:  3528 CW 2009-11-28 0014 DR1A          599 14     VE6WQ         599 04     0
QSO:  1829 CW 2009-11-28 0014 DR1A          599 14     OH1MM         599 15     0
QSO: 21002 CW 2009-11-28 0014 DR1A          599 14     SK3W          599 14     0
QSO:  1829 CW 2009-11-28 0015 DR1A          599 14     HA1ZH         599 15     0
QSO:  7026 CW 2009-11-28 0015 DR1A          599 14     W8AV          599 04     0
QSO:  3528 CW 2009-11-28 0015 DR1A          599 14     RX3OM         599 16     0
QSO:  3528 CW 2009-11-28 0015 DR1A          599 14     SM0A          599 14     0
QSO: 14031 CW 2009-11-28 0015 DR1A          599 14     9L5A          599 35     0
QSO:  1829 CW 2009-11-28 0015 DR1A          599 14     EA3WAA        599 14     0
QSO:  1829 CW 2009-11-28 0015 DR1A          599 14     VE3EJ         599 04     0
QSO:  3528 CW 2009-11-28 0015 DR1A          599 14     Z37M          599 15     0
QSO:  7026 CW 2009-11-28 0015 DR1A          599 14     KG4CUY        599 05     0
QSO:  1829 CW 2009-11-28 0016 DR1A          599 14     VE1ZJ         599 05     0
QSO:  3528 CW 2009-11-28 0016 DR1A          599 14     K2LE          599 05     0
QSO:  7026 CW 2009-11-28 0016 DR1A          599 14     NZ1U          599 05     0
QSO:  3528 CW 2009-11-28 0016 DR1A          599 14     G3GGS         599 14     0
QSO:  7026 CW 2009-11-28 0016 DR1A          599 14     K1BX          599 05     0
QSO:  1829 CW 2009-11-28 0016 DR1A          599 14     YO2AQB        599 20     0
QSO:  3528 CW 2009-11-28 0016 DR1A          599 14     UA1ORL        599 16     0
QSO:  1829 CW 2009-11-28 0016 DR1A          599 14     W0HT          599 04     0
QSO:  7026 CW 2009-11-28 0017 DR1A          599 14     K3MRG         599 05     0
QSO: 14013 CW 2009-11-28 0017 DR1A          599 14     SP8NR         599 15     0
QSO:  1829 CW 2009-11-28 0017 DR1A          599 14     SE0X          599 14     0
QSO:  7026 CW 2009-11-28 0017 DR1A          599 14     NQ4U          599 04     0
QSO:  1829 CW 2009-11-28 0017 DR1A          599 14     DD1JN         599 14     0
QSO:  7026 CW 2009-11-28 0017 DR1A          599 14     UZ2M          599 16     0
QSO:  1829 CW 2009-11-28 0017 DR1A          599 14     WF2W          599 05     0
QSO:  7026 CW 2009-11-28 0018 DR1A          599 14     EV2A          599 16     0
QSO:  1829 CW 2009-11-28 0018 DR1A          599 14     DF3KV         599 14     0
QSO:  3528 CW 2009-11-28 0018 DR1A          599 14     UZ2M          599 16     0
QSO:  7026 CW 2009-11-28 0018 DR1A          599 14     K5ZD          599 05     0
QSO:  1829 CW 2009-11-28 0018 DR1A          599 14     LY2MM         599 15     0
QSO:  3528 CW 2009-11-28 0018 DR1A          599 14     RN6FA         599 16     0
QSO:  7026 CW 2009-11-28 0018 DR1A          599 14     W3OU          599 05     0
QSO:  7026 CW 2009-11-28 0018 DR1A          599 14     EA5DKU        599 14     0
QSO:  1829 CW 2009-11-28 0018 DR1A          599 14     HA8BE         599 15     0
QSO:  3528 CW 2009-11-28 0018 DR1A          599 14     N2ZX          599 05     0
QSO:  7026 CW 2009-11-28 0019 DR1A          599 14     W1GQ          599 05     0
QSO: 14013 CW 2009-11-28 0019 DR1A          599 14     EU6AF         599 16     0
QSO:  3528 CW 2009-11-28 0019 DR1A          599 14     DL1EAL        599 14     0
QSO:  7026 CW 2009-11-28 0019 DR1A          599 14     AD4ES         599 05     0
QSO: 28140 CW 2009-11-28 0019 DR1A          599 14     EE2W          599 14     0
QSO:  1829 CW 2009-11-28 0019 DR1A          599 14     SM0BYD        599 14     0
QSO: 14013 CW 2009-11-28 0019 DR1A          599 14     LY2F          599 15     0
QSO:  3528 CW 2009-11-28 0019 DR1A          599 14     GA3YOR        599 14     0
QSO:  1829 CW 2009-11-28 0019 DR1A          599 14     TF4X          599 40     0
QSO:  7026 CW 2009-11-28 0019 DR1A          599 14     KS1J          599 05     0
QSO:  3528 CW 2009-11-28 0019 DR1A          599 14     WB8JUI        599 04     0
QSO:  1829 CW 2009-11-28 0019 DR1A          599 14     K1LZ          599 05     0
QSO:  7026 CW 2009-11-28 0019 DR1A          599 14     WB4ZPF        599 05     0
QSO:  3528 CW 2009-11-28 0019 DR1A          599 14     N9UA          599 04     0
QSO:  1829 CW 2009-11-28 0019 DR1A          599 14     OM8A          599 15     0
QSO:  3528 CW 2009-11-28 0020 DR1A          599 14     IZ3ALF        599 15     0
QSO:  7026 CW 2009-11-28 0020 DR1A          599 14     KI2G          599 05     0
QSO:  1829 CW 2009-11-28 0020 DR1A          599 14     SV9CVY        599 20     0
QSO:  7026 CW 2009-11-28 0020 DR1A          599 14     K3ONW         599 05     0
QSO:  7026 CW 2009-11-28 0020 DR1A          599 14     K3ONW         599 05     0
QSO:  1829 CW 2009-11-28 0020 DR1A          599 14     K0HA          599 04     0
QSO:  3528 CW 2009-11-28 0020 DR1A          599 14     N4TX          599 05     0
QSO:  1829 CW 2009-11-28 0021 DR1A          599 14     OK2PTS        599 15     0
QSO:  3528 CW 2009-11-28 0021 DR1A          599 14     G3WW          599 14     0
QSO: 14013 CW 2009-11-28 0021 DR1A          599 14     HG4F          599 15     0
QSO:  7026 CW 2009-11-28 0021 DR1A          599 14     WB2HJV        599 05     0
QSO:  3528 CW 2009-11-28 0021 DR1A          599 14     UA1CEC        599 16     0
QSO:  1829 CW 2009-11-28 0021 DR1A          599 14     UA1ANA        599 16     0
QSO:  7026 CW 2009-11-28 0021 DR1A          599 14     K3ZO          599 05     0
QSO:  3528 CW 2009-11-28 0021 DR1A          599 14     YL3FX         599 15     0
QSO:  1829 CW 2009-11-28 0021 DR1A          599 14     K9OT          599 04     0
QSO:  3528 CW 2009-11-28 0021 DR1A          599 14     LA6CF         599 14     0
QSO:  1829 CW 2009-11-28 0022 DR1A          599 14     OK1IW         599 15     0
QSO: 14013 CW 2009-11-28 0022 DR1A          599 14     OH2BBT        599 15     0
QSO:  7026 CW 2009-11-28 0022 DR1A          599 14     W1LWH         599 05     0
QSO:  1829 CW 2009-11-28 0022 DR1A          599 14     RZ3FW         599 16     0
QSO:  3528 CW 2009-11-28 0022 DR1A          599 14     OK5OK         599 15     0
QSO:  7026 CW 2009-11-28 0022 DR1A          599 14     N3MX          599 05     0
QSO:  3528 CW 2009-11-28 0022 DR1A          599 14     N4DW          599 04     0
QSO:  1829 CW 2009-11-28 0023 DR1A          599 14     OK1EP         599 15     0
QSO:  7026 CW 2009-11-28 0023 DR1A          599 14     WK2G          599 05     0
QSO:  3528 CW 2009-11-28 0023 DR1A          599 14     SM5CIL        599 14     0
QSO:  1829 CW 2009-11-28 0023 DR1A          599 14     OK4N          599 15     0
QSO:  7026 CW 2009-11-28 0023 DR1A          599 14     W1WEF         599 05     0
QSO:  7026 CW 2009-11-28 0024 DR1A          599 14     N3AM          599 05     0
QSO:  3528 CW 2009-11-28 0024 DR1A          599 14     VE3CX         599 04     0
QSO:  1829 CW 2009-11-28 0024 DR1A          599 14     W1WBB         599 05     0
QSO:  3528 CW 2009-11-28 0024 DR1A          599 14     PA1TX         599 14     0
QSO:  3528 CW 2009-11-28 0024 DR1A          599 14     SN5Q          599 15     0
QSO:  1829 CW 2009-11-28 0024 DR1A          599 14     N4KM          599 05     0
QSO:  7026 CW 2009-11-28 0024 DR1A          599 14     W1JQ          599 05     0
QSO:  1829 CW 2009-11-28 0024 DR1A          599 14     UA9MA         599 17     0
QSO:  3528 CW 2009-11-28 0025 DR1A          599 14     W0UCE         599 04     0
QSO:  1829 CW 2009-11-28 0025 DR1A          599 14     SM6CNN        599 14     0
QSO:  7026 CW 2009-11-28 0025 DR1A          599 14     NA4K          599 04     0
QSO:  3528 CW 2009-11-28 0025 DR1A          599 14     OE9R          599 15     0
QSO:  1829 CW 2009-11-28 0025 DR1A          599 14     UA1QM         599 16     0
QSO:  3528 CW 2009-11-28 0025 DR1A          599 14     K3SV          599 05     0
QSO:  7026 CW 2009-11-28 0025 DR1A          599 14     K9IUQ         599 04     0
QSO:  1829 CW 2009-11-28 0025 DR1A          599 14     RO9O          599 18     0
QSO:  1829 CW 2009-11-28 0025 DR1A          599 14     NQ4I          599 05     0
QSO:  3528 CW 2009-11-28 0025 DR1A          599 14     K5FA          599 04     0
QSO:  7026 CW 2009-11-28 0026 DR1A          599 14     W1GD          599 05     0
QSO:  1829 CW 2009-11-28 0026 DR1A          599 14     G3ZRJ         599 14     0
QSO:  3528 CW 2009-11-28 0026 DR1A          599 14     KG4W          599 05     0
QSO:  7026 CW 2009-11-28 0026 DR1A          599 14     YT3M          599 15     0
QSO:  3528 CW 2009-11-28 0026 DR1A          599 14     NR4M          599 05     0
QSO:  1829 CW 2009-11-28 0026 DR1A          599 14     CR5M          599 14     0
QSO:  7026 CW 2009-11-28 0026 DR1A          599 14     SV2KBS        599 20     0
QSO:  7026 CW 2009-11-28 0026 DR1A          599 14     N4NX          599 05     0
QSO:  3528 CW 2009-11-28 0026 DR1A          599 14     W1QS          599 05     0
QSO:  1829 CW 2009-11-28 0027 DR1A          599 14     N7UA          599 03     0
QSO:  3539 CW 2009-11-28 0027 DR1A          599 14     YQ9W          599 20     0
QSO:  7026 CW 2009-11-28 0027 DR1A          599 14     US2IZ         599 16     0
QSO:  1829 CW 2009-11-28 0027 DR1A          599 14     OM6AL         599 15     0
QSO:  7026 CW 2009-11-28 0027 DR1A          599 14     EA4KA         599 14     0
QSO:  1829 CW 2009-11-28 0027 DR1A          599 14     RN1CC         599 16     0
QSO: 14023 CW 2009-11-28 0028 DR1A          599 14     SN3R          599 15     0
QSO:  1829 CW 2009-11-28 0028 DR1A          599 14     DL2DX         599 14     0
QSO:  7026 CW 2009-11-28 0028 DR1A          599 14     VE3NE         599 04     0
QSO:  1829 CW 2009-11-28 0028 DR1A          599 14     RU4WD         599 16     0
QSO:  7026 CW 2009-11-28 0028 DR1A          599 14     N3RR          599 05     0
QSO:  3528 CW 2009-11-28 0028 DR1A          599 14     EU4LY         599 16     0
QSO:  7026 CW 2009-11-28 0028 DR1A          599 14     K1TO          599 05     0
QSO:  1829 CW 2009-11-28 0028 DR1A          599 14     W5MX          599 04     0
QSO:  3558 CW 2009-11-28 0028 DR1A          599 14     4L2M          599 21     0
QSO:  1829 CW 2009-11-28 0029 DR1A          599 14     VE3ZI         599 04     0
QSO:  7026 CW 2009-11-28 0029 DR1A          599 14     W4UCZ         599 05     0
QSO:  3528 CW 2009-11-28 0029 DR1A          599 14     UR5QA         599 16     0
QSO:  3528 CW 2009-11-28 0029 DR1A          599 14     VE3FU         599 04     0
QSO: 14013 CW 2009-11-28 0029 DR1A          599 14     RN3QO         599 16     0
QSO:  7026 CW 2009-11-28 0029 DR1A          599 14     K3IU          599 05     0
QSO:  3528 CW 2009-11-28 0029 DR1A          599 14     K1LZ          599 05     0
QSO:  7026 CW 2009-11-28 0030 DR1A          599 14     WA2C          599 05     0
QSO:  3528 CW 2009-11-28 0030 DR1A          599 14     W1FA          599 05     0
QSO:  7026 CW 2009-11-28 0030 DR1A          599 14     N1WR          599 05     0
QSO:  3528 CW 2009-11-28 0030 DR1A          599 14     UT5PH         599 16     0
QSO:  7026 CW 2009-11-28 0030 DR1A          599 14     K2SG          599 05     0
QSO:  1829 CW 2009-11-28 0030 DR1A          599 14     N4XR          599 05     0
QSO:  3528 CW 2009-11-28 0030 DR1A          599 14     K2TV          599 05     0
QSO:  7026 CW 2009-11-28 0031 DR1A          599 14     K8DO          599 04     0
QSO:  7026 CW 2009-11-28 0031 DR1A          599 14     W4BQF         599 05     0
QSO: 14013 CW 2009-11-28 0031 DR1A          599 14     LZ9W          599 20     0
QSO:  3546 CW 2009-11-28 0031 DR1A          599 14     ER4DX         599 16     0
QSO: 14013 CW 2009-11-28 0031 DR1A          599 14     UA6LV         599 16     0
QSO:  7026 CW 2009-11-28 0031 DR1A          599 14     UT0L          599 16     0
QSO:  1829 CW 2009-11-28 0031 DR1A          599 14     RK3DXZ        599 16     0
QSO:  3528 CW 2009-11-28 0031 DR1A          599 14     SM6EQO        599 14     0
QSO:  3528 CW 2009-11-28 0032 DR1A          599 14     RX4YY         599 16     0
QSO:  7026 CW 2009-11-28 0032 DR1A          599 14     W2XL          599 05     0
QSO:  3528 CW 2009-11-28 0032 DR1A          599 14     RV3MI         599 16     0
QSO: 14013 CW 2009-11-28 0032 DR1A          599 14     YU6DX         599 15     0
QSO:  7026 CW 2009-11-28 0033 DR1A          599 14     K4MM          599 05     0
QSO:  3528 CW 2009-11-28 0033 DR1A          599 14     DD9WG         599 14     0
QSO:  1829 CW 2009-11-28 0033 DR1A          599 14     WD5R          599 04     0
QSO: 14013 CW 2009-11-28 0033 DR1A          599 14     YT1BB         599 15     0
QSO:  3528 CW 2009-11-28 0033 DR1A          599 14     UA9CM         599 17     0
QSO:  1829 CW 2009-11-28 0033 DR1A          599 14     RA9A          599 17     0
QSO:  3528 CW 2009-11-28 0033 DR1A          599 14     DL9NCR        599 14     0
QSO:  7026 CW 2009-11-28 0033 DR1A          599 14     TM2S          599 14     0
QSO:  3528 CW 2009-11-28 0033 DR1A          599 14     SE6W          599 14     0
QSO:  7026 CW 2009-11-28 0034 DR1A          599 14     WI2E          599 05     0
QSO:  3528 CW 2009-11-28 0034 DR1A          599 14     G3RIK         599 14     0
QSO:  7026 CW 2009-11-28 0034 DR1A          599 14     K8NZ          599 04     0
QSO:  3528 CW 2009-11-28 0034 DR1A          599 14     G3KKP         599 14     0
QSO:  3528 CW 2009-11-28 0034 DR1A          599 14     EA2GP         599 14     0
QSO:  1829 CW 2009-11-28 0034 DR1A          599 14     UA4PAQ        599 16     0
QSO:  7026 CW 2009-11-28 0034 DR1A          599 14     YU2FG         599 15     0
QSO:  3528 CW 2009-11-28 0035 DR1A          599 14     EW8EW         599 16     0
QSO:  7026 CW 2009-11-28 0035 DR1A          599 14     K1DG          599 05     0
QSO:  3528 CW 2009-11-28 0035 DR1A          599 14     RW4WM         599 16     0
QSO:  1829 CW 2009-11-28 0035 DR1A          599 14     LY2OM         599 15     0
QSO:  7026 CW 2009-11-28 0035 DR1A          599 14     K2QPN         599 05     0
QSO:  1829 CW 2009-11-28 0035 DR1A          599 14     DF3CB         599 14     0
QSO:  7026 CW 2009-11-28 0035 DR1A          599 14     WB2FUE        599 05     0
QSO:  3528 CW 2009-11-28 0035 DR1A          599 14     RA3ID         599 16     0
QSO:  7026 CW 2009-11-28 0036 DR1A          599 14     N4ZC          599 05     0
QSO:  3507 CW 2009-11-28 0036 DR1A          599 14     E71A          599 15     0
QSO:  3528 CW 2009-11-28 0036 DR1A          599 14     F4DNW         599 14     0
QSO:  7026 CW 2009-11-28 0036 DR1A          599 14     K4DJ          599 05     0
QSO:  3528 CW 2009-11-28 0036 DR1A          599 14     EA4KD         599 14     0
QSO:  1829 CW 2009-11-28 0036 DR1A          599 14     S56A          599 15     0
QSO:  3528 CW 2009-11-28 0036 DR1A          599 14     UA3DGG        599 16     0
QSO:  7026 CW 2009-11-28 0036 DR1A          599 14     K3DQB         599 05     0
QSO: 14010 CW 2009-11-28 0036 DR1A          599 14     E73W          599 15     0
QSO:  1829 CW 2009-11-28 0036 DR1A          599 14     K2NV          599 05     0
QSO:  7026 CW 2009-11-28 0037 DR1A          599 14     DL2A          599 14     0
QSO:  3528 CW 2009-11-28 0037 DR1A          599 14     W8AV          599 04     0
QSO:  7026 CW 2009-11-28 0037 DR1A          599 14     UR7QC         599 16     0
QSO:  3528 CW 2009-11-28 0037 DR1A          599 14     UA3R          599 16     0
QSO:  3528 CW 2009-11-28 0037 DR1A          599 14     LY3BG         599 15     0
QSO:  7026 CW 2009-11-28 0037 DR1A          599 14     KD2RD         599 05     0
QSO:  1829 CW 2009-11-28 0038 DR1A          599 14     K3PP          599 05     0
QSO:  3528 CW 2009-11-28 0038 DR1A          599 14     LY3B          599 15     0
QSO:  3528 CW 2009-11-28 0038 DR1A          599 14     W9YYG         599 04     0
QSO:  1829 CW 2009-11-28 0038 DR1A          599 14     RW3XN         599 16     0
QSO:  7026 CW 2009-11-28 0039 DR1A          599 14     NR5M          599 04     0
QSO:  3528 CW 2009-11-28 0039 DR1A          599 14     OK1HEH        599 15     0
QSO:  1829 CW 2009-11-28 0039 DR1A          599 14     TF8SM         599 40     0
QSO:  3528 CW 2009-11-28 0039 DR1A          599 14     F5NKX         599 14     0
QSO:  7026 CW 2009-11-28 0039 DR1A          599 14     RK4SA         599 16     0
