START-OF-LOG: 3.0
CREATED-BY: LM Version 4.3 (c) 1992, 2008 by DL8WAA
CONTEST: CQ-WW-CW
CALLSIGN: DL2SWN
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: ASSISTED
CATEGORY-POWER: HIGH
CATEGORY-STATION: FIXED
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CLAIMED-SCORE: 92082
OPERATORS: DL2SWN
CLUB:
NAME: Klaus Wiese
SOAPBOX: It was big fun once again. Many thanks to all participants!
QSO: 14000 CW 2009-11-28 1445 DL2SWN        599 14     VE3EJ         599 04     0
QSO:  7000 CW 2009-11-28 1450 DL2SWN        599 14     UP0L          599 17     0
QSO:  7000 CW 2009-11-28 1454 DL2SWN        599 14     TC4X          599 20     0
QSO:  3500 CW 2009-11-28 1502 DL2SWN        599 14     OK1DDQ        599 15     0
QSO:  3500 CW 2009-11-28 1503 DL2SWN        599 14     SN3A          599 15     0
QSO:  3500 CW 2009-11-28 1505 DL2SWN        599 14     EU1FC         599 16     0
QSO:  3500 CW 2009-11-28 1506 DL2SWN        599 14     PA6Z          599 14     0
QSO:  3500 CW 2009-11-28 1507 DL2SWN        599 14     LY4T          599 15     0
QSO:  3500 CW 2009-11-28 1507 DL2SWN        599 14     ES5QX         599 15     0
QSO:  3500 CW 2009-11-28 1508 DL2SWN        599 14     DM7C          599 14     0
QSO:  3500 CW 2009-11-28 1508 DL2SWN        599 14     OH8L          599 15     0
QSO:  3500 CW 2009-11-28 1509 DL2SWN        599 14     UW5U          599 16     0
QSO:  3500 CW 2009-11-28 1510 DL2SWN        599 14     DR1A          599 14     0
QSO:  3500 CW 2009-11-28 1513 DL2SWN        599 14     OH4A          599 15     0
QSO:  3500 CW 2009-11-28 1515 DL2SWN        599 14     EV2A          599 16     0
QSO:  3500 CW 2009-11-28 1519 DL2SWN        599 14     OM/SQ9UM      599 15     0
QSO:  3500 CW 2009-11-28 1521 DL2SWN        599 14     OG5B          599 15     0
QSO:  3500 CW 2009-11-28 1523 DL2SWN        599 14     S53MM         599 15     0
QSO:  3500 CW 2009-11-28 1524 DL2SWN        599 14     HA5KDQ        599 15     0
QSO:  3500 CW 2009-11-28 1524 DL2SWN        599 14     OH7N          599 15     0
QSO:  3500 CW 2009-11-28 1526 DL2SWN        599 14     LY3ID         599 15     0
QSO:  3500 CW 2009-11-28 1527 DL2SWN        599 14     LY7A          599 15     0
QSO:  3500 CW 2009-11-28 1528 DL2SWN        599 14     SP2FAP        599 15     0
QSO:  3500 CW 2009-11-28 1529 DL2SWN        599 14     OH3OJ         599 15     0
QSO:  3500 CW 2009-11-28 1530 DL2SWN        599 14     OR2A          599 14     0
QSO:  3500 CW 2009-11-28 1532 DL2SWN        599 14     YL4U          599 15     0
QSO:  3500 CW 2009-11-28 1540 DL2SWN        599 14     LX7I          599 14     0
QSO:  3500 CW 2009-11-28 1542 DL2SWN        599 14     9A5Y          599 15     0
QSO:  3500 CW 2009-11-28 1543 DL2SWN        599 14     3Z40KP        599 15     0
QSO:  3500 CW 2009-11-28 1546 DL2SWN        599 14     R3/SM6LRR     599 16     0
QSO:  3500 CW 2009-11-28 1547 DL2SWN        599 14     OH0Z          599 15     0
QSO:  3500 CW 2009-11-28 1550 DL2SWN        599 14     PA2RU         599 14     0
QSO:  3500 CW 2009-11-28 1551 DL2SWN        599 14     G3KLH         599 14     0
QSO:  1800 CW 2009-11-28 1554 DL2SWN        599 14     S53O          599 15     0
QSO:  1800 CW 2009-11-28 1555 DL2SWN        599 14     OH7M          599 15     0
QSO:  1800 CW 2009-11-28 1556 DL2SWN        599 14     RA9FW         599 17     0
QSO:  1800 CW 2009-11-28 1603 DL2SWN        599 14     EY8MM         599 17     0
QSO:  1800 CW 2009-11-28 1604 DL2SWN        599 14     DJ0MDR        599 14     0
QSO:  1800 CW 2009-11-28 1604 DL2SWN        599 14     YL2PJ         599 15     0
QSO:  1800 CW 2009-11-28 1606 DL2SWN        599 14     UA3AP         599 16     0
QSO:  1800 CW 2009-11-28 1606 DL2SWN        599 14     SP7JQQ        599 15     0
QSO:  1800 CW 2009-11-28 1607 DL2SWN        599 14     HG7T          599 15     0
QSO:  1800 CW 2009-11-28 1608 DL2SWN        599 14     OZ2TF         599 14     0
QSO:  1800 CW 2009-11-28 1609 DL2SWN        599 14     F6CWA         599 14     0
QSO:  1800 CW 2009-11-28 1609 DL2SWN        599 14     5B4AIA        599 20     0
QSO:  1800 CW 2009-11-28 1610 DL2SWN        599 14     OH0V          599 15     0
QSO:  1800 CW 2009-11-28 1612 DL2SWN        599 14     OK1TN         599 15     0
QSO:  1800 CW 2009-11-28 1612 DL2SWN        599 14     F5IN          599 14     0
QSO:  1800 CW 2009-11-28 1614 DL2SWN        599 14     YL2SM         599 15     0
QSO:  7000 CW 2009-11-28 1618 DL2SWN        599 14     CN3A          599 33     0
QSO:  1800 CW 2009-11-29 0828 DL2SWN        599 14     SK3W          599 14     0
QSO:  3500 CW 2009-11-29 0831 DL2SWN        599 14     OY1CT         599 14     0
QSO:  3500 CW 2009-11-29 0833 DL2SWN        599 14     LA4RT         599 14     0
QSO:  3500 CW 2009-11-29 0834 DL2SWN        599 14     OM5M          599 15     0
QSO:  3500 CW 2009-11-29 0836 DL2SWN        599 14     SK3W          599 14     0
QSO:  3500 CW 2009-11-29 0837 DL2SWN        599 14     MD0CCE        599 14     0
QSO:  7000 CW 2009-11-29 0849 DL2SWN        599 14     NR5M          599 04     0
QSO:  7000 CW 2009-11-29 0850 DL2SWN        599 14     6Y1V          599 08     0
QSO:  7000 CW 2009-11-29 0853 DL2SWN        599 14     TO5T          599 08     0
QSO:  7000 CW 2009-11-29 0855 DL2SWN        599 14     W3LPL         599 05     0
QSO:  7000 CW 2009-11-29 0859 DL2SWN        599 14     W2FU          599 05     0
QSO:  7000 CW 2009-11-29 0859 DL2SWN        599 14     OH2FT         599 15     0
QSO:  7000 CW 2009-11-29 0901 DL2SWN        599 14     K5MR          599 04     0
QSO:  7000 CW 2009-11-29 0905 DL2SWN        599 14     K2K           599 05     0
QSO:  7000 CW 2009-11-29 0914 DL2SWN        599 14     JA1YPA        599 25     0
QSO:  7000 CW 2009-11-29 0916 DL2SWN        599 14     MD0CCE        599 14     0
QSO:  7000 CW 2009-11-29 0917 DL2SWN        599 14     OH0Z          599 15     0
QSO:  7000 CW 2009-11-29 0919 DL2SWN        599 14     VE3YAA        599 04     0
QSO:  7000 CW 2009-11-29 0921 DL2SWN        599 14     V47NT         599 08     0
QSO:  7000 CW 2009-11-29 0923 DL2SWN        599 14     XE2WWW        599 06     0
QSO:  7000 CW 2009-11-29 0934 DL2SWN        599 14     VQ5V          599 08     0
QSO:  7000 CW 2009-11-29 0935 DL2SWN        599 14     K3LR          599 05     0
QSO:  7000 CW 2009-11-29 0940 DL2SWN        599 14     YL4U          599 15     0
QSO:  7000 CW 2009-11-29 0941 DL2SWN        599 14     TK5A          599 15     0
QSO:  7000 CW 2009-11-29 0944 DL2SWN        599 14     WB3FIZ        599 05     0
QSO: 21000 CW 2009-11-29 0959 DL2SWN        599 14     SV5/LZ1WL     599 20     0
QSO: 21000 CW 2009-11-29 1002 DL2SWN        599 14     P33W          599 20     0
QSO: 21000 CW 2009-11-29 1003 DL2SWN        599 14     EA9/OL8R      599 33     0
QSO: 21000 CW 2009-11-29 1007 DL2SWN        599 14     EF8M          599 33     0
QSO: 21000 CW 2009-11-29 1009 DL2SWN        599 14     H2E           599 20     0
QSO: 21000 CW 2009-11-29 1012 DL2SWN        599 14     SK3W          599 14     0
QSO: 21000 CW 2009-11-29 1013 DL2SWN        599 14     5B/HA5PP      599 20     0
QSO: 21000 CW 2009-11-29 1014 DL2SWN        599 14     EK7DX         599 21     0
QSO: 21000 CW 2009-11-29 1016 DL2SWN        599 14     SV1DPI        599 20     0
QSO: 21000 CW 2009-11-29 1017 DL2SWN        599 14     9H3HH         599 15     0
QSO: 21000 CW 2009-11-29 1026 DL2SWN        599 14     VK9XW         599 29     0
QSO: 21000 CW 2009-11-29 1100 DL2SWN        599 14     ES7GM         599 15     0
QSO: 21000 CW 2009-11-29 1102 DL2SWN        599 14     P3J           599 20     0
QSO: 21000 CW 2009-11-29 1104 DL2SWN        599 14     EA8URL        599 33     0
QSO: 21000 CW 2009-11-29 1105 DL2SWN        599 14     TM0R          599 14     0
QSO: 21000 CW 2009-11-29 1107 DL2SWN        599 14     EA7LM         599 14     0
QSO: 21000 CW 2009-11-29 1111 DL2SWN        599 14     HZ1PS         599 21     0
QSO: 21000 CW 2009-11-29 1113 DL2SWN        599 14     4Z5NX         599 20     0
QSO: 28000 CW 2009-11-29 1117 DL2SWN        599 14     9A4W          599 15     0
QSO: 21000 CW 2009-11-29 1120 DL2SWN        599 14     A25NW         599 38     0
QSO: 21000 CW 2009-11-29 1124 DL2SWN        599 14     V5/DJ4SO      599 38     0
QSO: 21000 CW 2009-11-29 1126 DL2SWN        599 14     C4W           599 20     0
QSO: 14000 CW 2009-11-29 1140 DL2SWN        599 14     V47NT         599 08     0
QSO: 14000 CW 2009-11-29 1145 DL2SWN        599 14     FY5KE         599 09     0
QSO: 14000 CW 2009-11-29 1145 DL2SWN        599 14     9H3HH         599 15     0
QSO: 14000 CW 2009-11-29 1154 DL2SWN        599 14     6W1RW         599 35     0
QSO: 14000 CW 2009-11-29 1156 DL2SWN        599 14     CW5W          599 13     0
QSO: 14000 CW 2009-11-29 1203 DL2SWN        599 14     TO5T          599 08     0
QSO: 14000 CW 2009-11-29 1204 DL2SWN        599 14     N2ZX          599 05     0
QSO: 14000 CW 2009-11-29 1212 DL2SWN        599 14     OE2BZL        599 15     0
QSO: 14000 CW 2009-11-29 1215 DL2SWN        599 14     6Y1V          599 08     0
QSO: 14000 CW 2009-11-29 1216 DL2SWN        599 14     8P5A          599 08     0
QSO: 14000 CW 2009-11-29 1217 DL2SWN        599 14     KP2M          599 08     0
QSO: 14000 CW 2009-11-29 1218 DL2SWN        599 14     N1LN          599 05     0
QSO: 14000 CW 2009-11-29 1219 DL2SWN        599 14     5B/G4IRN      599 20     0
QSO: 14000 CW 2009-11-29 1222 DL2SWN        599 14     LX7I          599 14     0
QSO: 14000 CW 2009-11-29 1223 DL2SWN        599 14     C4W           599 20     0
QSO: 14000 CW 2009-11-29 1227 DL2SWN        599 14     N4BP          599 05     0
QSO: 14000 CW 2009-11-29 1229 DL2SWN        599 14     W3KL          599 05     0
QSO: 14000 CW 2009-11-29 1230 DL2SWN        599 14     HI3A          599 08     0
QSO: 14000 CW 2009-11-29 1231 DL2SWN        599 14     VE9DX         599 05     0
QSO: 14000 CW 2009-11-29 1240 DL2SWN        599 14     K1LZ          599 05     0
QSO: 14000 CW 2009-11-29 1242 DL2SWN        599 14     IU9T          599 15     0
QSO: 14000 CW 2009-11-29 1244 DL2SWN        599 14     KS1J          599 05     0
QSO: 14000 CW 2009-11-29 1246 DL2SWN        599 14     A73A          599 21     0
QSO: 21000 CW 2009-11-29 1250 DL2SWN        599 14     W3LPL         599 05     0
QSO: 21000 CW 2009-11-29 1253 DL2SWN        599 14     K5ZD          599 05     0
QSO: 21000 CW 2009-11-29 1255 DL2SWN        599 14     K2LE          599 05     0
QSO: 21000 CW 2009-11-29 1256 DL2SWN        599 14     VE3FU         599 04     0
QSO: 21000 CW 2009-11-29 1259 DL2SWN        599 14     WE3C          599 05     0
QSO: 21000 CW 2009-11-29 1300 DL2SWN        599 14     K1TTT         599 05     0
QSO: 21000 CW 2009-11-29 1301 DL2SWN        599 14     NQ4I          599 05     0
QSO: 21000 CW 2009-11-29 1301 DL2SWN        599 14     K1AR          599 05     0
QSO: 21000 CW 2009-11-29 1302 DL2SWN        599 14     N3RS          599 05     0
QSO: 21000 CW 2009-11-29 1304 DL2SWN        599 14     CN2R          599 33     0
QSO:  7000 CW 2009-11-29 1310 DL2SWN        599 14     TF4X          599 40     0
QSO:  7000 CW 2009-11-29 1312 DL2SWN        599 14     LY8O          599 15     0
QSO: 14000 CW 2009-11-29 1325 DL2SWN        599 14     K4RO          599 04     0
END-OF-LOG:
