START-OF-LOG: 3.0
CALLSIGN: KO7AA
CLUB: ARIZONA OUTLAWS CONTEST CLUB
CONTEST: CQ-WW-CW
CLAIMED-SCORE: 1706050
OPERATORS: KO7AA
NAME: Bill Straw
CREATED-BY: N1MM Logger V8.9.3
LOCATION: AZ
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-STATION: FIXED
QSO: 21000 CW 2009-11-28 0000 KO7AA         599 3      FO8RZ         599 32
QSO: 21000 CW 2009-11-28 0001 KO7AA         599 3      ZM1A          599 32
QSO: 21000 CW 2009-11-28 0004 KO7AA         599 3      VK8NSB        599 29
QSO: 21000 CW 2009-11-28 0005 KO7AA         599 3      JA7NVF        599 25
QSO: 14058 CW 2009-11-28 0007 KO7AA         599 3      FY5KE         599 09
QSO: 21000 CW 2009-11-28 0009 KO7AA         599 3      JK1OPL        599 25
QSO: 21000 CW 2009-11-28 0009 KO7AA         599 3      JA2PSV        599 25
QSO: 21000 CW 2009-11-28 0010 KO7AA         599 3      KQ6X          599 03
QSO: 21000 CW 2009-11-28 0011 KO7AA         599 3      HL2DC         599 25
QSO: 21000 CW 2009-11-28 0011 KO7AA         599 3      7K4XNN        599 25
QSO: 14054 CW 2009-11-28 0012 KO7AA         599 3      JA5APU        599 25
QSO: 21000 CW 2009-11-28 0013 KO7AA         599 3      JH9KVF        599 25
QSO: 21000 CW 2009-11-28 0014 KO7AA         599 3      JH1TXG/9      599 25
QSO: 21000 CW 2009-11-28 0014 KO7AA         599 3      JA8BNP        599 25
QSO: 21000 CW 2009-11-28 0015 KO7AA         599 3      JG7MFN        599 25
QSO: 21000 CW 2009-11-28 0015 KO7AA         599 3      JF1SQC        599 25
QSO: 21000 CW 2009-11-28 0016 KO7AA         599 3      JA1FVJ        599 25
QSO: 21000 CW 2009-11-28 0016 KO7AA         599 3      JA1HMK        599 25
QSO: 21000 CW 2009-11-28 0016 KO7AA         599 3      JG1FKT        599 25
QSO: 21000 CW 2009-11-28 0017 KO7AA         599 3      WE6Z          599 03
QSO: 21000 CW 2009-11-28 0017 KO7AA         599 3      JA6BDB        599 25
QSO: 21000 CW 2009-11-28 0017 KO7AA         599 3      JA2CUS        599 25
QSO: 21000 CW 2009-11-28 0018 KO7AA         599 3      JA6WFM        599 25
QSO: 21000 CW 2009-11-28 0018 KO7AA         599 3      JP1QDH        599 25
QSO: 21000 CW 2009-11-28 0019 KO7AA         599 3      JA3PYC        599 25
QSO: 21000 CW 2009-11-28 0019 KO7AA         599 3      JL1SAM        599 25
QSO: 21000 CW 2009-11-28 0019 KO7AA         599 3      JA1OSN/7      599 25
QSO: 21000 CW 2009-11-28 0019 KO7AA         599 3      YB1ALR        599 28
QSO: 21000 CW 2009-11-28 0020 KO7AA         599 3      JA8LP         599 25
QSO: 21000 CW 2009-11-28 0020 KO7AA         599 3      JQ2UOZ        599 25
QSO: 21000 CW 2009-11-28 0021 KO7AA         599 3      JR1BYO        599 25
QSO: 21000 CW 2009-11-28 0021 KO7AA         599 3      JR3EOI        599 25
QSO: 21000 CW 2009-11-28 0021 KO7AA         599 3      JQ1NGT        599 25
QSO: 21000 CW 2009-11-28 0022 KO7AA         599 3      JE7KCI        599 25
QSO: 21000 CW 2009-11-28 0022 KO7AA         599 3      JR1UKW        599 25
QSO: 21000 CW 2009-11-28 0022 KO7AA         599 3      JA3AVO        599 25
QSO: 21000 CW 2009-11-28 0023 KO7AA         599 3      JK3HLP        599 25
QSO: 21000 CW 2009-11-28 0023 KO7AA         599 3      JA1YAI        599 25
QSO: 21000 CW 2009-11-28 0024 KO7AA         599 3      JR1BTG        599 25
QSO: 21000 CW 2009-11-28 0025 KO7AA         599 3      JA1XMS        599 25
QSO: 21000 CW 2009-11-28 0025 KO7AA         599 3      JH1EAQ        599 25
QSO: 21000 CW 2009-11-28 0025 KO7AA         599 3      JN1NOP        599 25
QSO: 21000 CW 2009-11-28 0026 KO7AA         599 3      JE6TSP        599 25
QSO: 21000 CW 2009-11-28 0027 KO7AA         599 3      JG3CQJ        599 25
QSO: 21000 CW 2009-11-28 0028 KO7AA         599 3      JH4CES        599 25
QSO: 21000 CW 2009-11-28 0029 KO7AA         599 3      JS6RTJ        599 25
QSO: 21000 CW 2009-11-28 0029 KO7AA         599 3      JE1CKA        599 25
QSO: 21000 CW 2009-11-28 0029 KO7AA         599 3      JG3UVN        599 25
QSO: 14049 CW 2009-11-28 0030 KO7AA         599 3      AL7R          599 01
QSO: 21000 CW 2009-11-28 0031 KO7AA         599 3      7J1ABD        599 25
QSO: 21000 CW 2009-11-28 0032 KO7AA         599 3      JP1IXV        599 25
QSO: 21000 CW 2009-11-28 0033 KO7AA         599 3      UA0IDZ        599 19
QSO: 21000 CW 2009-11-28 0033 KO7AA         599 3      AC6YY         599 03
QSO: 21000 CW 2009-11-28 0033 KO7AA         599 3      JH1FSF        599 25
QSO: 14046 CW 2009-11-28 0034 KO7AA         599 3      9M6LSC        599 28
