START-OF-LOG: 3.0
CREATED-BY: Win-Test 4.1.0
CONTEST: CQ-WW-CW
CALLSIGN: VK6AA
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-TRANSMITTER: TWO
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 12905748
OPERATORS: VK2IA, VK6LW, DL3DXX, DL5LYM
CLUB: VK Contest Club & Bavarian Contest Club (50:50)
NAME: Bernd Laenger VK2IA
SOAPBOX: Mni TNX to the Northern Corridor Radio Club (VK6ANC)
SOAPBOX: in Perth for letting us use their fine contest station.
QSO: 21026 CW 2009-11-28 0002 VK6AA         599 29     JA7NVF        599 25     1
QSO: 14034 CW 2009-11-28 0002 VK6AA         599 29     N0EVS         599 05     0
QSO: 21026 CW 2009-11-28 0004 VK6AA         599 29     P29CW         599 28     1
QSO: 14034 CW 2009-11-28 0005 VK6AA         599 29     WE3C          599 05     0
QSO: 21026 CW 2009-11-28 0005 VK6AA         599 29     JI3CJP        599 25     1
QSO: 21026 CW 2009-11-28 0006 VK6AA         599 29     JA1KEB        599 25     1
QSO: 14034 CW 2009-11-28 0006 VK6AA         599 29     VK5SW         599 30     0
QSO: 21026 CW 2009-11-28 0006 VK6AA         599 29     JQ1ABC        599 25     1
QSO: 14034 CW 2009-11-28 0006 VK6AA         599 29     KT3Y          599 05     0
QSO: 14034 CW 2009-11-28 0007 VK6AA         599 29     ZL2JKY        599 32     0
QSO: 14034 CW 2009-11-28 0007 VK6AA         599 29     JA1BPN        599 25     0
QSO: 21026 CW 2009-11-28 0007 VK6AA         599 29     JA5RB         599 25     1
QSO: 21026 CW 2009-11-28 0008 VK6AA         599 29     JO3JYE        599 25     1
QSO: 14034 CW 2009-11-28 0008 VK6AA         599 29     W6BS          599 03     0
QSO: 21026 CW 2009-11-28 0008 VK6AA         599 29     UA0MF         599 19     1
QSO: 21026 CW 2009-11-28 0009 VK6AA         599 29     JH1FSF        599 25     1
QSO: 14034 CW 2009-11-28 0009 VK6AA         599 29     ZM4T          599 32     0
QSO: 14034 CW 2009-11-28 0010 VK6AA         599 29     W1FJ          599 05     0
QSO: 14034 CW 2009-11-28 0011 VK6AA         599 29     N7AT          599 03     0
QSO: 21026 CW 2009-11-28 0011 VK6AA         599 29     JA1IRH        599 25     1
QSO: 21026 CW 2009-11-28 0011 VK6AA         599 29     JN1NOP        599 25     1
QSO: 14034 CW 2009-11-28 0012 VK6AA         599 29     HS0ZFQ        599 26     0
QSO: 21026 CW 2009-11-28 0012 VK6AA         599 29     K6KII         599 03     1
QSO: 21026 CW 2009-11-28 0012 VK6AA         599 29     JA9CWJ        599 25     1
QSO: 21026 CW 2009-11-28 0012 VK6AA         599 29     JO1WIZ        599 25     1
QSO: 21026 CW 2009-11-28 0013 VK6AA         599 29     JK1OPL        599 25     1
QSO: 21026 CW 2009-11-28 0013 VK6AA         599 29     JA8DIV        599 25     1
QSO: 21026 CW 2009-11-28 0014 VK6AA         599 29     JR1BTG        599 25     1
QSO: 21026 CW 2009-11-28 0014 VK6AA         599 29     JQ1NGT        599 25     1
QSO: 21026 CW 2009-11-28 0014 VK6AA         599 29     JL3MCM        599 25     1
QSO: 21026 CW 2009-11-28 0014 VK6AA         599 29     K7SS          599 03     1
QSO: 14035 CW 2009-11-28 0015 VK6AA         599 29     ZM1A          599 32     0
QSO: 21026 CW 2009-11-28 0016 VK6AA         599 29     JH9KVF        599 25     1
QSO: 21026 CW 2009-11-28 0016 VK6AA         599 29     W6EJJ         599 03     1
