START-OF-LOG: 3.0
CONTEST: CQ-WW-CW
CALLSIGN: JF3KQA
CREATED-BY: zlistw(zlog)
NAME: Masaya Kakimoto
SOAPBOX: Thanks for many QSOs. Running 50W into long wires with ATU.
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
QSO: 21000 CW 2009-11-28 0126 JF3KQA        599 25     AH2R          599 27     0
QSO: 21000 CW 2009-11-28 0128 JF3KQA        599 25     B7P           599 24     0
QSO: 21000 CW 2009-11-28 0129 JF3KQA        599 25     XU7ACY        599 26     0
QSO: 21000 CW 2009-11-28 0130 JF3KQA        599 25     KH7B          599 31     0
QSO: 21000 CW 2009-11-28 0131 JF3KQA        599 25     YB1KAR        599 28     0
QSO: 21000 CW 2009-11-28 0131 JF3KQA        599 25     T88CI         599 27     0
QSO: 21000 CW 2009-11-28 0133 JF3KQA        599 25     AH7C          599 31     0
QSO: 28000 CW 2009-11-28 0139 JF3KQA        599 25     VK4KW         599 30     0
QSO: 21000 CW 2009-11-28 0147 JF3KQA        599 25     KH6LC         599 31     0
QSO: 21000 CW 2009-11-28 0148 JF3KQA        599 25     BV7FC         599 24     0
QSO: 21000 CW 2009-11-28 0150 JF3KQA        599 25     UA0IDZ        599 19     0
QSO: 14000 CW 2009-11-28 0152 JF3KQA        599 25     3W1M          599 26     0
QSO: 14000 CW 2009-11-28 0153 JF3KQA        599 25     BD5WW         599 24     0
QSO: 14000 CW 2009-11-28 0155 JF3KQA        599 25     W6YX          599 3      0
QSO: 14000 CW 2009-11-28 0155 JF3KQA        599 25     B1Z           599 24     0
QSO: 14000 CW 2009-11-28 0156 JF3KQA        599 25     HS0AC         599 26     0
QSO: 14000 CW 2009-11-28 0157 JF3KQA        599 25     BU2AI         599 24     0
QSO: 14000 CW 2009-11-28 0157 JF3KQA        599 25     UA0AGI        599 18     0
QSO: 14000 CW 2009-11-28 0159 JF3KQA        599 25     NL7Z          599 1      0
QSO: 14000 CW 2009-11-28 0201 JF3KQA        599 25     B4B           599 24     0
QSO: 14000 CW 2009-11-28 0204 JF3KQA        599 25     B5A           599 24     0
QSO: 14000 CW 2009-11-28 0205 JF3KQA        599 25     DX1DBT        599 27     0
QSO: 14000 CW 2009-11-28 0206 JF3KQA        599 25     BD2RJ         599 24     0
QSO: 14000 CW 2009-11-28 0210 JF3KQA        599 25     EY7AF         599 17     0
QSO: 14000 CW 2009-11-28 0211 JF3KQA        599 25     KH6ZN         599 31     0
QSO: 14000 CW 2009-11-28 0213 JF3KQA        599 25     AH2R          599 27     0
QSO: 14000 CW 2009-11-28 0214 JF3KQA        599 25     RZ9HT         599 18     0
QSO: 14000 CW 2009-11-28 0218 JF3KQA        599 25     UA0FAI        599 19     0
QSO: 14000 CW 2009-11-28 0219 JF3KQA        599 25     BA4RF         599 24     0
QSO: 21000 CW 2009-11-28 0229 JF3KQA        599 25     TX3A          599 30     0
QSO: 21000 CW 2009-11-28 0233 JF3KQA        599 25     RX0AW         599 18     0
QSO: 21000 CW 2009-11-28 0235 JF3KQA        599 25     JT1DA         599 23     0
