START-OF-LOG: 3.0
CATEGORY: Single operator, mixed, high power
CONTEST: XMAS
SPECIFIC: K16
CALLSIGN: DL1YCF
LOCATION: jn39vk
CLAIMED-SCORE: 103
CREATED-BY: RUMped Ver. 3.2.13  by Tom, DL2RUM, modified by DXHF upload.
QSO:  3500 PH 2018-12-26 0834 DL1YCF        59  K16    DL1FAR        59  F20    0
QSO:  3500 PH 2018-12-26 0834 DL1YCF        59  K16    DL6AA         59  I30    0
QSO:  3500 PH 2018-12-26 0838 DL1YCF        59  K16    DJ7JC         59  L05    0
QSO:  3500 PH 2018-12-26 0838 DL1YCF        59  K16    DJ9HX         59  P50    0
QSO:  3500 PH 2018-12-26 0841 DL1YCF        59  K16    DC2VE         59  Q05    0
QSO:  3500 PH 2018-12-26 0841 DL1YCF        59  K16    DH4JQ         59  R25    0
QSO:  3500 PH 2018-12-26 0843 DL1YCF        59  K16    DL5KBO        59  G07    0
QSO:  3500 PH 2018-12-26 0843 DL1YCF        59  K16    DJ8CR         59  N15    0
QSO:  3500 PH 2018-12-26 0845 DL1YCF        59  K16    DH5MK         59  N04    0
QSO:  3500 PH 2018-12-26 0845 DL1YCF        59  K16    DF3IS         59  A36    0
QSO:  3500 PH 2018-12-26 0850 DL1YCF        59  K16    DL8OBF        59  H20    0
QSO:  3500 PH 2018-12-26 0850 DL1YCF        59  K16    DJ8OG         59  C25    0
QSO:  3500 PH 2018-12-26 0852 DL1YCF        59  K16    DL3IF         59  P50    0
QSO:  3500 PH 2018-12-26 0852 DL1YCF        59  K16    DL1EK         59  R25    0
QSO:  3500 PH 2018-12-26 0853 DL1YCF        59  K16    DJ3HW         59  H04    0
QSO:  3500 PH 2018-12-26 0853 DL1YCF        59  K16    DL5BCQ        59  I20    0
QSO:  3500 PH 2018-12-26 0854 DL1YCF        59  K16    DG2MEL        59  C16    0
QSO:  3500 PH 2018-12-26 0854 DL1YCF        59  K16    DK4IO         59  A36    0
QSO:  3500 PH 2018-12-26 0856 DL1YCF        59  K16    DK3QN         59  T19    0
QSO:  3500 PH 2018-12-26 0856 DL1YCF        59  K16    DK7A          59  Q05    0
QSO:  3500 PH 2018-12-26 0857 DL1YCF        59  K16    DF0PW         59  40B32  0
QSO:  3500 PH 2018-12-26 0857 DL1YCF        59  K16    DK0NL         59  R27    0
QSO:  3500 PH 2018-12-26 0859 DL1YCF        59  K16    DF2FQ         59  C01    0
QSO:  3500 PH 2018-12-26 0859 DL1YCF        59  K16    DL2RCH        59  C04    0
QSO:  3500 PH 2018-12-26 0901 DL1YCF        59  K16    DK5EQ         59  O27    0
QSO:  3500 PH 2018-12-26 0902 DL1YCF        59  K16    DL0VBG        59  30EBM  0
QSO:  3500 PH 2018-12-26 0902 DL1YCF        59  K16    DK9VA         59  Q11    0
QSO:  3500 PH 2018-12-26 0903 DL1YCF        59  K16    DL6AA         59  I30    0
QSO:  3500 PH 2018-12-26 0907 DL1YCF        59  K16    DJ3WE         59  C01    0
QSO:  3500 PH 2018-12-26 0907 DL1YCF        59  K16    DL1KMN        59  G20    0
QSO:  3500 PH 2018-12-26 0909 DL1YCF        59  K16    DL8QS         59  I30    0
QSO:  3500 PH 2018-12-26 0909 DL1YCF        59  K16    DH5KLI        59  D23    0
QSO:  3500 PH 2018-12-26 0913 DL1YCF        59  K16    DF9RD         59  U08    0
QSO:  3500 PH 2018-12-26 0913 DL1YCF        59  K16    DK5LO         59  M11    0
QSO:  3500 PH 2018-12-26 0920 DL1YCF        59  K16    DL0HN         59  P05    0
QSO:  3500 PH 2018-12-26 0921 DL1YCF        59  K16    DL2ZA         59  U15    0
QSO:  3500 PH 2018-12-26 0922 DL1YCF        59  K16    DL4NL         59  C18    0
QSO:  3500 PH 2018-12-26 0922 DL1YCF        59  K16    DK6QO         59  N30    0
