START-OF-LOG: 3.0
ARRL-SECTION:
CALLSIGN: 2E0ZEO
CLAIMED-SCORE: 7810
CLUB:
CONTEST: CQ-WW-SSB
CREATED-BY: MixW 2.17
NAME: John Maltby
OPERATORS:
SOAPBOX: My Icom IC-7000 was set to 5% power throughout the contest.
SOAPBOX: It was hard going!
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: QRP
CATEGORY-STATION: FIXED
QSO:  7092 PH 2006-10-28 2327 2E0ZEO        59  14     OE4A          59  15     0
QSO: 14150 PH 2006-10-28 2333 2E0ZEO        59  14     LY9A          59  15     0
QSO: 14135 PH 2006-10-28 2336 2E0ZEO        59  14     IW4DUV        59  15     0
QSO: 14176 PH 2006-10-28 2339 2E0ZEO        59  14     YU1EL         59  15     0
QSO: 14203 PH 2006-10-28 2345 2E0ZEO        59  14     RS3A          59  16     0
QSO: 14211 PH 2006-10-28 2350 2E0ZEO        59  14     LN3Z          59  14     0
QSO: 14342 PH 2006-10-29 0008 2E0ZEO        59  14     OK7M          59  15     0
QSO:  3656 PH 2006-10-29 0014 2E0ZEO        59  14     DL1Z          59  14     0
QSO: 21249 PH 2006-10-29 0829 2E0ZEO        59  14     5B/AJ2O       59  20     0
QSO: 28531 PH 2006-10-29 0921 2E0ZEO        59  14     S57DX         59  15     0
QSO: 28517 PH 2006-10-29 0930 2E0ZEO        59  14     S53EO         59  15     0
QSO: 28536 PH 2006-10-29 0943 2E0ZEO        59  14     S57S          59  15     0
QSO: 28543 PH 2006-10-29 0951 2E0ZEO        59  14     LN3C          43  14     0
QSO: 28556 PH 2006-10-29 0953 2E0ZEO        59  14     HG1S          59  15     0
QSO: 28452 PH 2006-10-29 1004 2E0ZEO        59  14     EA4KD         59  14     0
QSO: 21169 PH 2006-10-29 1018 2E0ZEO        59  14     DQ4W          59  14     0
