START-OF-LOG: 3.0
CREATED-BY:    CT Version 9.89.003
CALLSIGN:      K7XC
NAME:          Tim Marek
CLUB:          Northern California Contest Club
CLAIMED-SCORE: 53436
CONTEST:       CQ-WW-SSB
OPERATORS:     K7XC
OPERATORS:
SOAPBOX:       Used IC746, 80W, 2 ele Tribander @ 20', 20M Inv Vee @ 30',
SOAPBOX:       80M/40M/10M Fan Inv Vee @ 30', 160M Inv L @ 32'
SOAPBOX:       Using 80W Into Simple/Low Antennas In A SSB Contest Is A Humbling
SOAPBOX:       Experiance. Each Contact Was Hard Earned!
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-STATION: FIXED
QSO: 21000 PH 2006-10-28 1552 K7XC           59 03     PJ2T          59  9      1
QSO: 14000 PH 2006-10-28 1600 K7XC           59 03     KH6RZ         59  31     1
QSO: 21000 PH 2006-10-28 1929 K7XC           59 03     CT9L          59  33     1
QSO: 21000 PH 2006-10-28 2012 K7XC           59 03     CN3A          59  33     1
QSO: 21000 PH 2006-10-28 2022 K7XC           59 03     K0EJ          59  4      1
QSO: 28000 PH 2006-10-28 2025 K7XC           59 03     PY2SBY        59  11     1
QSO: 28000 PH 2006-10-28 2030 K7XC           59 03     LU1EHF        59  13     1
QSO: 28000 PH 2006-10-28 2031 K7XC           59 03     LT1F          59  13     1
QSO: 28000 PH 2006-10-28 2032 K7XC           59 03     NP2KW         59  08     1
QSO: 28000 PH 2006-10-28 2035 K7XC           59 03     LU7HN         59  13     1
QSO: 28000 PH 2006-10-28 2036 K7XC           59 03     FG5JK         59  08     1
QSO: 28000 PH 2006-10-28 2037 K7XC           59 03     PJ4E          59  09     1
QSO: 28000 PH 2006-10-28 2040 K7XC           59 03     LU2EE         59  13     1
QSO: 28000 PH 2006-10-28 2042 K7XC           59 03     P40W          59  9      1
QSO: 28000 PH 2006-10-28 2044 K7XC           59 03     PY1VOY        59  11     1
QSO: 28000 PH 2006-10-28 2048 K7XC           59 03     PY2CX         59  11     1
QSO: 28000 PH 2006-10-28 2051 K7XC           59 03     J3A           59  08     1
QSO: 28000 PH 2006-10-28 2054 K7XC           59 03     PJ2T          59  9      1
QSO: 28000 PH 2006-10-28 2057 K7XC           59 03     LR2F          59  13     1
QSO: 28000 PH 2006-10-28 2059 K7XC           59 03     PY2YU         59  11     1
QSO: 14175 PH 2006-10-28 2106 K7XC           59 03     PJ2T          59  9      1
QSO: 14175 PH 2006-10-28 2109 K7XC           59 03     KV0Q          59  04     1
QSO: 14175 PH 2006-10-28 2109 K7XC           59 03     K9RS          59  05     1
QSO: 14175 PH 2006-10-28 2112 K7XC           59 03     CT9L          59  33     1
QSO: 14175 PH 2006-10-28 2114 K7XC           59 03     VE7SV         59  03     1
QSO: 14175 PH 2006-10-28 2114 K7XC           59 03     JA7YAA        59  25     1
QSO: 14175 PH 2006-10-28 2114 K7XC           59 03     VA7RR         59  03     1
QSO: 14175 PH 2006-10-28 2116 K7XC           59 03     JS3CTQ        59  25     1
QSO: 14175 PH 2006-10-28 2116 K7XC           59 03     JF2FIU        59  25     1
QSO: 14175 PH 2006-10-28 2117 K7XC           59 03     JI2ZJS        59  25     1
QSO: 14175 PH 2006-10-28 2118 K7XC           59 03     XF4DL         59  06     1
QSO: 21000 PH 2006-10-28 2125 K7XC           59 03     KH7U          59  31     1
QSO: 21000 PH 2006-10-28 2127 K7XC           59 03     HI3NR         59  8      1
QSO: 21000 PH 2006-10-28 2132 K7XC           59 03     JA5FDJ        59  25     1
QSO: 21000 PH 2006-10-28 2133 K7XC           59 03     XE1CXC        59  06     1
QSO: 21000 PH 2006-10-28 2133 K7XC           59 03     AH7C          59  31     1
QSO: 21000 PH 2006-10-28 2141 K7XC           59 03     JI2UNR        59  25     1
QSO: 14175 PH 2006-10-28 2146 K7XC           59 03     AL1G          59  01     1
QSO: 14175 PH 2006-10-28 2147 K7XC           59 03     JA6ZPR        59  25     1
QSO: 14175 PH 2006-10-28 2149 K7XC           59 03     KG6DX         59  27     1
QSO: 14175 PH 2006-10-28 2150 K7XC           59 03     KH7Q          59  31     1
QSO: 14175 PH 2006-10-28 2151 K7XC           59 03     JA7YRR        59  25     1
QSO: 14175 PH 2006-10-28 2152 K7XC           59 03     JA3YBK        59  25     1
QSO: 14175 PH 2006-10-28 2152 K7XC           59 03     WH0AC         59  27     1
QSO: 14175 PH 2006-10-28 2154 K7XC           59 03     JI2ZEY        59  25     1
QSO: 21000 PH 2006-10-29 0122 K7XC           59 03     KC7V          59  03     1
QSO: 14175 PH 2006-10-29 0126 K7XC           59 03     LQ5H          59  13     1
QSO: 14175 PH 2006-10-29 0126 K7XC           59 03     J3A           59  08     1
QSO: 14175 PH 2006-10-29 0127 K7XC           59 03     JA3NTE        59  25     1
QSO: 14175 PH 2006-10-29 0129 K7XC           59 03     JM1XCW        59  25     1
QSO: 14175 PH 2006-10-29 0129 K7XC           59 03     XE1CQ         59  06     1
QSO: 14175 PH 2006-10-29 0129 K7XC           59 03     VE3EJ         59  4      1
QSO: 14175 PH 2006-10-29 0131 K7XC           59 03     JF2SKV        59  25     1
QSO: 14175 PH 2006-10-29 0133 K7XC           59 03     ZV5E          59  11     1
QSO: 14175 PH 2006-10-29 0134 K7XC           59 03     JM1LPN        59  25     1
QSO: 14175 PH 2006-10-29 0134 K7XC           59 03     JA5APU        59  25     1
QSO: 14175 PH 2006-10-29 0135 K7XC           59 03     CE6TC         59  12     1
QSO: 14175 PH 2006-10-29 0136 K7XC           59 03     JH7XGN        59  25     1
QSO: 14175 PH 2006-10-29 0136 K7XC           59 03     JH4UYB        59  25     1
QSO: 14175 PH 2006-10-29 0136 K7XC           59 03     ZW5B          59  11     1
QSO: 14175 PH 2006-10-29 0137 K7XC           59 03     ZX2B          59  11     1
QSO:  1840 PH 2006-10-29 0544 K7XC           59 03     K1RX          59  05     1
QSO:  1840 PH 2006-10-29 0546 K7XC           59 03     VE3PN         59  4      1
QSO:  1840 PH 2006-10-29 0548 K7XC           59 03     K7RC          59  03     1
QSO:  1840 PH 2006-10-29 0549 K7XC           59 03     VE6AO         59  4      1
QSO:  1840 PH 2006-10-29 0549 K7XC           59 03     VE3DO         59  4      1
QSO:  1840 PH 2006-10-29 0552 K7XC           59 03     VE3MGY        59  4      1
QSO:  1840 PH 2006-10-29 0601 K7XC           59 03     VC7G          59  3      1
