START-OF-LOG: 2.0
CALLSIGN: SP5XO
CLUB: WWYC
CONTEST: CQ-WW-SSB
Callsign: SP5XO
Category-Operator: SINGLE-OP
Category-Transmitter: ONE
Category-Band: ALL
Category-Power: LOW
Category-Assisted: ASSISTED
CLAIMED-SCORE: 113953
OPERATORS: SP5XO
NAME: Tomasz Wroblewicz
SOAPBOX: OP TIME 21H, RIG TS830@50W OUT. 73 es CU AGN
CREATED-BY: N1MM Logger V5.7.2
LOCATION: DX
QSO:  7000 PH 2006-10-28 0002 SP5XO         59  15     4X0WV         59  20
QSO: 21000 PH 2006-10-28 0941 SP5XO         59  15     J43J          59  20
QSO: 21000 PH 2006-10-28 0942 SP5XO         59  15     UA9CLB        59  17
QSO: 28300 PH 2006-10-28 0947 SP5XO         59  15     4X6DK         59  20
QSO: 28300 PH 2006-10-28 0949 SP5XO         59  15     IT9ZMX        59  15
QSO: 28300 PH 2006-10-28 0952 SP5XO         59  15     YM2W          59  20
QSO: 28300 PH 2006-10-28 0954 SP5XO         59  15     UU7J          59  16
QSO: 28300 PH 2006-10-28 0954 SP5XO         59  15     RX6AM         59  16
QSO: 28300 PH 2006-10-28 1003 SP5XO         59  15     4X/AA4V       59  20
QSO: 28300 PH 2006-10-28 1004 SP5XO         59  15     UY0ZG         59  16
QSO: 28300 PH 2006-10-28 1007 SP5XO         59  15     9K2HN         59  21
QSO: 28300 PH 2006-10-28 1010 SP5XO         59  15     IT9YVO        59  15
QSO: 28300 PH 2006-10-28 1013 SP5XO         59  15     IF9A          59  15
QSO: 28300 PH 2006-10-28 1017 SP5XO         59  15     4X0WV         59  20
QSO: 28300 PH 2006-10-28 1028 SP5XO         59  15     IU9A          59  15
QSO: 28300 PH 2006-10-28 1028 SP5XO         59  15     EA8TX         59  33
QSO: 28300 PH 2006-10-28 1031 SP5XO         59  15     CT/DL5IC      59  14
QSO: 28300 PH 2006-10-28 1035 SP5XO         59  15     CT3YA         59  33
QSO: 28300 PH 2006-10-28 1039 SP5XO         59  15     EA7TN         59  14
QSO: 28300 PH 2006-10-28 1043 SP5XO         59  15     CT6A          59  14
QSO: 28300 PH 2006-10-28 1045 SP5XO         59  15     EA9LZ         59  33
QSO: 28300 PH 2006-10-28 1049 SP5XO         59  15     EA4DAF        59  14
QSO: 28300 PH 2006-10-28 1054 SP5XO         59  15     EA7AA         59  14
QSO: 28300 PH 2006-10-28 1054 SP5XO         59  15     LZ9Z          59  20
QSO: 28300 PH 2006-10-28 1055 SP5XO         59  15     EA7RU         59  14
QSO: 28300 PH 2006-10-28 1055 SP5XO         59  15     CT1FMS        59  14
QSO: 28300 PH 2006-10-28 1057 SP5XO         59  15     EC4AJV        59  14
QSO: 28300 PH 2006-10-28 1059 SP5XO         59  15     EA1BFZ        59  14
QSO: 28300 PH 2006-10-28 1101 SP5XO         59  15     RT6A          59  16
QSO: 28300 PH 2006-10-28 1210 SP5XO         59  15     6W1RY         59  35
QSO: 28300 PH 2006-10-28 1245 SP5XO         59  15     F5TMJ         59  14
QSO: 28300 PH 2006-10-28 1245 SP5XO         59  15     CT9L          59  33
QSO: 28300 PH 2006-10-28 1247 SP5XO         59  15     F6DZU         59  14
QSO: 28300 PH 2006-10-28 1247 SP5XO         59  15     ED3SSB        59  14
QSO: 28300 PH 2006-10-28 1249 SP5XO         59  15     I8QJU         59  15
QSO: 28300 PH 2006-10-28 1250 SP5XO         59  15     F6IQA         59  14
QSO: 28300 PH 2006-10-28 1255 SP5XO         59  15     LZ1NG         59  20
QSO: 28300 PH 2006-10-28 1255 SP5XO         59  15     CN3A          59  33
QSO: 28300 PH 2006-10-28 1409 SP5XO         59  15     PP5AMP        59  11
QSO: 14150 PH 2006-10-28 1628 SP5XO         59  15     VE3RM         59  04
QSO: 14150 PH 2006-10-28 1630 SP5XO         59  15     EI9HX         59  14
QSO: 14150 PH 2006-10-28 1631 SP5XO         59  15     OE2S          59  15
QSO: 14150 PH 2006-10-28 1632 SP5XO         59  15     Z35T          59  15
QSO: 14150 PH 2006-10-28 1640 SP5XO         59  15     OH3OJ         59  15
QSO: 14150 PH 2006-10-28 1643 SP5XO         59  15     OH0X          59  15
QSO: 14150 PH 2006-10-28 1649 SP5XO         59  15     YT5J          59  15
QSO: 14150 PH 2006-10-28 1652 SP5XO         59  15     DK1MM         59  14
QSO: 14150 PH 2006-10-28 1655 SP5XO         59  15     TF60IRA       59  40
QSO: 14150 PH 2006-10-28 1655 SP5XO         59  15     ES5TV         59  15
QSO: 14150 PH 2006-10-28 1656 SP5XO         59  15     OH4A          59  15
QSO: 14150 PH 2006-10-28 1657 SP5XO         59  15     UU7J          59  16
QSO: 14150 PH 2006-10-28 1659 SP5XO         59  15     IR2M          59  15
QSO: 14150 PH 2006-10-28 1701 SP5XO         59  15     HG3M          59  15
QSO: 14150 PH 2006-10-28 1702 SP5XO         59  15     DF1IAQ        59  14
QSO: 14150 PH 2006-10-28 1704 SP5XO         59  15     EC1DX         59  14
QSO: 14150 PH 2006-10-28 1705 SP5XO         59  15     IK4WKU        59  15
QSO: 14150 PH 2006-10-28 1709 SP5XO         59  15     CT3YA         59  33
QSO: 14150 PH 2006-10-28 1710 SP5XO         59  15     YZ2A          59  15
QSO: 14150 PH 2006-10-28 1713 SP5XO         59  15     OT6A          59  14
QSO: 14150 PH 2006-10-28 1719 SP5XO         59  15     S50K          59  15
QSO:  3750 PH 2006-10-28 1750 SP5XO         59  15     OK1EW         59  15
QSO:  3750 PH 2006-10-28 1751 SP5XO         59  15     OK2ZAW        59  15
QSO:  3750 PH 2006-10-28 1751 SP5XO         59  15     DF0HQ         59  14
QSO:  3750 PH 2006-10-28 1752 SP5XO         59  15     LY7A          59  15
QSO:  3750 PH 2006-10-28 1753 SP5XO         59  15     HG6V          59  15
QSO:  3750 PH 2006-10-28 1753 SP5XO         59  15     YL7A          59  15
QSO:  3750 PH 2006-10-28 1753 SP5XO         59  15     OM7M          59  15
QSO:  3750 PH 2006-10-28 1754 SP5XO         59  15     OH4A          59  15
QSO:  3750 PH 2006-10-28 1755 SP5XO         59  15     YZ500A        59  15
QSO:  3750 PH 2006-10-28 1756 SP5XO         59  15     UW5U          59  16
QSO:  3750 PH 2006-10-28 1801 SP5XO         59  15     OH0Z          59  15
QSO:  3750 PH 2006-10-28 1802 SP5XO         59  15     OK1BN         59  15
QSO:  3750 PH 2006-10-28 1807 SP5XO         59  15     DR1A          59  14
QSO:  3750 PH 2006-10-28 1810 SP5XO         59  15     S58M          59  15
QSO:  1840 PH 2006-10-28 1815 SP5XO         59  15     PA6Z          59  14
QSO:  1840 PH 2006-10-28 1816 SP5XO         59  15     4O5A          59  15
QSO:  1840 PH 2006-10-28 1817 SP5XO         59  15     OH0Z          59  15
QSO:  1840 PH 2006-10-28 1818 SP5XO         59  15     I5MPK         59  15
QSO:  1840 PH 2006-10-28 1819 SP5XO         59  15     SN2B          59  15
QSO:  1840 PH 2006-10-28 1819 SP5XO         59  15     S57M          59  15
QSO:  1840 PH 2006-10-28 1822 SP5XO         59  15     M1A           59  14
QSO:  1840 PH 2006-10-28 1825 SP5XO         59  15     LY2IJ         59  15
QSO:  1840 PH 2006-10-28 1826 SP5XO         59  15     UT3SA         59  16
QSO:  1840 PH 2006-10-28 1827 SP5XO         59  15     ON4WW         59  14
QSO:  1840 PH 2006-10-28 1829 SP5XO         59  15     HA8BE         59  15
QSO:  1840 PH 2006-10-28 1832 SP5XO         59  15     SN5J          59  15
QSO:  1840 PH 2006-10-28 1835 SP5XO         59  15     DH8BQA        59  14
QSO:  1840 PH 2006-10-28 1836 SP5XO         59  15     LZ2HM         59  20
QSO:  1840 PH 2006-10-28 1837 SP5XO         59  15     GM2T          59  14
QSO:  1840 PH 2006-10-28 1838 SP5XO         59  15     OL3X          59  15
QSO:  1840 PH 2006-10-28 1842 SP5XO         59  15     OZ1HXQ        59  14
QSO:  1840 PH 2006-10-28 1844 SP5XO         59  15     OE3GRU        59  15
QSO:  7150 PH 2006-10-28 1857 SP5XO         59  15     OT4A          59  14
QSO:  7150 PH 2006-10-28 1858 SP5XO         59  15     DR1A          59  14
QSO:  7150 PH 2006-10-28 1859 SP5XO         59  15     OT6A          59  14
QSO:  7150 PH 2006-10-28 1902 SP5XO         59  15     RU6LA         59  16
QSO:  7150 PH 2006-10-28 1904 SP5XO         59  15     RU1A          59  16
QSO:  7150 PH 2006-10-28 1904 SP5XO         59  15     MD4K          59  14
QSO:  7150 PH 2006-10-28 1905 SP5XO         59  15     LX6T          59  14
QSO:  7150 PH 2006-10-28 1909 SP5XO         59  15     ES5RY         59  15
QSO:  7150 PH 2006-10-28 1914 SP5XO         59  15     IN3VVK        59  15
QSO:  7150 PH 2006-10-28 1918 SP5XO         59  15     RK3DXW        59  16
QSO:  7150 PH 2006-10-28 1922 SP5XO         59  15     S53F          59  15
QSO:  7150 PH 2006-10-28 1923 SP5XO         59  15     HB9FBS        59  14
QSO:  7150 PH 2006-10-28 1927 SP5XO         59  15     Z36A          59  15
QSO:  7150 PH 2006-10-28 1928 SP5XO         59  15     ES5RW         59  15
QSO:  3750 PH 2006-10-28 1939 SP5XO         59  15     OL8R          59  15
QSO:  3750 PH 2006-10-28 1940 SP5XO         59  15     YO5PBF        59  20
QSO:  3750 PH 2006-10-28 1943 SP5XO         59  15     SF6D          59  14
QSO:  3750 PH 2006-10-28 1944 SP5XO         59  15     IR4X          59  15
QSO:  3750 PH 2006-10-28 1944 SP5XO         59  15     4N1A          59  15
QSO:  3750 PH 2006-10-28 1946 SP5XO         59  15     OM0M          59  15
QSO:  3750 PH 2006-10-28 1947 SP5XO         59  15     HA8JV         59  15
QSO:  3750 PH 2006-10-28 1950 SP5XO         59  15     YL9T          59  15
QSO:  3750 PH 2006-10-28 1959 SP5XO         59  15     DQ4W          59  14
QSO:  3750 PH 2006-10-28 2000 SP5XO         59  15     OH5Z          59  15
QSO:  3750 PH 2006-10-28 2001 SP5XO         59  15     ER1Q          59  16
QSO:  3750 PH 2006-10-28 2003 SP5XO         59  15     YT1VP         59  15
QSO:  7150 PH 2006-10-28 2011 SP5XO         59  15     UP5G          59  15
QSO:  7150 PH 2006-10-28 2014 SP5XO         59  15     RO4M          59  16
QSO:  1840 PH 2006-10-28 2018 SP5XO         59  15     YT3B          59  15
QSO:  1840 PH 2006-10-28 2020 SP5XO         59  15     SM0MLZ        59  14
QSO:  1840 PH 2006-10-28 2022 SP5XO         59  15     LY7M          59  15
QSO:  1840 PH 2006-10-28 2025 SP5XO         59  15     LY2OU         59  15
QSO:  1840 PH 2006-10-28 2034 SP5XO         59  15     9A7A          59  15
QSO:  1840 PH 2006-10-28 2036 SP5XO         59  15     OH5Z          59  15
QSO:  1840 PH 2006-10-28 2038 SP5XO         59  15     DR1A          59  14
QSO:  1840 PH 2006-10-28 2038 SP5XO         59  15     HG6N          59  15
QSO:  1840 PH 2006-10-28 2046 SP5XO         59  15     US5D          59  16
QSO: 14150 PH 2006-10-28 2112 SP5XO         59  15     KC1XX         59  05
QSO: 14150 PH 2006-10-28 2115 SP5XO         59  15     R7C           59  16
QSO: 14150 PH 2006-10-28 2117 SP5XO         59  15     OH8L          59  15
QSO: 14150 PH 2006-10-28 2118 SP5XO         59  15     OH7M          59  15
QSO:  7150 PH 2006-10-28 2125 SP5XO         59  15     3V6T          59  33
QSO:  7150 PH 2006-10-28 2127 SP5XO         59  15     T96Q          59  15
QSO:  7150 PH 2006-10-28 2128 SP5XO         59  15     4N8A          59  15
QSO:  7150 PH 2006-10-28 2132 SP5XO         59  15     YR2V          59  20
QSO:  7150 PH 2006-10-28 2134 SP5XO         59  15     OM0M          59  15
QSO:  7150 PH 2006-10-29 0554 SP5XO         59  15     RA9FHL        59  17
QSO: 14150 PH 2006-10-29 0644 SP5XO         59  15     5Z1A          59  37
QSO: 14150 PH 2006-10-29 0647 SP5XO         59  15     UA9JLL        59  17
QSO: 14150 PH 2006-10-29 0649 SP5XO         59  15     3V6T          59  33
QSO: 14150 PH 2006-10-29 0652 SP5XO         59  15     RT6A          59  16
QSO: 14150 PH 2006-10-29 0653 SP5XO         59  15     IF9A          59  15
QSO: 14150 PH 2006-10-29 0654 SP5XO         59  15     ZC4T          59  20
QSO: 14150 PH 2006-10-29 0655 SP5XO         59  15     5B/AJ2O       59  20
QSO: 14150 PH 2006-10-29 0656 SP5XO         59  15     SX5P          59  20
QSO: 14150 PH 2006-10-29 0659 SP5XO         59  15     UN7MMM        59  17
QSO: 14150 PH 2006-10-29 0706 SP5XO         59  15     EA9LZ         59  33
QSO: 14150 PH 2006-10-29 0709 SP5XO         59  15     7W2W          59  33
QSO: 14150 PH 2006-10-29 0710 SP5XO         59  15     UA9CLB        59  17
QSO: 14150 PH 2006-10-29 0711 SP5XO         59  15     RG9A          59  17
QSO: 21200 PH 2006-10-29 0729 SP5XO         59  15     TC2T          59  20
QSO: 21200 PH 2006-10-29 0739 SP5XO         59  15     RK6YZZ        59  16
