START-OF-LOG: 3.0
CALLSIGN: JA1BUI
CONTEST: CQ-WW-SSB
CLAIMED-SCORE: 99695
NAME: YOSHIHIRO FURUTA
OPERATORS: JA1BUI  Yoshi
SOAPBOX: BUD BUD CONDX and COOL TIME THANK YOU QSOs Stations
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-STATION: FIXED
QSO: 21000 PH 2006-10-28 0021 JA1BUI     59 25 K7RL         59   03
QSO: 21000 PH 2006-10-28 0022 JA1BUI     59 25 DX1DBT       59   27
QSO: 21000 PH 2006-10-28 0023 JA1BUI     59 25 K7RC         59   03
QSO: 21000 PH 2006-10-28 0024 JA1BUI     59 25 W7VJ         59   03
QSO: 21000 PH 2006-10-28 0026 JA1BUI     59 25 XX9C         59   24
QSO: 21000 PH 2006-10-28 0026 JA1BUI     59 25 VC7G         59   03
QSO: 21000 PH 2006-10-28 0027 JA1BUI     59 25 N2IC         59   04
QSO: 21000 PH 2006-10-28 0028 JA1BUI     59 25 DX6M         59   27
QSO: 21000 PH 2006-10-28 0029 JA1BUI     59 25 9M6DXX       59   28
QSO: 21000 PH 2006-10-28 0030 JA1BUI     59 25 K7ZZ         59   03
QSO: 21000 PH 2006-10-28 0033 JA1BUI     59 25 N7YX         59   03
QSO: 21000 PH 2006-10-28 0034 JA1BUI     59 25 PY5EW        59   11
QSO: 21000 PH 2006-10-28 0034 JA1BUI     59 25 LT1F         59   13
QSO: 21000 PH 2006-10-28 0047 JA1BUI     59 25 XU7ADX       59   26
QSO: 21000 PH 2006-10-28 0049 JA1BUI     59 25 DU1IST       59   27
QSO: 21000 PH 2006-10-28 0051 JA1BUI     59 25 YE1ZAT       59   28
QSO: 21000 PH 2006-10-28 0056 JA1BUI     59 25 VK9AA        59   29
QSO: 21000 PH 2006-10-28 0104 JA1BUI     59 25 W6TK         59   03
QSO: 21000 PH 2006-10-28 0104 JA1BUI     59 25 BD3AEK       59   24
QSO: 21000 PH 2006-10-28 0118 JA1BUI     59 25 YB1TC        59   28
QSO: 21000 PH 2006-10-28 0120 JA1BUI     59 25 9M2CNC       59   28
QSO: 21000 PH 2006-10-28 0120 JA1BUI     59 25 YC3BDJ       59   28
QSO: 21000 PH 2006-10-28 0121 JA1BUI     59 25 BV6GU        59   24
QSO: 21000 PH 2006-10-28 0122 JA1BUI     59 25 B7P          59   24
QSO: 21000 PH 2006-10-28 0123 JA1BUI     59 25 KH7U         59   31
QSO: 21000 PH 2006-10-28 0125 JA1BUI     59 25 BG1ND        59   24
QSO: 21000 PH 2006-10-28 0127 JA1BUI     59 25 BY4AA        59   24
QSO: 21000 PH 2006-10-28 0129 JA1BUI     59 25 9M2TO        59   28
QSO: 21000 PH 2006-10-28 0133 JA1BUI     59 25 HS0AC        59   26
QSO: 21000 PH 2006-10-28 0135 JA1BUI     59 25 DU1IVT       59   27
QSO: 21000 PH 2006-10-28 0136 JA1BUI     59 25 BY1DX        59   24
QSO: 14000 PH 2006-10-28 0141 JA1BUI     59 25 VC7G         59   03
