START-OF-LOG: 3.0
CREATED-BY:    SD V13.09 and SDCHECK V13.09
CONTEST:       CQ-WW-SSB
CALLSIGN:      DL9ZWG
CLAIMED-SCORE: 32072
NAME:          Wolfhard Goldschmidt
CLUB:          DARC
OPERATORS:     DL9ZWG
SOAPBOX:       Me enjoyed using SD this logger does a good job
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
QSO:  3500 PH 2006-10-28 2128 DL9ZWG        59  14     UV5U          59  16
QSO:  3500 PH 2006-10-28 2130 DL9ZWG        59  14     DQ4W          59  14
QSO:  3500 PH 2006-10-28 2131 DL9ZWG        59  14     SN5N          59  15
QSO:  3500 PH 2006-10-28 2133 DL9ZWG        59  14     S59N          59  15
QSO:  3500 PH 2006-10-28 2135 DL9ZWG        59  14     PI4ZI         59  14
QSO:  3500 PH 2006-10-28 2136 DL9ZWG        59  14     HA501AD       59  15
QSO:  3500 PH 2006-10-28 2153 DL9ZWG        59  14     IO1T          59  15
QSO:  3500 PH 2006-10-28 2154 DL9ZWG        59  14     YL7A          59  15
QSO:  3500 PH 2006-10-28 2156 DL9ZWG        59  14     OL7R          59  15
QSO:  3500 PH 2006-10-28 2156 DL9ZWG        59  14     OT6L          59  14
QSO:  3500 PH 2006-10-28 2158 DL9ZWG        59  14     IR2C          59  15
QSO:  3500 PH 2006-10-28 2207 DL9ZWG        59  14     PA0IJM        59  14
QSO:  3500 PH 2006-10-28 2209 DL9ZWG        59  14     OM7M          59  15
QSO:  7000 PH 2006-10-28 2216 DL9ZWG        59  14     T70A          59  15
QSO:  7000 PH 2006-10-28 2217 DL9ZWG        59  14     HG6N          59  15
QSO:  7000 PH 2006-10-28 2218 DL9ZWG        59  14     ES5TV         59  15
QSO: 14000 PH 2006-10-28 2224 DL9ZWG        59  14     OZ6OM         59  14
QSO: 14000 PH 2006-10-28 2231 DL9ZWG        59  14     LY7A          59  15
QSO: 14000 PH 2006-10-28 2232 DL9ZWG        59  14     GM7V          59  14
QSO: 14000 PH 2006-10-28 2233 DL9ZWG        59  14     SO5O          59  15
QSO: 14000 PH 2006-10-28 2234 DL9ZWG        59  14     ES6Q          59  15
QSO: 14000 PH 2006-10-28 2235 DL9ZWG        59  14     TM6M          59  14
QSO: 14000 PH 2006-10-28 2236 DL9ZWG        59  14     LN3Z          59  14
QSO: 14000 PH 2006-10-28 2237 DL9ZWG        59  14     UX2HO         59  16
QSO: 14000 PH 2006-10-28 2238 DL9ZWG        59  14     RZ6HX         59  16
QSO: 14000 PH 2006-10-28 2240 DL9ZWG        59  14     OH0X          59  15
QSO: 14000 PH 2006-10-28 2241 DL9ZWG        59  14     GI0KVQ        59  14
QSO: 14000 PH 2006-10-28 2243 DL9ZWG        59  14     RT6A          59  16
QSO: 21000 PH 2006-10-28 2246 DL9ZWG        59  14     OH4A          59  15
QSO: 21000 PH 2006-10-28 2247 DL9ZWG        59  14     GM0B          59  14
QSO: 21000 PH 2006-10-28 2248 DL9ZWG        59  14     LY9A          59  15
QSO: 21000 PH 2006-10-28 2249 DL9ZWG        59  14     OH0Z          59  15
