START-OF-LOG: 3.0
CREATED-BY:    CT Version 9.92.001
CALLSIGN:      K4VX/0
NAME:          Lew Gordon
CLUB:          Society of Midwest Contesters
CLAIMED-SCORE: 440730
CONTEST:       CQ-WW-SSB
OPERATORS:
OPERATORS:
SOAPBOX:       Started out to make a few QSOs, but got carried away!
QSO: 28000 PH 2006-10-28 2041 K4VX           59 4      LU8YE         59  13     1
QSO: 28000 PH 2006-10-28 2042 K4VX           59 4      CV5D          59  13     1
QSO: 28000 PH 2006-10-28 2042 K4VX           59 4      LU2EE         59  13     1
QSO: 28000 PH 2006-10-28 2043 K4VX           59 4      LR2F          59  13     1
QSO: 28000 PH 2006-10-28 2043 K4VX           59 4      FY5KE         59  09     1
QSO: 28000 PH 2006-10-28 2046 K4VX           59 4      LU2EVA        59  13     1
QSO: 28000 PH 2006-10-28 2046 K4VX           59 4      FM/K9NW       59  08     1
QSO: 28000 PH 2006-10-28 2048 K4VX           59 4      PP5AMP        59  11     1
QSO: 28000 PH 2006-10-28 2051 K4VX           59 4      ZW5B          59  11     1
QSO: 28000 PH 2006-10-28 2054 K4VX           59 4      P40A          59  09     1
QSO: 28000 PH 2006-10-28 2058 K4VX           59 4      LW7HT         59  13     1
QSO: 28000 PH 2006-10-28 2059 K4VX           59 4      PR2A          59  11     1
QSO: 28000 PH 2006-10-28 2059 K4VX           59 4      CO8LY         59  08     1
QSO: 28000 PH 2006-10-28 2101 K4VX           59 4      HI9L          59  08     1
QSO: 28000 PH 2006-10-28 2101 K4VX           59 4      CE4CT         59  12     1
QSO: 28000 PH 2006-10-28 2102 K4VX           59 4      PS2T          59  11     1
QSO: 28000 PH 2006-10-28 2102 K4VX           59 4      PY1VOT        59  11     1
QSO: 28000 PH 2006-10-28 2103 K4VX           59 4      LU5EVK        59  13     1
QSO: 14000 PH 2006-10-28 2106 K4VX           59 4      CT6A          59  14     1
QSO: 14000 PH 2006-10-28 2107 K4VX           59 4      VE5ZX         59  04     1
QSO: 14000 PH 2006-10-28 2108 K4VX           59 4      4A7L          59  06     1
QSO: 14000 PH 2006-10-28 2109 K4VX           59 4      HK8RQS        59  09     1
QSO: 28000 PH 2006-10-28 2354 K4VX           59 4      ZL6QH         59  32     1
QSO: 21000 PH 2006-10-28 2359 K4VX           59 4      VK4WR         59  30     1
QSO: 21000 PH 2006-10-29 0002 K4VX           59 4      JI2ZJS        59  25     1
QSO: 21000 PH 2006-10-29 0003 K4VX           59 4      VK4NEF        59  30     1
QSO: 21000 PH 2006-10-29 0005 K4VX           59 4      JA0QNJ        59  25     1
QSO: 21000 PH 2006-10-29 0009 K4VX           59 4      JI2UNR        59  25     1
QSO:  7200 PH 2006-10-29 0015 K4VX           59 4      EA4KR         59  14     1
QSO:  7200 PH 2006-10-29 0016 K4VX           59 4      TM6M          59  14     1
QSO:  7200 PH 2006-10-29 0018 K4VX           59 4      VE3JAQ        59  04     1
QSO:  7200 PH 2006-10-29 0019 K4VX           59 4      DF0HQ         59  14     1
QSO:  7200 PH 2006-10-29 0020 K4VX           59 4      IR4T          59  15     1
QSO:  7200 PH 2006-10-29 0022 K4VX           59 4      IR4X          59  15     1
QSO:  7200 PH 2006-10-29 0023 K4VX           59 4      TM8D          59  14     1
QSO:  7200 PH 2006-10-29 0026 K4VX           59 4      F5FLN         59  14     1
QSO:  3800 PH 2006-10-29 0027 K4VX           59 4      VC3C          59  04     1
QSO:  3800 PH 2006-10-29 0028 K4VX           59 4      VE3OTL        59  04     1
QSO:  3800 PH 2006-10-29 0029 K4VX           59 4      YV4A          59  09     1
QSO:  3800 PH 2006-10-29 0031 K4VX           59 4      VA3SK         59  04     1
QSO:  3800 PH 2006-10-29 0033 K4VX           59 4      CT3MD         59  33     1
QSO:  3800 PH 2006-10-29 0034 K4VX           59 4      VE2IM         59  02     1
QSO:  3800 PH 2006-10-29 0037 K4VX           59 4      N2KPB         59  05     1
QSO:  7000 PH 2006-10-29 0039 K4VX           59 4      CT3YA         59  33     1
QSO:  7000 PH 2006-10-29 0040 K4VX           59 4      S53F          59  15     1
QSO:  7000 PH 2006-10-29 0041 K4VX           59 4      F5FLN         59  14     1
QSO: 14000 PH 2006-10-29 0043 K4VX           59 4      LU4DX         59  13     1
QSO: 14000 PH 2006-10-29 0044 K4VX           59 4      VP5DX         59  08     1
QSO: 14000 PH 2006-10-29 0046 K4VX           59 4      ZP5MAL        59  11     1
QSO: 14000 PH 2006-10-29 0047 K4VX           59 4      CV5D          59  13     1
QSO: 14000 PH 2006-10-29 0048 K4VX           59 4      HC1JQ         59  10     1
QSO: 14000 PH 2006-10-29 0048 K4VX           59 4      PY5DC         59  11     1
QSO: 14000 PH 2006-10-29 0050 K4VX           59 4      HP1XX         59  07     1
QSO: 14000 PH 2006-10-29 0050 K4VX           59 4      JS3CTQ        59  25     1
QSO: 14000 PH 2006-10-29 0051 K4VX           59 4      PY5ZHP        59  11     1
QSO: 14000 PH 2006-10-29 0052 K4VX           59 4      P40W          59  09     1
QSO: 14000 PH 2006-10-29 0053 K4VX           59 4      CX6VM         59  13     1
QSO: 14000 PH 2006-10-29 0053 K4VX           59 4      OA4WW         59  10     1
QSO: 14000 PH 2006-10-29 0055 K4VX           59 4      JA4AYU        59  25     1
QSO: 14000 PH 2006-10-29 0057 K4VX           59 4      JH4UYB        59  25     1
QSO: 14000 PH 2006-10-29 0057 K4VX           59 4      JI1FDF        59  25     1
QSO: 14000 PH 2006-10-29 0058 K4VX           59 4      JA7NVF        59  25     1
QSO: 14000 PH 2006-10-29 0100 K4VX           59 4      KH7Q          59  31     1
QSO: 14000 PH 2006-10-29 0101 K4VX           59 4      P40A          59  09     1
QSO: 14000 PH 2006-10-29 0101 K4VX           59 4      ZV5E          59  11     1
QSO: 14000 PH 2006-10-29 0102 K4VX           59 4      VE7SV         59  03     1
QSO: 14000 PH 2006-10-29 0103 K4VX           59 4      JA7YRR        59  25     1
QSO: 14000 PH 2006-10-29 0103 K4VX           59 4      B1Z           59  24     1
QSO: 14000 PH 2006-10-29 0105 K4VX           59 4      JA2PAC        59  25     1
QSO: 14000 PH 2006-10-29 0107 K4VX           59 4      XX9C          59  24     1
QSO: 14000 PH 2006-10-29 0108 K4VX           59 4      XE1CQ         59  06     1
QSO: 14000 PH 2006-10-29 0110 K4VX           59 4      JA7YAA        59  25     1
QSO: 14000 PH 2006-10-29 0111 K4VX           59 4      JR1AIB        59  25     1
QSO: 14000 PH 2006-10-29 0112 K4VX           59 4      JA3NTE        59  25     1
QSO: 14000 PH 2006-10-29 0113 K4VX           59 4      VC7G          59  03     1
QSO: 14000 PH 2006-10-29 0115 K4VX           59 4      PY2AA         59  11     1
QSO:  3800 PH 2006-10-29 0120 K4VX           59 4      EA7ATX        59  14     1
QSO:  3800 PH 2006-10-29 0122 K4VX           59 4      VE6WZ         59  04     1
QSO:  3800 PH 2006-10-29 0123 K4VX           59 4      CN2R          59  33     1
QSO:  3800 PH 2006-10-29 0125 K4VX           59 4      EA2CLU        59  14     1
