START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: REF-SSB
CALLSIGN: R2RA
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: R2RA
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for REF-SSB REF/2023/SSB.
QSO: 28432 PH 2023-02-26 0929 R2RA          59 001 F6KJS         59 71
QSO: 28433 PH 2023-02-26 0957 R2RA          59 28 F4IDT         59 03
QSO: 28432 PH 2023-02-26 0958 R2RA          59 029 F5NBX         59 87
QSO: 28000 PH 2023-02-26 0959 R2RA          59 031 F6DZU         59 40
QSO: 28000 PH 2023-02-26 1001 R2RA          59 033 F5GXX         59 17
QSO: 28000 PH 2023-02-26 1002 R2RA          59 035 F4EKQ         59 86
QSO: 28000 PH 2023-02-26 1003 R2RA          59 036 F1LHC         59 22
QSO: 28433 PH 2023-02-26 1003 R2RA          59 37 F4IZH         59 74
QSO: 28433 PH 2023-02-26 1004 R2RA          59 38 F4CQW         59 54
QSO: 28000 PH 2023-02-26 1005 R2RA          59 040 F4ILK         59 49
QSO: 28000 PH 2023-02-26 1005 R2RA          59 042 F5AGB         59 49
QSO: 28432 PH 2023-02-26 1005 R2RA          59 045 F8KLY         59 69
QSO: 28433 PH 2023-02-26 1006 R2RA          59 43 F8KHN         59 76
QSO: 28000 PH 2023-02-26 1007 R2RA          59 044 F4HYT         59 19
QSO: 28000 PH 2023-02-26 1008 R2RA          59 046 F4JTH         59 08
QSO: 28432 PH 2023-02-26 1008 R2RA          59 047 F6KUC         59 16
QSO: 28000 PH 2023-02-26 1011 R2RA          59 048 F4HCI         59 63
QSO: 28000 PH 2023-02-26 1011 R2RA          59 049 F5JKK         59 84
QSO: 28000 PH 2023-02-26 1015 R2RA          59 050 F4DPW         59 95
QSO: 28432 PH 2023-02-26 1015 R2RA          59 051 F8ATS         59 91
QSO: 28432 PH 2023-02-26 1017 R2RA          59 053 F5USK         59 65
QSO: 28000 PH 2023-02-26 1019 R2RA          59 055 F1MGE         59 13
QSO: 28000 PH 2023-02-26 1020 R2RA          59 0054 F6API         59 31
QSO: 28000 PH 2023-02-26 1022 R2RA          59 061 F5JNX         59 68
QSO: 28000 PH 2023-02-26 1022 R2RA          59 062 F6HQP         59 73
QSO: 28432 PH 2023-02-26 1022 R2RA          59 059 F4FTA         59 21
QSO: 28432 PH 2023-02-26 1022 R2RA          59 060 F8KCF         59 74
QSO: 28000 PH 2023-02-26 1023 R2RA          59 063 F4JEJ         59 76
QSO: 28000 PH 2023-02-26 1024 R2RA          59 064 F1ROA         59 87
QSO: 28000 PH 2023-02-26 1024 R2RA          59 065 F4CNE         59 28
QSO: 28432 PH 2023-02-26 1027 R2RA          59 066 F5CBQ         59 56
QSO: 28000 PH 2023-02-26 1028 R2RA          59 068 F1TZE         59 60
QSO: 28000 PH 2023-02-26 1031 R2RA          59 069 F5PGP/M       59 83
QSO: 28000 PH 2023-02-26 1032 R2RA          59 070 F4DXP         59 29
QSO: 28000 PH 2023-02-26 1032 R2RA          59 071 F4HLB         59 03
QSO: 28433 PH 2023-02-26 1032 R2RA          59 72 F5SDH         59 35
QSO: 28000 PH 2023-02-26 1033 R2RA          59 073 TM3RH         59 57
QSO: 28432 PH 2023-02-26 1033 R2RA          59 075 F6KPW         59 33
QSO: 28000 PH 2023-02-26 1034 R2RA          59 075 F5CDE         59 40
QSO: 28433 PH 2023-02-26 1034 R2RA          59 76 F5IQA         59 01
QSO: 28000 PH 2023-02-26 1035 R2RA          59 078 F5FTK         59 46
QSO: 28433 PH 2023-02-26 1035 R2RA          59 77 F8DSN         59 88
QSO: 28000 PH 2023-02-26 1036 R2RA          59 079 F4IAH         59 30
QSO: 28000 PH 2023-02-26 1038 R2RA          59 080 F4JOP         59 54
QSO: 28432 PH 2023-02-26 1038 R2RA          59 081 F5KMB         59 60
QSO: 28000 PH 2023-02-26 1040 R2RA          59 237 F1SUI         59 23
QSO: 28000 PH 2023-02-26 1042 R2RA          59 083 F5AAR         59 49
QSO: 28000 PH 2023-02-26 1043 R2RA          59 084 F6APE         59 49
QSO: 28432 PH 2023-02-26 1047 R2RA          59 085 F4KIY         59 57
QSO: 28000 PH 2023-02-26 1049 R2RA          59 086 F1PNJ         59 33
QSO: 28000 PH 2023-02-26 1049 R2RA          59 087 F5KSE         59 31
QSO: 28431 PH 2023-02-26 1050 R2RA          59 88 F6CZV/P       59 29
QSO: 28000 PH 2023-02-26 1052 R2RA          59 089 F6GCT         59 77
QSO: 28000 PH 2023-02-26 1053 R2RA          59 090 F6KFH         59 57
QSO: 28000 PH 2023-02-26 1054 R2RA          59 091 F6EQD         59 87
QSO: 28430 PH 2023-02-26 1054 R2RA          59 93 F8CRS         59 67
QSO: 28430 PH 2023-02-26 1054 R2RA          59 92 TK4LS         59 2B
QSO: 28000 PH 2023-02-26 1055 R2RA          59 094 F4TXU         59 30
QSO: 28000 PH 2023-02-26 1056 R2RA          59 095 F4HQD         59 49
QSO: 28000 PH 2023-02-26 1056 R2RA          59 096 F5KDY         59 28
QSO: 28400 PH 2023-02-26 1056 R2RA          59 097 F4KKF         59 13
QSO: 28000 PH 2023-02-26 1057 R2RA          59 098 F1CSM         59 56
QSO: 28000 PH 2023-02-26 1057 R2RA          59 099 F4KKD         59 02
QSO: 28000 PH 2023-02-26 1058 R2RA          59 102 F6FNA         59 89
QSO: 28430 PH 2023-02-26 1058 R2RA          59 101 F1RHS         59 82
QSO: 28443 PH 2023-02-26 1058 R2RA          59 100 F6KDL         59 68
QSO: 28000 PH 2023-02-26 1059 R2RA          59 104 F5IRP         59 85
QSO: 28000 PH 2023-02-26 1100 R2RA          59 105 F4GFS         59 77
QSO: 28000 PH 2023-02-26 1101 R2RA          59 107 F5JU          59 35
QSO: 28000 PH 2023-02-26 1101 R2RA          59 106 F6BQG         59 35
QSO: 28430 PH 2023-02-26 1102 R2RA          59 108 F1AGR         59 46
QSO: 28431 PH 2023-02-26 1103 R2RA          59 109 F4VSQ         59 13
QSO: 28000 PH 2023-02-26 1105 R2RA          59 110 F6DXL         59 17
QSO: 28000 PH 2023-02-26 1106 R2RA          59 111 F6BXD         59 59
QSO: 28000 PH 2023-02-26 1109 R2RA          59 114 F6KUP         59 55
QSO: 28000 PH 2023-02-26 1112 R2RA          59 115 F4BXY         59 17
QSO: 28000 PH 2023-02-26 1114 R2RA          59 117 F4HOT         59 59
QSO: 28000 PH 2023-02-26 1115 R2RA          59 118 F5KPO         59 84
QSO: 28000 PH 2023-02-26 1117 R2RA          59 119 F5KDC         59 63
QSO: 28000 PH 2023-02-26 1118 R2RA          59 120 F6CZQ         59 73
QSO: 28000 PH 2023-02-26 1118 R2RA          59 121 F6KNL         59 33
QSO: 28000 PH 2023-02-26 1119 R2RA          59 122 F1GZV         59 84
QSO: 28000 PH 2023-02-26 1120 R2RA          59 123 FG5GP         59 FG
QSO: 28000 PH 2023-02-26 1126 R2RA          59 124 F6BYJ         59 16
QSO: 28436 PH 2023-02-26 1127 R2RA          59 125 F6KNB         59 33
QSO: 28000 PH 2023-02-26 1128 R2RA          59 126 FM8QR         59 FM
QSO: 28000 PH 2023-02-26 1131 R2RA          59 129 F4HFF/P       59 53
QSO: 28000 PH 2023-02-26 1131 R2RA          59 030 F4PCM         59 84
QSO: 28000 PH 2023-02-26 1132 R2RA          59 128 F5IF          59 66
QSO: 28436 PH 2023-02-26 1132 R2RA          59 131 F5BMI         59 46
QSO: 28000 PH 2023-02-26 1133 R2RA          59 132 F8GQO         59 81
QSO: 28000 PH 2023-02-26 1134 R2RA          59 133 F6IQU         59 70
QSO: 28000 PH 2023-02-26 1135 R2RA          59 134 F6KIM         59 54
QSO: 28000 PH 2023-02-26 1136 R2RA          59 135 F1JBN         59 36
QSO: 28000 PH 2023-02-26 1137 R2RA          59 137 F4KJP         59 08
QSO: 28436 PH 2023-02-26 1137 R2RA          59 136 F6REF         59 00
QSO: 28000 PH 2023-02-26 1140 R2RA          59 139 F4GWG         59 29
QSO: 28000 PH 2023-02-26 1140 R2RA          59 138 F4HTO         59 62
QSO: 28000 PH 2023-02-26 1144 R2RA          59 140 F6KFV         59 78
QSO: 28436 PH 2023-02-26 1145 R2RA          59 141 F6KMX         59 94
QSO: 28000 PH 2023-02-26 1147 R2RA          59 143 F5JCE         59 73
QSO: 28000 PH 2023-02-26 1148 R2RA          59 142 F2LN          59 33
QSO: 28000 PH 2023-02-26 1148 R2RA          59 144 F8AEJ         59 27
QSO: 28000 PH 2023-02-26 1152 R2RA          59 146 F6KKH         59 11
QSO: 28436 PH 2023-02-26 1153 R2RA          59 147 F1HUM         59 83
QSO: 28000 PH 2023-02-26 1155 R2RA          59 149 F6GPT         59 33
QSO: 28000 PH 2023-02-26 1157 R2RA          59 151 F4GDI         59 72
QSO: 28000 PH 2023-02-26 1159 R2RA          59 155 F4JHQ         59 59
QSO: 28000 PH 2023-02-26 1159 R2RA          59 153 F8IDR         59 81
QSO: 28000 PH 2023-02-26 1201 R2RA          59 147 F1SEN         59 17
QSO: 28000 PH 2023-02-26 1201 R2RA          59 156 F5LMG         59 22
QSO: 28000 PH 2023-02-26 1202 R2RA          59 158 F4JFO         59 63
QSO: 28437 PH 2023-02-26 1202 R2RA          59 159 F4AIF         59 01
QSO: 28000 PH 2023-02-26 1204 R2RA          59 161 F4CYQ         59 40
QSO: 28000 PH 2023-02-26 1205 R2RA          59 162 F6KJX         59 41
QSO: 28000 PH 2023-02-26 1206 R2RA          59 166 F6FET         59 53
QSO: 28436 PH 2023-02-26 1206 R2RA          59 164 F4AIF         59 01
QSO: 28000 PH 2023-02-26 1207 R2RA          59 165 F4JRI         59 14
QSO: 28436 PH 2023-02-26 1207 R2RA          59 168 F4CWN         59 32
QSO: 28000 PH 2023-02-26 1208 R2RA          59 170 F4KKV         59 53
QSO: 28000 PH 2023-02-26 1208 R2RA          59 169 F6KUQ         59 33
QSO: 28000 PH 2023-02-26 1211 R2RA          59 171 F4JRB         59 61
QSO: 28456 PH 2023-02-26 1213 R2RA          59 172 F2CT          59 64
END-OF-LOG:
