START-OF-LOG: 3.0
CONTEST: ARRL-DIGI
CALLSIGN: PY2CER
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-POWER: QRP
CATEGORY-BAND: 15M
CATEGORY-MODE: DIGI
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
CATEGORY-TIME: 8-HOURS
OPERATORS: PY2CER
CLUB: UBRO
CREATED-BY: N1MM LOGGER+ 1.0.10715.0
HQ-CATEGORY: Single Operator, One Radio (SO1R), QRP, 8 Hours
HQ-GRID-LOCATOR: GG67LB
QSO: 21090 DG 2025-06-07 1822 PY2CER GG67 DA0RR JO41
QSO: 21090 DG 2025-06-07 1823 PY2CER GG67 UT7AA KO70
QSO: 21090 DG 2025-06-07 1836 PY2CER GG67 HA8LHT JN95
QSO: 21090 DG 2025-06-07 1839 PY2CER GG67 SP4LO KO13
QSO: 21090 DG 2025-06-07 1840 PY2CER GG67 R3LC KO64
QSO: 21090 DG 2025-06-07 1842 PY2CER GG67 XQ3SK FF46
QSO: 21090 DG 2025-06-07 1845 PY2CER GG67 CX7ACH GF15
QSO: 21090 DG 2025-06-07 1848 PY2CER GG67 LS7X FE63
QSO: 21090 DG 2025-06-07 1849 PY2CER GG67 IT9VCE JM77
QSO: 21090 DG 2025-06-07 1851 PY2CER GG67 BD4QA OM91
QSO: 21090 DG 2025-06-07 1854 PY2CER GG67 AY9W FE64
QSO: 21090 DG 2025-06-07 1857 PY2CER GG67 BA4SQI OM91
QSO: 21090 DG 2025-06-07 1858 PY2CER GG67 PY2VE GG67
QSO: 21090 DG 2025-06-07 1902 PY2CER GG67 DL1UDO JO31
QSO: 21090 DG 2025-06-07 1905 PY2CER GG67 YL2LW KO26
QSO: 21090 DG 2025-06-07 1909 PY2CER GG67 GI7NKK IO74
QSO: 21090 DG 2025-06-07 1910 PY2CER GG67 M3ZZF JO01
QSO: 21090 DG 2025-06-07 1912 PY2CER GG67 EU4E KO23
QSO: 21090 DG 2025-06-07 1917 PY2CER GG67 SQ3MVA JO82
QSO: 21090 DG 2025-06-07 1918 PY2CER GG67 5B4AMM KM65
QSO: 21090 DG 2025-06-07 1933 PY2CER GG67 HG5OGI JN97
QSO: 21090 DG 2025-06-07 1934 PY2CER GG67 HA1NB JN87
QSO: 21090 DG 2025-06-07 1935 PY2CER GG67 SP4NKJ KO13
QSO: 21090 DG 2025-06-07 1937 PY2CER GG67 RZ3Z KO80
QSO: 21080 DG 2025-06-07 1941 PY2CER GG67 PA4O JO33
QSO: 21080 DG 2025-06-07 1942 PY2CER GG67 PE1LZZ JO21
QSO: 21080 DG 2025-06-07 1943 PY2CER GG67 PA2JCB JO21
QSO: 21090 DG 2025-06-07 1946 PY2CER GG67 TK4TH JN41
QSO: 21090 DG 2025-06-07 1950 PY2CER GG67 F5CBP IN87
QSO: 21090 DG 2025-06-07 1951 PY2CER GG67 UZ0A KO70
QSO: 21090 DG 2025-06-07 1952 PY2CER GG67 F8FTY IN78
QSO: 21090 DG 2025-06-07 1953 PY2CER GG67 PA7RW JO22
QSO: 21090 DG 2025-06-07 1955 PY2CER GG67 OH1LXF KP20
QSO: 21090 DG 2025-06-07 1957 PY2CER GG67 DL6FKR JN57
QSO: 21090 DG 2025-06-07 1959 PY2CER GG67 YO4NF KN44
QSO: 21090 DG 2025-06-07 2002 PY2CER GG67 ON3PVC JO20
QSO: 21090 DG 2025-06-07 2003 PY2CER GG67 OE1HLB JN88
QSO: 21090 DG 2025-06-07 2009 PY2CER GG67 CB4T FF33
QSO: 21090 DG 2025-06-07 2012 PY2CER GG67 PA6AA JO32
QSO: 21090 DG 2025-06-07 2017 PY2CER GG67 3Z9W JO90
QSO: 21090 DG 2025-06-07 2349 PY2CER GG67 AI9T EM69
QSO: 21090 DG 2025-06-07 2352 PY2CER GG67 WA4LDU EM93
QSO: 21090 DG 2025-06-07 2354 PY2CER GG67 KD4RH EM94
QSO: 21090 DG 2025-06-07 2356 PY2CER GG67 AA4DD EM86
QSO: 21090 DG 2025-06-07 2357 PY2CER GG67 KM2O FN32
QSO: 21090 DG 2025-06-07 2359 PY2CER GG67 W3DQS EM95
QSO: 21090 DG 2025-06-08 0000 PY2CER GG67 KM2O FN32
QSO: 21090 DG 2025-06-08 0005 PY2CER GG67 WT2P FN32
