START-OF-LOG: 3.0
CONTEST: ARRL-DIGI
CALLSIGN: SQ3RAX
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: QRP
CATEGORY-BAND: ALL
CATEGORY-MODE: DIGI
CATEGORY-TRANSMITTER: TWO
CATEGORY-TIME: 8-HOURS
CATEGORY-OVERLAY: ENCLOSED
OPERATORS: SQ3RAX @SQ3RAX
CREATED-BY: WA7BNM WEB2CABRILLO 3.0.0
HQ-CATEGORY: Single Operator, Two Radios (SO2R), QRP, 8 Hours
HQ-GRID-LOCATOR: JO82FH
QSO: 21092 DG 2025-06-08 1945 SQ3RAX JO82 8R1TM GJ06
QSO: 7091 DG 2025-06-08 2002 SQ3RAX JO82 VK4AFU QG61
QSO: 7091 DG 2025-06-08 2004 SQ3RAX JO82 VK4FH QG64
QSO: 7091 DG 2025-06-08 2006 SQ3RAX JO82 YL3NU KO27
QSO: 14091 DG 2025-06-08 2008 SQ3RAX JO82 RZ3Z KO80
QSO: 14091 DG 2025-06-08 2010 SQ3RAX JO82 BI4KYT OM86
QSO: 14081 DG 2025-06-08 2013 SQ3RAX JO82 W1RCR EL96
QSO: 14081 DG 2025-06-08 2015 SQ3RAX JO82 M5MOW IO91
QSO: 14081 DG 2025-06-08 2016 SQ3RAX JO82 2E0XPQ IO83
QSO: 14081 DG 2025-06-08 2018 SQ3RAX JO82 2E0CVN IO80
QSO: 14081 DG 2025-06-08 2020 SQ3RAX JO82 M7XUK IO92
QSO: 14081 DG 2025-06-08 2022 SQ3RAX JO82 SV8IIR KM27
QSO: 14081 DG 2025-06-08 2023 SQ3RAX JO82 F1PGQ JN35
QSO: 14082 DG 2025-06-08 2025 SQ3RAX JO82 RG5A KN93
QSO: 14081 DG 2025-06-08 2029 SQ3RAX JO82 W2CG FN20
QSO: 14080 DG 2025-06-08 2031 SQ3RAX JO82 EA3HMM JN00
QSO: 14081 DG 2025-06-08 2034 SQ3RAX JO82 M0GBP IO70
QSO: 14080 DG 2025-06-08 2046 SQ3RAX JO82 N3RM FN10
QSO: 14081 DG 2025-06-08 2050 SQ3RAX JO82 BI4KYT OM86
QSO: 14081 DG 2025-06-08 2057 SQ3RAX JO82 W2DIY FN30
QSO: 14081 DG 2025-06-08 2059 SQ3RAX JO82 KC1V FN31
QSO: 14081 DG 2025-06-08 2107 SQ3RAX JO82 WA8NLX EM92
QSO: 14081 DG 2025-06-08 2108 SQ3RAX JO82 K2LNS FN11
QSO: 7048 DG 2025-06-08 2117 SQ3RAX JO82 DL5AWR JO50
QSO: 14091 DG 2025-06-08 2126 SQ3RAX JO82 DU3GKT PK04
QSO: 14091 DG 2025-06-08 2127 SQ3RAX JO82 EA7AKE IM77
QSO: 14091 DG 2025-06-08 2131 SQ3RAX JO82 CO2KL EL83
QSO: 14091 DG 2025-06-08 2136 SQ3RAX JO82 HS0ZOY OK14
QSO: 14091 DG 2025-06-08 2139 SQ3RAX JO82 K1DC FN42
QSO: 14091 DG 2025-06-08 2143 SQ3RAX JO82 KE2D FN20
QSO: 14081 DG 2025-06-08 2154 SQ3RAX JO82 HK3J FJ24
QSO: 14081 DG 2025-06-08 2154 SQ3RAX JO82 LW6EQG FF95
QSO: 14081 DG 2025-06-08 2155 SQ3RAX JO82 OK4YL JN99
QSO: 14081 DG 2025-06-08 2157 SQ3RAX JO82 EA5IXX IM98
QSO: 7091 DG 2025-06-08 2224 SQ3RAX JO82 IX1HPN JN35
QSO: 7091 DG 2025-06-08 2226 SQ3RAX JO82 PA4O JO33
QSO: 7091 DG 2025-06-08 2227 SQ3RAX JO82 PA6T JO21
QSO: 7091 DG 2025-06-08 2228 SQ3RAX JO82 PE2K JO22
QSO: 7091 DG 2025-06-08 2229 SQ3RAX JO82 PA3EWP JO21
QSO: 7091 DG 2025-06-08 2231 SQ3RAX JO82 RG5A KN93
QSO: 7091 DG 2025-06-08 2231 SQ3RAX JO82 HB1G JN47
QSO: 7091 DG 2025-06-08 2235 SQ3RAX JO82 MM0EAX IO89
QSO: 7091 DG 2025-06-08 2236 SQ3RAX JO82 F8FTY IN78
QSO: 14090 DG 2025-06-08 2312 SQ3RAX JO82 HK3X FJ24
QSO: 14090 DG 2025-06-08 2334 SQ3RAX JO82 K4EA EM74
QSO: 14090 DG 2025-06-08 2348 SQ3RAX JO82 AA3S FM19
END-OF-LOG:
