START-OF-LOG: 3.0
CONTEST: ARRL-DIGI
CALLSIGN: WQ5L
LOCATION: MS
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-POWER: QRP
CATEGORY-BAND: ALL
CATEGORY-MODE: DIGI
CATEGORY-TRANSMITTER: TWO
CATEGORY-STATION: FIXED
CATEGORY-TIME: 8-HOURS
OPERATORS: WQ5L
CREATED-BY: N1MM LOGGER+ 1.0.10715.0
HQ-CATEGORY: Single Operator, Two Radios (SO2R), QRP, 8 Hours
HQ-GRID-LOCATOR: EM50JL
QSO: 21092 DG 2025-06-07 2241 WQ5L EM50 W1RH CM98
QSO: 21092 DG 2025-06-07 2243 WQ5L EM50 VK3BDX QF21
QSO: 21092 DG 2025-06-07 2245 WQ5L EM50 K6FA DM05
QSO: 14092 DG 2025-06-07 2246 WQ5L EM50 W1RH CM98
QSO: 21092 DG 2025-06-07 2247 WQ5L EM50 N6VH DM12
QSO: 14092 DG 2025-06-07 2250 WQ5L EM50 WA3SWA FM19
QSO: 21092 DG 2025-06-07 2250 WQ5L EM50 K6TQ CM98
QSO: 21092 DG 2025-06-07 2251 WQ5L EM50 AJ6V CM87
QSO: 21092 DG 2025-06-07 2253 WQ5L EM50 KX1X FN32
QSO: 14092 DG 2025-06-07 2253 WQ5L EM50 F8FTY IN78
QSO: 21092 DG 2025-06-07 2253 WQ5L EM50 N5ER EM34
QSO: 21092 DG 2025-06-07 2255 WQ5L EM50 KM2O FN32
QSO: 14092 DG 2025-06-07 2257 WQ5L EM50 N4LDR FM08
QSO: 21092 DG 2025-06-07 2259 WQ5L EM50 W7OSG DN13
QSO: 14092 DG 2025-06-07 2259 WQ5L EM50 W4ANT EM93
QSO: 14092 DG 2025-06-07 2301 WQ5L EM50 W8EOG EN80
QSO: 14092 DG 2025-06-07 2303 WQ5L EM50 KC3PIB EN90
QSO: 21092 DG 2025-06-07 2303 WQ5L EM50 K1DC FN42
QSO: 14092 DG 2025-06-07 2305 WQ5L EM50 W2NO FN20
QSO: 14092 DG 2025-06-07 2307 WQ5L EM50 W0ZA EN00
QSO: 21090 DG 2025-06-07 2307 WQ5L EM50 N7JP CN87
QSO: 21090 DG 2025-06-07 2307 WQ5L EM50 WB9RRU FN31
QSO: 14092 DG 2025-06-07 2308 WQ5L EM50 W3RGA FN10
QSO: 21092 DG 2025-06-07 2310 WQ5L EM50 AI7OZ CN87
QSO: 14092 DG 2025-06-07 2310 WQ5L EM50 W9AV EN43
QSO: 14092 DG 2025-06-07 2311 WQ5L EM50 KN6OKY DM12
QSO: 21090 DG 2025-06-07 2311 WQ5L EM50 W1GRL FN54
QSO: 21090 DG 2025-06-07 2313 WQ5L EM50 KE6SHL DM06
QSO: 21092 DG 2025-06-07 2315 WQ5L EM50 N9BD CM99
QSO: 21091 DG 2025-06-07 2317 WQ5L EM50 NC6V DM13
QSO: 14092 DG 2025-06-07 2317 WQ5L EM50 KD2PFH FN23
QSO: 14092 DG 2025-06-07 2317 WQ5L EM50 AC5XK FN51
QSO: 14092 DG 2025-06-07 2319 WQ5L EM50 N2FBV FN30
QSO: 14092 DG 2025-06-07 2320 WQ5L EM50 N1ET FN41
QSO: 14092 DG 2025-06-07 2324 WQ5L EM50 KJ5IRF EL19
QSO: 21093 DG 2025-06-07 2324 WQ5L EM50 WT2P FN32
QSO: 21093 DG 2025-06-07 2326 WQ5L EM50 W1OP FN41
QSO: 21093 DG 2025-06-07 2327 WQ5L EM50 AB6RT DM14
QSO: 21093 DG 2025-06-07 2329 WQ5L EM50 K7ADB DM04
QSO: 14092 DG 2025-06-07 2330 WQ5L EM50 AA3R FM29
QSO: 21093 DG 2025-06-07 2331 WQ5L EM50 5B4AMM KM65
QSO: 14092 DG 2025-06-07 2332 WQ5L EM50 N0YFI FN00
QSO: 21093 DG 2025-06-07 2332 WQ5L EM50 N1ET FN41
QSO: 21093 DG 2025-06-07 2334 WQ5L EM50 AC6EG CM94
QSO: 14093 DG 2025-06-07 2337 WQ5L EM50 K7DWI EM12
QSO: 21093 DG 2025-06-07 2337 WQ5L EM50 KD6HOF CM99
QSO: 14093 DG 2025-06-07 2338 WQ5L EM50 KA1RUE EN91
QSO: 21093 DG 2025-06-07 2338 WQ5L EM50 K1BZ FN54
QSO: 14093 DG 2025-06-07 2339 WQ5L EM50 WA2DNI FN20
QSO: 14093 DG 2025-06-07 2340 WQ5L EM50 WT2P FN32
QSO: 21093 DG 2025-06-07 2342 WQ5L EM50 N7VGO CN87
QSO: 14093 DG 2025-06-07 2342 WQ5L EM50 KA2MGE FN02
QSO: 14093 DG 2025-06-07 2343 WQ5L EM50 WA3JAT EN91
QSO: 14093 DG 2025-06-07 2346 WQ5L EM50 PT7PT HI03
QSO: 21090 DG 2025-06-07 2348 WQ5L EM50 WT3K FM19
QSO: 14093 DG 2025-06-07 2349 WQ5L EM50 PY5AL GG54
QSO: 21090 DG 2025-06-07 2351 WQ5L EM50 K9TAD DM04
QSO: 14093 DG 2025-06-07 2352 WQ5L EM50 KW1X FN42
QSO: 21090 DG 2025-06-07 2352 WQ5L EM50 KO6BFD CM99
QSO: 14093 DG 2025-06-07 2355 WQ5L EM50 KO2THF FM18
QSO: 14093 DG 2025-06-07 2356 WQ5L EM50 W2DIY FN30
QSO: 14093 DG 2025-06-07 2358 WQ5L EM50 N1EK FM29
QSO: 21090 DG 2025-06-07 2358 WQ5L EM50 AA3S FM19
QSO: 21091 DG 2025-06-08 0001 WQ5L EM50 PY2VE GG67
QSO: 14093 DG 2025-06-08 0002 WQ5L EM50 N3WI FM19
QSO: 21091 DG 2025-06-08 0003 WQ5L EM50 AI6US CM98
QSO: 28091 DG 2025-06-08 0008 WQ5L EM50 XE2N DL95
QSO: 21091 DG 2025-06-08 0010 WQ5L EM50 N6NFB CM98
QSO: 21091 DG 2025-06-08 0013 WQ5L EM50 CO2KL EL83
QSO: 28092 DG 2025-06-08 0015 WQ5L EM50 ZL3TE RF73
QSO: 21091 DG 2025-06-08 0015 WQ5L EM50 PY2QT GG76
QSO: 14090 DG 2025-06-08 0022 WQ5L EM50 AA3S FM19
QSO: 21092 DG 2025-06-08 0026 WQ5L EM50 PY2QT GG76
QSO: 14090 DG 2025-06-08 0027 WQ5L EM50 N3FCP FM29
