START-OF-LOG: 3.0
CONTEST: ARRL-DIGI
CALLSIGN: 9A5CC
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: 
CATEGORY-POWER: LOW
CATEGORY-BAND: ALL
CATEGORY-TRANSMITTER: ONE
CATEGORY-TIME: 8-HOURS
CATEGORY-OVERLAY: ENCLOSED
OPERATORS: 9A5CC
CREATED-BY: 
HQ-CATEGORY: Single Operator, One Radio (SO1R), Low Power, 8 Hours
HQ-GRID-LOCATOR: JN83FM
QSO: 14090 DG 2025-06-08 0616 9A5CC JN83 PA2VS JO33AF 1
QSO: 14090 DG 2025-06-08 0618 9A5CC JN83 EA2NN IM69QX 1
QSO: 14090 DG 2025-06-08 0644 9A5CC JN83 IW3RPW JN35 1
QSO: 14090 DG 2025-06-08 0650 9A5CC JN83 UN7EG MO52 1
QSO: 14090 DG 2025-06-08 0652 9A5CC JN83 US3EW KN78 1
QSO: 14090 DG 2025-06-08 0655 9A5CC JN83 RN3DKE KO85 1
QSO: 14090 DG 2025-06-08 0656 9A5CC JN83 RZ3Z KO80 1
QSO: 14090 DG 2025-06-08 0657 9A5CC JN83 DL6AUK JN47 1
QSO: 14090 DG 2025-06-08 0701 9A5CC JN83 UZ0A KO70 1
QSO: 14090 DG 2025-06-08 0704 9A5CC JN83 SP4LO KO13 1
QSO: 14090 DG 2025-06-08 0709 9A5CC JN83 ON4PB JO20 1
QSO: 14090 DG 2025-06-08 0710 9A5CC JN83 YO4CVV KN45 1
QSO: 14090 DG 2025-06-08 0712 9A5CC JN83 SQ8DSN KO11 1
QSO: 14091 DG 2025-06-08 0716 9A5CC JN83 EA3FP JN11 1
QSO: 14091 DG 2025-06-08 0717 9A5CC JN83 ER1PL KN46 1
QSO: 14091 DG 2025-06-08 0719 9A5CC JN83 5P1KZX JO57 1
QSO: 14091 DG 2025-06-08 0721 9A5CC JN83 UX7QV KN29 1
QSO: 14090 DG 2025-06-08 0727 9A5CC JN83 OY6FRA IP62 1
QSO: 14090 DG 2025-06-08 0728 9A5CC JN83 OH1LXF KP20 1
QSO: 14090 DG 2025-06-08 0729 9A5CC JN83 IW1FZR JN45 1
QSO: 14090 DG 2025-06-08 0730 9A5CC JN83 LB2WD JO48 1
QSO: 14090 DG 2025-06-08 0731 9A5CC JN83 PD2GSP JO21 1
QSO: 14090 DG 2025-06-08 0732 9A5CC JN83 PA6AA JO32 1
QSO: 14090 DG 2025-06-08 0733 9A5CC JN83 DL8SDC JN48 1
QSO: 14090 DG 2025-06-08 0734 9A5CC JN83 PD7EB JO32 1
QSO: 14090 DG 2025-06-08 0737 9A5CC JN83 5B4AMM KM65 1
QSO: 14090 DG 2025-06-08 0738 9A5CC JN83 OI5AY KP30 1
QSO: 14090 DG 2025-06-08 0745 9A5CC JN83 2E0CVN IO80 1
QSO: 14090 DG 2025-06-08 0746 9A5CC JN83 UR5LY KN89 1
