START-OF-LOG: 3.0
CONTEST: ARRL-DIGI
CALLSIGN: ZL3TE
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-POWER: QRP
CATEGORY-BAND: ALL
CATEGORY-MODE: DIGI
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
CATEGORY-TIME: 8-HOURS
OPERATORS: ZL3TE
CLUB: Southern California Contest Club
CREATED-BY: N1MM LOGGER+ 1.0.10715.0
HQ-CATEGORY: Single Operator, One Radio (SO1R), QRP, 8 Hours
HQ-GRID-LOCATOR: RF73IC
QSO: 28093 DG 2025-06-07 2358 ZL3TE RF73 XE2JT DK95
QSO: 28093 DG 2025-06-08 0011 ZL3TE RF73 DV6YDE PK10
QSO: 28093 DG 2025-06-08 0012 ZL3TE RF73 4A2MAX DL95
QSO: 28093 DG 2025-06-08 0026 ZL3TE RF73 JL2TAW PM95
QSO: 28093 DG 2025-06-08 0036 ZL3TE RF73 K9SAT DM43
QSO: 28093 DG 2025-06-08 0047 ZL3TE RF73 JG8TDZ QN03
QSO: 28093 DG 2025-06-08 0112 ZL3TE RF73 NF3R FN20
QSO: 21093 DG 2025-06-08 0537 ZL3TE RF73 BD7PVQ OM70
QSO: 21093 DG 2025-06-08 0539 ZL3TE RF73 JR3RIY PM74
QSO: 28093 DG 2025-06-08 0545 ZL3TE RF73 YB4KAR OI25
QSO: 21092 DG 2025-06-08 0557 ZL3TE RF73 JA1WTO PM96
QSO: 14092 DG 2025-06-08 0604 ZL3TE RF73 IW1FZR JN45
QSO: 14092 DG 2025-06-08 0605 ZL3TE RF73 N3QE FM19
QSO: 14091 DG 2025-06-08 0610 ZL3TE RF73 K7ADB DM04
QSO: 14091 DG 2025-06-08 0614 ZL3TE RF73 CO2QU EL83
QSO: 14091 DG 2025-06-08 0616 ZL3TE RF73 NA7SS CN87
QSO: 14091 DG 2025-06-08 0618 ZL3TE RF73 K6FA DM05
QSO: 14091 DG 2025-06-08 0619 ZL3TE RF73 K4SBZ EM70
QSO: 14091 DG 2025-06-08 0621 ZL3TE RF73 W7OSG DN13
QSO: 14091 DG 2025-06-08 0624 ZL3TE RF73 VK4FH QG64
QSO: 14091 DG 2025-06-08 0629 ZL3TE RF73 KJ7BES DN40
QSO: 14091 DG 2025-06-08 0633 ZL3TE RF73 K9OM EN65
QSO: 14091 DG 2025-06-08 0634 ZL3TE RF73 N5AGM DM72
QSO: 14091 DG 2025-06-08 0643 ZL3TE RF73 TM4E JN23
QSO: 14091 DG 2025-06-08 0644 ZL3TE RF73 ZL4YL RF80
QSO: 14091 DG 2025-06-08 0700 ZL3TE RF73 KW6S CM96
QSO: 14091 DG 2025-06-08 0704 ZL3TE RF73 WD9EXD EM57
QSO: 14091 DG 2025-06-08 0706 ZL3TE RF73 KC3PIB EN90
QSO: 14091 DG 2025-06-08 0712 ZL3TE RF73 KA2G EM93
QSO: 14091 DG 2025-06-08 0722 ZL3TE RF73 K6PO DM12
QSO: 14091 DG 2025-06-08 0733 ZL3TE RF73 KC9EOQ EN51
QSO: 14091 DG 2025-06-08 0733 ZL3TE RF73 VK4AFU QG61
QSO: 14091 DG 2025-06-08 0741 ZL3TE RF73 AB4YI EL87
QSO: 14082 DG 2025-06-08 0819 ZL3TE RF73 N7XS CN88
QSO: 14082 DG 2025-06-08 0828 ZL3TE RF73 KR7M DM42
QSO: 14082 DG 2025-06-08 0828 ZL3TE RF73 K1HTV FM18
QSO: 14082 DG 2025-06-08 2358 ZL3TE RF73 VK7NET QE38
END-OF-LOG:
