START-OF-LOG: 3.0
CONTEST: EA-PSK63
CALLSIGN: EA8/HB9FIH
CATEGORY: SINGLE-OP ALL
CATEGORY-BAND: ALL
CATEGORY-MODE: PSK
CATEGORY-POWER: 
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 33120
CREATED-BY: UcxLog 7.82
OPERATORS: HB9FIH
NAME: Erich Rieder
SOAPBOX: Abt 10 hrs worked. 40m/20m vy ok, 15m a bit.
SOAPBOX: 80m not for use
SOAPBOX: RIG FRT-991A with FLDigi and UCXLog / Ant ZS6BKW
SOAPBOX: tnx and 73 to all
QSO: 14068 PM 2018-03-10 1604 EA8/HB9FIH    599 TF     LZ7A          599 006
QSO: 14069 PM 2018-03-10 1609 EA8/HB9FIH    599 TF     ED9E          599 CE
QSO: 14069 PM 2018-03-10 1610 EA8/HB9FIH    599 TF     EC7ABV        599 CA
QSO: 14069 PM 2018-03-10 1611 EA8/HB9FIH    599 TF     EA7HS         599 CO
QSO: 14069 PM 2018-03-10 1612 EA8/HB9FIH    599 TF     EA4GJJ        599 GU
QSO: 14069 PM 2018-03-10 1614 EA8/HB9FIH    599 TF     EA3CV         599 B
QSO: 14070 PM 2018-03-10 1617 EA8/HB9FIH    599 TF     EA5DF         599 V
QSO: 14071 PM 2018-03-10 1622 EA8/HB9FIH    599 TF     F5SIZ         599 005
QSO: 14071 PM 2018-03-10 1624 EA8/HB9FIH    599 TF     EA3KU         599 T
QSO: 14071 PM 2018-03-10 1625 EA8/HB9FIH    599 TF     EE7Y          599 H
QSO: 14071 PM 2018-03-10 1626 EA8/HB9FIH    599 TF     EA7ZY         599 H
QSO: 14071 PM 2018-03-10 1628 EA8/HB9FIH    599 TF     5B4AMM        599 012
QSO: 14071 PM 2018-03-10 1629 EA8/HB9FIH    599 TF     EA7IA         599 SE
QSO: 14071 PM 2018-03-10 1630 EA8/HB9FIH    599 TF     EA3EZD        599 B
QSO: 14071 PM 2018-03-10 1632 EA8/HB9FIH    599 TF     EA4URE        599 HQ
QSO: 14071 PM 2018-03-10 1634 EA8/HB9FIH    599 TF     PD2PKM        599 002
QSO: 14071 PM 2018-03-10 1636 EA8/HB9FIH    599 TF     EA5EHY        599 MU
QSO: 14072 PM 2018-03-10 1638 EA8/HB9FIH    599 TF     EA5GIE        599 V
QSO: 14072 PM 2018-03-10 1640 EA8/HB9FIH    599 TF     CT7/F6HBR     599 004
QSO: 14072 PM 2018-03-10 1641 EA8/HB9FIH    599 TF     G3L           599 006
QSO: 14072 PM 2018-03-10 1648 EA8/HB9FIH    599 TF     RT6DI         599 027
QSO: 14072 PM 2018-03-10 1649 EA8/HB9FIH    599 TF     GB8FWW        599 002
QSO: 14072 PM 2018-03-10 1652 EA8/HB9FIH    599 TF     US5IMX        599 017
QSO: 14072 PM 2018-03-10 1653 EA8/HB9FIH    599 TF     SP9BNM        599 022
QSO: 14072 PM 2018-03-10 1656 EA8/HB9FIH    599 TF     EA6ZS         599 IB
QSO: 14072 PM 2018-03-10 1702 EA8/HB9FIH    599 TF     EA2XR         599 BI
QSO: 14072 PM 2018-03-10 1703 EA8/HB9FIH    599 TF     RM6LD         599 004
QSO: 14072 PM 2018-03-10 1713 EA8/HB9FIH    599 TF     DL0ESA        599 002
QSO: 14072 PM 2018-03-10 1714 EA8/HB9FIH    599 TF     EC7AT         599 AL
QSO: 14072 PM 2018-03-10 1717 EA8/HB9FIH    599 TF     EA5EN         599 MU
QSO: 14070 PM 2018-03-10 1721 EA8/HB9FIH    599 TF     EF8W          599 TF
QSO: 14070 PM 2018-03-10 1722 EA8/HB9FIH    599 TF     YB6HAI        599 027
