START-OF-LOG: 3.0
CREATED-BY: okomdx-downloader
CONTEST: OK-OM DX CW Contest 2020
CALLSIGN: OK1DKR
OPERATORS: OK1DKR
CATEGORY: SINGLE-OP ALL LOW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-POWER: LOW
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
QSO: 14000 CW 2020-11-14 1200 OK1DKR        599 APH        R7MT          599 1         
QSO: 14000 CW 2020-11-14 1201 OK1DKR        599 APH        RA5BF         599 1         
QSO: 14000 CW 2020-11-14 1205 OK1DKR        599 APH        YL7X          599 9         
QSO: 14000 CW 2020-11-14 1205 OK1DKR        599 APH        PA0CT         599 5         
QSO: 14000 CW 2020-11-14 1206 OK1DKR        599 APH        LZ1ND         599 2         
QSO: 14000 CW 2020-11-14 1206 OK1DKR        599 APH        K3WW          599 11        
QSO: 14000 CW 2020-11-14 1207 OK1DKR        599 APH        UX0HO         599 8         
QSO: 14000 CW 2020-11-14 1208 OK1DKR        599 APH        G3ZGC         599 8         
QSO: 14000 CW 2020-11-14 1208 OK1DKR        599 APH        OH6LW         599 6         
QSO: 14000 CW 2020-11-14 1209 OK1DKR        599 APH        NN4SS         599 4         
QSO: 14000 CW 2020-11-14 1210 OK1DKR        599 APH        UA4PAQ        599 8         
QSO: 14000 CW 2020-11-14 1210 OK1DKR        599 APH        R7AC          599 9         
QSO: 14000 CW 2020-11-14 1211 OK1DKR        599 APH        RX9AF         599 8         
QSO: 14000 CW 2020-11-14 1212 OK1DKR        599 APH        IZ2GRG        599 6         
QSO: 14000 CW 2020-11-14 1214 OK1DKR        599 APH        RA1TU         599 12        
QSO: 14000 CW 2020-11-14 1214 OK1DKR        599 APH        UR7VA         599 1         
QSO: 14000 CW 2020-11-14 1215 OK1DKR        599 APH        CT1ELZ        599 11        
QSO: 14000 CW 2020-11-14 1216 OK1DKR        599 APH        RX1AG         599 19        
QSO: 14000 CW 2020-11-14 1217 OK1DKR        599 APH        UT3EK         599 14        
QSO: 14000 CW 2020-11-14 1218 OK1DKR        599 APH        LY2PX         599 10        
QSO: 14000 CW 2020-11-14 1219 OK1DKR        599 APH        RW1AI         599 12        
QSO: 14000 CW 2020-11-14 1219 OK1DKR        599 APH        RA3NC         599 21        
QSO: 14000 CW 2020-11-14 1220 OK1DKR        599 APH        LY3B          599 32        
QSO: 14000 CW 2020-11-14 1221 OK1DKR        599 APH        RW7F          599 34        
