START-OF-LOG: 3.0
CREATED-BY: okomdx-downloader
CONTEST: OK-OM DX CW Contest 2020
CALLSIGN: OK2KG
OPERATORS: OK2KG
CATEGORY: SINGLE-OP 20M LOWSINGLE-OP 40M LOWSINGLE-OP 80M LOWSINGLE-OP ALL LOW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: 80M
CATEGORY-MODE: CW
CATEGORY-POWER: LOW
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
QSO: 21024 CW 2020-11-14 1217 OK2KG         599 GBL        CT1DRB        599 015       
QSO: 21032 CW 2020-11-14 1221 OK2KG         599 GBL        PA3AAV        599 016       
QSO: 21032 CW 2020-11-14 1223 OK2KG         599 GBL        CT1ELZ        599 021       
QSO: 21032 CW 2020-11-14 1223 OK2KG         599 GBL        SM5DXT        599 009       
QSO: 21032 CW 2020-11-14 1226 OK2KG         599 GBL        G3RWF         599 007       
QSO: 21032 CW 2020-11-14 1226 OK2KG         599 GBL        K1ZZ          599 034       
QSO: 21032 CW 2020-11-14 1227 OK2KG         599 GBL        RT9A          599 053       
QSO: 21032 CW 2020-11-14 1228 OK2KG         599 GBL        UA9CES        599 015       
QSO: 21032 CW 2020-11-14 1229 OK2KG         599 GBL        CT1BOH        599 006       
QSO: 21032 CW 2020-11-14 1232 OK2KG         599 GBL        RA3AN         599 058       
QSO: 21032 CW 2020-11-14 1234 OK2KG         599 GBL        CT7AGZ        599 024       
QSO: 21032 CW 2020-11-14 1235 OK2KG         599 GBL        K1GQ          599 002       
QSO: 21032 CW 2020-11-14 1237 OK2KG         599 GBL        LY9A          599 050       
QSO: 14048 CW 2020-11-14 1249 OK2KG         599 GBL        TM1W          599 021       
QSO: 14050 CW 2020-11-14 1251 OK2KG         599 GBL        R7MM          599 084       
QSO: 14050 CW 2020-11-14 1251 OK2KG         599 GBL        RM4F          599 064       
QSO: 14050 CW 2020-11-14 1252 OK2KG         599 GBL        IT9PPG        599 006       
QSO: 14050 CW 2020-11-14 1252 OK2KG         599 GBL        UA6CC         599 081       
QSO: 14050 CW 2020-11-14 1253 OK2KG         599 GBL        RA3NC         599 066       
QSO: 14050 CW 2020-11-14 1253 OK2KG         599 GBL        R4BZ          599 069       
QSO: 14050 CW 2020-11-14 1254 OK2KG         599 GBL        YL7X          599 098       
QSO: 14050 CW 2020-11-14 1254 OK2KG         599 GBL        LY2J          599 026       
QSO: 14050 CW 2020-11-14 1255 OK2KG         599 GBL        R7DA          599 053       
QSO: 14050 CW 2020-11-14 1255 OK2KG         599 GBL        R7CT          599 067       
QSO: 14050 CW 2020-11-14 1255 OK2KG         599 GBL        DL8HK         599 029       
QSO: 14050 CW 2020-11-14 1256 OK2KG         599 GBL        UF5A          599 082       
QSO: 14050 CW 2020-11-14 1256 OK2KG         599 GBL        UA3RBR        599 069       
QSO: 14050 CW 2020-11-14 1257 OK2KG         599 GBL        RT2C          599 058       
QSO: 14050 CW 2020-11-14 1257 OK2KG         599 GBL        UA3AP         599 082       
QSO: 14050 CW 2020-11-14 1258 OK2KG         599 GBL        RN6A          599 099       
QSO: 14050 CW 2020-11-14 1258 OK2KG         599 GBL        Z33B          599 023       
QSO: 14050 CW 2020-11-14 1259 OK2KG         599 GBL        R3OR          599 056       
QSO: 14050 CW 2020-11-14 1259 OK2KG         599 GBL        RT5Q          599 034       
QSO: 14050 CW 2020-11-14 1300 OK2KG         599 GBL        RK3P          599 053       
