START-OF-LOG: 3.0
CREATED-BY: okomdx-downloader
CONTEST: OK-OM DX CW Contest 2020
CALLSIGN: OK2OP
OPERATORS: OK2OP
CATEGORY: SINGLE-OP 15M HIGHSINGLE-OP 20M HIGHSINGLE-OP 40M HIGHSINGLE-OP ALL HIGH
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: 40M
CATEGORY-MODE: CW
CATEGORY-POWER: HIGH
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
QSO: 14041 CW 2020-11-14 1203 OK2OP         599 GBM        LY3B          599 009       
QSO: 14044 CW 2020-11-14 1207 OK2OP         599 GBM        R7CT          599 007       
QSO: 14044 CW 2020-11-14 1208 OK2OP         599 GBM        R7MM          599 011       
QSO: 14044 CW 2020-11-14 1208 OK2OP         599 GBM        IZ2GRG        599 002       
QSO: 14044 CW 2020-11-14 1209 OK2OP         599 GBM        N8II          599 002       
QSO: 14044 CW 2020-11-14 1209 OK2OP         599 GBM        RX1AG         599 010       
QSO: 14044 CW 2020-11-14 1210 OK2OP         599 GBM        RM5F          599 016       
QSO: 14044 CW 2020-11-14 1211 OK2OP         599 GBM        UT3EV         599 005       
QSO: 14044 CW 2020-11-14 1211 OK2OP         599 GBM        RW1AI         599 003       
QSO: 14044 CW 2020-11-14 1212 OK2OP         599 GBM        SM3EAE        599 009       
QSO: 14044 CW 2020-11-14 1212 OK2OP         599 GBM        UA1AJ         599 005       
QSO: 14044 CW 2020-11-14 1213 OK2OP         599 GBM        RL6MF         599 007       
QSO: 14044 CW 2020-11-14 1213 OK2OP         599 GBM        RD3FT         599 008       
QSO: 14044 CW 2020-11-14 1214 OK2OP         599 GBM        RX9AF         599 012       
QSO: 14044 CW 2020-11-14 1215 OK2OP         599 GBM        LY2PX         599 008       
QSO: 14044 CW 2020-11-14 1215 OK2OP         599 GBM        RA1QX         599 011       
QSO: 14044 CW 2020-11-14 1216 OK2OP         599 GBM        RT9A          599 031       
QSO: 14044 CW 2020-11-14 1216 OK2OP         599 GBM        R4LC          599 007       
QSO: 14044 CW 2020-11-14 1218 OK2OP         599 GBM        YL7X          599 035       
QSO: 14044 CW 2020-11-14 1218 OK2OP         599 GBM        R4BZ          599 023       
QSO: 14044 CW 2020-11-14 1219 OK2OP         599 GBM        I2IFT         599 010       
QSO: 14044 CW 2020-11-14 1220 OK2OP         599 GBM        F5ICC         599 006       
QSO: 14044 CW 2020-11-14 1221 OK2OP         599 GBM        RA3AN         599 038       
QSO: 14044 CW 2020-11-14 1221 OK2OP         599 GBM        RN5AA         599 012       
QSO: 14044 CW 2020-11-14 1222 OK2OP         599 GBM        SE5E          599 002       
QSO: 14044 CW 2020-11-14 1223 OK2OP         599 GBM        RV3DBK        599 009       
QSO: 14044 CW 2020-11-14 1223 OK2OP         599 GBM        RA3NC         599 028       
QSO: 14044 CW 2020-11-14 1224 OK2OP         599 GBM        UN7ZO         599 017       
QSO: 14044 CW 2020-11-14 1229 OK2OP         599 GBM        R2ZA          599 019       
QSO: 14044 CW 2020-11-14 1229 OK2OP         599 GBM        UW1M          599 037       
QSO: 14044 CW 2020-11-14 1230 OK2OP         599 GBM        UX3I          599 032       
QSO: 14044 CW 2020-11-14 1230 OK2OP         599 GBM        R3EG          599 047       
QSO: 14044 CW 2020-11-14 1230 OK2OP         599 GBM        RW7F          599 052       
QSO: 14044 CW 2020-11-14 1230 OK2OP         599 GBM        RN4W          599 020       
QSO: 14044 CW 2020-11-14 1231 OK2OP         599 GBM        RZ1A          599 015       
QSO: 14044 CW 2020-11-14 1232 OK2OP         599 GBM        NR4M          599 035       
QSO: 14044 CW 2020-11-14 1233 OK2OP         599 GBM        UA3AP         599 043       
QSO: 14044 CW 2020-11-14 1233 OK2OP         599 GBM        SE2T          599 041       
QSO: 14044 CW 2020-11-14 1235 OK2OP         599 GBM        R3VL          599 037       
QSO: 14044 CW 2020-11-14 1235 OK2OP         599 GBM        RM4F          599 035       
QSO: 14044 CW 2020-11-14 1235 OK2OP         599 GBM        RN4SC         599 012       
QSO: 14044 CW 2020-11-14 1236 OK2OP         599 GBM        PA0CT         599 030       
QSO: 14044 CW 2020-11-14 1236 OK2OP         599 GBM        RN6A          599 062       
QSO: 14044 CW 2020-11-14 1236 OK2OP         599 GBM        RA3FD         599 015       
QSO: 14044 CW 2020-11-14 1237 OK2OP         599 GBM        G4IZZ         599 023       
QSO: 14044 CW 2020-11-14 1238 OK2OP         599 GBM        RX3N          599 032       
QSO: 14044 CW 2020-11-14 1240 OK2OP         599 GBM        UA6CC         599 064       
QSO: 14044 CW 2020-11-14 1240 OK2OP         599 GBM        K0ZR          599 044       
QSO: 14044 CW 2020-11-14 1241 OK2OP         599 GBM        RA5BF         599 016       
QSO: 14044 CW 2020-11-14 1241 OK2OP         599 GBM        RZ4AG         599 016       
QSO: 14044 CW 2020-11-14 1245 OK2OP         599 GBM        RT2C          599 044       
QSO: 14044 CW 2020-11-14 1246 OK2OP         599 GBM        R7DA          599 043       
QSO: 14044 CW 2020-11-14 1247 OK2OP         599 GBM        EA2AZ         599 047       
QSO: 14044 CW 2020-11-14 1248 OK2OP         599 GBM        OH4MDY        599 029       
QSO: 14044 CW 2020-11-14 1249 OK2OP         599 GBM        UA9XK         599 013       
QSO: 14044 CW 2020-11-14 1249 OK2OP         599 GBM        RU6MO         599 040       
QSO: 14044 CW 2020-11-14 1249 OK2OP         599 GBM        N2TM          599 021       
QSO: 14044 CW 2020-11-14 1251 OK2OP         599 GBM        EI6KW         599 027       
QSO: 14044 CW 2020-11-14 1251 OK2OP         599 GBM        EA3NO         599 037       
QSO: 14044 CW 2020-11-14 1252 OK2OP         599 GBM        UA3RBR        599 062       
QSO: 14044 CW 2020-11-14 1252 OK2OP         599 GBM        SV1AJO        599 027       
QSO: 14044 CW 2020-11-14 1254 OK2OP         599 GBM        LY9A          599 075       
QSO: 14044 CW 2020-11-14 1254 OK2OP         599 GBM        SV2ESW        599 038       
QSO: 14044 CW 2020-11-14 1254 OK2OP         599 GBM        R3OR          599 050       
QSO: 14044 CW 2020-11-14 1256 OK2OP         599 GBM        SM5CSS        599 019       
QSO: 14044 CW 2020-11-14 1257 OK2OP         599 GBM        RT5Q          599 031       
QSO: 14044 CW 2020-11-14 1258 OK2OP         599 GBM        RQ4C          599 019       
