START-OF-LOG: 3.0
CREATED-BY: okomdx-downloader
CONTEST: OK-OM DX CW Contest 2020
CALLSIGN: OM5CD
OPERATORS: OM5CD
CATEGORY: SINGLE-OP 80M HIGHSINGLE-OP ALL HIGH
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: 80M
CATEGORY-MODE: CW
CATEGORY-POWER: HIGH
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
QSO: 21026 CW 2020-11-14 1205 OM5CD         599 BAB        F6GVC         599 002       
QSO: 21026 CW 2020-11-14 1206 OM5CD         599 BAB        UN0C          599 004       
QSO: 21026 CW 2020-11-14 1207 OM5CD         599 BAB        RT9A          599 013       
QSO: 21026 CW 2020-11-14 1207 OM5CD         599 BAB        LY9A          599 011       
QSO: 21026 CW 2020-11-14 1208 OM5CD         599 BAB        SM5DXT        599 003       
QSO: 21026 CW 2020-11-14 1208 OM5CD         599 BAB        UA9R          599 001       
QSO: 21026 CW 2020-11-14 1210 OM5CD         599 BAB        UA9CES        599 007       
QSO: 21026 CW 2020-11-14 1211 OM5CD         599 BAB        RM4F          599 009       
QSO: 21026 CW 2020-11-14 1213 OM5CD         599 BAB        PY1VOY        599 004       
QSO: 21026 CW 2020-11-14 1213 OM5CD         599 BAB        PA3AAV        599 012       
QSO: 21026 CW 2020-11-14 1214 OM5CD         599 BAB        G3RWF         599 001       
QSO: 21026 CW 2020-11-14 1217 OM5CD         599 BAB        SV1ENG        599 009       
QSO: 21026 CW 2020-11-14 1217 OM5CD         599 BAB        CT7AGZ        599 017       
QSO: 21026 CW 2020-11-14 1218 OM5CD         599 BAB        RA9CCK        599 004       
QSO: 21026 CW 2020-11-14 1219 OM5CD         599 BAB        EA1X          599 005       
QSO: 21026 CW 2020-11-14 1220 OM5CD         599 BAB        LZ6C          599 009       
QSO: 21026 CW 2020-11-14 1223 OM5CD         599 BAB        WA1Z          599 013       
QSO: 21026 CW 2020-11-14 1224 OM5CD         599 BAB        RX9L          599 009       
QSO: 21019 CW 2020-11-14 1246 OM5CD         599 BAB        N4BP          599 043       
QSO: 21019 CW 2020-11-14 1246 OM5CD         599 BAB        K2LE          599 016       
QSO: 21019 CW 2020-11-14 1246 OM5CD         599 BAB        YL7A          599 037       
QSO: 21019 CW 2020-11-14 1247 OM5CD         599 BAB        EA1CS         599 008       
QSO: 21019 CW 2020-11-14 1247 OM5CD         599 BAB        K1GQ          599 014       
QSO: 21019 CW 2020-11-14 1249 OM5CD         599 BAB        EA7A          599 032       
QSO: 21019 CW 2020-11-14 1250 OM5CD         599 BAB        F8DBF         599 010       
QSO: 21019 CW 2020-11-14 1252 OM5CD         599 BAB        OY1CT         599 001       
QSO: 21018 CW 2020-11-14 1256 OM5CD         599 BAB        PY1CC         599 006       
QSO: 14041 CW 2020-11-14 1310 OM5CD         599 BAB        N3RD          599 024       
QSO: 14041 CW 2020-11-14 1310 OM5CD         599 BAB        LA8HGA        599 058       
QSO: 14041 CW 2020-11-14 1310 OM5CD         599 BAB        R3VL          599 072       
QSO: 14041 CW 2020-11-14 1311 OM5CD         599 BAB        R3EG          599 098       
QSO: 14041 CW 2020-11-14 1311 OM5CD         599 BAB        RM4F          599 098       
QSO: 14041 CW 2020-11-14 1311 OM5CD         599 BAB        R7MM          599 111       
QSO: 14041 CW 2020-11-14 1311 OM5CD         599 BAB        RN5AA         599 053       
QSO: 14041 CW 2020-11-14 1312 OM5CD         599 BAB        RN6A          599 117       
QSO: 14041 CW 2020-11-14 1312 OM5CD         599 BAB        OH6LW         599 047       
QSO: 14041 CW 2020-11-14 1312 OM5CD         599 BAB        LY2J          599 040       
QSO: 14041 CW 2020-11-14 1313 OM5CD         599 BAB        N8II          599 073       
QSO: 14041 CW 2020-11-14 1313 OM5CD         599 BAB        UF5A          599 094       
QSO: 14041 CW 2020-11-14 1313 OM5CD         599 BAB        RA3AN         599 113       
