START-OF-LOG: 3.0
CREATED-BY: okomdx-downloader
CONTEST: OK-OM DX CW Contest 2020
CALLSIGN: OL2A
OPERATORS: OK2PEM
CATEGORY: SINGLE-OP 40M LOWSINGLE-OP 20M LOWSINGLE-OP 80M LOWSINGLE-OP ALL LOW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: 80M
CATEGORY-MODE: CW
CATEGORY-POWER: LOW
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
QSO: 14000 CW 2020-11-14 1200 OL2A          599 GZS        EA1IQ         599 1         
QSO: 14000 CW 2020-11-14 1203 OL2A          599 GZS        EA5DO         599 2         
QSO: 14000 CW 2020-11-14 1203 OL2A          599 GZS        RD8D          599 1         
QSO: 14000 CW 2020-11-14 1204 OL2A          599 GZS        RT2C          599 10        
QSO: 14000 CW 2020-11-14 1205 OL2A          599 GZS        UA3AP         599 7         
QSO: 14000 CW 2020-11-14 1205 OL2A          599 GZS        R3OR          599 5         
QSO: 14000 CW 2020-11-14 1206 OL2A          599 GZS        SE2T          599 11        
QSO: 14000 CW 2020-11-14 1207 OL2A          599 GZS        SM3EAE        599 4         
QSO: 14000 CW 2020-11-14 1209 OL2A          599 GZS        OG7KA         599 7         
QSO: 14000 CW 2020-11-14 1209 OL2A          599 GZS        RX9AF         599 6         
QSO: 14000 CW 2020-11-14 1210 OL2A          599 GZS        R3VL          599 12        
QSO: 14000 CW 2020-11-14 1211 OL2A          599 GZS        RA5BF         599 5         
QSO: 14000 CW 2020-11-14 1212 OL2A          599 GZS        RA3AN         599 20        
QSO: 14000 CW 2020-11-14 1213 OL2A          599 GZS        RQ4C          599 1         
QSO: 14000 CW 2020-11-14 1214 OL2A          599 GZS        RM7C          599 15        
QSO: 14000 CW 2020-11-14 1214 OL2A          599 GZS        RM5F          599 18        
QSO: 14000 CW 2020-11-14 1215 OL2A          599 GZS        R7CT          599 18        
QSO: 14000 CW 2020-11-14 1216 OL2A          599 GZS        UW1M          599 9         
QSO: 14000 CW 2020-11-14 1216 OL2A          599 GZS        R3EG          599 23        
QSO: 14000 CW 2020-11-14 1216 OL2A          599 GZS        RW7F          599 28        
QSO: 14000 CW 2020-11-14 1217 OL2A          599 GZS        R7AC          599 14        
QSO: 14000 CW 2020-11-14 1217 OL2A          599 GZS        RN6A          599 32        
QSO: 14000 CW 2020-11-14 1218 OL2A          599 GZS        EA2AZ         599 16        
QSO: 14000 CW 2020-11-14 1219 OL2A          599 GZS        UA6CC         599 31        
QSO: 14000 CW 2020-11-14 1219 OL2A          599 GZS        YL7X          599 37        
QSO: 14000 CW 2020-11-14 1220 OL2A          599 GZS        NR4M          599 22        
QSO: 14000 CW 2020-11-14 1221 OL2A          599 GZS        RA1TU         599 18        
QSO: 14000 CW 2020-11-14 1222 OL2A          599 GZS        OH4MDY        599 16        
QSO: 14000 CW 2020-11-14 1224 OL2A          599 GZS        I2IFT         599 17        
QSO: 14000 CW 2020-11-14 1229 OL2A          599 GZS        RL9L          599 21        
QSO: 14000 CW 2020-11-14 1241 OL2A          599 GZS        UN7ZO         599 37        
QSO: 14000 CW 2020-11-14 1245 OL2A          599 GZS        R7DA          599 42        
QSO: 14000 CW 2020-11-14 1245 OL2A          599 GZS        RM4F          599 53        
QSO: 14000 CW 2020-11-14 1245 OL2A          599 GZS        RX3N          599 43        
