START-OF-LOG: 2.0
ARRL-SECTION: DX
CALLSIGN: G0TSM
CATEGORY: SINGLE-OP-ASSISTED ALL
CLAIMED-SCORE: 508080
CLUB: 
CONTEST: CQ-WW-SSB
CREATED-BY: WriteLog V10.55D
NAME: Darren Collins
OPERATORS: G0TSM
SOAPBOX: FT1000MP, Yaesu Quadra, 10,15,20M Hexbeam @25ft. 40/80/160 Windom @ 40ft.
QSO:  7066 PH 2005-10-29 0521 G0TSM          59     14 IR7G           59     15 
QSO: 14305 PH 2005-10-29 0524 G0TSM          59     14 UA3EDQ         59     16 
QSO: 14188 PH 2005-10-29 0531 G0TSM          59     14 YO4AAC         59     20 
QSO: 14177 PH 2005-10-29 0532 G0TSM          59     14 PI4CC          59     14 
QSO: 14186 PH 2005-10-29 0533 G0TSM          59     14 OT5A           59     14 
QSO:  7057 PH 2005-10-29 0538 G0TSM          59     14 9A7A           59     15 
QSO:  7047 PH 2005-10-29 0539 G0TSM          59     14 SP9KDA         59     15 
QSO:  7012 PH 2005-10-29 0542 G0TSM          59     14 V26B           59      8 
QSO:  7026 PH 2005-10-29 0547 G0TSM          59     14 6Y2Z           59      8 
QSO:  7049 PH 2005-10-29 0600 G0TSM          59     14 SQ6Z           59     15 
QSO:  3792 PH 2005-10-29 0602 G0TSM          59     14 TM2T           59     14 
QSO:  3781 PH 2005-10-29 0606 G0TSM          59     14 OZ7X           59     14 
QSO:  3779 PH 2005-10-29 0611 G0TSM          59     14 CU2B           59     14 
QSO:  7032 PH 2005-10-29 0632 G0TSM          59     14 J3A            59      8 
QSO:  3775 PH 2005-10-29 0639 G0TSM          59     14 OT5A           59     14 
QSO:  3754 PH 2005-10-29 0640 G0TSM          59     14 GM7V           59     14 
QSO:  3745 PH 2005-10-29 0641 G0TSM          59     14 EI7M           59     14 
QSO:  3734 PH 2005-10-29 0644 G0TSM          59     14 P40W           59      9 
QSO:  7062 PH 2005-10-29 0649 G0TSM          59     14 FY5KE          59      9 
QSO: 21151 PH 2005-10-29 0656 G0TSM          59     14 UT3EW          59     16 
QSO: 21155 PH 2005-10-29 0657 G0TSM          59     14 UK/JI2MED      59     17 
QSO: 21176 PH 2005-10-29 0658 G0TSM          59     14 JA6GCE         59     25 
QSO: 21182 PH 2005-10-29 0700 G0TSM          59     14 H2T            59     20 
QSO: 21198 PH 2005-10-29 0704 G0TSM          59     14 JI2KXK         59     25 
QSO: 21205 PH 2005-10-29 0705 G0TSM          59     14 UT0AZA         59     16 
QSO: 21215 PH 2005-10-29 0706 G0TSM          59     14 J49Z           59     20 
QSO: 21228 PH 2005-10-29 0706 G0TSM          59     14 A47RS          59     21 
QSO: 21245 PH 2005-10-29 0707 G0TSM          59     14 YI9LZ          59     21 
QSO: 21246 PH 2005-10-29 0709 G0TSM          59     14 UA9UR          59     18 
QSO: 21260 PH 2005-10-29 0709 G0TSM          59     14 UR5HAC         59     16 
QSO: 21268 PH 2005-10-29 0710 G0TSM          59     14 SV3FUP         59     20 
QSO: 21303 PH 2005-10-29 0715 G0TSM          59     14 UA3TCJ         59     16 
QSO: 21310 PH 2005-10-29 0715 G0TSM          59     14 ST2T           59     34 
QSO: 21316 PH 2005-10-29 0717 G0TSM          59     14 BV0J           59     24 
QSO: 21361 PH 2005-10-29 0721 G0TSM          59     14 JA3YBK         59     25 
QSO: 21373 PH 2005-10-29 0722 G0TSM          59     14 JA7YRR         59     25 
QSO: 21376 PH 2005-10-29 0725 G0TSM          59     14 JR1AIB         59     25 
QSO: 21399 PH 2005-10-29 0726 G0TSM          59     14 JA5BJC         59     25 
QSO: 21403 PH 2005-10-29 0726 G0TSM          59     14 RU6MM          59     16 
QSO: 21411 PH 2005-10-29 0727 G0TSM          59     14 JI2ZJS         59     25 
QSO: 21420 PH 2005-10-29 0729 G0TSM          59     14 9M2CNC         59     28 
QSO: 21426 PH 2005-10-29 0729 G0TSM          59     14 JH4UYB         59     25 
QSO: 21447 PH 2005-10-29 0730 G0TSM          59     14 RK0AXX         59     18 
QSO: 21447 PH 2005-10-29 0730 G0TSM          59     14 JA2BNN         59     25 
QSO: 21448 PH 2005-10-29 0731 G0TSM          59     14 JQ1NGT         59     25 
QSO: 21152 PH 2005-10-29 0732 G0TSM          59     14 EX8A           59     17 
QSO: 21159 PH 2005-10-29 0733 G0TSM          59     14 UN7JX          59     17 
QSO: 21162 PH 2005-10-29 0734 G0TSM          59     14 RK9DR          59     17 
QSO: 21156 PH 2005-10-29 0735 G0TSM          59     14 JR3RIY         59     25 
QSO: 14123 PH 2005-10-29 0736 G0TSM          59     14 LY9A           59     15 
QSO: 14125 PH 2005-10-29 0737 G0TSM          59     14 OH5B           59     15 
QSO: 21215 PH 2005-10-29 0747 G0TSM          59     14 OH6NJ          59     15 
QSO: 21234 PH 2005-10-29 0749 G0TSM          59     14 5B/AJ2O        59     20 
QSO: 21243 PH 2005-10-29 0750 G0TSM          59     14 JA5APU         59     25 
QSO: 21345 PH 2005-10-29 0803 G0TSM          59     14 OH4R           59     15 
QSO: 21389 PH 2005-10-29 0826 G0TSM          59     14 DQ4Q           59     14 
QSO: 21398 PH 2005-10-29 0834 G0TSM          59     14 EU1PA          59     16 
QSO: 21407 PH 2005-10-29 0837 G0TSM          59     14 VK4ANN         59     30 
QSO: 21407 PH 2005-10-29 0837 G0TSM          59     14 RK3XWD         59     16 
QSO: 21407 PH 2005-10-29 0838 G0TSM          59     14 ES5CX          59     15 
QSO: 21407 PH 2005-10-29 0839 G0TSM          59     14 UA0SE          59     18 
QSO: 21407 PH 2005-10-29 0839 G0TSM          59     14 UA1WGV         59     16 
QSO: 21407 PH 2005-10-29 0839 G0TSM          59     14 RL3AB          59     16 
QSO: 21407 PH 2005-10-29 0840 G0TSM          59     14 UA9CMQ         59     17 
QSO: 21407 PH 2005-10-29 0842 G0TSM          59     14 ES6KW          59     15 
QSO: 21407 PH 2005-10-29 0843 G0TSM          59     14 YL1XN          59     15 
QSO: 21407 PH 2005-10-29 0845 G0TSM          59     14 RV4LC          59     16 
QSO: 21407 PH 2005-10-29 0845 G0TSM          59     14 CU2/OH1VR      59     14 
QSO: 21407 PH 2005-10-29 0846 G0TSM          59     14 RV1AE          59     16 
QSO: 21407 PH 2005-10-29 0846 G0TSM          59     14 UY5TE          59     16 
QSO: 21407 PH 2005-10-29 0848 G0TSM          59     14 LY2AE          59     15 
QSO: 21407 PH 2005-10-29 0848 G0TSM          59     14 RZ4HZW         59     16 
QSO: 21407 PH 2005-10-29 0849 G0TSM          59     14 EW2EO          59     16 
QSO: 21407 PH 2005-10-29 0849 G0TSM          59     14 UY0UY/P        59     16 
QSO: 21407 PH 2005-10-29 0849 G0TSM          59     14 LY9A           59     15 
QSO: 21407 PH 2005-10-29 0850 G0TSM          59     14 RA6DE          59     16 
QSO: 21407 PH 2005-10-29 0852 G0TSM          59     14 UT9MZ          59     16 
QSO: 28533 PH 2005-10-29 1059 G0TSM          59     14 5B/AJ2O        59     20 
QSO: 28490 PH 2005-10-29 1105 G0TSM          59     14 VQ9X           59     39 
QSO: 28488 PH 2005-10-29 1105 G0TSM          59     14 J49Z           59     20 
QSO: 28482 PH 2005-10-29 1105 G0TSM          59     14 ED3SSB         59     14 
QSO: 28460 PH 2005-10-29 1106 G0TSM          59     14 EA5YJ          59     14 
QSO: 28459 PH 2005-10-29 1107 G0TSM          59     14 EA4KR          59     14 
QSO: 28463 PH 2005-10-29 1111 G0TSM          59     14 EA5GX          59     14 
QSO: 28463 PH 2005-10-29 1113 G0TSM          59     14 EA4DAT         59     14 
QSO: 28463 PH 2005-10-29 1114 G0TSM          59     14 CT7Z           59     14 
QSO: 28463 PH 2005-10-29 1123 G0TSM          59     14 EA1BFZ         59     14 
QSO: 28463 PH 2005-10-29 1123 G0TSM          59     14 IK2SAI         59     15 
QSO: 28463 PH 2005-10-29 1131 G0TSM          59     14 EA4AMJ         59     14 
QSO: 28463 PH 2005-10-29 1133 G0TSM          59     14 EA1DWE         59     14 
QSO: 28463 PH 2005-10-29 1134 G0TSM          59     14 CT1ESQ         59     14 
QSO: 28463 PH 2005-10-29 1134 G0TSM          59     14 CT1DIN         59     14 
QSO: 28463 PH 2005-10-29 1135 G0TSM          59     14 EA2ASB         59     14 
QSO: 28463 PH 2005-10-29 1140 G0TSM          59     14 CT2GQN         59     14 
QSO: 28463 PH 2005-10-29 1140 G0TSM          59     14 CT1FMS         59     14 
QSO: 28463 PH 2005-10-29 1140 G0TSM          59     14 EA3AKY         59     14 
QSO: 28463 PH 2005-10-29 1140 G0TSM          59     14 CT2HWP         59     14 
QSO: 28463 PH 2005-10-29 1141 G0TSM          59     14 EA4DXP         59     14 
QSO: 28463 PH 2005-10-29 1141 G0TSM          59     14 CT1EGW         59     14 
QSO: 28463 PH 2005-10-29 1142 G0TSM          59     14 EA1BP          59     14 
QSO: 28518 PH 2005-10-29 1146 G0TSM          59     14 EA9AM          59     33 
QSO: 28493 PH 2005-10-29 1148 G0TSM          59     14 EA9GW          59     33 
QSO: 28470 PH 2005-10-29 1149 G0TSM          59     14 EA7TN          59     14 
QSO: 21210 PH 2005-10-29 1153 G0TSM          59     14 J3/SP9PT       59      8 
QSO: 21208 PH 2005-10-29 1153 G0TSM          59     14 CT1BOL         59     14 
QSO: 21201 PH 2005-10-29 1154 G0TSM          59     14 K3CR           59      5 
QSO: 21198 PH 2005-10-29 1154 G0TSM          59     14 UT3IM          59     16 
QSO: 21192 PH 2005-10-29 1155 G0TSM          59     14 PJ4W           59      9 
QSO: 21190 PH 2005-10-29 1155 G0TSM          59     14 VE3EJ          59      4 
QSO: 21183 PH 2005-10-29 1156 G0TSM          59     14 P40W           59      9 
QSO: 21172 PH 2005-10-29 1157 G0TSM          59     14 SV1UT          59     20 
QSO: 21174 PH 2005-10-29 1159 G0TSM          59     14 HI3NR          59      8 
QSO: 21159 PH 2005-10-29 1159 G0TSM          59     14 TF3ZA          59     40 
QSO: 21156 PH 2005-10-29 1200 G0TSM          59     14 IH9P           59     33 
QSO: 21154 PH 2005-10-29 1200 G0TSM          59     14 EC8AUZ         59     33 
QSO: 21143 PH 2005-10-29 1201 G0TSM          59     14 J7DM           59      8 
QSO: 21126 PH 2005-10-29 1201 G0TSM          59     14 VY2PA          59      5 
QSO: 21130 PH 2005-10-29 1202 G0TSM          59     14 VO1MP          59      5 
QSO: 21135 PH 2005-10-29 1202 G0TSM          59     14 FG/K9NW        59      8 
QSO: 21206 PH 2005-10-29 1205 G0TSM          59     14 K5ZD           59      5 
QSO: 21233 PH 2005-10-29 1208 G0TSM          59     14 CT9L           59     33 
QSO: 21234 PH 2005-10-29 1208 G0TSM          59     14 EA9LZ          59     33 
QSO: 21356 PH 2005-10-29 1211 G0TSM          59     14 YV4A           59      9 
QSO: 14137 PH 2005-10-29 1215 G0TSM          59     14 KG4WW          59      8 
QSO: 14133 PH 2005-10-29 1216 G0TSM          59     14 S53M           59     15 
QSO: 14127 PH 2005-10-29 1217 G0TSM          59     14 UN6LN          59     17 
QSO: 14125 PH 2005-10-29 1217 G0TSM          59     14 VE1JF          59      5 
QSO: 14119 PH 2005-10-29 1219 G0TSM          59     14 YL5W           59     15 
QSO: 14143 PH 2005-10-29 1220 G0TSM          59     14 VC3O           59      4 
QSO: 14148 PH 2005-10-29 1221 G0TSM          59     14 VE2IM          59      2 
QSO: 14155 PH 2005-10-29 1221 G0TSM          59     14 K2XA           59      5 
QSO: 14159 PH 2005-10-29 1222 G0TSM          59     14 K3NA           59      5 
QSO: 14160 PH 2005-10-29 1223 G0TSM          59     14 K3II           59      5 
QSO: 14162 PH 2005-10-29 1223 G0TSM          59     14 W3BGN          59      5 
QSO: 14169 PH 2005-10-29 1224 G0TSM          59     14 N8II           59      5 
QSO: 14182 PH 2005-10-29 1225 G0TSM          59     14 WC1M           59      5 
QSO: 21433 PH 2005-10-29 1227 G0TSM          59     14 KP3Z           59      8 
QSO: 21428 PH 2005-10-29 1227 G0TSM          59     14 N1DD           59      5 
QSO: 21427 PH 2005-10-29 1227 G0TSM          59     14 AA3B           59      5 
QSO: 21417 PH 2005-10-29 1422 G0TSM          59     14 N4PQX          59      5 
QSO: 21427 PH 2005-10-29 1422 G0TSM          59     14 K3OOO          59      5 
QSO: 21431 PH 2005-10-29 1423 G0TSM          59     14 KQ3F           59      5 
QSO: 28500 PH 2005-10-29 1425 G0TSM          59     14 MD4K           59     14 
QSO: 21402 PH 2005-10-29 1430 G0TSM          59     14 NY1Q           59      5 
QSO: 21400 PH 2005-10-29 1431 G0TSM          59     14 NQ4I           59      5 
QSO: 21392 PH 2005-10-29 1432 G0TSM          59     14 K0TV           59      5 
QSO: 21390 PH 2005-10-29 1433 G0TSM          59     14 N1IQ           59      5 
QSO: 21388 PH 2005-10-29 1433 G0TSM          59     14 AI4K           59      5 
QSO: 21375 PH 2005-10-29 1434 G0TSM          59     14 W3LPL          59      5 
QSO: 21372 PH 2005-10-29 1435 G0TSM          59     14 SV9/OH4FR      59     20 
QSO: 21362 PH 2005-10-29 1437 G0TSM          59     14 ER3R           59     16 
QSO: 21363 PH 2005-10-29 1458 G0TSM          59     14 W3PP           59      5 
QSO: 21268 PH 2005-10-29 1502 G0TSM          59     14 K6NA           59      3 
QSO: 21268 PH 2005-10-29 1502 G0TSM          59     14 VA2UK          59      5 
QSO: 21268 PH 2005-10-29 1504 G0TSM          59     14 W2ED           59      5 
QSO: 21268 PH 2005-10-29 1504 G0TSM          59     14 K1TH           59      5 
QSO: 14206 PH 2005-10-29 1625 G0TSM          59     14 WD5R           59      4 
QSO: 14339 PH 2005-10-29 1626 G0TSM          59     14 TF3CW          59     40 
QSO: 14113 PH 2005-10-29 1629 G0TSM          59     14 VE6WQ          59      4 
QSO: 14122 PH 2005-10-29 1630 G0TSM          59     14 VE3RM          59      4 
QSO: 14125 PH 2005-10-29 1631 G0TSM          59     14 PJ4W           59      9 
QSO: 14136 PH 2005-10-29 1632 G0TSM          59     14 VC6R           59      4 
QSO: 14134 PH 2005-10-29 1633 G0TSM          59     14 OR5N           59     14 
QSO: 14140 PH 2005-10-29 1633 G0TSM          59     14 VA5DX          59      4 
QSO: 14142 PH 2005-10-29 1634 G0TSM          59     14 VO1AU          59      5 
QSO: 14143 PH 2005-10-29 1635 G0TSM          59     14 VE5SF          59      4 
QSO: 14146 PH 2005-10-29 1636 G0TSM          59     14 VE7GL          59      3 
QSO: 14150 PH 2005-10-29 1637 G0TSM          59     14 K3LR           59      5 
QSO: 14152 PH 2005-10-29 1637 G0TSM          59     14 NQ4I           59      5 
QSO: 14153 PH 2005-10-29 1638 G0TSM          59     14 W3LPL          59      5 
QSO: 14156 PH 2005-10-29 1639 G0TSM          59     14 KC1XX          59      5 
QSO: 14159 PH 2005-10-29 1658 G0TSM          59     14 N2LT           59      5 
QSO: 14160 PH 2005-10-29 1706 G0TSM          59     14 K1TTT          59      5 
QSO: 14161 PH 2005-10-29 1707 G0TSM          59     14 K7RL           59      5 
QSO: 14162 PH 2005-10-29 1707 G0TSM          59     14 K3ZO           59      5 
QSO: 14167 PH 2005-10-29 1710 G0TSM          59     14 N1UR           59      5 
QSO: 14200 PH 2005-10-29 1712 G0TSM          59     14 WA1MKE         59      4 
QSO: 14200 PH 2005-10-29 1712 G0TSM          59     14 WA2WGF         59      5 
QSO: 14200 PH 2005-10-29 1713 G0TSM          59     14 N6ZS           59      3 
QSO: 14200 PH 2005-10-29 1714 G0TSM          59     14 WA7LT          59      3 
QSO: 14200 PH 2005-10-29 1715 G0TSM          59     14 LY2FN          59     15 
QSO: 14200 PH 2005-10-29 1716 G0TSM          59     14 W1LLU          59      5 
QSO: 14200 PH 2005-10-29 1717 G0TSM          59     14 W6IXP          59      3 
QSO: 14200 PH 2005-10-29 1717 G0TSM          59     14 N6NF           59      3 
QSO: 14200 PH 2005-10-29 1719 G0TSM          59     14 K1EO           59      5 
QSO: 14200 PH 2005-10-29 1720 G0TSM          59     14 N2KPB          59      5 
QSO: 14200 PH 2005-10-29 1720 G0TSM          59     14 N3PV           59      5 
QSO: 14200 PH 2005-10-29 1720 G0TSM          59     14 W2AX           59      5 
QSO: 14200 PH 2005-10-29 1720 G0TSM          59     14 K1RX           59      5 
QSO: 14200 PH 2005-10-29 1721 G0TSM          59     14 W9DEW          59      4 
QSO: 14200 PH 2005-10-29 1721 G0TSM          59     14 NE3F           59      5 
QSO: 14200 PH 2005-10-29 1722 G0TSM          59     14 LY7A           59     15 
QSO: 14200 PH 2005-10-29 1723 G0TSM          59     14 K6NA           59      3 
QSO: 14200 PH 2005-10-29 1725 G0TSM          59     14 W4MYA          59      5 
QSO: 14200 PH 2005-10-29 1725 G0TSM          59     14 VE3KP          59      4 
QSO: 21357 PH 2005-10-29 1727 G0TSM          59     14 VA3MAH         59      4 
QSO: 21357 PH 2005-10-29 1728 G0TSM          59     14 AB2TC          59      5 
QSO: 21357 PH 2005-10-29 1728 G0TSM          59     14 N3DG/2         59      5 
QSO: 21357 PH 2005-10-29 1729 G0TSM          59     14 WD9DZV         59      4 
QSO: 21357 PH 2005-10-29 1730 G0TSM          59     14 NJ2BB          59      5 
QSO: 21357 PH 2005-10-29 1730 G0TSM          59     14 W4KAZ          59      5 
QSO: 21357 PH 2005-10-29 1732 G0TSM          59     14 K2CS           59      5 
QSO: 21357 PH 2005-10-29 1732 G0TSM          59     14 N0IJ           59      4 
QSO: 21409 PH 2005-10-29 1738 G0TSM          59     14 KB1H           59      5 
QSO: 21398 PH 2005-10-29 1739 G0TSM          59     14 K4SSU          59      5 
QSO: 21379 PH 2005-10-29 1740 G0TSM          59     14 N3AD           59      5 
QSO: 21368 PH 2005-10-29 1741 G0TSM          59     14 W4RM           59      5 
QSO: 21341 PH 2005-10-29 1742 G0TSM          59     14 J3A            59      8 
QSO: 21293 PH 2005-10-29 1744 G0TSM          59     14 K3EST          59      3 
QSO: 21270 PH 2005-10-29 1745 G0TSM          59     14 6Y2Z           59      8 
QSO: 21212 PH 2005-10-29 1746 G0TSM          59     14 AA1K           59      5 
QSO: 21243 PH 2005-10-29 1747 G0TSM          59     14 W3BGN          59      5 
QSO: 21240 PH 2005-10-29 1749 G0TSM          59     14 VE3KP          59      4 
QSO: 21240 PH 2005-10-29 1752 G0TSM          59     14 K0RH           59      5 
QSO: 21240 PH 2005-10-29 1755 G0TSM          59     14 N4NW           59      5 
QSO: 21240 PH 2005-10-29 1755 G0TSM          59     14 N8TR           59      4 
QSO: 21240 PH 2005-10-29 1755 G0TSM          59     14 K3LR           59      5 
QSO: 21240 PH 2005-10-29 1755 G0TSM          59     14 KC1XX          59      5 
QSO: 21240 PH 2005-10-29 1758 G0TSM          59     14 W3MF           59      5 
QSO: 21240 PH 2005-10-29 1759 G0TSM          59     14 VA3YP          59      4 
QSO: 21240 PH 2005-10-29 1800 G0TSM          59     14 K9XL           59      4 
QSO: 21240 PH 2005-10-29 1801 G0TSM          59     14 K3NA           59      5 
QSO: 21240 PH 2005-10-29 1802 G0TSM          59     14 W3PT           59      5 
QSO: 21240 PH 2005-10-29 1804 G0TSM          59     14 KU2M           59      5 
QSO: 21212 PH 2005-10-29 1806 G0TSM          59     14 W3DF           59      5 
QSO: 14236 PH 2005-10-29 1807 G0TSM          59     14 K1AR           59      5 
QSO: 14282 PH 2005-10-29 1808 G0TSM          59     14 W4TWB          59      5 
QSO:  3757 PH 2005-10-29 1810 G0TSM          59     14 OL7R           59     15 
QSO:  3764 PH 2005-10-29 1811 G0TSM          59     14 LY1DT          59     15 
QSO:  3685 PH 2005-10-29 1812 G0TSM          59     14 EW3EW          59     16 
QSO:  3774 PH 2005-10-29 1815 G0TSM          59     14 DF0CG          59     14 
QSO:  7073 PH 2005-10-29 1820 G0TSM          59     14 SM0P           59     14 
QSO:  3792 PH 2005-10-29 1834 G0TSM          59     14 LZ9W           59     20 
QSO:  3778 PH 2005-10-29 1834 G0TSM          59     14 9A7A           59     15 
QSO:  3688 PH 2005-10-29 1836 G0TSM          59     14 PI4D           59     14 
QSO:  3743 PH 2005-10-29 1837 G0TSM          59     14 HG6N           59     15 
QSO:  3725 PH 2005-10-29 1838 G0TSM          59     14 LX/ON4ACA      59     14 
QSO:  3713 PH 2005-10-29 1839 G0TSM          59     14 IR4M           59     15 
QSO:  3772 PH 2005-10-29 1840 G0TSM          59     14 SO9O           59     15 
QSO:  7041 PH 2005-10-29 1843 G0TSM          59     14 UU7J           59     16 
QSO:  7088 PH 2005-10-29 1847 G0TSM          59     14 UA3QDX         59     16 
QSO:  7075 PH 2005-10-29 1848 G0TSM          59     14 OM7M           59     15 
QSO:  7030 PH 2005-10-29 1849 G0TSM          59     14 A61AR          59     21 
QSO:  7026 PH 2005-10-29 1850 G0TSM          59     14 US7HZZ         59     16 
QSO:  7033 PH 2005-10-29 1852 G0TSM          59     14 UK9AA          59     17 
QSO: 14267 PH 2005-10-29 1909 G0TSM          59     14 WE3C           59      5 
QSO: 14277 PH 2005-10-29 1910 G0TSM          59     14 N3AD           59      5 
QSO: 14324 PH 2005-10-29 1912 G0TSM          59     14 KD3TB/VE2      59      2 
QSO: 14332 PH 2005-10-29 1913 G0TSM          59     14 WB9Z           59      4 
QSO: 14341 PH 2005-10-29 1914 G0TSM          59     14 K2OOO          59      5 
QSO: 14344 PH 2005-10-29 1914 G0TSM          59     14 KQ3F           59      5 
QSO: 14346 PH 2005-10-29 1915 G0TSM          59     14 W3MF           59      5 
QSO: 14243 PH 2005-10-29 1919 G0TSM          59     14 AA1K           59      5 
QSO: 14233 PH 2005-10-29 1919 G0TSM          59     14 W2RE           59      5 
QSO: 14217 PH 2005-10-29 1922 G0TSM          59     14 W8CZN          59      4 
QSO:  7031 PH 2005-10-29 1925 G0TSM          59     14 5B/AJ2O        59     20 
QSO:  7032 PH 2005-10-29 1926 G0TSM          59     14 EY8MM          59     17 
QSO:  7056 PH 2005-10-29 1959 G0TSM          59     14 LZ9W           59     20 
QSO:  7025 PH 2005-10-29 2000 G0TSM          59     14 EA9LZ          59     33 
QSO:  7100 PH 2005-10-29 2002 G0TSM          59     14 CU2/OH2PM      59     14 
QSO:  7095 PH 2005-10-29 2003 G0TSM          59     14 RW2F           59     15 
QSO:  3716 PH 2005-10-29 2004 G0TSM          59     14 S53EO          59     15 
QSO:  3653 PH 2005-10-29 2006 G0TSM          59     14 HB9H           59     14 
QSO:  3719 PH 2005-10-29 2007 G0TSM          59     14 M8C            59     14 
QSO:  3743 PH 2005-10-29 2009 G0TSM          59     14 RW2F           59     15 
QSO:  3762 PH 2005-10-29 2011 G0TSM          59     14 DQ4A           59     14 
QSO:  3750 PH 2005-10-29 2013 G0TSM          59     14 RU1A           59     16 
QSO:  3683 PH 2005-10-29 2015 G0TSM          59     14 4N0W           59     15 
QSO:  3676 PH 2005-10-29 2017 G0TSM          59     14 F5VJK          59     14 
QSO:  3673 PH 2005-10-29 2019 G0TSM          59     14 IQ5LV          59     15 
QSO:  3687 PH 2005-10-29 2020 G0TSM          59     14 ER3R           59     16 
QSO:  3636 PH 2005-10-29 2021 G0TSM          59     14 TF3ZA          59     40 
QSO:  3745 PH 2005-10-29 2022 G0TSM          59     14 TA3D           59     20 
QSO:  3699 PH 2005-10-29 2023 G0TSM          59     14 OH3OJ          59     15 
QSO:  3632 PH 2005-10-29 2023 G0TSM          59     14 PA1T           59     14 
QSO:  3628 PH 2005-10-29 2024 G0TSM          59     14 S56Y           59     15 
QSO:  3651 PH 2005-10-29 2025 G0TSM          59     14 EM2U           59     16 
QSO:  3763 PH 2005-10-29 2029 G0TSM          59     14 EA8/OH4NL      59     33 
