START-OF-LOG: 2.0
ARRL-SECTION: WMA
CALLSIGN: K1TTT
CLUB: Yankee Clipper Contest Club
CONTEST: CQ-WW-SSB
CATEGORY: MULTI-MULTI ALL HIGH SSB
CLAIMED-SCORE: 10697078
OPERATORS: AK2P, K1MK, K1TTT, K2WR, N1SR, N2OW, NT2X, W1EQO, W1RZF, W1TO, W3SM
NAME: David Robbins
CREATED-BY: N1MM Logger V5.10.10
QSO: 28468 PH 2005-10-29 0000 K1TTT         59  5      KA1SWK        59  05     2
QSO: 21260 PH 2005-10-29 0001 K1TTT         59  5      ZV5E          59  11     3
QSO: 21280 PH 2005-10-29 0002 K1TTT         59  5      PX5E          59  11     3
QSO:  3828 PH 2005-10-29 0002 K1TTT         59  5      DJ2YA         59  14     6
QSO:  3828 PH 2005-10-29 0002 K1TTT         59  5      S52G          59  15     6
QSO: 21333 PH 2005-10-29 0004 K1TTT         59  5      FY5KE         59  09     3
QSO: 28470 PH 2005-10-29 0004 K1TTT         59  5      PY2CX         59  11     2
QSO:  3828 PH 2005-10-29 0004 K1TTT         59  5      F6CTT         59  14     6
QSO:  7230 PH 2005-10-29 0004 K1TTT         59  5      F6KHM         59  14     5
QSO: 21360 PH 2005-10-29 0004 K1TTT         59  5      ZP5MAL        59  11     3
QSO: 28468 PH 2005-10-29 0005 K1TTT         59  5      ZV5K          59  11     2
QSO: 21209 PH 2005-10-29 0006 K1TTT         59  5      HK3JJH        59  09     3
QSO:  7225 PH 2005-10-29 0006 K1TTT         59  5      IR4T          59  15     5
QSO: 21201 PH 2005-10-29 0007 K1TTT         59  5      XQ3/IQ6CC     59  12     3
QSO: 28478 PH 2005-10-29 0008 K1TTT         59  5      PY5XT         59  11     2
QSO: 21213 PH 2005-10-29 0008 K1TTT         59  5      PS2T          59  11     3
QSO:  7209 PH 2005-10-29 0008 K1TTT         59  5      EA8ZS         59  33     5
QSO: 21224 PH 2005-10-29 0009 K1TTT         59  5      LR1F          59  13     3
QSO:  7219 PH 2005-10-29 0010 K1TTT         59  5      SQ6Z          59  15     5
QSO:  3828 PH 2005-10-29 0010 K1TTT         59  5      OH1TX         59  15     6
QSO: 14227 PH 2005-10-29 0010 K1TTT         59  5      LT1D          59  13     4
QSO:  7211 PH 2005-10-29 0011 K1TTT         59  5      9A7A          59  15     5
QSO: 28452 PH 2005-10-29 0011 K1TTT         59  5      LT2H          59  13     2
QSO: 14237 PH 2005-10-29 0011 K1TTT         59  5      YV5YMA        59  09     4
QSO: 21240 PH 2005-10-29 0012 K1TTT         59  5      LW9ETQ        59  13     3
QSO: 21257 PH 2005-10-29 0012 K1TTT         59  5      ZY3Y          59  11     3
QSO:  7240 PH 2005-10-29 0013 K1TTT         59  5      TF/N0HJZ      59  40     5
QSO: 14208 PH 2005-10-29 0014 K1TTT         59  5      LU8VCC        59  13     4
QSO: 21271 PH 2005-10-29 0014 K1TTT         59  5      LV5V          59  13     3
QSO:  3828 PH 2005-10-29 0016 K1TTT         59  5      OH5LF         59  15     6
QSO:  3828 PH 2005-10-29 0016 K1TTT         59  5      G5W           59  14     6
QSO: 14223 PH 2005-10-29 0017 K1TTT         59  5      VP9/K0ARY     59  05     4
QSO:  7210 PH 2005-10-29 0017 K1TTT         59  5      YT7A          59  15     5
QSO: 21284 PH 2005-10-29 0017 K1TTT         59  5      CX4CR         59  13     3
QSO: 14180 PH 2005-10-29 0017 K1TTT         59  5      LU8YE         59  13     4
QSO: 21290 PH 2005-10-29 0018 K1TTT         59  5      PY2EJ         59  11     3
QSO:  3828 PH 2005-10-29 0018 K1TTT         59  5      GM0F          59  14     6
QSO: 21296 PH 2005-10-29 0018 K1TTT         59  5      HC1JQ         59  10     3
QSO:  7280 PH 2005-10-29 0019 K1TTT         59  5      IR4X          59  15     5
QSO:  3828 PH 2005-10-29 0019 K1TTT         59  5      DP9N          59  14     6
QSO: 14177 PH 2005-10-29 0019 K1TTT         59  5      CE6SAX        59  12     4
QSO: 21310 PH 2005-10-29 0019 K1TTT         59  5      CE1L          59  12     3
QSO:  3828 PH 2005-10-29 0019 K1TTT         59  5      M8C           59  14     6
QSO:  7233 PH 2005-10-29 0020 K1TTT         59  5      OM7M          59  15     5
QSO:  3828 PH 2005-10-29 0020 K1TTT         59  5      VE3KP         59  04     6
QSO: 21315 PH 2005-10-29 0020 K1TTT         59  5      LT1F          59  13     3
QSO:  7193 PH 2005-10-29 0021 K1TTT         59  5      GW4BLE        59  14     5
QSO:  3828 PH 2005-10-29 0021 K1TTT         59  5      OL7R          59  15     6
QSO:  3828 PH 2005-10-29 0022 K1TTT         59  5      PC2T          59  14     6
QSO:  3828 PH 2005-10-29 0022 K1TTT         59  5      IO1T          59  15     6
QSO:  7169 PH 2005-10-29 0022 K1TTT         59  5      OM5M          59  15     5
QSO: 14212 PH 2005-10-29 0022 K1TTT         59  5      LR2F          59  13     4
QSO: 14204 PH 2005-10-29 0023 K1TTT         59  5      PY2NY         59  11     4
QSO:  7153 PH 2005-10-29 0023 K1TTT         59  5      OK1RI         59  15     5
QSO: 14202 PH 2005-10-29 0024 K1TTT         59  5      LT1F          59  13     4
QSO: 28418 PH 2005-10-29 0024 K1TTT         59  5      LU1HF         59  13     2
QSO: 14218 PH 2005-10-29 0024 K1TTT         59  5      FY/F5IRO      59  09     4
QSO:  7199 PH 2005-10-29 0025 K1TTT         59  5      9A5K          59  15     5
QSO:  3828 PH 2005-10-29 0026 K1TTT         59  5      SO9O          59  15     6
QSO:  7198 PH 2005-10-29 0026 K1TTT         59  5      OT5L          59  14     5
QSO:  3828 PH 2005-10-29 0026 K1TTT         59  5      IZ4DIW        59  15     6
QSO: 21321 PH 2005-10-29 0026 K1TTT         59  5      AY8A          59  13     3
QSO:  3828 PH 2005-10-29 0026 K1TTT         59  5      LZ1JY         59  20     6
QSO:  7173 PH 2005-10-29 0027 K1TTT         59  5      MI0LLL        59  14     5
QSO:  3828 PH 2005-10-29 0027 K1TTT         59  5      OM3LO         59  15     6
QSO: 14253 PH 2005-10-29 0027 K1TTT         59  5      V31MD         59  07     4
QSO:  3828 PH 2005-10-29 0027 K1TTT         59  5      RL3A          59  16     6
QSO:  3828 PH 2005-10-29 0028 K1TTT         59  5      5B/AJ2O       59  20     6
QSO: 14262 PH 2005-10-29 0028 K1TTT         59  5      ZX2B          59  11     4
QSO:  3828 PH 2005-10-29 0028 K1TTT         59  5      G1YLE         59  14     6
QSO:  3828 PH 2005-10-29 0028 K1TTT         59  5      EW3EW         59  16     6
QSO:  7234 PH 2005-10-29 0028 K1TTT         59  5      DQ0Q          59  14     5
QSO: 21263 PH 2005-10-29 0029 K1TTT         59  5      XR4B          59  12     3
QSO:  1866 PH 2005-10-29 0029 K1TTT         59  5      VE3KP         59  04     7
QSO:  1866 PH 2005-10-29 0029 K1TTT         59  5      VE3KP         59  04     7
QSO:  7219 PH 2005-10-29 0029 K1TTT         59  5      CT9L          59  33     5
QSO:  3828 PH 2005-10-29 0029 K1TTT         59  5      G3PPG         59  14     6
QSO:  7217 PH 2005-10-29 0030 K1TTT         59  5      DQ4W          59  14     5
QSO:  1866 PH 2005-10-29 0031 K1TTT         59  5      VE3MGY        59  04     7
QSO:  7222 PH 2005-10-29 0031 K1TTT         59  5      S58M          59  15     5
QSO:  1866 PH 2005-10-29 0031 K1TTT         59  5      VE2CQ         59  05     7
QSO:  3828 PH 2005-10-29 0032 K1TTT         59  5      DL0TRZ        59  14     6
QSO: 14230 PH 2005-10-29 0032 K1TTT         59  5      KG4TPO        59  05     4
QSO:  7210 PH 2005-10-29 0032 K1TTT         59  5      5B/AJ2O       59  20     5
QSO:  3828 PH 2005-10-29 0032 K1TTT         59  5      YL9T          59  15     6
QSO:  1866 PH 2005-10-29 0033 K1TTT         59  5      K2WH          59  05     7
QSO:  7229 PH 2005-10-29 0033 K1TTT         59  5      SO6X          59  15     5
QSO:  7232 PH 2005-10-29 0034 K1TTT         59  5      4M5DX         59  09     5
QSO:  3828 PH 2005-10-29 0034 K1TTT         59  5      SP4Z          59  15     6
QSO:  7214 PH 2005-10-29 0034 K1TTT         59  5      LT1F          59  13     5
QSO:  3828 PH 2005-10-29 0035 K1TTT         59  5      IV3UHL        59  15     6
QSO: 14214 PH 2005-10-29 0036 K1TTT         59  5      D44TD         59  35     4
QSO: 14250 PH 2005-10-29 0036 K1TTT         59  5      CE4PBB        59  12     4
QSO:  3828 PH 2005-10-29 0036 K1TTT         59  5      US2IOO        59  16     6
QSO:  3828 PH 2005-10-29 0037 K1TTT         59  5      OK2ZC         59  15     6
QSO: 14220 PH 2005-10-29 0038 K1TTT         59  5      LT5Y          59  13     4
QSO:  7175 PH 2005-10-29 0038 K1TTT         59  5      6W6JX         59  35     5
QSO:  3828 PH 2005-10-29 0038 K1TTT         59  5      SM5U          59  14     6
QSO:  3828 PH 2005-10-29 0038 K1TTT         59  5      DL8FD         59  14     6
QSO: 21272 PH 2005-10-29 0038 K1TTT         59  5      KZ4ZZ         59  05     3
QSO:  3828 PH 2005-10-29 0039 K1TTT         59  5      YR7M          59  20     6
QSO: 21302 PH 2005-10-29 0039 K1TTT         59  5      CX6VM         59  13     3
QSO:  7228 PH 2005-10-29 0039 K1TTT         59  5      YR7M          59  20     5
QSO:  3828 PH 2005-10-29 0039 K1TTT         59  5      DL1PT         59  14     6
QSO: 14221 PH 2005-10-29 0040 K1TTT         59  5      VP9HE         59  05     4
QSO: 21305 PH 2005-10-29 0040 K1TTT         59  5      PY2LTY        59  11     3
QSO:  3828 PH 2005-10-29 0040 K1TTT         59  5      RA6AFB        59  16     6
QSO:  7245 PH 2005-10-29 0041 K1TTT         59  5      CT7T          59  14     5
QSO:  1866 PH 2005-10-29 0042 K1TTT         59  5      W0YVA         59  04     7
QSO: 14300 PH 2005-10-29 0042 K1TTT         59  5      CX9AU         59  13     4
QSO: 14286 PH 2005-10-29 0042 K1TTT         59  5      PY2TNT        59  11     4
QSO:  3828 PH 2005-10-29 0043 K1TTT         59  5      DF5AN         59  14     6
QSO:  1866 PH 2005-10-29 0043 K1TTT         59  5      VE1ZJ         59  05     7
QSO: 14184 PH 2005-10-29 0043 K1TTT         59  5      PY2BRZ        59  11     4
QSO: 21205 PH 2005-10-29 0043 K1TTT         59  5      LU1FC         59  13     3
QSO:  7250 PH 2005-10-29 0044 K1TTT         59  5      LX6T          59  14     5
QSO: 14281 PH 2005-10-29 0044 K1TTT         59  5      LS1A          59  13     4
QSO: 21208 PH 2005-10-29 0044 K1TTT         59  5      PY2RDS        59  11     3
QSO: 14286 PH 2005-10-29 0044 K1TTT         59  5      VP9I          59  05     4
QSO: 28433 PH 2005-10-29 0044 K1TTT         59  5      CX1AV         59  13     2
QSO:  3828 PH 2005-10-29 0044 K1TTT         59  5      EA2AYD        59  14     6
