START-OF-LOG: 2.0
ARRL-SECTION: MAR
CALLSIGN: VY2LI
CATEGORY: SINGLE-OP ALL HIGH 
CLAIMED-SCORE: 715250
CLUB: Maritime Contest Club
CONTEST: CQ-WW-SSB
CREATED-BY: WriteLog V10.55D
NAME: Bill Blydon
OPERATORS: VY2LI
SOAPBOX: Too many distractions,too many interruptions and tri-bander failure on Sunday
SOAPBOX: kept both time and score down but still a lot of fun after all these
SOAPBOX: years.Thanks to all who made into my log.See you in the next one.
SOAPBOX: 
SOAPBOX: 
QSO: 14000 PH 2005-10-29 0130 VY2LI          59      5 WP2Z           59      8 
QSO: 14000 PH 2005-10-29 0132 VY2LI          59      5 LT1F           59     13 
QSO: 14000 PH 2005-10-29 0133 VY2LI          59      5 LU8YE          59     13 
QSO: 14000 PH 2005-10-29 0134 VY2LI          59      5 V47KP          59      8 
QSO: 14000 PH 2005-10-29 0138 VY2LI          59      5 LU8VCC         59     13 
QSO: 14000 PH 2005-10-29 0139 VY2LI          59      5 6Y2Z           59      8 
QSO: 14000 PH 2005-10-29 0142 VY2LI          59      5 PJ7UQ          59      8 
QSO: 14000 PH 2005-10-29 0147 VY2LI          59      5 ZP5MAL         59     11 
QSO: 14000 PH 2005-10-29 0149 VY2LI          59      5 D44TD          59     35 
QSO: 14000 PH 2005-10-29 0153 VY2LI          59      5 ZD8Z           59     36 
QSO: 14000 PH 2005-10-29 0157 VY2LI          59      5 ZP0R           59     11 
QSO: 14000 PH 2005-10-29 0159 VY2LI          59      5 PJ4W           59      9 
QSO: 14000 PH 2005-10-29 0203 VY2LI          59      5 FY5KE          59      9 
QSO: 14000 PH 2005-10-29 0204 VY2LI          59      5 PY3PA          59     11 
QSO: 14000 PH 2005-10-29 0207 VY2LI          59      5 KP3Z           59      8 
QSO: 14000 PH 2005-10-29 0208 VY2LI          59      5 ZX2B           59     11 
QSO: 14000 PH 2005-10-29 0212 VY2LI          59      5 PR7AB          59     11 
QSO: 14000 PH 2005-10-29 0214 VY2LI          59      5 LR2F           59     13 
QSO: 14000 PH 2005-10-29 0214 VY2LI          59      5 PS2T           59     11 
QSO: 14000 PH 2005-10-29 0217 VY2LI          59      5 PW2C           59     11 
QSO: 14000 PH 2005-10-29 0220 VY2LI          59      5 PY2GA          59     11 
QSO: 14000 PH 2005-10-29 0225 VY2LI          59      5 LU1DK          59     13 
QSO: 14000 PH 2005-10-29 0226 VY2LI          59      5 PY2TNT         59     11 
QSO: 14000 PH 2005-10-29 0232 VY2LI          59      5 CX4CR          59     13 
QSO: 14000 PH 2005-10-29 0234 VY2LI          59      5 PY2RDS         59     11 
QSO: 14000 PH 2005-10-29 0235 VY2LI          59      5 HI3CCP         59      8 
QSO:  1800 PH 2005-10-29 0241 VY2LI          59      5 W2MF           59      5 
QSO:  1800 PH 2005-10-29 0243 VY2LI          59      5 KT1V           59      5 
QSO:  1800 PH 2005-10-29 0245 VY2LI          59      5 K3LR           59      5 
QSO:  1800 PH 2005-10-29 0250 VY2LI          59      5 VY2PA          59      5 
QSO:  1800 PH 2005-10-29 0253 VY2LI          59      5 N3CA           59      5 
QSO:  3500 PH 2005-10-29 0302 VY2LI          59      5 VE1JF          59      5 
QSO:  3500 PH 2005-10-29 0305 VY2LI          59      5 SN3A           59     15 
QSO:  3500 PH 2005-10-29 0306 VY2LI          59      5 IR4M           59     15 
QSO:  3500 PH 2005-10-29 0308 VY2LI          59      5 VE2IM          59      2 
QSO:  3500 PH 2005-10-29 0310 VY2LI          59      5 DF0CG          59     14 
QSO:  3500 PH 2005-10-29 0316 VY2LI          59      5 IR4X           59     15 
QSO:  3500 PH 2005-10-29 0319 VY2LI          59      5 EI7M           59     14 
QSO:  3500 PH 2005-10-29 0322 VY2LI          59      5 HA80IARU       59     15 
QSO:  3500 PH 2005-10-29 0327 VY2LI          59      5 TI5N           59      7 
QSO:  3500 PH 2005-10-29 0329 VY2LI          59      5 WP2Z           59      8 
QSO:  3500 PH 2005-10-29 0333 VY2LI          59      5 DJ4PT          59     14 
QSO:  3500 PH 2005-10-29 0335 VY2LI          59      5 6Y2Z           59      8 
QSO:  3500 PH 2005-10-29 0337 VY2LI          59      5 VP5T           59      8 
QSO:  3500 PH 2005-10-29 0340 VY2LI          59      5 8P9R           59      8 
QSO:  3500 PH 2005-10-29 0342 VY2LI          59      5 AB9H           59      4 
QSO:  3500 PH 2005-10-29 0342 VY2LI          59      5 KB0FHP         59      4 
QSO:  3500 PH 2005-10-29 0342 VY2LI          59      5 N3AD           59      5 
QSO:  3500 PH 2005-10-29 0343 VY2LI          59      5 KC2LSD         59      5 
QSO:  3500 PH 2005-10-29 0343 VY2LI          59      5 N4NW           59      5 
QSO:  3500 PH 2005-10-29 0343 VY2LI          59      5 KT3RR          59      5 
QSO:  3500 PH 2005-10-29 0344 VY2LI          59      5 W2XL           59      5 
QSO:  3500 PH 2005-10-29 0344 VY2LI          59      5 N3RS           59      5 
QSO:  3500 PH 2005-10-29 0344 VY2LI          59      5 N3PV           59      5 
QSO:  3500 PH 2005-10-29 0344 VY2LI          59      5 W1NT           59      5 
QSO:  3500 PH 2005-10-29 0344 VY2LI          59      5 W2RR           59      5 
QSO:  3500 PH 2005-10-29 0345 VY2LI          59      5 N9KI           59      4 
QSO:  3500 PH 2005-10-29 0345 VY2LI          59      5 W6PU           59      4 
QSO:  3500 PH 2005-10-29 0345 VY2LI          59      5 KB1H           59      5 
QSO:  3500 PH 2005-10-29 0347 VY2LI          59      5 W4STB          59      5 
QSO:  3500 PH 2005-10-29 0347 VY2LI          59      5 KU1CW          59      4 
QSO:  3500 PH 2005-10-29 0347 VY2LI          59      5 W4MYA          59      5 
QSO:  3500 PH 2005-10-29 0348 VY2LI          59      5 W4UNP          59      5 
QSO:  3500 PH 2005-10-29 0348 VY2LI          59      5 NE1B           59      5 
QSO:  3500 PH 2005-10-29 0348 VY2LI          59      5 NE3F           59      5 
QSO:  3500 PH 2005-10-29 0349 VY2LI          59      5 VA3RMW         59      4 
QSO:  3500 PH 2005-10-29 0349 VY2LI          59      5 AD4EB          59      4 
QSO:  3500 PH 2005-10-29 0349 VY2LI          59      5 NQ4I           59      5 
QSO:  3500 PH 2005-10-29 0350 VY2LI          59      5 W6KW           59      3 
QSO:  3500 PH 2005-10-29 0350 VY2LI          59      5 W3GQ           59      5 
QSO:  3500 PH 2005-10-29 0350 VY2LI          59      5 K2RR           59      5 
QSO:  3500 PH 2005-10-29 0351 VY2LI          59      5 WA2C           59      5 
QSO:  3500 PH 2005-10-29 0351 VY2LI          59      5 K3PL           59      5 
QSO:  3500 PH 2005-10-29 0352 VY2LI          59      5 N2KPB          59      5 
QSO:  3500 PH 2005-10-29 0353 VY2LI          59      5 N2IC           59      4 
QSO:  3500 PH 2005-10-29 0353 VY2LI          59      5 K2NG           59      5 
QSO:  3500 PH 2005-10-29 0353 VY2LI          59      5 K5RX           59      4 
QSO:  3500 PH 2005-10-29 0354 VY2LI          59      5 KX1X           59      5 
QSO:  3500 PH 2005-10-29 0354 VY2LI          59      5 N1CHP          59      5 
QSO:  3500 PH 2005-10-29 0354 VY2LI          59      5 N1MM           59      5 
QSO:  3500 PH 2005-10-29 0355 VY2LI          59      5 N9FN           59      4 
QSO:  3500 PH 2005-10-29 0355 VY2LI          59      5 N1DD           59      5 
QSO:  3500 PH 2005-10-29 0355 VY2LI          59      5 K8SMC          59      4 
QSO:  3500 PH 2005-10-29 0358 VY2LI          59      5 W1JQ           59      5 
QSO:  3500 PH 2005-10-29 0358 VY2LI          59      5 N2RM           59      5 
QSO:  3500 PH 2005-10-29 0358 VY2LI          59      5 NY1Q           59      5 
QSO:  3500 PH 2005-10-29 0359 VY2LI          59      5 K1DX           59      5 
QSO:  3500 PH 2005-10-29 0359 VY2LI          59      5 N2UN           59      5 
QSO:  3500 PH 2005-10-29 0359 VY2LI          59      5 N4PQX          59      5 
QSO:  3500 PH 2005-10-29 0359 VY2LI          59      5 K4PV           59      5 
QSO:  3500 PH 2005-10-29 0400 VY2LI          59      5 W3LL           59      5 
QSO:  3500 PH 2005-10-29 0400 VY2LI          59      5 N3IQ           59      5 
QSO:  3500 PH 2005-10-29 0401 VY2LI          59      5 V26B           59      8 
QSO:  3500 PH 2005-10-29 0401 VY2LI          59      5 W6YI           59      3 
QSO:  3500 PH 2005-10-29 0402 VY2LI          59      5 N4JF           59      4 
QSO:  3500 PH 2005-10-29 0402 VY2LI          59      5 W3HKK          59      5 
QSO:  3500 PH 2005-10-29 0403 VY2LI          59      5 N3LRW          59      5 
QSO:  3500 PH 2005-10-29 0403 VY2LI          59      5 K4SSU          59      5 
QSO:  3500 PH 2005-10-29 0404 VY2LI          59      5 KM5VI          59      4 
QSO:  3500 PH 2005-10-29 0404 VY2LI          59      5 K3MD           59      5 
QSO:  3500 PH 2005-10-29 0404 VY2LI          59      5 K8JQ           59      5 
QSO:  3500 PH 2005-10-29 0404 VY2LI          59      5 N1PGA          59      5 
QSO:  3500 PH 2005-10-29 0405 VY2LI          59      5 N2TN           59      5 
QSO:  3500 PH 2005-10-29 0405 VY2LI          59      5 N3KR           59      5 
QSO:  3500 PH 2005-10-29 0405 VY2LI          59      5 N2IXX          59      5 
