START-OF-LOG: 2.3
CREATED-BY: TR Log POST Version 6.79
CALLSIGN: VE5RI 
CONTEST: CQ-WW-SSB
ARRL-SECTION: SK
CATEGORY: MULTI-MULTI  
CLAIMED-SCORE: 1433128
CLUB: Sask Alta Contesters
NAME: c/o Bill Till
OPERATORS: VE5CMA VE5FF VE5FN VE5WI VA6NJK VE6BBP VE6FN VE6EZ 
SOAPBOX: Weird condx.  At start could hear scads of stations but they 
SOAPBOX: couldnt hear us. This continued for several hours then a switch 
SOAPBOX: got flipped and we could work anything we could hear. 20 was a 
SOAPBOX: screaming shambles and it was almost impossible to get a clear 
SOAPBOX: run freq.  15 was fun and held up nicely during daylight. 40, 
SOAPBOX: 80 and 160 were very productive after dark and produced some 
SOAPBOX: quite amazing DX for latitude 53+.  We had a weak N-S opening 
SOAPBOX: on 10 on the second day and 20 was even more crowded with EUs 
SOAPBOX: running wild from 14100 to 14350 until the last few hours when 
SOAPBOX: we got the usual run into the USA.  As can be seen from our 
SOAPBOX: score, our group took several beer breaks when enthusiasm waned.
QSO: 21000 PH 2005-10-29 0031 VE5RI         59  04     JI2UNR        59  25
QSO: 14000 PH 2005-10-29 0032 VE5RI         59  04     KC7UP         59  04
QSO: 14000 PH 2005-10-29 0033 VE5RI         59  04     WO6M          59  03
QSO: 21000 PH 2005-10-29 0034 VE5RI         59  04     JA5BJC        59  25
QSO: 14000 PH 2005-10-29 0036 VE5RI         59  04     XE2MX         59  06
QSO: 21000 PH 2005-10-29 0036 VE5RI         59  04     AH6NF         59  31
QSO: 21000 PH 2005-10-29 0042 VE5RI         59  04     JM1LPN        59  25
QSO:  7000 PH 2005-10-29 0046 VE5RI         59  04     PJ2T          59  09
QSO: 14000 PH 2005-10-29 0054 VE5RI         59  04     JA0JHA        59  25
QSO:  7000 PH 2005-10-29 0103 VE5RI         59  04     VC3O          59  04
QSO: 14000 PH 2005-10-29 0116 VE5RI         59  04     JR1AIB        59  25
QSO: 14000 PH 2005-10-29 0120 VE5RI         59  04     JG2KKG        59  25
QSO: 14000 PH 2005-10-29 0121 VE5RI         59  04     AL1G          59  01
QSO:  7000 PH 2005-10-29 0127 VE5RI         59  04     WP2Z          59  08
QSO:  3500 PH 2005-10-29 0130 VE5RI         59  04     K5NA          59  04
QSO: 14000 PH 2005-10-29 0133 VE5RI         59  04     JA7YRR        59  25
QSO: 14000 PH 2005-10-29 0137 VE5RI         59  04     JA3YBK        59  25
QSO: 14000 PH 2005-10-29 0139 VE5RI         59  04     JA5BJC        59  25
QSO: 14000 PH 2005-10-29 0146 VE5RI         59  04     KH7X          59  31
QSO: 14000 PH 2005-10-29 0158 VE5RI         59  04     W6TER         59  04
QSO: 14000 PH 2005-10-29 0208 VE5RI         59  04     N2IC          59  04
QSO: 14000 PH 2005-10-29 0212 VE5RI         59  04     JS3CTQ        59  25
QSO: 14000 PH 2005-10-29 0215 VE5RI         59  04     K7ZZ          59  03
QSO: 14000 PH 2005-10-29 0221 VE5RI         59  04     OH6KN         59  15
QSO: 14000 PH 2005-10-29 0227 VE5RI         59  04     K7ZSD         59  03
QSO:  7000 PH 2005-10-29 0227 VE5RI         59  04     VP5T          59  08
QSO:  3500 PH 2005-10-29 0228 VE5RI         59  04     VE7GL         59  03
QSO:  3500 PH 2005-10-29 0229 VE5RI         59  04     W6KW          59  03
QSO:  3500 PH 2005-10-29 0234 VE5RI         59  04     VC3O          59  04
QSO:  7000 PH 2005-10-29 0234 VE5RI         59  04     FM5BH         59  08
QSO:  3500 PH 2005-10-29 0254 VE5RI         59  04     6Y2Z          59  08
QSO:  3500 PH 2005-10-29 0256 VE5RI         59  04     VE7SV         59  03
QSO:  7000 PH 2005-10-29 0313 VE5RI         59  04     XE2K          59  06
QSO:  3500 PH 2005-10-29 0314 VE5RI         59  04     NK7U          59  03
QSO:  7000 PH 2005-10-29 0318 VE5RI         59  04     LT1F          59  13
QSO:  7000 PH 2005-10-29 0328 VE5RI         59  04     AH6JR         59  31
QSO:  7000 PH 2005-10-29 0330 VE5RI         59  04     AH7C          59  31
QSO:  7000 PH 2005-10-29 0333 VE5RI         59  04     KH6FKG        59  31
QSO:  3500 PH 2005-10-29 0355 VE5RI         59  04     W6YI          59  03
QSO:  3500 PH 2005-10-29 0411 VE5RI         59  04     AA5NT         59  04
QSO:  3500 PH 2005-10-29 0422 VE5RI         59  04     K3LR          59  05
QSO:  3500 PH 2005-10-29 0427 VE5RI         59  04     WB9Z          59  04
QSO:  1800 PH 2005-10-29 0431 VE5RI         59  04     KV4FZ         59  08
QSO:  1800 PH 2005-10-29 0446 VE5RI         59  04     6Y2Z          59  08
QSO:  1800 PH 2005-10-29 0447 VE5RI         59  04     K0TO          59  03
QSO:  1800 PH 2005-10-29 0452 VE5RI         59  04     NP4A          59  08
QSO:  3500 PH 2005-10-29 0454 VE5RI         59  04     KI1G          59  05
QSO:  3500 PH 2005-10-29 0455 VE5RI         59  04     N3AD          59  05
QSO:  3500 PH 2005-10-29 0458 VE5RI         59  04     AA1ON         59  05
QSO:  1800 PH 2005-10-29 0500 VE5RI         59  04     MP4A          59  14
QSO:  7000 PH 2005-10-29 0513 VE5RI         59  04     CE4PBB        59  12
QSO:  7000 PH 2005-10-29 0516 VE5RI         59  04     9Y4W          59  09
QSO:  1800 PH 2005-10-29 0521 VE5RI         59  04     V26B          59  08
QSO:  7000 PH 2005-10-29 0526 VE5RI         59  04     OK1RI         59  15
QSO:  1800 PH 2005-10-29 0529 VE5RI         59  04     K6OY          59  03
QSO:  1800 PH 2005-10-29 0530 VE5RI         59  04     VE7OGO        59  03
QSO:  1800 PH 2005-10-29 0530 VE5RI         59  04     W6IGK         59  03
QSO:  1800 PH 2005-10-29 0531 VE5RI         59  04     WX7OR         59  03
QSO:  1800 PH 2005-10-29 0532 VE5RI         59  04     VE7XV         59  03
QSO:  1800 PH 2005-10-29 0533 VE5RI         59  04     K6KM          59  03
QSO:  1800 PH 2005-10-29 0533 VE5RI         59  04     K7ZSD         59  03
QSO:  1800 PH 2005-10-29 0534 VE5RI         59  04     N6AJR         59  03
QSO:  1800 PH 2005-10-29 0534 VE5RI         59  04     KW7Y          59  03
QSO:  1800 PH 2005-10-29 0534 VE5RI         59  04     NK7U          59  03
QSO:  1800 PH 2005-10-29 0534 VE5RI         59  04     K5NA          59  04
QSO:  1800 PH 2005-10-29 0535 VE5RI         59  04     W3LPL         59  05
QSO:  1800 PH 2005-10-29 0535 VE5RI         59  04     W4WM          59  05
QSO:  7000 PH 2005-10-29 0535 VE5RI         59  04     IR4X          59  15
QSO:  1800 PH 2005-10-29 0535 VE5RI         59  04     KT0R          59  04
QSO:  1800 PH 2005-10-29 0535 VE5RI         59  04     KV0Q          59  04
QSO:  1800 PH 2005-10-29 0536 VE5RI         59  04     NQ4I          59  05
QSO:  1800 PH 2005-10-29 0536 VE5RI         59  04     W0NO          59  04
QSO:  1800 PH 2005-10-29 0537 VE5RI         59  04     KE0UI         59  04
QSO:  1800 PH 2005-10-29 0538 VE5RI         59  04     K7MI          59  03
QSO:  1800 PH 2005-10-29 0538 VE5RI         59  04     K7II          59  03
QSO:  1800 PH 2005-10-29 0539 VE5RI         59  04     W4ZV          59  05
QSO:  7000 PH 2005-10-29 0539 VE5RI         59  04     RU1A          59  16
QSO:  1800 PH 2005-10-29 0539 VE5RI         59  04     K6GMM         59  03
QSO:  1800 PH 2005-10-29 0539 VE5RI         59  04     K3LR          59  05
QSO:  1800 PH 2005-10-29 0540 VE5RI         59  04     W3GH          59  05
QSO:  1800 PH 2005-10-29 0540 VE5RI         59  04     W7IZL         59  04
QSO:  1800 PH 2005-10-29 0540 VE5RI         59  04     W9RE          59  04
QSO:  1800 PH 2005-10-29 0541 VE5RI         59  04     WN9O          59  04
QSO:  1800 PH 2005-10-29 0541 VE5RI         59  04     K9BWI         59  04
QSO:  1800 PH 2005-10-29 0541 VE5RI         59  04     N6ET          59  03
QSO:  1800 PH 2005-10-29 0542 VE5RI         59  04     K7VIT         59  03
QSO:  1800 PH 2005-10-29 0542 VE5RI         59  04     K0KT          59  04
QSO:  1800 PH 2005-10-29 0542 VE5RI         59  04     W3BGN         59  05
QSO:  1800 PH 2005-10-29 0543 VE5RI         59  04     W6NL          59  03
QSO:  1800 PH 2005-10-29 0544 VE5RI         59  04     W0AIH         59  04
QSO:  1800 PH 2005-10-29 0544 VE5RI         59  04     WO9Z          59  04
QSO:  1800 PH 2005-10-29 0544 VE5RI         59  04     K7CCC         59  03
QSO:  1800 PH 2005-10-29 0545 VE5RI         59  04     NX7Q          59  03
QSO:  1800 PH 2005-10-29 0545 VE5RI         59  04     W1IBQ         59  05
QSO:  1800 PH 2005-10-29 0546 VE5RI         59  04     W6PLW         59  03
QSO:  1800 PH 2005-10-29 0550 VE5RI         59  04     N0IJ          59  04
QSO:  1800 PH 2005-10-29 0550 VE5RI         59  04     N0FP          59  04
QSO:  1800 PH 2005-10-29 0552 VE5RI         59  04     N7TT          59  03
QSO:  1800 PH 2005-10-29 0553 VE5RI         59  04     K5AM          59  04
QSO:  1800 PH 2005-10-29 0553 VE5RI         59  04     VE6BI         59  04
QSO:  1800 PH 2005-10-29 0554 VE5RI         59  04     VA6AE         59  04
QSO:  1800 PH 2005-10-29 0555 VE5RI         59  04     K7RL          59  03
QSO:  1800 PH 2005-10-29 0556 VE5RI         59  04     K6SE          59  03
QSO:  1800 PH 2005-10-29 0556 VE5RI         59  04     VE6RFM        59  04
QSO:  1800 PH 2005-10-29 0557 VE5RI         59  04     AG0J          59  04
QSO:  1800 PH 2005-10-29 0558 VE5RI         59  04     W7JP          59  03
QSO:  1800 PH 2005-10-29 0558 VE5RI         59  04     K6TA          59  03
QSO:  1800 PH 2005-10-29 0558 VE5RI         59  04     AK7S          59  03
QSO:  1800 PH 2005-10-29 0558 VE5RI         59  04     N6RK          59  03
QSO:  1800 PH 2005-10-29 0600 VE5RI         59  04     N7IR          59  03
QSO:  1800 PH 2005-10-29 0601 VE5RI         59  04     W0ETT         59  04
QSO:  1800 PH 2005-10-29 0601 VE5RI         59  04     W6BO          59  03
QSO:  1800 PH 2005-10-29 0602 VE5RI         59  04     N4ONL         59  04
QSO:  1800 PH 2005-10-29 0602 VE5RI         59  04     W7YAQ         59  03
QSO:  1800 PH 2005-10-29 0602 VE5RI         59  04     AC0W          59  04
QSO:  1800 PH 2005-10-29 0602 VE5RI         59  04     W7AT          59  03
QSO:  1800 PH 2005-10-29 0603 VE5RI         59  04     K6AWR         59  03
QSO:  1800 PH 2005-10-29 0604 VE5RI         59  04     N7PV          59  03
QSO:  1800 PH 2005-10-29 0604 VE5RI         59  04     N3BNA         59  05
QSO:  1800 PH 2005-10-29 0605 VE5RI         59  04     N4WW          59  05
QSO:  1800 PH 2005-10-29 0605 VE5RI         59  04     N4KG          59  04
QSO:  1800 PH 2005-10-29 0606 VE5RI         59  04     W3TZ          59  04
QSO:  1800 PH 2005-10-29 0607 VE5RI         59  04     W7LNG         59  03
QSO:  1800 PH 2005-10-29 0607 VE5RI         59  04     NN0Q          59  04
QSO:  1800 PH 2005-10-29 0610 VE5RI         59  04     KE7AZ         59  03
QSO:  7000 PH 2005-10-29 0612 VE5RI         59  04     YV4A          59  09
QSO:  1800 PH 2005-10-29 0613 VE5RI         59  04     WX4G          59  05
QSO:  1800 PH 2005-10-29 0613 VE5RI         59  04     K6NA          59  03
QSO:  1800 PH 2005-10-29 0613 VE5RI         59  04     WI7N          59  03
QSO:  7000 PH 2005-10-29 0614 VE5RI         59  04     LY7Z          59  15
QSO:  1800 PH 2005-10-29 0614 VE5RI         59  04     K7ACZ         59  03
QSO:  1800 PH 2005-10-29 0615 VE5RI         59  04     N2LT          59  05
QSO:  1800 PH 2005-10-29 0615 VE5RI         59  04     K6KLY         59  03
QSO:  1800 PH 2005-10-29 0615 VE5RI         59  04     K0RH          59  04
QSO:  7000 PH 2005-10-29 0616 VE5RI         59  04     6Y2Z          59  08
QSO:  3500 PH 2005-10-29 0616 VE5RI         59  04     VE3EJ         59  04
QSO:  1800 PH 2005-10-29 0617 VE5RI         59  04     W7YES         59  03
QSO:  1800 PH 2005-10-29 0617 VE5RI         59  04     K7SP          59  03
QSO:  1800 PH 2005-10-29 0617 VE5RI         59  04     AA1K          59  05
QSO:  1800 PH 2005-10-29 0618 VE5RI         59  04     N4IS          59  05
QSO:  1800 PH 2005-10-29 0619 VE5RI         59  04     VA7JMP        59  03
QSO:  3500 PH 2005-10-29 0621 VE5RI         59  04     XE2K          59  06
QSO:  1800 PH 2005-10-29 0627 VE5RI         59  04     6Y2Z          59  08
QSO:  7000 PH 2005-10-29 0629 VE5RI         59  04     ES5MC         59  15
QSO:  1800 PH 2005-10-29 0629 VE5RI         59  04     W3PP          59  05
QSO:  1800 PH 2005-10-29 0632 VE5RI         59  04     8P1A          59  08
QSO:  7000 PH 2005-10-29 0634 VE5RI         59  04     HI3TEJ        59  08
QSO:  1800 PH 2005-10-29 0638 VE5RI         59  04     VC3O          59  04
QSO:  3500 PH 2005-10-29 0642 VE5RI         59  04     KH7U          59  31
QSO:  1800 PH 2005-10-29 0655 VE5RI         59  04     KL7RA         59  01
QSO:  3500 PH 2005-10-29 0730 VE5RI         59  04     8P9R          59  08
QSO:  3500 PH 2005-10-29 0733 VE5RI         59  04     N3RS          59  05
QSO:  3500 PH 2005-10-29 0734 VE5RI         59  04     K2RR          59  05
QSO:  3500 PH 2005-10-29 0735 VE5RI         59  04     AA1K          59  05
QSO:  3500 PH 2005-10-29 0737 VE5RI         59  04     VE1JF         59  05
QSO:  1800 PH 2005-10-29 0931 VE5RI         59  04     VE3EJ         59  04
QSO:  1800 PH 2005-10-29 0933 VE5RI         59  04     PJ2T          59  09
QSO:  1800 PH 2005-10-29 0934 VE5RI         59  04     N3AD          59  05
QSO:  1800 PH 2005-10-29 0942 VE5RI         59  04     KI7M          59  03
QSO:  1800 PH 2005-10-29 0943 VE5RI         59  04     WA7LT         59  03
QSO:  1800 PH 2005-10-29 0943 VE5RI         59  04     KB3AF         59  05
QSO:  1800 PH 2005-10-29 0945 VE5RI         59  04     K5PY          59  04
QSO:  1800 PH 2005-10-29 0945 VE5RI         59  04     N2IC          59  04
QSO:  1800 PH 2005-10-29 0946 VE5RI         59  04     K0RF          59  04
QSO:  1800 PH 2005-10-29 0946 VE5RI         59  04     KD9ST         59  04
QSO:  1800 PH 2005-10-29 0946 VE5RI         59  04     W4MYA         59  05
QSO:  1800 PH 2005-10-29 0946 VE5RI         59  04     KC1XX         59  05
QSO:  1800 PH 2005-10-29 0947 VE5RI         59  04     NN3W          59  05
QSO:  1800 PH 2005-10-29 0947 VE5RI         59  04     K3WW          59  05
QSO:  1800 PH 2005-10-29 0952 VE5RI         59  04     K8YTO         59  04
QSO:  1800 PH 2005-10-29 0953 VE5RI         59  04     KS0T          59  04
QSO:  1800 PH 2005-10-29 0953 VE5RI         59  04     KC0XX         59  04
QSO:  1800 PH 2005-10-29 0955 VE5RI         59  04     W3BGN         59  05
QSO:  1800 PH 2005-10-29 0955 VE5RI         59  04     K2NG          59  05
QSO:  1800 PH 2005-10-29 0957 VE5RI         59  04     AE9B          59  04
QSO:  1800 PH 2005-10-29 0958 VE5RI         59  04     W2GDJ         59  05
QSO:  1800 PH 2005-10-29 1000 VE5RI         59  04     K1TTT         59  05
QSO:  1800 PH 2005-10-29 1002 VE5RI         59  04     W8ZA          59  05
QSO:  1800 PH 2005-10-29 1003 VE5RI         59  04     WP2Z          59  08
QSO:  1800 PH 2005-10-29 1006 VE5RI         59  04     K5PTC         59  04
QSO:  1800 PH 2005-10-29 1007 VE5RI         59  04     KB9OWD        59  04
QSO:  1800 PH 2005-10-29 1007 VE5RI         59  04     N1DD          59  05
QSO:  3500 PH 2005-10-29 1009 VE5RI         59  04     VA3SK         59  04
QSO:  3500 PH 2005-10-29 1010 VE5RI         59  04     KU1CW         59  04
QSO:  3500 PH 2005-10-29 1014 VE5RI         59  04     TI5N          59  07
QSO:  3500 PH 2005-10-29 1014 VE5RI         59  04     K5RX          59  04
QSO:  3500 PH 2005-10-29 1016 VE5RI         59  04     K5NA          59  04
QSO:  3500 PH 2005-10-29 1020 VE5RI         59  04     K7RL          59  03
QSO:  3500 PH 2005-10-29 1023 VE5RI         59  04     YV4A          59  09
QSO:  3500 PH 2005-10-29 1024 VE5RI         59  04     K1TTT         59  05
QSO:  3500 PH 2005-10-29 1026 VE5RI         59  04     KD3TB/VE2     59  02
QSO:  3500 PH 2005-10-29 1026 VE5RI         59  04     V31MD         59  07
QSO:  3500 PH 2005-10-29 1028 VE5RI         59  04     JF1IST        59  25
QSO:  3500 PH 2005-10-29 1029 VE5RI         59  04     WA7LT         59  03
QSO:  3500 PH 2005-10-29 1033 VE5RI         59  04     W4MYA         59  05
QSO:  3500 PH 2005-10-29 1035 VE5RI         59  04     KD9ST         59  04
QSO:  3500 PH 2005-10-29 1038 VE5RI         59  04     VP5T          59  08
QSO:  3500 PH 2005-10-29 1044 VE5RI         59  04     K0KT          59  04
QSO:  3500 PH 2005-10-29 1045 VE5RI         59  04     K3ZO          59  05
QSO:  3500 PH 2005-10-29 1045 VE5RI         59  04     K7MDL         59  03
QSO:  3500 PH 2005-10-29 1045 VE5RI         59  04     N5AW          59  04
QSO:  3500 PH 2005-10-29 1046 VE5RI         59  04     K3CR          59  05
QSO:  3500 PH 2005-10-29 1046 VE5RI         59  04     W3LPL         59  05
QSO:  3500 PH 2005-10-29 1047 VE5RI         59  04     N7YX          59  03
QSO:  3500 PH 2005-10-29 1047 VE5RI         59  04     VA2TG         59  05
QSO:  3500 PH 2005-10-29 1047 VE5RI         59  04     W3BGN         59  05
QSO:  3500 PH 2005-10-29 1048 VE5RI         59  04     N7KGA         59  03
QSO:  3500 PH 2005-10-29 1048 VE5RI         59  04     K1RX          59  05
QSO:  3500 PH 2005-10-29 1048 VE5RI         59  04     N1UR          59  05
QSO:  3500 PH 2005-10-29 1049 VE5RI         59  04     W8IQ          59  04
QSO:  3500 PH 2005-10-29 1050 VE5RI         59  04     K0JJ          59  03
QSO:  3500 PH 2005-10-29 1050 VE5RI         59  04     NA2NA         59  05
QSO:  3500 PH 2005-10-29 1051 VE5RI         59  04     VE3VJ         59  04
QSO:  3500 PH 2005-10-29 1052 VE5RI         59  04     N7ZG          59  03
QSO:  3500 PH 2005-10-29 1052 VE5RI         59  04     K6KR          59  03
QSO:  3500 PH 2005-10-29 1053 VE5RI         59  04     W8AEF         59  03
QSO:  3500 PH 2005-10-29 1054 VE5RI         59  04     K4MQG         59  05
QSO:  3500 PH 2005-10-29 1055 VE5RI         59  04     WK9DX         59  04
QSO:  3500 PH 2005-10-29 1055 VE5RI         59  04     K5PTC         59  04
QSO:  3500 PH 2005-10-29 1055 VE5RI         59  04     W6PH          59  03
QSO:  3500 PH 2005-10-29 1056 VE5RI         59  04     NQ4I          59  05
QSO:  3500 PH 2005-10-29 1057 VE5RI         59  04     W3MF          59  05
QSO:  3500 PH 2005-10-29 1057 VE5RI         59  04     VE7GBO        59  03
QSO:  3500 PH 2005-10-29 1105 VE5RI         59  04     N1RY          59  05
QSO:  7000 PH 2005-10-29 1110 VE5RI         59  04     V47KP         59  08
QSO:  7000 PH 2005-10-29 1111 VE5RI         59  04     PJ4W          59  09
QSO:  7000 PH 2005-10-29 1113 VE5RI         59  04     JA1ELY        59  25
QSO:  7000 PH 2005-10-29 1120 VE5RI         59  04     ZL6QH         59  32
QSO:  7000 PH 2005-10-29 1121 VE5RI         59  04     KH6/W0CN      59  31
QSO:  7000 PH 2005-10-29 1122 VE5RI         59  04     JH1AEP        59  25
QSO:  7000 PH 2005-10-29 1133 VE5RI         59  04     JA8BMK        59  25
QSO:  7000 PH 2005-10-29 1134 VE5RI         59  04     JA7YRR        59  25
QSO:  7000 PH 2005-10-29 1225 VE5RI         59  04     VK2KPP        59  30
QSO:  7000 PH 2005-10-29 1226 VE5RI         59  04     VE7SV         59  03
QSO:  7000 PH 2005-10-29 1231 VE5RI         59  04     JS2LGN        59  25
QSO:  7000 PH 2005-10-29 1241 VE5RI         59  04     JA7YAA        59  25
QSO:  7000 PH 2005-10-29 1243 VE5RI         59  04     JR1AIB        59  25
QSO:  7000 PH 2005-10-29 1247 VE5RI         59  04     JA6GCE        59  25
QSO:  7000 PH 2005-10-29 1300 VE5RI         59  04     4A1UN         59  06
QSO:  7000 PH 2005-10-29 1301 VE5RI         59  04     JA3YBK        59  25
QSO: 14000 PH 2005-10-29 1344 VE5RI         59  04     M8C           59  14
QSO: 14000 PH 2005-10-29 1348 VE5RI         59  04     4M5R          59  09
QSO: 14000 PH 2005-10-29 1349 VE5RI         59  04     TI5N          59  07
QSO: 14000 PH 2005-10-29 1351 VE5RI         59  04     K5TR          59  04
QSO: 14000 PH 2005-10-29 1352 VE5RI         59  04     W4TAA/VE3     59  04
QSO: 14000 PH 2005-10-29 1353 VE5RI         59  04     KD9ST         59  04
QSO: 14000 PH 2005-10-29 1355 VE5RI         59  04     G6M           59  14
QSO: 14000 PH 2005-10-29 1356 VE5RI         59  04     IS0/DL3EW     59  15
QSO: 14000 PH 2005-10-29 1357 VE5RI         59  04     RU1A          59  16
QSO: 14000 PH 2005-10-29 1358 VE5RI         59  04     IK0YVV        59  15
QSO: 14000 PH 2005-10-29 1401 VE5RI         59  04     EA2URD        59  14
QSO: 14000 PH 2005-10-29 1403 VE5RI         59  04     9A5K          59  15
QSO: 14000 PH 2005-10-29 1403 VE5RI         59  04     LX7I          59  14
QSO: 14000 PH 2005-10-29 1405 VE5RI         59  04     M0WLF         59  14
QSO: 14000 PH 2005-10-29 1405 VE5RI         59  04     TM2Y          59  14
QSO: 14000 PH 2005-10-29 1406 VE5RI         59  04     YZ9A          59  15
QSO: 14000 PH 2005-10-29 1408 VE5RI         59  04     IR5T          59  15
QSO: 14000 PH 2005-10-29 1409 VE5RI         59  04     WE6DX         59  03
QSO: 14000 PH 2005-10-29 1411 VE5RI         59  04     9A5E          59  15
QSO: 14000 PH 2005-10-29 1413 VE5RI         59  04     OH0JFP        59  15
QSO: 14000 PH 2005-10-29 1419 VE5RI         59  04     RZ4FD         59  16
QSO: 14000 PH 2005-10-29 1420 VE5RI         59  04     IU2P          59  15
QSO: 14000 PH 2005-10-29 1422 VE5RI         59  04     DJ4PT         59  14
QSO: 14000 PH 2005-10-29 1422 VE5RI         59  04     IU3A          59  15
QSO: 14000 PH 2005-10-29 1424 VE5RI         59  04     S50K          59  15
QSO: 14000 PH 2005-10-29 1426 VE5RI         59  04     DL2ARD        59  14
QSO: 14000 PH 2005-10-29 1426 VE5RI         59  04     DL0CS         59  14
QSO: 14000 PH 2005-10-29 1427 VE5RI         59  04     GM0F          59  14
QSO: 14000 PH 2005-10-29 1428 VE5RI         59  04     DF0CG         59  14
QSO: 14000 PH 2005-10-29 1431 VE5RI         59  04     OT5G          59  14
QSO: 14000 PH 2005-10-29 1433 VE5RI         59  04     YL5W          59  15
QSO: 14000 PH 2005-10-29 1434 VE5RI         59  04     SM5U          59  14
QSO: 14000 PH 2005-10-29 1437 VE5RI         59  04     DJ3WE         59  14
QSO: 21000 PH 2005-10-29 1437 VE5RI         59  04     K4PV          59  05
QSO: 14000 PH 2005-10-29 1443 VE5RI         59  04     OM8A          59  15
QSO: 14000 PH 2005-10-29 1444 VE5RI         59  04     S52QM         59  15
QSO: 14000 PH 2005-10-29 1446 VE5RI         59  04     F8KCF         59  14
QSO: 14000 PH 2005-10-29 1448 VE5RI         59  04     RK4FD         59  16
QSO: 14000 PH 2005-10-29 1452 VE5RI         59  04     DJ8UV         59  14
QSO: 14000 PH 2005-10-29 1454 VE5RI         59  04     F5VJK         59  14
QSO: 14000 PH 2005-10-29 1456 VE5RI         59  04     9K2K          59  21
QSO: 14000 PH 2005-10-29 1459 VE5RI         59  04     PI4D          59  14
QSO: 14000 PH 2005-10-29 1501 VE5RI         59  04     OL8W          59  15
QSO: 14000 PH 2005-10-29 1502 VE5RI         59  04     9A7D          59  15
QSO: 14000 PH 2005-10-29 1502 VE5RI         59  04     9A2EU         59  15
QSO: 14000 PH 2005-10-29 1503 VE5RI         59  04     Z33F          59  15
QSO: 14000 PH 2005-10-29 1504 VE5RI         59  04     II3B          59  15
QSO: 14000 PH 2005-10-29 1506 VE5RI         59  04     TA2ZAF        59  20
QSO: 14000 PH 2005-10-29 1507 VE5RI         59  04     DL2DBH        59  14
QSO: 14000 PH 2005-10-29 1512 VE5RI         59  04     M4UD          59  14
QSO: 14000 PH 2005-10-29 1521 VE5RI         59  04     3V5A          59  33
QSO: 14000 PH 2005-10-29 1523 VE5RI         59  04     PI4CC         59  14
QSO: 14000 PH 2005-10-29 1526 VE5RI         59  04     SP8IA         59  15
QSO: 14000 PH 2005-10-29 1530 VE5RI         59  04     HB0/HB9AON    59  14
QSO: 14000 PH 2005-10-29 1530 VE5RI         59  04     UP9L          59  17
QSO: 14000 PH 2005-10-29 1532 VE5RI         59  04     G3ESY         59  14
QSO: 14000 PH 2005-10-29 1533 VE5RI         59  04     OO4EKO        59  14
QSO: 14000 PH 2005-10-29 1533 VE5RI         59  04     N6KI          59  03
QSO: 14000 PH 2005-10-29 1535 VE5RI         59  04     HB9EP         59  14
QSO: 14000 PH 2005-10-29 1536 VE5RI         59  04     OM7DX         59  15
QSO: 14000 PH 2005-10-29 1537 VE5RI         59  04     GM4HQF        59  14
