START-OF-LOG: 2.0
CREATED-BY: E21EIC
CALLSIGN: HS0AR
NAME: SIAM DX GROUP CONTEST CLUB
CLUB: SIAM DX GROUP
CLAIMED-SCORE: 887260
CONTEST: CQ-WW-SSB
OPERATORS: E21EIC,E21YDP,E20PFE,HS0EHF,HS6MYW,HS8KGG
OPERATORS:
SOAPBOX: We run 100 watts limited power in Multi Single class and
QSO: 21000 PH 2005-10-29 0112 HS0AR 59 26 JH1OLB 59 25 1
QSO: 21000 PH 2005-10-29 0112 HS0AR 59 26 JA8CSY 59 25 1
QSO: 21000 PH 2005-10-29 0113 HS0AR 59 26 7K4QOK 59 25 1
QSO: 21000 PH 2005-10-29 0113 HS0AR 59 26 BG6AHP 59 24 1
QSO: 21000 PH 2005-10-29 0113 HS0AR 59 26 7M3EXA 59 25 1
QSO: 21000 PH 2005-10-29 0113 HS0AR 59 26 JA1JLP 59 25 1
QSO: 21000 PH 2005-10-29 0114 HS0AR 59 26 JA1ERB 59 25 1
QSO: 21000 PH 2005-10-29 0114 HS0AR 59 26 JR9NVF 59 25 1
QSO: 21000 PH 2005-10-29 0115 HS0AR 59 26 JA2KOG 59 25 1
QSO: 21000 PH 2005-10-29 0115 HS0AR 59 26 JA8LRG 59 25 1
QSO: 21000 PH 2005-10-29 0115 HS0AR 59 26 JI2UNR 59 25 1
QSO: 21000 PH 2005-10-29 0116 HS0AR 59 26 JA8RWU 59 25 1
QSO: 21000 PH 2005-10-29 0116 HS0AR 59 26 JH7XMO 59 25 1
QSO: 21000 PH 2005-10-29 0116 HS0AR 59 26 JK7HDY 59 25 1
QSO: 21000 PH 2005-10-29 0118 HS0AR 59 26 JI2ZJS 59 25 1
QSO: 21000 PH 2005-10-29 0121 HS0AR 59 26 JA3YBK 59 25 1
QSO: 21000 PH 2005-10-29 0121 HS0AR 59 26 YE1ZAT 59 28 1
QSO: 21000 PH 2005-10-29 0122 HS0AR 59 26 YC3BDJ 59 28 1
QSO: 21000 PH 2005-10-29 0122 HS0AR 59 26 YB0JK 59 28 1
QSO: 21000 PH 2005-10-29 0123 HS0AR 59 26 JE4VVM 59 25 1
QSO: 21000 PH 2005-10-29 0123 HS0AR 59 26 BG1FBV 59 24 1
QSO: 21000 PH 2005-10-29 0127 HS0AR 59 26 JA0RCK 59 25 1
QSO: 21000 PH 2005-10-29 0127 HS0AR 59 26 7L4IOU 59 25 1
QSO: 21000 PH 2005-10-29 0127 HS0AR 59 26 JA2HMF 59 25 1
QSO: 21000 PH 2005-10-29 0128 HS0AR 59 26 JQ1BVI 59 25 1
QSO: 21000 PH 2005-10-29 0128 HS0AR 59 26 JA5BJC 59 25 1
QSO: 14000 PH 2005-10-29 0132 HS0AR 59 26 HS0T 59 26 1
QSO: 14000 PH 2005-10-29 0134 HS0AR 59 26 RW9HA 59 18 1
QSO: 14000 PH 2005-10-29 0134 HS0AR 59 26 B7P 59 24 1
QSO: 14000 PH 2005-10-29 0135 HS0AR 59 26 UW2I 59 16 1
QSO: 14000 PH 2005-10-29 0136 HS0AR 59 26 YZ5Z 59 15 1
QSO: 14000 PH 2005-10-29 0136 HS0AR 59 26 UA0AZA 59 18 1
QSO: 14000 PH 2005-10-29 0140 HS0AR 59 26 9V1UV 59 28 1
QSO: 14000 PH 2005-10-29 0140 HS0AR 59 26 RA3CW/3 59 16 1
QSO: 14000 PH 2005-10-29 0141 HS0AR 59 26 OC4O 59 10 1
QSO: 14000 PH 2005-10-29 0142 HS0AR 59 26 RA4PO 59 16 1
QSO: 14000 PH 2005-10-29 0142 HS0AR 59 26 HS1OVH 59 26 1
QSO: 14000 PH 2005-10-29 0143 HS0AR 59 26 YB1JZS 59 28 1
QSO: 14000 PH 2005-10-29 0144 HS0AR 59 26 RF3A 59 16 1
QSO: 14000 PH 2005-10-29 0146 HS0AR 59 26 YB1KYO 59 28 1
QSO: 14000 PH 2005-10-29 0146 HS0AR 59 26 VU2JOS 59 22 1
QSO: 14000 PH 2005-10-29 0147 HS0AR 59 26 R3R 59 16 1
QSO: 14000 PH 2005-10-29 0148 HS0AR 59 26 EY7AD 59 17 1
QSO: 14000 PH 2005-10-29 0149 HS0AR 59 26 8Q7EA 59 22 1
QSO: 14000 PH 2005-10-29 0150 HS0AR 59 26 YB0COU 59 28 1
QSO: 14000 PH 2005-10-29 0151 HS0AR 59 26 RZ6FA 59 16 1
QSO: 14000 PH 2005-10-29 0152 HS0AR 59 26 9A7D 59 15 1
QSO: 14000 PH 2005-10-29 0153 HS0AR 59 26 RD3A 59 16 1
QSO: 14000 PH 2005-10-29 0154 HS0AR 59 26 UU7J 59 16 1
QSO: 21000 PH 2005-10-29 0157 HS0AR 59 26 BV50CRA 59 24 1
QSO: 21000 PH 2005-10-29 0158 HS0AR 59 26 KH6GMP 59 31 1
QSO: 21000 PH 2005-10-29 0200 HS0AR 59 26 RU9LA 59 17 1
QSO: 21000 PH 2005-10-29 0202 HS0AR 59 26 JA7COI 59 25 1
QSO: 21000 PH 2005-10-29 0204 HS0AR 59 26 UA9HR 59 18 1
QSO: 21000 PH 2005-10-29 0205 HS0AR 59 26 RA0AA 59 18 1
QSO: 21000 PH 2005-10-29 0206 HS0AR 59 26 B1Z 59 24 1
QSO: 14000 PH 2005-10-29 0214 HS0AR 59 26 9M2CNC 59 28 1
QSO: 14000 PH 2005-10-29 0215 HS0AR 59 26 YZ9A 59 15 1
QSO: 14000 PH 2005-10-29 0215 HS0AR 59 26 RU6LA 59 16 1
QSO: 14000 PH 2005-10-29 0221 HS0AR 59 26 UV8M 59 16 1
QSO: 14000 PH 2005-10-29 0222 HS0AR 59 26 ZD8Z 59 36 1
QSO: 14000 PH 2005-10-29 0226 HS0AR 59 26 S50K 59 15 1
QSO: 14000 PH 2005-10-29 0229 HS0AR 59 26 UA3QDX 59 16 1
QSO: 21000 PH 2005-10-29 0233 HS0AR 59 26 HS0T 59 26 1
QSO: 21000 PH 2005-10-29 0234 HS0AR 59 26 BG1DRJ 59 24 1
QSO: 21000 PH 2005-10-29 0237 HS0AR 59 26 9M2TO 59 28 1
QSO: 21000 PH 2005-10-29 0239 HS0AR 59 26 XX9AU 59 24 1
QSO: 21000 PH 2005-10-29 0239 HS0AR 59 26 VR2MX 59 24 1
QSO: 21000 PH 2005-10-29 0240 HS0AR 59 26 VR2XMT 59 24 1
QSO: 21000 PH 2005-10-29 0244 HS0AR 59 26 VQ9X 59 39 1
QSO: 21000 PH 2005-10-29 0248 HS0AR 59 26 UA0AZ 59 18 1
QSO: 21000 PH 2005-10-29 0248 HS0AR 59 26 RW4LYL 59 16 1
QSO: 21000 PH 2005-10-29 0250 HS0AR 59 26 JG0TCL 59 25 1
QSO: 21000 PH 2005-10-29 0251 HS0AR 59 26 JR1GMK 59 25 1
QSO: 21000 PH 2005-10-29 0251 HS0AR 59 26 9M2MT 59 28 1
QSO: 21000 PH 2005-10-29 0251 HS0AR 59 26 UA9MHN 59 17 1
QSO: 21000 PH 2005-10-29 0252 HS0AR 59 26 JA2UHR 59 25 1
QSO: 21000 PH 2005-10-29 0252 HS0AR 59 26 UA9KJ 59 17 1
QSO: 21000 PH 2005-10-29 0252 HS0AR 59 26 JF2SKV 59 25 1
QSO: 21000 PH 2005-10-29 0253 HS0AR 59 26 JA4LAZ 59 25 1
QSO: 21000 PH 2005-10-29 0253 HS0AR 59 26 RZ4AG 59 16 1
QSO: 21000 PH 2005-10-29 0254 HS0AR 59 26 JA2FUJ 59 25 1
QSO: 21000 PH 2005-10-29 0254 HS0AR 59 26 JH0TIS 59 25 1
QSO: 21000 PH 2005-10-29 0256 HS0AR 59 26 RU0UG 59 18 1
QSO: 21000 PH 2005-10-29 0257 HS0AR 59 26 RK9CWW 59 17 1
QSO: 21000 PH 2005-10-29 0257 HS0AR 59 26 OH4R 59 15 1
QSO: 21000 PH 2005-10-29 0258 HS0AR 59 26 RX9FW 59 17 1
QSO: 21000 PH 2005-10-29 0258 HS0AR 59 26 R3R 59 16 1
QSO: 21000 PH 2005-10-29 0259 HS0AR 59 26 RV9UF 59 18 1
QSO: 21000 PH 2005-10-29 0259 HS0AR 59 26 RZ9UZ 59 18 1
QSO: 21000 PH 2005-10-29 0300 HS0AR 59 26 UP0L 59 17 1
QSO: 21000 PH 2005-10-29 0300 HS0AR 59 26 UN7JX 59 17 1
QSO: 21000 PH 2005-10-29 0300 HS0AR 59 26 RX9YY 59 18 1
QSO: 21000 PH 2005-10-29 0301 HS0AR 59 26 UA4SU 59 16 1
QSO: 21000 PH 2005-10-29 0301 HS0AR 59 26 RK0AXX 59 18 1
QSO: 21000 PH 2005-10-29 0302 HS0AR 59 26 UK/JI2MED 59 17 1
QSO: 21000 PH 2005-10-29 0303 HS0AR 59 26 RW0CF 59 19 1
QSO: 21000 PH 2005-10-29 0304 HS0AR 59 26 RV0AL 59 18 1
QSO: 21000 PH 2005-10-29 0304 HS0AR 59 26 UT2IW 59 16 1
QSO: 21000 PH 2005-10-29 0304 HS0AR 59 26 RA9JR 59 17 1
QSO: 21000 PH 2005-10-29 0311 HS0AR 59 26 JA7YRR 59 25 1
QSO: 21000 PH 2005-10-29 0312 HS0AR 59 26 JO1ZYI 59 25 1
QSO: 21000 PH 2005-10-29 0313 HS0AR 59 26 RU0AW 59 18 1
QSO: 21000 PH 2005-10-29 0313 HS0AR 59 26 JA1HFY 59 25 1
QSO: 21000 PH 2005-10-29 0315 HS0AR 59 26 RA9KM 59 17 1
QSO: 21000 PH 2005-10-29 0317 HS0AR 59 26 PX5E 59 11 1
QSO: 21000 PH 2005-10-29 0318 HS0AR 59 26 UA0APW 59 18 1
QSO: 28000 PH 2005-10-29 0319 HS0AR 59 26 9M2CNC 59 28 1
QSO: 28000 PH 2005-10-29 0320 HS0AR 59 26 JA3YBK 59 25 1
QSO: 28000 PH 2005-10-29 0320 HS0AR 59 26 VR2XMT 59 24 1
QSO: 28000 PH 2005-10-29 0321 HS0AR 59 26 BV0J 59 24 1
QSO: 28000 PH 2005-10-29 0321 HS0AR 59 26 VR2BG 59 24 1
QSO: 28000 PH 2005-10-29 0322 HS0AR 59 26 JN7IRD 59 25 1
QSO: 28000 PH 2005-10-29 0323 HS0AR 59 26 UN9GC 59 17 1
QSO: 28000 PH 2005-10-29 0324 HS0AR 59 26 JH7RTQ 59 25 1
QSO: 28000 PH 2005-10-29 0325 HS0AR 59 26 UA0DC 59 19 1
QSO: 28000 PH 2005-10-29 0327 HS0AR 59 26 JA8CSY 59 25 1
QSO: 28000 PH 2005-10-29 0328 HS0AR 59 26 JH6QFJ 59 25 1
QSO: 28000 PH 2005-10-29 0330 HS0AR 59 26 JA8RWU 59 25 1
QSO: 28000 PH 2005-10-29 0330 HS0AR 59 26 JE7YSS 59 25 1
QSO: 28000 PH 2005-10-29 0332 HS0AR 59 26 JH0EQN 59 25 1
QSO: 21000 PH 2005-10-29 0336 HS0AR 59 26 BY6DX 59 24 1
QSO: 21000 PH 2005-10-29 0338 HS0AR 59 26 JT1CH 59 23 1
QSO: 21000 PH 2005-10-29 0339 HS0AR 59 26 BY4CZS 59 24 1
QSO: 21000 PH 2005-10-29 0341 HS0AR 59 26 VR2BG 59 24 1
QSO: 21000 PH 2005-10-29 0341 HS0AR 59 26 9M2CNC 59 28 1
QSO: 21000 PH 2005-10-29 0343 HS0AR 59 26 BG9TD 59 23 1
QSO: 21000 PH 2005-10-29 0344 HS0AR 59 26 JQ1NGT 59 25 1
QSO: 21000 PH 2005-10-29 0344 HS0AR 59 26 DV3ZQR 59 27 1
QSO: 21000 PH 2005-10-29 0347 HS0AR 59 26 B7P 59 24 1
QSO: 21000 PH 2005-10-29 0349 HS0AR 59 26 VK2KPP 59 30 1
QSO: 21000 PH 2005-10-29 0350 HS0AR 59 26 4F4ACV 59 27 1
QSO: 21000 PH 2005-10-29 0351 HS0AR 59 26 VK2CZ 59 30 1
QSO: 21000 PH 2005-10-29 0352 HS0AR 59 26 DU9RG 59 27 1
QSO: 21000 PH 2005-10-29 0353 HS0AR 59 26 VK1CC 59 30 1
QSO: 21000 PH 2005-10-29 0356 HS0AR 59 26 V73VE 59 31 1
QSO: 21000 PH 2005-10-29 0359 HS0AR 59 26 CP5HK 59 10 1
QSO: 21000 PH 2005-10-29 0400 HS0AR 59 26 JR4PMX/1 59 25 1
QSO: 21000 PH 2005-10-29 0400 HS0AR 59 26 JA3JOT 59 25 1
QSO: 21000 PH 2005-10-29 0400 HS0AR 59 26 JR1NKN 59 25 1
QSO: 21000 PH 2005-10-29 0402 HS0AR 59 26 BX4AQ 59 24 1
QSO: 21000 PH 2005-10-29 0402 HS0AR 59 26 JF2WXS 59 25 1
QSO: 21000 PH 2005-10-29 0402 HS0AR 59 26 JA1GFD 59 25 1
QSO: 21000 PH 2005-10-29 0403 HS0AR 59 26 UA0CBN 59 19 1
QSO: 21000 PH 2005-10-29 0403 HS0AR 59 26 JA1TMG 59 25 1
QSO: 21000 PH 2005-10-29 0404 HS0AR 59 26 JR4DAH 59 25 1
QSO: 21000 PH 2005-10-29 0404 HS0AR 59 26 JA3VUI 59 25 1
QSO: 21000 PH 2005-10-29 0405 HS0AR 59 26 7K4GUR 59 25 1
QSO: 21000 PH 2005-10-29 0406 HS0AR 59 26 BD7IBB 59 24 1
QSO: 21000 PH 2005-10-29 0411 HS0AR 59 26 9M8YY 59 28 1
QSO: 21000 PH 2005-10-29 0412 HS0AR 59 26 JA1BA 59 25 1
QSO: 21000 PH 2005-10-29 0413 HS0AR 59 26 4X4DZ 59 20 1
QSO: 21000 PH 2005-10-29 0413 HS0AR 59 26 JR6RHU 59 25 1
QSO: 21000 PH 2005-10-29 0413 HS0AR 59 26 JO6UJP 59 25 1
QSO: 21000 PH 2005-10-29 0414 HS0AR 59 26 JA8JLC 59 25 1
QSO: 21000 PH 2005-10-29 0414 HS0AR 59 26 JA2BQX 59 25 1
QSO: 21000 PH 2005-10-29 0414 HS0AR 59 26 JJ1GHH 59 25 1
QSO: 21000 PH 2005-10-29 0415 HS0AR 59 26 JF1RMM 59 25 1
QSO: 21000 PH 2005-10-29 0415 HS0AR 59 26 JM3UAO 59 25 1
QSO: 21000 PH 2005-10-29 0415 HS0AR 59 26 JA5TNF 59 25 1
QSO: 21000 PH 2005-10-29 0415 HS0AR 59 26 JG1HQA 59 25 1
QSO: 21000 PH 2005-10-29 0416 HS0AR 59 26 JH2PWM 59 25 1
QSO: 21000 PH 2005-10-29 0417 HS0AR 59 26 JP1JIP/7 59 25 1
QSO: 21000 PH 2005-10-29 0417 HS0AR 59 26 JA3BDP 59 25 1
QSO: 21000 PH 2005-10-29 0418 HS0AR 59 26 JA2AIB 59 25 1
QSO: 21000 PH 2005-10-29 0419 HS0AR 59 26 VR2XLN 59 24 1
QSO: 21000 PH 2005-10-29 0419 HS0AR 59 26 JA1LLN 59 25 1
QSO: 21000 PH 2005-10-29 0420 HS0AR 59 26 BA5RR 59 24 1
QSO: 21000 PH 2005-10-29 0420 HS0AR 59 26 JA1GYO 59 25 1
QSO: 21000 PH 2005-10-29 0420 HS0AR 59 26 JA1IU 59 25 1
QSO: 21000 PH 2005-10-29 0421 HS0AR 59 26 JO3DDD 59 25 1
QSO: 21000 PH 2005-10-29 0421 HS0AR 59 26 JH6WHN 59 25 1
QSO: 21000 PH 2005-10-29 0421 HS0AR 59 26 JH2RMU 59 25 1
QSO: 21000 PH 2005-10-29 0422 HS0AR 59 26 JA2BCE 59 25 1
QSO: 21000 PH 2005-10-29 0423 HS0AR 59 26 JA1DKT 59 25 1
QSO: 21000 PH 2005-10-29 0423 HS0AR 59 26 JA1QHQ 59 25 1
QSO: 21000 PH 2005-10-29 0424 HS0AR 59 26 JR2KQU 59 25 1
QSO: 28000 PH 2005-10-29 0433 HS0AR 59 26 BD5QCI 59 24 1
QSO: 28000 PH 2005-10-29 0435 HS0AR 59 26 7L1JHN 59 25 1
QSO: 28000 PH 2005-10-29 0435 HS0AR 59 26 JR3RWB 59 25 1
QSO: 28000 PH 2005-10-29 0436 HS0AR 59 26 JA5GPJ 59 25 1
QSO: 28000 PH 2005-10-29 0436 HS0AR 59 26 JA7JH 59 25 1
QSO: 28000 PH 2005-10-29 0436 HS0AR 59 26 V73RY 59 31 1
QSO: 28000 PH 2005-10-29 0437 HS0AR 59 26 JE2SOY 59 25 1
QSO: 28000 PH 2005-10-29 0437 HS0AR 59 26 JA7BEW 59 25 1
QSO: 28000 PH 2005-10-29 0437 HS0AR 59 26 JH1OCC 59 25 1
QSO: 28000 PH 2005-10-29 0438 HS0AR 59 26 JE1RKX 59 25 1
QSO: 28000 PH 2005-10-29 0438 HS0AR 59 26 JA5BJC 59 25 1
QSO: 28000 PH 2005-10-29 0439 HS0AR 59 26 JJ1KTI 59 25 1
QSO: 28000 PH 2005-10-29 0439 HS0AR 59 26 JF2QNM 59 25 1
QSO: 28000 PH 2005-10-29 0439 HS0AR 59 26 JH3DPB 59 25 1
QSO: 28000 PH 2005-10-29 0441 HS0AR 59 26 JA3XOG 59 25 1
QSO: 28000 PH 2005-10-29 0441 HS0AR 59 26 JA3TJA 59 25 1
QSO: 28000 PH 2005-10-29 0441 HS0AR 59 26 JA1BOQ 59 25 1
QSO: 28000 PH 2005-10-29 0441 HS0AR 59 26 JI1HFJ 59 25 1
QSO: 28000 PH 2005-10-29 0442 HS0AR 59 26 JA7GAP 59 25 1
QSO: 28000 PH 2005-10-29 0442 HS0AR 59 26 JF2SKV 59 25 1
QSO: 28000 PH 2005-10-29 0442 HS0AR 59 26 JA1VLK 59 25 1
QSO: 28000 PH 2005-10-29 0442 HS0AR 59 26 6K5AQY 59 25 1
QSO: 28000 PH 2005-10-29 0442 HS0AR 59 26 JH4UTP 59 25 1
QSO: 28000 PH 2005-10-29 0443 HS0AR 59 26 JH1AFD 59 25 1
QSO: 28000 PH 2005-10-29 0443 HS0AR 59 26 JH6AUS 59 25 1
QSO: 28000 PH 2005-10-29 0443 HS0AR 59 26 JA2GHP 59 25 1
QSO: 28000 PH 2005-10-29 0443 HS0AR 59 26 JA5CPJ 59 25 1
QSO: 28000 PH 2005-10-29 0444 HS0AR 59 26 JE3GRQ 59 25 1
QSO: 28000 PH 2005-10-29 0444 HS0AR 59 26 JH2MYN 59 25 1
QSO: 28000 PH 2005-10-29 0444 HS0AR 59 26 JF3CCN 59 25 1
QSO: 28000 PH 2005-10-29 0444 HS0AR 59 26 JA1RQT 59 25 1
QSO: 28000 PH 2005-10-29 0445 HS0AR 59 26 HL4CFN 59 25 1
QSO: 28000 PH 2005-10-29 0445 HS0AR 59 26 JA3PYC 59 25 1
QSO: 28000 PH 2005-10-29 0445 HS0AR 59 26 JR6EZE 59 25 1
QSO: 28000 PH 2005-10-29 0447 HS0AR 59 26 JA2ATE 59 25 1
QSO: 28000 PH 2005-10-29 0447 HS0AR 59 26 JK2AUC 59 25 1
QSO: 28000 PH 2005-10-29 0448 HS0AR 59 26 JI2ZEY 59 25 1
