START-OF-LOG: 2.0
CREATED-BY: N3FJP's CQ World Wide Log 2.4
CONTEST: CQ-WW-SSB
CALLSIGN: K9DXR
CATEGORY: SINGLE-OP ALL QRP
CLAIMED-SCORE: 1006572
OPERATORS: K9DXR
CLUB: Metro DX Club
NAME: Russell Hibma
SOAPBOX: What a test! Running only 4.5 watts!!
SOAPBOX: Only planned to look for new ones but got hooked
QSO: 21000 PH 2005-10-29 1302 K9DXR         59  4      IR4T          59  15      
QSO: 21000 PH 2005-10-29 1305 K9DXR         59  4      5B/AJ2O       59  20      
QSO: 21000 PH 2005-10-29 1309 K9DXR         59  4      EA4KR         59  14      
QSO: 21000 PH 2005-10-29 1310 K9DXR         59  4      9G5A          59  35      
QSO: 21000 PH 2005-10-29 1312 K9DXR         59  4      ED3SSB        59  14      
QSO: 21000 PH 2005-10-29 1312 K9DXR         59  4      9A1P          59  15      
QSO: 21000 PH 2005-10-29 1317 K9DXR         59  4      S52ZW         59  15      
QSO: 21000 PH 2005-10-29 1318 K9DXR         59  4      PA1T          59  14      
QSO: 21000 PH 2005-10-29 1318 K9DXR         59  4      GM0B          59  14      
QSO: 21000 PH 2005-10-29 1319 K9DXR         59  4      4K7Z          59  21      
QSO: 21000 PH 2005-10-29 1320 K9DXR         59  4      RW2F          59  15      
QSO: 21000 PH 2005-10-29 1320 K9DXR         59  4      V41KP         59  08      
QSO: 21000 PH 2005-10-29 1321 K9DXR         59  4      UT0U          59  16      
QSO: 21000 PH 2005-10-29 1321 K9DXR         59  4      T96Q          59  15      
QSO: 21000 PH 2005-10-29 1322 K9DXR         59  4      GI0KVQ        59  14      
QSO: 21000 PH 2005-10-29 1324 K9DXR         59  4      4A1UN         59  06      
QSO: 21000 PH 2005-10-29 1325 K9DXR         59  4      YT7Z          59  15      
QSO: 21000 PH 2005-10-29 1326 K9DXR         59  4      EI4DW         59  14      
QSO: 21000 PH 2005-10-29 1326 K9DXR         59  4      M1P           59  14      
QSO: 21000 PH 2005-10-29 1326 K9DXR         59  4      SN7V          59  15      
QSO: 21000 PH 2005-10-29 1327 K9DXR         59  4      J49Z          59  20      
QSO: 21000 PH 2005-10-29 1327 K9DXR         59  4      CU2/OH1VR     59  14      
QSO: 21000 PH 2005-10-29 1331 K9DXR         59  4      CE1L          59  12      
QSO: 21000 PH 2005-10-29 1332 K9DXR         59  4      HG3M          59  15      
QSO: 14000 PH 2005-10-29 1333 K9DXR         59  4      EX0M          59  17      
QSO: 14000 PH 2005-10-29 1335 K9DXR         59  4      DF0CG         59  14      
QSO: 14000 PH 2005-10-29 1335 K9DXR         59  4      LZ9W          59  20      
QSO: 14000 PH 2005-10-29 1338 K9DXR         59  4      HG6N          59  15      
QSO: 14000 PH 2005-10-29 1338 K9DXR         59  4      LY7A          59  15      
QSO: 14000 PH 2005-10-29 1339 K9DXR         59  4      IU2R          59  15      
QSO: 14000 PH 2005-10-29 1340 K9DXR         59  4      RW4YL         59  16      
QSO: 14000 PH 2005-10-29 1342 K9DXR         59  4      YZ1U          59  15      
QSO: 14000 PH 2005-10-29 1342 K9DXR         59  4      DQ4W          59  14      
QSO: 14000 PH 2005-10-29 1344 K9DXR         59  4      IS0/DL3EW     59  15      
QSO: 14000 PH 2005-10-29 1345 K9DXR         59  4      CT3YA         59  33      
QSO: 14000 PH 2005-10-29 1346 K9DXR         59  4      LX7I          59  14      
QSO: 14000 PH 2005-10-29 1347 K9DXR         59  4      WP2Z          59  08      
QSO: 14000 PH 2005-10-29 1347 K9DXR         59  4      KD3TB/VE2     59  02      
QSO: 14000 PH 2005-10-29 1348 K9DXR         59  4      TM2Y          59  14      
QSO: 14000 PH 2005-10-29 1350 K9DXR         59  4      8S4Z          59  14      
QSO: 14000 PH 2005-10-29 1351 K9DXR         59  4      RW2F          59  15      
QSO: 14000 PH 2005-10-29 1351 K9DXR         59  4      GM2T          59  14      
QSO: 14000 PH 2005-10-29 1352 K9DXR         59  4      DJ4PT         59  14      
QSO: 14000 PH 2005-10-29 1352 K9DXR         59  4      XE1L          59  06      
QSO: 14000 PH 2005-10-29 1353 K9DXR         59  4      YT1AD         59  15      
QSO: 14000 PH 2005-10-29 1353 K9DXR         59  4      WB9Z          59  04      
QSO: 14000 PH 2005-10-29 1354 K9DXR         59  4      UA4LCH        59  16      
QSO: 14000 PH 2005-10-29 1354 K9DXR         59  4      S50K          59  15      
QSO: 14000 PH 2005-10-29 1355 K9DXR         59  4      4L8A          59  21      
QSO: 21000 PH 2005-10-29 1356 K9DXR         59  4      9K2HN         59  21      
QSO: 21000 PH 2005-10-29 1357 K9DXR         59  4      T77EB         59  15      
QSO: 21000 PH 2005-10-29 1357 K9DXR         59  4      F6KHM         59  14      
QSO: 21000 PH 2005-10-29 1357 K9DXR         59  4      OH6NIO        59  15      
QSO: 21000 PH 2005-10-29 1359 K9DXR         59  4      SV3EXU        59  20      
QSO: 21000 PH 2005-10-29 1403 K9DXR         59  4      IT9ZMX        59  15      
QSO: 21000 PH 2005-10-29 1403 K9DXR         59  4      IH9P          59  33      
QSO: 21000 PH 2005-10-29 1404 K9DXR         59  4      LZ9W          59  20      
QSO: 21000 PH 2005-10-29 1404 K9DXR         59  4      DR5Z          59  14      
QSO: 21000 PH 2005-10-29 1405 K9DXR         59  4      GM5A          59  14      
QSO: 21000 PH 2005-10-29 1405 K9DXR         59  4      YT9X          59  15      
QSO: 21000 PH 2005-10-29 1406 K9DXR         59  4      EI7M          59  14      
QSO: 21000 PH 2005-10-29 1407 K9DXR         59  4      EA8AH         59  33      
QSO: 21000 PH 2005-10-29 1408 K9DXR         59  4      S52AW         59  15      
QSO: 21000 PH 2005-10-29 1409 K9DXR         59  4      RU1A          59  16      
QSO: 21000 PH 2005-10-29 1412 K9DXR         59  4      EA5DY         59  14      
QSO: 21000 PH 2005-10-29 1412 K9DXR         59  4      FM5BH         59  08      
QSO: 21000 PH 2005-10-29 1414 K9DXR         59  4      SV9/OH4FR     59  20      
QSO: 21000 PH 2005-10-29 1415 K9DXR         59  4      5U7JB         59  35      
QSO: 21000 PH 2005-10-29 1416 K9DXR         59  4      TF/N0HJZ      59  40      
QSO: 21000 PH 2005-10-29 1418 K9DXR         59  4      PJ2T          59  09      
QSO: 21000 PH 2005-10-29 1419 K9DXR         59  4      GD6IA         59  14      
QSO: 21000 PH 2005-10-29 1420 K9DXR         59  4      IQ5LV         59  15      
QSO: 21000 PH 2005-10-29 1422 K9DXR         59  4      YR9P          59  20      
QSO: 21000 PH 2005-10-29 1422 K9DXR         59  4      4X4DZ         59  20      
QSO: 21000 PH 2005-10-29 1423 K9DXR         59  4      UU7J          59  16      
QSO: 21000 PH 2005-10-29 1424 K9DXR         59  4      FY5KE         59  09      
QSO: 21000 PH 2005-10-29 1425 K9DXR         59  4      OE4A          59  15      
QSO: 21000 PH 2005-10-29 1426 K9DXR         59  4      SV9CVY        59  20      
QSO: 14000 PH 2005-10-29 1426 K9DXR         59  4      KG4WW         59  08      
QSO: 21000 PH 2005-10-29 1432 K9DXR         59  4      ST2T          59  34      
QSO: 21000 PH 2005-10-29 1434 K9DXR         59  4      ZD8Z          59  36      
QSO: 21000 PH 2005-10-29 1446 K9DXR         59  4      FS5UQ         59  08      
QSO: 21000 PH 2005-10-29 1448 K9DXR         59  4      YP3A          59  20      
QSO: 21000 PH 2005-10-29 1448 K9DXR         59  4      8P9R          59  08      
QSO: 21000 PH 2005-10-29 1449 K9DXR         59  4      KP3Z          59  08      
QSO: 21000 PH 2005-10-29 1449 K9DXR         59  4      LZ5Z          59  20      
QSO: 21000 PH 2005-10-29 1450 K9DXR         59  4      US5D          59  16      
QSO: 21000 PH 2005-10-29 1451 K9DXR         59  4      OH0Z          59  15      
QSO: 14000 PH 2005-10-29 1458 K9DXR         59  4      SP8IMG        59  15      
QSO: 14000 PH 2005-10-29 1459 K9DXR         59  4      JW5E          59  40      
QSO: 14000 PH 2005-10-29 1501 K9DXR         59  4      EK0B          59  21      
QSO: 14000 PH 2005-10-29 1501 K9DXR         59  4      AA6PW         59  03      
QSO: 14000 PH 2005-10-29 1502 K9DXR         59  4      TF/N0HJZ      59  40      
QSO: 14000 PH 2005-10-29 1504 K9DXR         59  4      RK3DZB        59  16      
QSO: 14000 PH 2005-10-29 1505 K9DXR         59  4      OM5M          59  15      
QSO: 14000 PH 2005-10-29 1514 K9DXR         59  4      9A7A          59  15      
QSO: 14000 PH 2005-10-29 1515 K9DXR         59  4      TR8P          59  36      
QSO: 14000 PH 2005-10-29 1517 K9DXR         59  4      ER4DX         59  16      
QSO: 21000 PH 2005-10-29 1603 K9DXR         59  4      CN8NK         59  33      
QSO: 21000 PH 2005-10-29 1603 K9DXR         59  4      V47KP         59  08      
QSO: 21000 PH 2005-10-29 1607 K9DXR         59  4      XE2K          59  06      
QSO: 21000 PH 2005-10-29 1608 K9DXR         59  4      3V8A          59  33      
QSO: 21000 PH 2005-10-29 1609 K9DXR         59  4      VP5T          59  08      
QSO: 21000 PH 2005-10-29 1610 K9DXR         59  4      WP2Z          59  08      
QSO: 21000 PH 2005-10-29 1614 K9DXR         59  4      HI3NR         59  08      
QSO: 21000 PH 2005-10-29 1625 K9DXR         59  4      FS/AA4V       59  08      
QSO: 21000 PH 2005-10-29 1628 K9DXR         59  4      VP2MRJ        59  08      
QSO: 21000 PH 2005-10-29 1634 K9DXR         59  4      6Y2Z          59  08      
QSO: 14000 PH 2005-10-29 1639 K9DXR         59  4      RW1ZA         59  16      
QSO: 14000 PH 2005-10-29 1640 K9DXR         59  4      OT5L          59  14      
QSO: 14000 PH 2005-10-29 1640 K9DXR         59  4      VE9NC         59  05      
QSO: 14000 PH 2005-10-29 1640 K9DXR         59  4      3V5A          59  33      
QSO: 14000 PH 2005-10-29 1640 K9DXR         59  4      G6PZ          59  14      
QSO: 14000 PH 2005-10-29 1641 K9DXR         59  4      S53EA         59  15      
QSO: 14000 PH 2005-10-29 1642 K9DXR         59  4      G5W           59  14      
QSO: 14000 PH 2005-10-29 1642 K9DXR         59  4      9A5D          59  15      
QSO: 14000 PH 2005-10-29 1643 K9DXR         59  4      S53S          59  15      
QSO: 14000 PH 2005-10-29 1643 K9DXR         59  4      YR7M          59  20      
QSO: 14000 PH 2005-10-29 1644 K9DXR         59  4      YZ5Z          59  15      
QSO: 14000 PH 2005-10-29 1645 K9DXR         59  4      PA1T          59  14      
QSO: 14000 PH 2005-10-29 1646 K9DXR         59  4      VA2TG         59  05      
QSO: 14000 PH 2005-10-29 1648 K9DXR         59  4      IR4X          59  15      
QSO: 14000 PH 2005-10-29 1650 K9DXR         59  4      M1P           59  14      
QSO: 14000 PH 2005-10-29 1651 K9DXR         59  4      IZ8DPL        59  15      
QSO: 14000 PH 2005-10-29 1652 K9DXR         59  4      IQ5LV         59  15      
QSO: 14000 PH 2005-10-29 1653 K9DXR         59  4      OL1X          59  15      
QSO: 21000 PH 2005-10-29 1658 K9DXR         59  4      FR1AN         59  39      
QSO: 21000 PH 2005-10-29 1704 K9DXR         59  4      XE1FSK        59  06      
QSO: 21000 PH 2005-10-29 1707 K9DXR         59  4      XE1CQ         59  06      
QSO: 21000 PH 2005-10-29 1707 K9DXR         59  4      CT3MD         59  33      
QSO: 14000 PH 2005-10-29 1712 K9DXR         59  4      9G5A          59  35      
QSO: 14000 PH 2005-10-29 1713 K9DXR         59  4      KH7X          59  31      
QSO: 21000 PH 2005-10-29 1715 K9DXR         59  4      R1ANF         59  13      
QSO: 21000 PH 2005-10-29 1716 K9DXR         59  4      FG/K9NW       59  08      
QSO: 21000 PH 2005-10-29 1717 K9DXR         59  4      VE5CEM        59  04      
QSO: 14000 PH 2005-10-29 1719 K9DXR         59  4      VQ9X          59  39      
QSO: 21000 PH 2005-10-29 1724 K9DXR         59  4      V51VM         59  38      
QSO: 21000 PH 2005-10-29 1731 K9DXR         59  4      CU2CR         59  14      
QSO: 21000 PH 2005-10-29 1732 K9DXR         59  4      P49Y          59  09      
QSO: 14000 PH 2005-10-29 2121 K9DXR         59  4      5U7JB         59  35      
QSO: 14000 PH 2005-10-29 2130 K9DXR         59  4      YV5YMA        59  09      
QSO: 14000 PH 2005-10-29 2131 K9DXR         59  4      VK4WR         59  30      
QSO: 14000 PH 2005-10-29 2132 K9DXR         59  4      JG2KKG        59  25      
QSO: 21000 PH 2005-10-29 2135 K9DXR         59  4      W6AFA         59  03      
QSO: 21000 PH 2005-10-29 2137 K9DXR         59  4      AH7C          59  31      
QSO: 21000 PH 2005-10-29 2138 K9DXR         59  4      KG6DX         59  27      
QSO: 21000 PH 2005-10-29 2142 K9DXR         59  4      AH6NF         59  31      
QSO: 21000 PH 2005-10-29 2153 K9DXR         59  4      A35BO         59  32      
QSO: 21000 PH 2005-10-29 2154 K9DXR         59  4      AH2R          59  27      
QSO: 21000 PH 2005-10-29 2156 K9DXR         59  4      JI2UNR        59  25      
QSO: 21000 PH 2005-10-29 2159 K9DXR         59  4      P29KPH        59  28      
QSO: 21000 PH 2005-10-29 2202 K9DXR         59  4      V31MV         59  07      
QSO: 21000 PH 2005-10-29 2203 K9DXR         59  4      ZL3TE         59  32      
QSO: 14000 PH 2005-10-29 2206 K9DXR         59  4      B1Z           59  23      
QSO: 21000 PH 2005-10-29 2208 K9DXR         59  4      LU9FFZ        59  13      
QSO: 21000 PH 2005-10-29 2210 K9DXR         59  4      HR2AHC        59  07      
QSO: 21000 PH 2005-10-29 2210 K9DXR         59  4      VK4AN         59  30      
QSO: 14000 PH 2005-10-29 2215 K9DXR         59  4      J7DM          59  08      
QSO: 14000 PH 2005-10-29 2215 K9DXR         59  4      PY3PA         59  11      
QSO: 14000 PH 2005-10-29 2215 K9DXR         59  4      P40A          59  09      
QSO: 14000 PH 2005-10-29 2224 K9DXR         59  4      VK9XG         59  29      
QSO:  7000 PH 2005-10-29 2226 K9DXR         59  4      IR4X          59  15      
QSO:  7000 PH 2005-10-29 2228 K9DXR         59  4      9K2HN         59  21      
QSO: 14000 PH 2005-10-29 2239 K9DXR         59  4      PS2T          59  11      
QSO: 14000 PH 2005-10-29 2240 K9DXR         59  4      AL1G          59  01      
QSO: 14000 PH 2005-10-29 2242 K9DXR         59  4      4A1UN         59  06      
QSO: 14000 PH 2005-10-29 2252 K9DXR         59  4      VR2BG         59  24      
QSO: 14000 PH 2005-10-29 2253 K9DXR         59  4      PZ5RA         59  09      
QSO: 14000 PH 2005-10-29 2253 K9DXR         59  4      TG0AA         59  07      
QSO: 14000 PH 2005-10-29 2255 K9DXR         59  4      PY2NY         59  11      
QSO: 14000 PH 2005-10-29 2307 K9DXR         59  4      HL0O          59  25      
QSO: 14000 PH 2005-10-29 2308 K9DXR         59  4      9M6DXX        59  28      
QSO:  7000 PH 2005-10-29 2311 K9DXR         59  4      HB0/HB9AON    59  14      
QSO: 14000 PH 2005-10-29 2312 K9DXR         59  4      LU1ZD         59  13      
QSO: 14000 PH 2005-10-29 2312 K9DXR         59  4      LU4DXU        59  13      
QSO:  7000 PH 2005-10-29 2333 K9DXR         59  4      CN2R          59  33      
QSO:  7000 PH 2005-10-29 2336 K9DXR         59  4      SQ6Z          59  15      
QSO:  7000 PH 2005-10-29 2337 K9DXR         59  4      OT5A          59  14      
QSO:  7000 PH 2005-10-29 2339 K9DXR         59  4      OM7M          59  15      
QSO:  7000 PH 2005-10-29 2341 K9DXR         59  4      EA8ZS         59  33      
QSO: 14000 PH 2005-10-29 2344 K9DXR         59  4      JT1JA         59  23      
QSO: 21000 PH 2005-10-29 2345 K9DXR         59  4      BD5RT         59  23      
QSO:  7000 PH 2005-10-29 2352 K9DXR         59  4      HA80IARU      59  15      
QSO:  7000 PH 2005-10-29 2354 K9DXR         59  4      9A1P          59  15      
QSO: 21000 PH 2005-10-30 1203 K9DXR         59  4      HG6N          59  15      
QSO: 14000 PH 2005-10-30 1204 K9DXR         59  4      CT7T          59  14      
QSO: 14000 PH 2005-10-30 1205 K9DXR         59  4      OM8A          59  15      
QSO: 14000 PH 2005-10-30 1205 K9DXR         59  4      RL3A          59  16      
QSO: 14000 PH 2005-10-30 1206 K9DXR         59  4      ED3SSB        59  14      
QSO: 14000 PH 2005-10-30 1207 K9DXR         59  4      DL3X          59  14      
QSO: 14000 PH 2005-10-30 1209 K9DXR         59  4      OZ7X          59  14      
QSO: 14000 PH 2005-10-30 1209 K9DXR         59  4      OH8L          59  15      
QSO: 14000 PH 2005-10-30 1210 K9DXR         59  4      ON5ZO         59  14      
QSO: 14000 PH 2005-10-30 1210 K9DXR         59  4      UW2I          59  16      
QSO: 14000 PH 2005-10-30 1210 K9DXR         59  4      ES5TV         59  15      
QSO: 14000 PH 2005-10-30 1211 K9DXR         59  4      UV8M          59  16      
QSO: 14000 PH 2005-10-30 1211 K9DXR         59  4      IS0/WH0Q      59  15      
QSO: 14000 PH 2005-10-30 1211 K9DXR         59  4      HI3CCP        59  08      
QSO: 14000 PH 2005-10-30 1212 K9DXR         59  4      UY5ZZ         59  16      
QSO: 14000 PH 2005-10-30 1212 K9DXR         59  4      YP3A          59  20      
QSO: 14000 PH 2005-10-30 1213 K9DXR         59  4      UA1OMX        59  16      
QSO: 14000 PH 2005-10-30 1213 K9DXR         59  4      Z33AA         59  15      
QSO: 14000 PH 2005-10-30 1214 K9DXR         59  4      9K2K          59  21      
QSO: 14000 PH 2005-10-30 1215 K9DXR         59  4      GM5A          59  14      
QSO: 14000 PH 2005-10-30 1216 K9DXR         59  4      XE1CT         59  06      
QSO: 14000 PH 2005-10-30 1216 K9DXR         59  4      S53M          59  15      
QSO: 14000 PH 2005-10-30 1216 K9DXR         59  4      RF3A          59  16      
QSO: 14000 PH 2005-10-30 1217 K9DXR         59  4      OT5A          59  14      
QSO: 14000 PH 2005-10-30 1217 K9DXR         59  4      S57UN         59  15      
QSO: 14000 PH 2005-10-30 1218 K9DXR         59  4      OO5SY         59  14      
QSO: 14000 PH 2005-10-30 1218 K9DXR         59  4      RA3CW/3       59  16      
QSO: 21000 PH 2005-10-30 1220 K9DXR         59  4      G7X           59  14      
QSO: 21000 PH 2005-10-30 1220 K9DXR         59  4      OH6XX         59  15      
QSO: 21000 PH 2005-10-30 1221 K9DXR         59  4      PJ4W          59  09      
QSO: 21000 PH 2005-10-30 1222 K9DXR         59  4      F6KNB         59  14      
QSO: 28000 PH 2005-10-30 1222 K9DXR         59  4      VP5KE         59  08      
QSO: 28000 PH 2005-10-30 1223 K9DXR         59  4      CT7T          59  14      
QSO: 28000 PH 2005-10-30 1223 K9DXR         59  4      TM7F          59  14      
QSO: 28000 PH 2005-10-30 1223 K9DXR         59  4      II4A          59  15      
QSO: 28000 PH 2005-10-30 1223 K9DXR         59  4      EA3AKY        59  14      
QSO: 28000 PH 2005-10-30 1223 K9DXR         59  4      V51WM         59  38      
QSO: 28000 PH 2005-10-30 1223 K9DXR         59  4      HI8ROX        59  08      
QSO: 28000 PH 2005-10-30 1223 K9DXR         59  4      DQ0Q          59  14      
QSO: 28000 PH 2005-10-30 1224 K9DXR         59  4      ZS4JAN        59  38      
QSO: 21000 PH 2005-10-30 1225 K9DXR         59  4      HA5AP         59  15      
QSO: 21000 PH 2005-10-30 1226 K9DXR         59  4      5B/HA5PP      59  20      
QSO: 21000 PH 2005-10-30 1226 K9DXR         59  4      M0GTO/P       59  14      
