START-OF-LOG: 3.0
CREATED-BY: vhfmanager-downloader
CONTEST: ALPE ADRIA VHF - Unofficial results - VHFManager
CALLSIGN: S51WC
CATEGORY: 145 MHz - fixed and portable stations /max. PWR : 50W OUTPUT
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
QSO: 144300 PH 2015-08-02 0702 S51WC         59  1 JN75PS   S59R          59  3 JN76OM  
QSO: 144300 PH 2015-08-02 0704 S51WC         59  2 JN75PS   OE/OL1P       59  4 JN77UQ  
QSO: 144300 PH 2015-08-02 0704 S51WC         59  3 JN75PS   OE6KME/P      59  4 JN76UV  
QSO: 144300 PH 2015-08-02 0706 S51WC         59  4 JN75PS   I4VOS         59  8 JN54PF  
QSO: 144300 PH 2015-08-02 0707 S51WC         59  5 JN75PS   S53D          59  10 JN76BD 
QSO: 144300 PH 2015-08-02 0708 S51WC         59  6 JN75PS   S51A          59  11 JN75GV 
QSO: 144300 PH 2015-08-02 0709 S51WC         59  7 JN75PS   S59DGO        59  8 JN75FO  
QSO: 144300 PH 2015-08-02 0710 S51WC         59  8 JN75PS   S53DKR        59  11 JN66XE 
QSO: 144300 PH 2015-08-02 0711 S51WC         59  9 JN75PS   9A1BJK/P      59  3 JN75CH  
QSO: 144300 PH 2015-08-02 0712 S51WC         59  10 JN75PS  S53V          59  9 JN76UH  
QSO: 144300 PH 2015-08-02 0713 S51WC         59  11 JN75PS  9A5G          59  7 JN75GK  
QSO: 144300 PH 2015-08-02 0715 S51WC         59  12 JN75PS  9A9R          59  23 JN85OQ 
QSO: 144300 PH 2015-08-02 0716 S51WC         59  13 JN75PS  OM3RM         59  22 JN87WV 
QSO: 144300 PH 2015-08-02 0718 S51WC         59  14 JN75PS  HA5KDQ        59  36 JN97LN 
QSO: 144300 PH 2015-08-02 0719 S51WC         59  15 JN75PS  S59GS         59  5 JN75OO  
QSO: 144300 PH 2015-08-02 0721 S51WC         59  16 JN75PS  IW3HXR        59  11 JN55RQ 
QSO: 144300 PH 2015-08-02 0723 S51WC         59  17 JN75PS  9A1N          59  35 JN85LI 
QSO: 144300 PH 2015-08-02 0725 S51WC         59  18 JN75PS  HG1W          59  38 JN87GF 
QSO: 144300 PH 2015-08-02 0728 S51WC         59  19 JN75PS  9A/S54O       59  11 JN74FM 
