START-OF-LOG: 3.0
CONTEST: CQ-WPX-RTTY
CALLSIGN: ON4KGL
CATEGORY-ASSISTED: NON-ASSISTED
CLAIMED-SCORE: 193815
CREATED-BY: RCKLog V3.25
OPERATORS: ON4KGL
NAME: ELOI GILLET
SOAPBOX: TRX : YAESU FT-2000   Antenna: Beam 3El/3Bd UltaBeam           Vertica
SOAPBOX: l HF-8 from ECO   Digital: micro KEYER from microHAM   Amplifier: ACOM
SOAPBOX: 1000
SOAPBOX:
SOAPBOX: Very nice contest
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-MODE: HIGH
CATEGORY-STATION: FIXED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
QSO:  7034 RY 2012-02-11 0728 ON4KGL        599 001    OK2SFP        599 350    0
QSO:  7030 RY 2012-02-11 0729 ON4KGL        599 002    DL4ZA         599 080    0
QSO:  7039 RY 2012-02-11 0731 ON4KGL        599 003    F5OAM         599 118    0
QSO:  7039 RY 2012-02-11 0734 ON4KGL        599 004    IV3RAV        599 417    0
QSO:  7041 RY 2012-02-11 0736 ON4KGL        599 005    ES2DJ         599 134    0
QSO:  7043 RY 2012-02-11 0737 ON4KGL        599 006    LA5HPA        599 053    0
QSO:  7044 RY 2012-02-11 0738 ON4KGL        599 007    IK1SOW        599 019    0
QSO:  7045 RY 2012-02-11 0739 ON4KGL        599 008    S50A          599 540    0
QSO:  7046 RY 2012-02-11 0741 ON4KGL        599 009    MM0EAX        599 012    0
QSO:  7050 RY 2012-02-11 0743 ON4KGL        599 010    9A1A          599 509    0
QSO:  7053 RY 2012-02-11 0745 ON4KGL        599 011    YL4U          599 441    0
QSO:  7053 RY 2012-02-11 0748 ON4KGL        599 012    F5GFA         599 098    0
QSO:  7054 RY 2012-02-11 0750 ON4KGL        599 013    ON4CT         599 161    0
QSO:  7055 RY 2012-02-11 0751 ON4KGL        599 014    PG3N          599 090    0
QSO:  7056 RY 2012-02-11 0752 ON4KGL        599 015    DM6DX         599 1928   0
QSO:  7056 RY 2012-02-11 0753 ON4KGL        599 016    PA2IP         599 025    0
QSO:  7057 RY 2012-02-11 0754 ON4KGL        599 017    DJ3NG         599 050    0
QSO:  7058 RY 2012-02-11 0814 ON4KGL        599 018    DL1DVE        599 254    0
QSO:  7059 RY 2012-02-11 0819 ON4KGL        599 019    S55W          599 266    0
QSO:  7059 RY 2012-02-11 0823 ON4KGL        599 020    F/TU5KG       599 4753   0
QSO: 14087 RY 2012-02-11 0828 ON4KGL        599 021    RA4HL         599 320    0
QSO: 14088 RY 2012-02-11 0829 ON4KGL        599 022    EA2RCF        599 243    0
QSO: 14089 RY 2012-02-11 0830 ON4KGL        599 023    EV1R          599 068    0
QSO: 14090 RY 2012-02-11 0831 ON4KGL        599 024    RX9FG         599 151    0
QSO: 14091 RY 2012-02-11 0833 ON4KGL        599 025    RK9SWF        599 091    0
QSO: 14091 RY 2012-02-11 0835 ON4KGL        599 026    UA9CDV        599 434    0
QSO: 14093 RY 2012-02-11 0837 ON4KGL        599 027    SO4M          599 153    0
QSO: 14093 RY 2012-02-11 0839 ON4KGL        599 028    US4IPC        599 109    0
QSO: 14094 RY 2012-02-11 0840 ON4KGL        599 029    UW8I          599 582    0
QSO: 14094 RY 2012-02-11 0842 ON4KGL        599 030    EA1OS         599 043    0
QSO: 14096 RY 2012-02-11 0845 ON4KGL        599 031    SM3LBP        599 087    0
QSO: 14097 RY 2012-02-11 0846 ON4KGL        599 032    HG7T          599 204    0
QSO: 14098 RY 2012-02-11 0847 ON4KGL        599 033    UZ2M          599 786    0
QSO: 14098 RY 2012-02-11 0850 ON4KGL        599 034    RV9CP         599 214    0
QSO: 14100 RY 2012-02-11 0853 ON4KGL        599 035    YT3H          599 099    0
QSO: 14103 RY 2012-02-11 0854 ON4KGL        599 036    TM57M         599 116    0
QSO: 14103 RY 2012-02-11 0856 ON4KGL        599 037    JA6ZPR        599 179    0
QSO: 14106 RY 2012-02-11 0857 ON4KGL        599 038    JF1OPL        599 215    0
QSO: 14107 RY 2012-02-11 0858 ON4KGL        599 039    LB8IB         599 344    0
QSO: 14074 RY 2012-02-11 0903 ON4KGL        599 040    UT4XU         599 279    0
QSO: 14074 RY 2012-02-11 0931 ON4KGL        599 041    US4LPY        599 323    0
QSO: 14075 RY 2012-02-11 0932 ON4KGL        599 042    UX1IL         599 125    0
QSO: 14077 RY 2012-02-11 0937 ON4KGL        599 043    ES4RD         599 216    0
QSO: 14080 RY 2012-02-11 0939 ON4KGL        599 044    RM2M          599 167    0
QSO: 14081 RY 2012-02-11 0940 ON4KGL        599 045    LY1R          599 409    0
QSO: 14082 RY 2012-02-11 0942 ON4KGL        599 046    9A1A          599 291    0
QSO: 14082 RY 2012-02-11 0943 ON4KGL        599 047    HG5C          599 196    0
QSO: 14086 RY 2012-02-11 0946 ON4KGL        599 048    OH6R          599 183    0
QSO: 14089 RY 2012-02-11 0949 ON4KGL        599 049    CT3EN         599 127    0
QSO: 14090 RY 2012-02-11 0950 ON4KGL        599 050    HA8QZ         599 152    0
QSO: 14090 RY 2012-02-11 0951 ON4KGL        599 051    RW6DJ         599 168    0
QSO: 14091 RY 2012-02-11 0955 ON4KGL        599 052    RN1AO         599 123    0
QSO: 14094 RY 2012-02-11 0956 ON4KGL        599 053    YT5W          599 163    0
QSO: 14097 RY 2012-02-11 0958 ON4KGL        599 054    OG30OJ        599 264    0
QSO: 14097 RY 2012-02-11 0959 ON4KGL        599 055    EU6AF         599 249    0
QSO: 14098 RY 2012-02-11 1002 ON4KGL        599 056    HG1S          599 164    0
QSO: 14101 RY 2012-02-11 1004 ON4KGL        599 057    IQ4RN         599 170    0
QSO: 14101 RY 2012-02-11 1006 ON4KGL        599 058    RA3TT         599 116    0
QSO: 14105 RY 2012-02-11 1008 ON4KGL        599 059    RD3A          599 906    0
QSO: 14108 RY 2012-02-11 1010 ON4KGL        599 060    IK8UND        599 162    0
QSO: 14108 RY 2012-02-11 1011 ON4KGL        599 061    LN5O          599 114    0
QSO: 14109 RY 2012-02-11 1014 ON4KGL        599 062    RZ1ZZ         599 177    0
QSO: 14111 RY 2012-02-11 1016 ON4KGL        599 063    RZ4CWW        599 015    0
QSO: 14112 RY 2012-02-11 1017 ON4KGL        599 064    RV6ALI        599 152    0
QSO: 14113 RY 2012-02-11 1019 ON4KGL        599 065    TF3AO         599 071    0
QSO: 14114 RY 2012-02-11 1021 ON4KGL        599 066    YO8DDP        599 137    0
QSO: 14115 RY 2012-02-11 1021 ON4KGL        599 067    UZ5U          599 209    0
QSO: 14116 RY 2012-02-11 1023 ON4KGL        599 068    S55W          599 053    0
QSO: 14117 RY 2012-02-11 1025 ON4KGL        599 069    ZC4LI         599 438    0
QSO: 14074 RY 2012-02-11 1028 ON4KGL        599 070    UX1UX         599 292    0
QSO: 14076 RY 2012-02-11 1030 ON4KGL        599 071    HA5BSW        599 252    0
QSO: 14076 RY 2012-02-11 1031 ON4KGL        599 072    UU9JQ         599 204    0
