START-OF-LOG: 3.0
CREATED-BY: ua9qcq-yuri-gagarin-dx-ubn-downloader
CONTEST: YURI-GAGARIN-DX
CALLSIGN: IV3UHL
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-ASSISTED: 
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: 
CATEGORY-POWER: LOW
OPERATORS: IV3UHL
QSO: 21000 CW 2026-04-11 1202 IV3UHL        599 15     UN7LAN        599 30    
QSO: 21000 CW 2026-04-11 1204 IV3UHL        599 15     RW0A          599 SA    
QSO: 21000 CW 2026-04-11 1204 IV3UHL        599 15     R9AE          599 30    
QSO: 14000 CW 2026-04-11 1209 IV3UHL        599 15     R3VL          599 29    
QSO: 14000 CW 2026-04-11 1209 IV3UHL        599 15     RA3AN         599 29    
QSO: 14000 CW 2026-04-11 1210 IV3UHL        599 15     R3OR          599 29    
QSO: 14000 CW 2026-04-11 1210 IV3UHL        599 15     UN7LV         599 30    
QSO: 14000 CW 2026-04-11 1211 IV3UHL        599 15     EU6RO         599 29    
QSO: 14000 CW 2026-04-11 1211 IV3UHL        599 15     RO3ZM         599 29    
QSO: 14000 CW 2026-04-11 1212 IV3UHL        599 15     UI3F          599 29    
QSO: 14000 CW 2026-04-11 1213 IV3UHL        599 28     RW3AI         599 29    
QSO: 14000 CW 2026-04-11 1214 IV3UHL        599 28     R2ZU          599 29    
QSO: 14000 CW 2026-04-11 1215 IV3UHL        599 28     RA3YZ         599 29    
QSO: 14000 CW 2026-04-11 1215 IV3UHL        599 28     RC7A          599 29    
QSO: 14000 CW 2026-04-11 1215 IV3UHL        599 28     EW2ES         599 29    
QSO: 14000 CW 2026-04-11 1217 IV3UHL        599 28     RA3TT         599 29    
QSO: 14000 CW 2026-04-11 1218 IV3UHL        599 28     R3AQ          599 29    
QSO: 14000 CW 2026-04-11 1218 IV3UHL        599 28     YL2TD         599 29    
QSO: 14000 CW 2026-04-11 1219 IV3UHL        599 28     RT2C          599 CU    
QSO: 14000 CW 2026-04-11 1219 IV3UHL        599 28     R2EN          599 29    
QSO: 14000 CW 2026-04-11 1219 IV3UHL        599 28     UA4LCC        599 29    
QSO: 14000 CW 2026-04-11 1220 IV3UHL        599 28     RD3FT         599 29    
QSO: 14000 CW 2026-04-11 1220 IV3UHL        599 28     R1WAB         599 29    
QSO: 14000 CW 2026-04-11 1220 IV3UHL        599 28     RM1C          599 29    
QSO: 14000 CW 2026-04-11 1221 IV3UHL        599 28     EV6Z          599 29    
QSO: 14000 CW 2026-04-11 1222 IV3UHL        599 28     UA3AP         599 29    
QSO: 14000 CW 2026-04-11 1223 IV3UHL        599 28     LZ1ND         599 28    
QSO: 14000 CW 2026-04-11 1225 IV3UHL        599 28     RK6O          599 29    
QSO: 14000 CW 2026-04-11 1226 IV3UHL        599 28     R7CW          599 29    
QSO: 14000 CW 2026-04-11 1226 IV3UHL        599 28     RX1AG         599 29    
QSO: 14000 CW 2026-04-11 1226 IV3UHL        599 28     UA3YDI        599 29    
QSO: 14000 CW 2026-04-11 1229 IV3UHL        599 28     RA9A          599 ZM    
QSO: 14000 CW 2026-04-11 1230 IV3UHL        599 28     UA3QGT        599 29    
QSO: 14000 CW 2026-04-11 1231 IV3UHL        599 28     UA5L          599 YG    
QSO: 14000 CW 2026-04-11 1232 IV3UHL        599 28     UN0L          599 30    
QSO: 14000 CW 2026-04-11 1232 IV3UHL        599 28     RW9SW         599 30    
QSO: 14000 CW 2026-04-11 1233 IV3UHL        599 28     RA3VX         599 29    
QSO: 14000 CW 2026-04-11 1235 IV3UHL        599 28     RA3AGF        599 29    
QSO: 14000 CW 2026-04-11 1235 IV3UHL        599 28     RA5CC         599 29    
QSO: 14000 CW 2026-04-11 1236 IV3UHL        599 28     RY2A          599 29    
QSO: 14000 CW 2026-04-11 1237 IV3UHL        599 28     EU8U          599 29    
QSO: 14000 CW 2026-04-11 1238 IV3UHL        599 28     R8KC          599 30    
QSO: 14000 CW 2026-04-11 1240 IV3UHL        599 28     R8CI          599 30    
QSO: 14000 CW 2026-04-11 1241 IV3UHL        599 28     UA6LCJ        599 29    
QSO: 14000 CW 2026-04-11 1241 IV3UHL        599 28     UA3AP         599 29    
QSO: 14000 CW 2026-04-11 1242 IV3UHL        599 28     RC2R          599 29    
QSO: 14000 CW 2026-04-11 1242 IV3UHL        599 28     RN5AA         599 29    
QSO: 14000 CW 2026-04-11 1243 IV3UHL        599 28     UG3A          599 29    
QSO: 14000 CW 2026-04-11 1244 IV3UHL        599 28     EU6O          599 29    
QSO: 14000 CW 2026-04-11 1244 IV3UHL        599 28     LZ2AF         599 28    
QSO: 14000 CW 2026-04-11 1245 IV3UHL        599 28     UA1TES        599 29    
QSO: 14000 CW 2026-04-11 1246 IV3UHL        599 28     R9AE          599 30    
QSO: 14000 CW 2026-04-11 1247 IV3UHL        599 28     SV2SIF        599 28    
QSO: 14000 CW 2026-04-11 1247 IV3UHL        599 28     EW8DX         599 29    
QSO: 14000 CW 2026-04-11 1249 IV3UHL        599 28     RT3F          599 CP    
