START-OF-LOG: 3.0
CREATED-BY: ua9qcq-yuri-gagarin-dx-ubn-downloader
CONTEST: YURI-GAGARIN-DX
CALLSIGN: YO4NF
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-ASSISTED: 
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: 
CATEGORY-POWER: HIGH
OPERATORS: YO4NF
QSO: 14023 CW 2026-04-11 1359 YO4NF         599 28     RT4M          599 29    
QSO: 14023 CW 2026-04-11 1400 YO4NF         599 28     RF9C          599 AM    
QSO: 14023 CW 2026-04-11 1400 YO4NF         599 28     PA5WT         599 27    
QSO: 14023 CW 2026-04-11 1400 YO4NF         599 28     YL3NU         599 29    
QSO: 14023 CW 2026-04-11 1401 YO4NF         599 28     UA0D          599 33    
QSO: 14023 CW 2026-04-11 1401 YO4NF         599 28     R3OR          599 29    
QSO: 14023 CW 2026-04-11 1402 YO4NF         599 28     R5FQ          599 29    
QSO: 14023 CW 2026-04-11 1402 YO4NF         599 28     RN9U          599 31    
QSO: 14023 CW 2026-04-11 1402 YO4NF         599 28     RA3AN         599 29    
QSO: 14023 CW 2026-04-11 1403 YO4NF         599 28     YL2NK         599 29    
QSO: 14023 CW 2026-04-11 1403 YO4NF         599 28     RN5AA         599 29    
QSO: 14023 CW 2026-04-11 1403 YO4NF         599 28     PC7W          599 27    
QSO: 14023 CW 2026-04-11 1404 YO4NF         599 28     DL2NBY        599 28    
QSO: 14023 CW 2026-04-11 1404 YO4NF         599 28     RA5BF         599 29    
QSO: 14023 CW 2026-04-11 1404 YO4NF         599 28     K1ZZ          599 08    
QSO: 14023 CW 2026-04-11 1405 YO4NF         599 28     R4RS          599 29    
QSO: 14023 CW 2026-04-11 1405 YO4NF         599 28     G0OOD         599 27    
QSO: 14023 CW 2026-04-11 1405 YO4NF         599 28     RL3T          599 29    
QSO: 14023 CW 2026-04-11 1406 YO4NF         599 28     DL4HRM        599 28    
QSO: 14023 CW 2026-04-11 1406 YO4NF         599 28     DL8JS         599 28    
QSO: 14023 CW 2026-04-11 1406 YO4NF         599 28     R1IBG         599 20    
QSO: 14023 CW 2026-04-11 1408 YO4NF         599 28     R2GFP         599 29    
QSO: 14023 CW 2026-04-11 1409 YO4NF         599 28     DL3YM         599 28    
QSO: 14023 CW 2026-04-11 1409 YO4NF         599 28     RN9N          599 30    
QSO: 14023 CW 2026-04-11 1409 YO4NF         599 28     RA3VE         599 29    
