START-OF-LOG: 3.0
CREATED-BY: ua9qcq-yuri-gagarin-dx-ubn-downloader
CONTEST: YURI-GAGARIN-DX
CALLSIGN: RU4PU
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-ASSISTED: 
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: 
CATEGORY-POWER: HIGH
OPERATORS: RU4PU
QSO: 14008 CW 2026-04-11 1201 RU4PU         599 29     JA3JM         599 45    
QSO: 14008 CW 2026-04-11 1202 RU4PU         599 29     RN9U          599 31    
QSO: 14008 CW 2026-04-11 1202 RU4PU         599 29     LZ1QN         599 28    
QSO: 14008 CW 2026-04-11 1202 RU4PU         599 29     R7CW          599 29    
QSO: 14008 CW 2026-04-11 1203 RU4PU         599 29     YO6WAC        599 28    
QSO: 14008 CW 2026-04-11 1203 RU4PU         599 29     EW2ES         599 29    
QSO: 14008 CW 2026-04-11 1204 RU4PU         599 29     RV6HV         599 29    
QSO: 14008 CW 2026-04-11 1204 RU4PU         599 29     HA6NL         599 28    
QSO: 14008 CW 2026-04-11 1204 RU4PU         599 29     EU8U          599 29    
QSO: 14008 CW 2026-04-11 1205 RU4PU         599 29     R7AC          599 29    
QSO: 14008 CW 2026-04-11 1205 RU4PU         599 29     DL8DWW        599 28    
QSO: 14008 CW 2026-04-11 1206 RU4PU         599 29     OK2VWB        599 28    
QSO: 14008 CW 2026-04-11 1206 RU4PU         599 29     DL2OM         599 28    
QSO: 14008 CW 2026-04-11 1206 RU4PU         599 29     ZL1TM         599 60    
QSO: 14008 CW 2026-04-11 1207 RU4PU         599 29     RZ0SN         599 32    
QSO: 14008 CW 2026-04-11 1208 RU4PU         599 29     IK2AVH        599 28    
QSO: 14008 CW 2026-04-11 1208 RU4PU         599 29     RD4A          599 TB    
QSO: 14008 CW 2026-04-11 1208 RU4PU         599 29     RK0S          599 32    
QSO: 14008 CW 2026-04-11 1209 RU4PU         599 29     RC2O          599 29    
QSO: 14008 CW 2026-04-11 1209 RU4PU         599 29     YO4FHU        599 28    
QSO: 14008 CW 2026-04-11 1209 RU4PU         599 29     9A3YT         599 28    
QSO: 14008 CW 2026-04-11 1210 RU4PU         599 29     UA0D          599 33    
QSO: 21011 CW 2026-04-11 1210 RU4PU         599 29     UA0D          599 33    
QSO: 14008 CW 2026-04-11 1211 RU4PU         599 29     HG5D          599 28    
QSO: 14008 CW 2026-04-11 1212 RU4PU         599 29     UA9CHL        599 30    
QSO: 14008 CW 2026-04-11 1212 RU4PU         599 29     RA2F          599 29    
QSO: 14008 CW 2026-04-11 1212 RU4PU         599 29     UN7FW         599 31    
QSO: 14008 CW 2026-04-11 1214 RU4PU         599 29     JE5JRY        599 36    
QSO: 21011 CW 2026-04-11 1214 RU4PU         599 29     RA9A          599 ZM    
QSO: 14008 CW 2026-04-11 1216 RU4PU         599 29     LU6D          599 14    
QSO: 14008 CW 2026-04-11 1217 RU4PU         599 29     EW8DX         599 29    
QSO: 14008 CW 2026-04-11 1218 RU4PU         599 29     R7KO          599 29    
QSO: 14008 CW 2026-04-11 1220 RU4PU         599 29     JK2VOC        599 45    
QSO: 14008 CW 2026-04-11 1221 RU4PU         599 29     BH4BFS        599 44    
QSO: 14008 CW 2026-04-11 1221 RU4PU         599 29     UA4LL         599 29    
QSO: 14008 CW 2026-04-11 1222 RU4PU         599 29     EX8MJ         599 30    
QSO: 14000 CW 2026-04-11 1223 RU4PU         599 29     SM7RYR        599 18    
QSO: 21011 CW 2026-04-11 1225 RU4PU         599 29     JA7XRH        599 45    
QSO: 21011 CW 2026-04-11 1225 RU4PU         599 29     F6IRA         599 27    
QSO: 14008 CW 2026-04-11 1226 RU4PU         599 29     IZ4JMA        599 28    
QSO: 14008 CW 2026-04-11 1228 RU4PU         599 29     JO3JYE        599 45    
QSO: 14008 CW 2026-04-11 1228 RU4PU         599 29     RX6FJ         599 29    
QSO: 21011 CW 2026-04-11 1229 RU4PU         599 29     IK4VET        599 28    
QSO: 14008 CW 2026-04-11 1229 RU4PU         599 29     RV9V          599 30    
QSO: 14008 CW 2026-04-11 1230 RU4PU         599 29     YC9ELS        599 54    
QSO: 14008 CW 2026-04-11 1231 RU4PU         599 29     HA3HO         599 28    
QSO: 14008 CW 2026-04-11 1232 RU4PU         599 29     OK4RQ         599 28    
QSO: 14008 CW 2026-04-11 1233 RU4PU         599 29     LZ1ND         599 28    
QSO: 14008 CW 2026-04-11 1234 RU4PU         599 29     LZ1ND         599 28    
QSO: 14008 CW 2026-04-11 1234 RU4PU         599 29     RW0UM         599 33    
QSO: 14008 CW 2026-04-11 1235 RU4PU         599 29     YO4LUP        599 28    
QSO: 14008 CW 2026-04-11 1235 RU4PU         599 29     HG5E          599 28    
QSO: 14008 CW 2026-04-11 1235 RU4PU         599 29     MM2T          599 27    
QSO: 14008 CW 2026-04-11 1236 RU4PU         599 29     RC9T          599 30    
QSO: 14008 CW 2026-04-11 1238 RU4PU         599 29     EA1WH         599 37    
QSO: 14008 CW 2026-04-11 1238 RU4PU         599 29     HA5GF         599 28    
