START-OF-LOG: 3.0
CREATED-BY: ua9qcq-yuri-gagarin-dx-ubn-downloader
CONTEST: YURI-GAGARIN-DX
CALLSIGN: RX7T
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-ASSISTED: 
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: 
CATEGORY-POWER: LOW
OPERATORS: RX7T
QSO: 14008 CW 2026-04-11 1205 RX7T          599 29     EU3U          599 29    
QSO: 14011 CW 2026-04-11 1206 RX7T          599 29     MM0T          599 27    
QSO: 14012 CW 2026-04-11 1207 RX7T          599 29     IT9/DK6XZ     599 28    
QSO: 14013 CW 2026-04-11 1208 RX7T          599 29     UP4L          599 30    
QSO: 14014 CW 2026-04-11 1208 RX7T          599 29     HA2A          599 28    
QSO: 14014 CW 2026-04-11 1209 RX7T          599 29     RA9A          599 ZM    
QSO: 14014 CW 2026-04-11 1209 RX7T          599 29     PA3AAV        599 27    
QSO: 14016 CW 2026-04-11 1210 RX7T          599 29     YR8R          599 28    
QSO: 14017 CW 2026-04-11 1212 RX7T          599 29     R2FK          599 29    
QSO: 14018 CW 2026-04-11 1212 RX7T          599 29     UA8A          599 MK    
QSO: 14021 CW 2026-04-11 1214 RX7T          599 29     UN0L          599 30    
QSO: 14026 CW 2026-04-11 1216 RX7T          599 29     HA3NU         599 28    
QSO: 14026 CW 2026-04-11 1217 RX7T          599 29     IT9IVU        599 28    
QSO: 14029 CW 2026-04-11 1217 RX7T          599 29     YQ6A          599 28    
QSO: 14034 CW 2026-04-11 1218 RX7T          599 29     DL6KVA        599 28    
QSO: 14027 CW 2026-04-11 1218 RX7T          599 29     E7CW          599 28    
QSO: 14035 CW 2026-04-11 1219 RX7T          599 29     RD1T          599 RA    
QSO: 14036 CW 2026-04-11 1220 RX7T          599 29     YU3A          599 28    
QSO: 14037 CW 2026-04-11 1220 RX7T          599 29     RM1F          599 29    
QSO: 14038 CW 2026-04-11 1221 RX7T          599 29     F5IN          599 27    
QSO: 14039 CW 2026-04-11 1222 RX7T          599 29     IZ8FWN        599 28    
QSO: 14040 CW 2026-04-11 1225 RX7T          599 29     R9YU          599 AT    
QSO: 14043 CW 2026-04-11 1225 RX7T          599 29     YL2TD         599 29    
QSO: 14045 CW 2026-04-11 1226 RX7T          599 29     UA9AT         599 30    
QSO: 14045 CW 2026-04-11 1226 RX7T          599 29     UN8PT         599 30    
QSO: 14046 CW 2026-04-11 1227 RX7T          599 29     HA1DAE        599 28    
QSO: 14047 CW 2026-04-11 1227 RX7T          599 29     RN9RF         599 30    
QSO: 14048 CW 2026-04-11 1228 RX7T          599 29     DF5EN         599 28    
QSO: 14050 CW 2026-04-11 1228 RX7T          599 29     HA3LN         599 28    
QSO: 14051 CW 2026-04-11 1229 RX7T          599 29     SP2FAP        599 28    
QSO: 14054 CW 2026-04-11 1230 RX7T          599 29     OY1CT         599 18    
QSO: 14053 CW 2026-04-11 1231 RX7T          599 29     UA1TES        599 29    
QSO: 14042 CW 2026-04-11 1232 RX7T          599 29     RD0A          599 RV    
QSO: 14037 CW 2026-04-11 1233 RX7T          599 29     RZ1A          599 29    
QSO: 14033 CW 2026-04-11 1233 RX7T          599 29     HG5D          599 28    
QSO: 14022 CW 2026-04-11 1234 RX7T          599 29     UA4WW         599 VZ    
QSO: 14016 CW 2026-04-11 1236 RX7T          599 29     YU1ED         599 28    
QSO: 14015 CW 2026-04-11 1236 RX7T          599 29     EU5C          599 29    
QSO: 14010 CW 2026-04-11 1238 RX7T          599 29     RX9WN         599 30    
QSO: 14004 CW 2026-04-11 1239 RX7T          599 29     UA9W          599 SZ    
QSO: 14005 CW 2026-04-11 1239 RX7T          599 29     RA9DZ         599 30    
QSO: 14008 CW 2026-04-11 1240 RX7T          599 29     UA1OLM        599 KP    
QSO: 14010 CW 2026-04-11 1241 RX7T          599 29     RW0A          599 SA    
QSO: 14015 CW 2026-04-11 1242 RX7T          599 29     OL5W          599 28    
QSO: 14017 CW 2026-04-11 1244 RX7T          599 29     K1ZZ          599 08    
QSO: 14023 CW 2026-04-11 1244 RX7T          599 29     R1LN          599 29    
QSO: 14027 CW 2026-04-11 1245 RX7T          599 29     E7CW          599 28    
QSO: 14030 CW 2026-04-11 1246 RX7T          599 29     RC1W          599 29    
QSO: 14031 CW 2026-04-11 1247 RX7T          599 29     R8KC          599 30    
QSO: 14032 CW 2026-04-11 1247 RX7T          599 29     DL2OM         599 28    
QSO: 14034 CW 2026-04-11 1248 RX7T          599 29     R9MM          599 SP    
QSO: 14037 CW 2026-04-11 1249 RX7T          599 29     RN3QO         599 29    
QSO: 14040 CW 2026-04-11 1251 RX7T          599 29     R9AE          599 30    
QSO: 14041 CW 2026-04-11 1253 RX7T          599 29     I4IKW         599 28    
QSO: 14042 CW 2026-04-11 1253 RX7T          599 29     YU1YV         599 28    
QSO: 14049 CW 2026-04-11 1256 RX7T          599 29     RK8I          599 31    
QSO: 14048 CW 2026-04-11 1256 RX7T          599 29     OH7CW         599 18    
QSO: 14044 CW 2026-04-11 1258 RX7T          599 29     SP5LST        599 28    
QSO: 14043 CW 2026-04-11 1300 RX7T          599 29     IK2AVH        599 28    
QSO: 14035 CW 2026-04-11 1300 RX7T          599 29     RF9C          599 AM    
QSO: 14035 CW 2026-04-11 1301 RX7T          599 29     YU7KW         599 28    
QSO: 14033 CW 2026-04-11 1301 RX7T          599 29     DJ7M          599 28    
QSO: 14033 CW 2026-04-11 1301 RX7T          599 29     DK8ZZ         599 28    
QSO: 14031 CW 2026-04-11 1303 RX7T          599 29     OK2EA         599 28    
QSO: 14022 CW 2026-04-11 1304 RX7T          599 29     RM9X          599 20    
QSO: 14012 CW 2026-04-11 1305 RX7T          599 29     UB3A          599 29    
QSO: 14012 CW 2026-04-11 1305 RX7T          599 29     YT2ISM        599 28    
QSO: 14005 CW 2026-04-11 1316 RX7T          599 29     R8WO          599 30    
QSO: 14008 CW 2026-04-11 1317 RX7T          599 29     4U1A          599 28    
QSO: 14015 CW 2026-04-11 1318 RX7T          599 29     MM2T          599 27    
QSO: 14016 CW 2026-04-11 1318 RX7T          599 29     YT7X          599 28    
QSO: 14017 CW 2026-04-11 1318 RX7T          599 29     UA5L          599 YG    
QSO: 14017 CW 2026-04-11 1318 RX7T          599 29     RA3AN         599 29    
QSO: 14021 CW 2026-04-11 1322 RX7T          599 29     OM0WR         599 28    
QSO: 14023 CW 2026-04-11 1322 RX7T          599 29     E74A          599 28    
QSO: 14030 CW 2026-04-11 1323 RX7T          599 29     YO6FGZ        599 28    
QSO: 14039 CW 2026-04-11 1324 RX7T          599 29     UC1A          599 29    
QSO: 14044 CW 2026-04-11 1325 RX7T          599 29     R8IZ          599 PL    
QSO: 14048 CW 2026-04-11 1326 RX7T          599 29     RK4W          599 30    
QSO: 14050 CW 2026-04-11 1326 RX7T          599 29     RW0AJ         599 32    
QSO: 14051 CW 2026-04-11 1327 RX7T          599 29     UA0OK         599 32    
QSO: 14052 CW 2026-04-11 1327 RX7T          599 29     RC9T          599 30    
QSO: 14050 CW 2026-04-11 1350 RX7T          599 29     RA3VX         599 29    
QSO: 14042 CW 2026-04-11 1351 RX7T          599 29     EA1WH         599 37    
QSO: 14036 CW 2026-04-11 1352 RX7T          599 29     F6IRA         599 27    
QSO: 14036 CW 2026-04-11 1353 RX7T          599 29     RN9N          599 30    
QSO: 14035 CW 2026-04-11 1353 RX7T          599 29     RX6FJ         599 29    
QSO: 14029 CW 2026-04-11 1354 RX7T          599 29     DL1CW         599 28    
QSO: 14027 CW 2026-04-11 1355 RX7T          599 29     IV3SKB        599 28    
QSO: 14025 CW 2026-04-11 1356 RX7T          599 29     RA3BQ         599 29    
QSO: 14024 CW 2026-04-11 1356 RX7T          599 29     EW2ZC         599 29    
QSO: 14022 CW 2026-04-11 1357 RX7T          599 29     R8CT          599 30    
QSO: 14020 CW 2026-04-11 1357 RX7T          599 29     R8LA          599 30    
QSO: 14017 CW 2026-04-11 1358 RX7T          599 29     UA5L          599 YG    
QSO: 14015 CW 2026-04-11 1359 RX7T          599 29     9A3YT         599 28    
QSO: 14015 CW 2026-04-11 1400 RX7T          599 29     RT2C          599 CU    
QSO: 14005 CW 2026-04-11 1401 RX7T          599 29     RK2M          599 29    
QSO: 14016 CW 2026-04-11 1409 RX7T          599 29     RW1A          599 PR    
QSO: 14030 CW 2026-04-11 1409 RX7T          599 29     EU8U          599 29    
QSO: 14037 CW 2026-04-11 1410 RX7T          599 29     RG2X          599 RK    
QSO: 14035 CW 2026-04-11 1410 RX7T          599 29     LZ6K          599 28    
QSO: 14041 CW 2026-04-11 1411 RX7T          599 29     AA3B          599 08    
QSO: 14044 CW 2026-04-11 1412 RX7T          599 29     OK2BFN        599 28    
QSO: 14036 CW 2026-04-11 1413 RX7T          599 29     DL4ME         599 28    
QSO: 14034 CW 2026-04-11 1414 RX7T          599 29     RN5A          599 29    
QSO: 14014 CW 2026-04-11 1414 RX7T          599 29     RK3LWA        599 RG    
QSO: 14006 CW 2026-04-11 1415 RX7T          599 29     SP8MO         599 28    
QSO: 14009 CW 2026-04-11 1416 RX7T          599 29     DA2DX         599 28    
QSO: 14015 CW 2026-04-11 1416 RX7T          599 29     RN4SS         599 29    
QSO: 14021 CW 2026-04-11 1418 RX7T          599 29     IU4JNR        599 28    
QSO: 14024 CW 2026-04-11 1418 RX7T          599 29     RT3F          599 CP    
QSO: 14025 CW 2026-04-11 1419 RX7T          599 29     RZ9L          599 30    
QSO: 14027 CW 2026-04-11 1427 RX7T          599 29     OK1OA         599 28    
QSO: 14035 CW 2026-04-11 1427 RX7T          599 29     HA8TP         599 28    
QSO: 14037 CW 2026-04-11 1428 RX7T          599 29     RU4SO         599 29    
QSO: 14046 CW 2026-04-11 1435 RX7T          599 29     Z32ID         599 28    
QSO: 14045 CW 2026-04-11 1436 RX7T          599 29     EI4II         599 27    
QSO: 14043 CW 2026-04-11 1437 RX7T          599 29     UN7LAN        599 30    
QSO: 14032 CW 2026-04-11 1438 RX7T          599 29     R5FQ          599 29    
QSO: 14029 CW 2026-04-11 1438 RX7T          599 29     IV3UHL        599 28    
QSO: 14029 CW 2026-04-11 1438 RX7T          599 29     EA3X          599 37    
QSO: 14022 CW 2026-04-11 1443 RX7T          599 29     R8CI          599 30    
QSO: 14017 CW 2026-04-11 1445 RX7T          599 29     RV3DEP        599 29    
QSO: 14013 CW 2026-04-11 1446 RX7T          599 29     SP2HMT        599 28    
QSO: 14010 CW 2026-04-11 1446 RX7T          599 29     S53R          599 28    
QSO: 14010 CW 2026-04-11 1447 RX7T          599 29     4X6FR         599 39    
QSO: 14002 CW 2026-04-11 1449 RX7T          599 29     EC7R          599 37    
QSO: 14043 CW 2026-04-11 1451 RX7T          599 29     RA8AT         599 30    
QSO: 14020 CW 2026-04-11 1452 RX7T          599 29     DL2NBY        599 28    
QSO: 14024 CW 2026-04-11 1453 RX7T          599 29     SQ9KDT        599 28    
QSO: 14038 CW 2026-04-11 1453 RX7T          599 29     IT9KCD        599 28    
QSO: 14008 CW 2026-04-11 1454 RX7T          599 29     LZ5R          599 28    
QSO: 14048 CW 2026-04-11 1454 RX7T          599 29     I1NVU         599 28    
QSO: 14001 CW 2026-04-11 1455 RX7T          599 29     SV1BJW        599 28    
QSO: 14031 CW 2026-04-11 1459 RX7T          599 29     IK2SND        599 28    
QSO: 14031 CW 2026-04-11 1459 RX7T          599 29     RM1C          599 29    
QSO: 14031 CW 2026-04-11 1500 RX7T          599 29     HB9CIM        599 28    
QSO: 14031 CW 2026-04-11 1501 RX7T          599 29     HA3DX         599 28    
QSO: 14031 CW 2026-04-11 1501 RX7T          599 29     UA0D          599 33    
QSO: 14031 CW 2026-04-11 1502 RX7T          599 29     IZ4JMA        599 28    
QSO: 14031 CW 2026-04-11 1502 RX7T          599 29     RN2FQ         599 29    
QSO: 14031 CW 2026-04-11 1503 RX7T          599 29     PA0RDT        599 27    
QSO: 14034 CW 2026-04-11 1505 RX7T          599 29     R2FZ          599 29    
QSO: 14034 CW 2026-04-11 1506 RX7T          599 29     PA2A          599 27    
QSO: 14034 CW 2026-04-11 1507 RX7T          599 29     K2TQC         599 08    
QSO: 14034 CW 2026-04-11 1508 RX7T          599 29     ES2JJ         599 29    
QSO: 14034 CW 2026-04-11 1508 RX7T          599 29     R1QE          599 29    
QSO: 14034 CW 2026-04-11 1509 RX7T          599 29     S55OO         599 28    
QSO: 14035 CW 2026-04-11 1510 RX7T          599 29     UA0DAR        599 33    
QSO: 14023 CW 2026-04-11 1511 RX7T          599 29     YO4NF         599 28    
QSO: 14021 CW 2026-04-11 1511 RX7T          599 29     R1NW          599 19    
QSO: 14054 CW 2026-04-11 1513 RX7T          599 29     RU9AC         599 30    
QSO: 14020 CW 2026-04-11 1515 RX7T          599 29     UA9BA         599 30    
QSO: 14013 CW 2026-04-11 1515 RX7T          599 29     RV1AQ         599 29    
QSO: 14005 CW 2026-04-11 1516 RX7T          599 29     SV8SXF        599 28    
QSO: 14007 CW 2026-04-11 1517 RX7T          599 29     EW4A          599 29    
QSO: 14026 CW 2026-04-11 1517 RX7T          599 29     RW9QA         599 30    
QSO: 14034 CW 2026-04-11 1518 RX7T          599 29     LZ1ND         599 28    
QSO: 14036 CW 2026-04-11 1519 RX7T          599 29     9A8A          599 28    
QSO: 14050 CW 2026-04-11 1520 RX7T          599 29     YT6X          599 28    
QSO: 14006 CW 2026-04-11 1535 RX7T          599 29     EA2KV         599 37    
QSO: 14012 CW 2026-04-11 1536 RX7T          599 29     EA4AOC        599 37    
QSO: 14014 CW 2026-04-11 1537 RX7T          599 29     IZ3ETC        599 28    
QSO: 14021 CW 2026-04-11 1537 RX7T          599 29     UA9XX         599 20    
QSO: 14022 CW 2026-04-11 1538 RX7T          599 29     RO9A          599 30    
QSO: 14026 CW 2026-04-11 1538 RX7T          599 29     IT9PPG        599 28    
QSO: 14033 CW 2026-04-11 1539 RX7T          599 29     SQ9S          599 28    
QSO: 14036 CW 2026-04-11 1540 RX7T          599 29     UN0LM         599 30    
QSO:  7040 CW 2026-04-11 1549 RX7T          599 29     R8JAJ         599 20    
QSO:  7037 CW 2026-04-11 1549 RX7T          599 29     RC6U          599 29    
QSO:  7034 CW 2026-04-11 1550 RX7T          599 29     UA9AT         599 30    
QSO:  7034 CW 2026-04-11 1550 RX7T          599 29     RK9AY         599 30    
QSO:  7031 CW 2026-04-11 1551 RX7T          599 29     RC9O          599 31    
