START-OF-LOG: 3.0
CREATED-BY: ua9qcq-yuri-gagarin-dx-ubn-downloader
CONTEST: YURI-GAGARIN-DX
CALLSIGN: HA7RY
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-ASSISTED: 
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: 
CATEGORY-POWER: HIGH
OPERATORS: HA7RY
QSO: 14022 CW 2026-04-11 1202 HA7RY         599 28     UI3F          599 29    
QSO: 14022 CW 2026-04-11 1203 HA7RY         599 28     RC2O          599 29    
QSO: 14022 CW 2026-04-11 1203 HA7RY         599 28     UA4LCC        599 29    
QSO: 14022 CW 2026-04-11 1204 HA7RY         599 28     UA6LCJ        599 29    
QSO: 14022 CW 2026-04-11 1204 HA7RY         599 28     RA3BQ         599 29    
QSO: 14022 CW 2026-04-11 1204 HA7RY         599 28     UA6GO         599 29    
QSO: 14022 CW 2026-04-11 1205 HA7RY         599 28     R3OR          599 29    
QSO: 14022 CW 2026-04-11 1206 HA7RY         599 28     R7KO          599 29    
QSO: 14022 CW 2026-04-11 1206 HA7RY         599 28     UN7LV         599 30    
QSO: 14022 CW 2026-04-11 1207 HA7RY         599 28     R6DM          599 29    
QSO: 14022 CW 2026-04-11 1207 HA7RY         599 28     R2HL          599 29    
QSO: 14022 CW 2026-04-11 1208 HA7RY         599 28     UA3AP         599 29    
QSO: 14022 CW 2026-04-11 1208 HA7RY         599 28     RG3R          599 29    
QSO: 14022 CW 2026-04-11 1208 HA7RY         599 28     RN4SC         599 29    
QSO: 14022 CW 2026-04-11 1210 HA7RY         599 28     RA5BF         599 29    
QSO: 14022 CW 2026-04-11 1210 HA7RY         599 28     RV6HV         599 29    
QSO: 14022 CW 2026-04-11 1211 HA7RY         599 28     K1ZZ          599 08    
QSO: 14022 CW 2026-04-11 1211 HA7RY         599 28     HA5GF         599 28    
QSO: 14022 CW 2026-04-11 1211 HA7RY         599 28     PA0CT         599 27    
QSO: 14022 CW 2026-04-11 1212 HA7RY         599 28     RK2M          599 29    
QSO: 14022 CW 2026-04-11 1212 HA7RY         599 28     RX6FJ         599 29    
QSO: 14022 CW 2026-04-11 1213 HA7RY         599 28     R2DVU         599 29    
QSO: 14022 CW 2026-04-11 1213 HA7RY         599 28     RL4R          599 29    
QSO: 14022 CW 2026-04-11 1214 HA7RY         599 28     RA3AN         599 29    
QSO: 14022 CW 2026-04-11 1214 HA7RY         599 28     RF9C          599 AM    
QSO: 14022 CW 2026-04-11 1214 HA7RY         599 28     RV3DEP        599 29    
QSO: 14022 CW 2026-04-11 1215 HA7RY         599 28     UA4CNJ        599 29    
QSO: 14022 CW 2026-04-11 1215 HA7RY         599 28     EA6/GM2ZDH    599 37    
QSO: 14022 CW 2026-04-11 1216 HA7RY         599 28     SD4W          599 18    
QSO: 14022 CW 2026-04-11 1216 HA7RY         599 28     RA4CL         599 29    
QSO: 14022 CW 2026-04-11 1217 HA7RY         599 28     RW4HL         599 29    
QSO: 14022 CW 2026-04-11 1218 HA7RY         599 28     RW3AI         599 29    
QSO: 14022 CW 2026-04-11 1218 HA7RY         599 28     UA4FCO        599 29    
QSO: 14022 CW 2026-04-11 1218 HA7RY         599 28     PA5GU         599 27    
QSO: 14022 CW 2026-04-11 1220 HA7RY         599 28     UD3B          599 29    
QSO: 14022 CW 2026-04-11 1220 HA7RY         599 28     RM9X          599 20    
QSO: 14022 CW 2026-04-11 1220 HA7RY         599 28     R7AC          599 29    
QSO: 14022 CW 2026-04-11 1221 HA7RY         599 28     RA9MX         599 30    
QSO: 14022 CW 2026-04-11 1221 HA7RY         599 28     R4RD          599 29    
