START-OF-LOG: 3.0
CREATED-BY: ua9qcq-yuri-gagarin-dx-ubn-downloader
CONTEST: YURI-GAGARIN-DX
CALLSIGN: SP5LST
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-ASSISTED: 
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: 
CATEGORY-POWER: HIGH
OPERATORS: SP5LST
QSO: 14011 CW 2026-04-11 1201 SP5LST        599 28     RN4K          599 PG    
QSO: 14011 CW 2026-04-11 1202 SP5LST        599 28     R4BD          599 29    
QSO: 14012 CW 2026-04-11 1205 SP5LST        599 28     IT9/DK6XZ     599 28    
QSO: 14013 CW 2026-04-11 1206 SP5LST        599 28     LZ1ND         599 28    
QSO: 14014 CW 2026-04-11 1207 SP5LST        599 28     RA9A          599 ZM    
QSO: 14015 CW 2026-04-11 1208 SP5LST        599 28     UA3QGT        599 29    
QSO: 14016 CW 2026-04-11 1208 SP5LST        599 28     R9MM          599 SP    
QSO: 14016 CW 2026-04-11 1209 SP5LST        599 28     RT2C          599 CU    
QSO: 14017 CW 2026-04-11 1210 SP5LST        599 28     UA5L          599 YG    
QSO: 14018 CW 2026-04-11 1210 SP5LST        599 28     RA5G          599 29    
QSO: 14018 CW 2026-04-11 1210 SP5LST        599 28     UA8A          599 MK    
QSO: 14019 CW 2026-04-11 1211 SP5LST        599 28     RT4F          599 FI    
QSO: 14019 CW 2026-04-11 1211 SP5LST        599 28     R8TT          599 AU    
QSO: 14019 CW 2026-04-11 1213 SP5LST        599 28     R8KC          599 20    
QSO: 14020 CW 2026-04-11 1213 SP5LST        599 28     RU4LM         599 29    
QSO: 14021 CW 2026-04-11 1214 SP5LST        599 28     UN0L          599 30    
QSO: 14022 CW 2026-04-11 1215 SP5LST        599 28     R5AG          599 AL    
QSO: 14022 CW 2026-04-11 1216 SP5LST        599 28     UA4WW         599 VZ    
QSO: 14024 CW 2026-04-11 1218 SP5LST        599 28     RT3F          599 CP    
QSO: 14030 CW 2026-04-11 1225 SP5LST        599 28     E74A          599 28    
QSO: 14031 CW 2026-04-11 1227 SP5LST        599 28     RD6OK         599 29    
QSO: 14032 CW 2026-04-11 1229 SP5LST        599 28     UA0DAR        599 33    
QSO: 14039 CW 2026-04-11 1230 SP5LST        599 28     IZ8FWN        599 28    
QSO: 14040 CW 2026-04-11 1231 SP5LST        599 28     R9YU          599 AT    
QSO: 14042 CW 2026-04-11 1232 SP5LST        599 28     RD0A          599 RV    
QSO: 14044 CW 2026-04-11 1234 SP5LST        599 28     R8IZ          599 PL    
QSO: 14047 CW 2026-04-11 1248 SP5LST        599 28     RN9RF         599 30    
QSO: 14044 CW 2026-04-11 1250 SP5LST        599 28     RA4L          599 29    
QSO: 14044 CW 2026-04-11 1251 SP5LST        599 28     R6DM          599 29    
QSO: 14044 CW 2026-04-11 1251 SP5LST        599 28     UA9CU         599 30    
QSO: 14044 CW 2026-04-11 1252 SP5LST        599 28     RF9C          599 AM    
QSO: 14044 CW 2026-04-11 1252 SP5LST        599 28     UN7FW         599 31    
QSO: 14044 CW 2026-04-11 1252 SP5LST        599 28     RM8G          599 30    
QSO: 14044 CW 2026-04-11 1252 SP5LST        599 28     UA4AGT        599 29    
QSO: 14044 CW 2026-04-11 1253 SP5LST        599 28     R9OA          599 31    
QSO: 14044 CW 2026-04-11 1254 SP5LST        599 28     R6MW          599 29    
QSO: 14044 CW 2026-04-11 1254 SP5LST        599 28     R3OR          599 29    
QSO: 14044 CW 2026-04-11 1255 SP5LST        599 28     RK4FM         599 29    
QSO: 14044 CW 2026-04-11 1255 SP5LST        599 28     RA3AN         599 29    
QSO: 14044 CW 2026-04-11 1255 SP5LST        599 28     MM2T          599 27    
QSO: 14044 CW 2026-04-11 1256 SP5LST        599 28     ZA1RR         599 28    
QSO: 14044 CW 2026-04-11 1256 SP5LST        599 28     W2GD          599 08    
QSO: 14044 CW 2026-04-11 1256 SP5LST        599 28     M1X           599 27    
QSO: 14044 CW 2026-04-11 1257 SP5LST        599 28     RA3TT         599 29    
QSO: 14044 CW 2026-04-11 1257 SP5LST        599 28     RC7A          599 29    
QSO: 14044 CW 2026-04-11 1258 SP5LST        599 28     RX7T          599 29    
QSO: 14044 CW 2026-04-11 1258 SP5LST        599 28     RX6FJ         599 29    
QSO: 14044 CW 2026-04-11 1258 SP5LST        599 28     UA6GO         599 29    
QSO: 14044 CW 2026-04-11 1259 SP5LST        599 28     UD0O          599 32    
QSO: 14044 CW 2026-04-11 1259 SP5LST        599 28     UA6Y          599 29    
QSO: 14044 CW 2026-04-11 1300 SP5LST        599 28     RL9L          599 30    
QSO: 14044 CW 2026-04-11 1301 SP5LST        599 28     R4RD          599 29    
QSO: 14044 CW 2026-04-11 1301 SP5LST        599 28     G4LJU         599 27    
QSO: 14044 CW 2026-04-11 1302 SP5LST        599 28     UA0SDX        599 32    
QSO: 14044 CW 2026-04-11 1302 SP5LST        599 28     R8MB/1        599 20    
QSO: 14044 CW 2026-04-11 1303 SP5LST        599 28     RN6AT         599 29    
QSO: 14044 CW 2026-04-11 1303 SP5LST        599 28     R9XS          599 20    
QSO: 14044 CW 2026-04-11 1304 SP5LST        599 28     RU0LL         599 34    
QSO: 14044 CW 2026-04-11 1304 SP5LST        599 28     IU0ITX        599 28    
QSO: 14044 CW 2026-04-11 1305 SP5LST        599 28     RK2M          599 29    
QSO: 14044 CW 2026-04-11 1305 SP5LST        599 28     UA4LCC        599 29    
QSO: 14044 CW 2026-04-11 1307 SP5LST        599 28     9A3YT         599 28    
QSO: 14044 CW 2026-04-11 1308 SP5LST        599 28     R2ZU          599 29    
QSO: 14044 CW 2026-04-11 1308 SP5LST        599 28     UA9XL         599 20    
QSO: 14044 CW 2026-04-11 1309 SP5LST        599 28     RK4NB         599 29    
QSO: 14044 CW 2026-04-11 1309 SP5LST        599 28     M4P           599 27    
QSO: 14044 CW 2026-04-11 1310 SP5LST        599 28     RA4CL         599 29    
