START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: IARU-HF
CALLSIGN: II0K
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: II0K
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for IARU-HF ARRL/iaru_hf_world_championship/2023.
QSO: 28005 CW 2023-07-08 1202 II0K          599 28 PX2A          599 15
QSO: 21267 PH 2023-07-08 1709 II0K          59 28 N2QV          59 08
QSO: 21337 PH 2023-07-08 1711 II0K          59 28 CX1AA         59 RCU
QSO: 21347 PH 2023-07-08 1712 II0K          59 28 ZV5N          59 15
QSO: 21283 PH 2023-07-08 1715 II0K          59 28 OM0M          59 28
QSO: 21367 PH 2023-07-08 1715 II0K          59 28 CU3AC         59 36
QSO: 21252 PH 2023-07-08 1716 II0K          59 28 EI0HQ         59 IRTS
QSO: 21385 PH 2023-07-08 1717 II0K          59 28 ED8M          59 36
QSO: 21374 PH 2023-07-08 1718 II0K          59 28 NV9L          59 08
QSO: 21399 PH 2023-07-08 1728 II0K          59 28 HS8NKB        59 49
QSO: 21195 PH 2023-07-08 1734 II0K          59 28 OT8M          59 27
QSO: 21000 PH 2023-07-08 1735 II0K          59 28 V51MA         59 57
QSO: 21212 PH 2023-07-08 1735 II0K          59 28 SV9FBG        59 28
QSO: 28036 CW 2023-07-08 1745 II0K          599 28 OE0HQ         599 OV
QSO: 14150 PH 2023-07-08 1747 II0K          59 28 UT6EE         59 29
QSO: 14000 PH 2023-07-08 1750 II0K          59 28 R2AD          59 29
QSO: 14281 PH 2023-07-08 1751 II0K          59 28 SN0HQ         59 PZK
QSO: 14000 PH 2023-07-08 1752 II0K          59 28 RT9YA         59 31
QSO: 14281 PH 2023-07-08 1754 II0K          59 28 EA4AW         59 37
QSO: 14280 PH 2023-07-08 1755 II0K          59 28 UP0L          59 30
QSO: 14281 PH 2023-07-08 1755 II0K          59 28 F4JVK         59 27
QSO: 14292 PH 2023-07-08 1757 II0K          59 28 TM0HQ         59 REF
QSO: 14281 PH 2023-07-08 1758 II0K          59 28 PA6Y          59 27
QSO: 14000 PH 2023-07-08 1801 II0K          59 28 YR0HQ         59 FRR
QSO: 14000 PH 2023-07-08 1806 II0K          59 28 PD0SOT        59 27
QSO: 14300 PH 2023-07-08 1809 II0K          59 28 DL7ULM        59 28
QSO: 14297 PH 2023-07-08 1810 II0K          59 28 EF4HQ         59 URE
QSO: 14000 PH 2023-07-08 1814 II0K          59 28 ER7HQ         59 ARM
QSO: 14300 PH 2023-07-08 1814 II0K          59 28 2M0KIE        59 27
QSO: 14300 PH 2023-07-08 1814 II0K          59 28 UA9R          59 30
QSO: 14300 PH 2023-07-08 1816 II0K          59 28 DK1AX         59 28
QSO: 14333 PH 2023-07-08 1816 II0K          59 28 RW9LL         59 30
QSO: 14000 PH 2023-07-08 1817 II0K          59 28 DJ0IF         59 28
QSO: 14000 PH 2023-07-08 1818 II0K          59 28 YO6GUU        59 28
QSO: 14307 PH 2023-07-08 1819 II0K          59 28 YO8RC         59 28
QSO: 14269 PH 2023-07-08 1820 II0K          59 28 F4EMI         59 27
QSO: 14065 CW 2023-07-08 1824 II0K          599 28 S57C          599 28
QSO: 14003 CW 2023-07-08 1826 II0K          599 28 EC3A          599 37
QSO: 14004 CW 2023-07-08 1827 II0K          599 28 JH4UYB        599 45
QSO: 14010 CW 2023-07-08 1902 II0K          599 28 F8DGY         599 27
QSO: 14244 PH 2023-07-08 1927 II0K          59 28 DP6C          59 28
QSO: 14221 PH 2023-07-08 1934 II0K          59 28 RU1A          59 29
QSO: 14000 CW 2023-07-08 1939 II0K          599 28 OH3N          599 18
QSO:  7000 CW 2023-07-08 1949 II0K          599 28 RM9A          599 30
QSO:  7002 CW 2023-07-08 1951 II0K          599 28 S58M          599 28
QSO:  7004 CW 2023-07-08 1953 II0K          599 28 UP0L          599 30
QSO:  7025 CW 2023-07-08 1954 II0K          599 28 I49A          599 28
QSO:  7007 CW 2023-07-08 1956 II0K          599 28 TM0HQ         599 REF
QSO:  7022 CW 2023-07-08 1956 II0K          599 28 YT0HQ         599 SRS
QSO:  7002 CW 2023-07-08 2001 II0K          599 28 I43Z          599 28
QSO:  7007 CW 2023-07-08 2002 II0K          599 28 HG0HQ         599 MRASZ
QSO:  7008 CW 2023-07-08 2003 II0K          599 28 RU1A          599 29
QSO:  7011 CW 2023-07-08 2006 II0K          599 28 I42B          599 28
QSO:  7014 CW 2023-07-08 2006 II0K          599 28 I49D          599 28
QSO:  7022 CW 2023-07-08 2006 II0K          599 28 9A0HQ         599 HRS
QSO:  7015 CW 2023-07-08 2007 II0K          599 28 LZ0HQ         599 BFRA
QSO:  7031 CW 2023-07-08 2007 II0K          599 28 OP0HQ         599 UBA
QSO:  7027 CW 2023-07-08 2009 II0K          599 28 SN0HQ         599 PZK
QSO:  7028 CW 2023-07-08 2009 II0K          599 28 DA0HQ         599 DARC
QSO:  7017 CW 2023-07-08 2010 II0K          599 28 SK9HQ         599 SSA
QSO:  7029 CW 2023-07-08 2010 II0K          599 28 E7HQ          599 ARABH
QSO:  7031 CW 2023-07-08 2012 II0K          599 28 OG2P          599 18
QSO:  7035 CW 2023-07-08 2013 II0K          599 28 OM3HQ         599 SARA
QSO:  7011 CW 2023-07-08 2016 II0K          599 28 I42B          599 28
QSO:  7034 CW 2023-07-08 2017 II0K          599 28 IQ2MI         599 28
QSO:  7036 CW 2023-07-08 2018 II0K          599 28 OE0HQ         599 OV
QSO:  7038 CW 2023-07-08 2019 II0K          599 28 EA5OH         599 37
QSO:  7038 CW 2023-07-08 2019 II0K          599 28 EF4HQ         599 URE
QSO:  7000 CW 2023-07-08 2020 II0K          599 28 IK4VET        599 28
QSO:  7019 CW 2023-07-08 2020 II0K          599 28 OH0HQ         599 SRAL
QSO:  7010 CW 2023-07-08 2021 II0K          599 28 OZ1HQ         599 EDR
QSO:  7011 CW 2023-07-08 2021 II0K          599 28 GR2HQ         599 RSGB
QSO:  7014 CW 2023-07-08 2022 II0K          599 28 S50HQ         599 ZRS
QSO:  7000 CW 2023-07-08 2026 II0K          599 28 YR0HQ         599 FRR
QSO:  7007 CW 2023-07-08 2028 II0K          599 28 UA4M          599 29
QSO:  7035 CW 2023-07-08 2029 II0K          599 28 OM3HQ         599 SARA
QSO:  7031 CW 2023-07-08 2030 II0K          599 28 EI0HQ         599 IRTS
QSO:  7047 CW 2023-07-08 2031 II0K          599 28 4Z4AK         599 39
QSO:  7000 CW 2023-07-08 2032 II0K          599 28 OK2HBR        599 28
QSO:  7030 CW 2023-07-08 2033 II0K          599 28 9A5D          599 28
QSO:  7038 CW 2023-07-08 2033 II0K          599 28 RL5A          599 29
QSO:  7004 CW 2023-07-08 2034 II0K          599 28 YR0K          599 28
QSO:  7041 CW 2023-07-08 2035 II0K          599 28 ER7HQ         599 ARM
QSO:  7000 CW 2023-07-08 2037 II0K          599 28 PA6HQ         599 VERON
QSO:  7046 CW 2023-07-08 2037 II0K          599 28 9A/S57KM      599 28
QSO:  7007 CW 2023-07-08 2039 II0K          599 28 HG0HQ         599 MRASZ
QSO:  7023 CW 2023-07-08 2040 II0K          599 28 R4HQ          599 SRR
QSO:  7000 CW 2023-07-08 2051 II0K          599 28 OM6MW         599 28
QSO:  7009 CW 2023-07-08 2053 II0K          599 28 I43O          599 28
QSO:  7023 CW 2023-07-08 2057 II0K          599 28 EA3X          599 37
QSO:  7027 CW 2023-07-08 2057 II0K          599 28 HA8TP         599 28
QSO:  7032 CW 2023-07-08 2100 II0K          599 28 I42D          599 28
QSO:  7032 CW 2023-07-08 2100 II0K          599 28 I42D          599 28
QSO:  7013 CW 2023-07-08 2104 II0K          599 28 HG0HQ         599 MRASZ
QSO:  1800 CW 2023-07-08 2153 II0K          599 28 PA6HQ         599 VERON
QSO:  1823 CW 2023-07-08 2153 II0K          599 28 TM0HQ         599 REF
QSO:  1829 CW 2023-07-08 2155 II0K          599 28 OK2EA         599 28
QSO:  1800 CW 2023-07-08 2156 II0K          599 28 UT3SO         599 29
QSO:  1834 CW 2023-07-08 2158 II0K          599 28 SK9HQ         599 SSA
QSO:  1836 CW 2023-07-08 2158 II0K          599 28 YU5R          599 28
QSO:  1800 CW 2023-07-08 2159 II0K          599 28 OK1XC         599 28
QSO:  1800 CW 2023-07-08 2200 II0K          599 28 YR0HQ         599 FRR
QSO:  1800 CW 2023-07-08 2201 II0K          599 28 HB9HQ         599 USKA
QSO:  1819 CW 2023-07-08 2202 II0K          599 28 9A0HQ         599 HRS
QSO:  1831 CW 2023-07-08 2202 II0K          599 28 OP0HQ         599 UBA
QSO:  1823 CW 2023-07-08 2205 II0K          599 28 SN0HQ         599 PZK
QSO:  1826 CW 2023-07-08 2206 II0K          599 28 OZ1HQ         599 EDR
QSO:  1826 CW 2023-07-08 2207 II0K          599 28 GR2HQ         599 RSGB
QSO:  1827 CW 2023-07-08 2208 II0K          599 28 RC1W          599 29
QSO:  1820 CW 2023-07-08 2210 II0K          599 28 YT0HQ         599 SRS
QSO:  1824 CW 2023-07-08 2211 II0K          599 28 UZ1WW         599 29
QSO:  1825 CW 2023-07-08 2212 II0K          599 28 RK3T          599 29
QSO:  1831 CW 2023-07-08 2214 II0K          599 28 UR4UWY        599 29
QSO:  1830 CW 2023-07-08 2215 II0K          599 28 DA0HQ         599 DARC
QSO:  1833 CW 2023-07-08 2218 II0K          599 28 HB9ARF        599 28
QSO:  1833 CW 2023-07-08 2219 II0K          599 28 UT5UGR        599 29
QSO:  1833 CW 2023-07-08 2220 II0K          599 28 OM7LW         599 28
QSO:  1833 CW 2023-07-08 2220 II0K          599 28 S55KA         599 28
QSO:  1833 CW 2023-07-08 2220 II0K          599 28 SP8FHK        599 28
QSO:  1834 CW 2023-07-08 2221 II0K          599 28 S57DX         599 28
QSO:  1800 PH 2023-07-08 2224 II0K          59 28 9A0HQ         59 HRS
QSO:  1844 PH 2023-07-08 2225 II0K          59 28 OH2HQ         59 SRAL
QSO:  1847 PH 2023-07-08 2226 II0K          59 28 DA0HQ         59 DARC
QSO:  1863 PH 2023-07-08 2227 II0K          59 28 OE0HQ         59 OV
QSO:  1857 PH 2023-07-08 2228 II0K          59 28 SN0HQ         59 PZK
QSO:  1854 PH 2023-07-08 2229 II0K          59 28 GR2HQ         59 RSGB
QSO:  1849 PH 2023-07-08 2232 II0K          59 28 TM0HQ         59 REF
QSO:  1800 PH 2023-07-08 2233 II0K          59 28 IV3WMS        59 28
QSO:  1833 CW 2023-07-08 2236 II0K          599 28 DL4ME         599 28
QSO:  1800 CW 2023-07-08 2239 II0K          599 28 S50HQ         599 ZRS
QSO:  1800 CW 2023-07-08 2241 II0K          599 28 S53AR         599 28
QSO:  1831 CW 2023-07-08 2241 II0K          599 28 DL3KWR        599 28
QSO:  1831 CW 2023-07-08 2242 II0K          599 28 UA4M          599 29
QSO:  1831 CW 2023-07-08 2244 II0K          599 28 LY5W          599 29
QSO:  1831 CW 2023-07-08 2245 II0K          599 28 EC3A          599 37
QSO:  1845 PH 2023-07-08 2246 II0K          59 28 F8KGM         59 27
QSO:  1851 PH 2023-07-08 2248 II0K          59 28 HG1A          59 28
QSO:  1867 PH 2023-07-08 2250 II0K          59 28 YT0HQ         59 SRS
QSO:  1870 PH 2023-07-08 2251 II0K          59 28 PA6HQ         59 VERON
QSO:  1877 PH 2023-07-08 2251 II0K          59 28 E7HQ          59 ARABH
QSO: 14000 PH 2023-07-08 2305 II0K          59 28 LT4RCA        59 RCA
QSO: 14314 PH 2023-07-08 2306 II0K          59 28 NV9L          59 08
QSO: 14302 PH 2023-07-08 2307 II0K          59 28 SK9HQ         59 SSA
QSO: 14290 PH 2023-07-08 2313 II0K          59 28 TF/4X6TT      59 17
QSO: 14222 PH 2023-07-08 2314 II0K          59 28 PY4JW         59 15
QSO: 14254 PH 2023-07-08 2314 II0K          59 28 CT2HOV        59 37
QSO: 14206 PH 2023-07-08 2315 II0K          59 28 CR5HQ         59 REP
QSO: 14135 PH 2023-07-08 2316 II0K          59 28 YO7SR         59 28
QSO: 14264 PH 2023-07-08 2317 II0K          59 28 DA0HQ         59 DARC
QSO: 14147 PH 2023-07-08 2320 II0K          59 28 TI7W          59 11
QSO: 14000 PH 2023-07-08 2322 II0K          59 28 PY6AA         59 LABRE
QSO: 14248 PH 2023-07-08 2322 II0K          59 28 EE7P          59 37
QSO: 14243 PH 2023-07-08 2324 II0K          59 28 SN7D          59 28
QSO: 14187 PH 2023-07-08 2328 II0K          59 28 NG1M          59 08
QSO: 14240 PH 2023-07-08 2329 II0K          59 18 TF8KY         59 17
QSO: 14250 PH 2023-07-08 2332 II0K          59 28 K5TR          59 7
QSO: 14000 PH 2023-07-08 2333 II0K          59 28 KW9A          59 07
QSO: 14151 PH 2023-07-08 2333 II0K          59 28 V31HQ         59 BARC
QSO: 14224 PH 2023-07-08 2333 II0K          59 28 OP0HQ         59 UBA
QSO: 14233 PH 2023-07-08 2336 II0K          59 28 YT1A          59 28
QSO: 14330 PH 2023-07-08 2336 II0K          59 28 KB8O          59 08
QSO: 14252 PH 2023-07-08 2338 II0K          59 28 CT2JBD        59 37
QSO:  7194 PH 2023-07-08 2338 II0K          59 28 OP0HQ         59 UBA
QSO:  7164 PH 2023-07-08 2339 II0K          59 28 HG0HQ         59 MRASZ
QSO:  7172 PH 2023-07-08 2339 II0K          59 28 EI0HQ         59 IRTS
QSO:  7130 PH 2023-07-08 2341 II0K          59 28 S50HQ         59 ZRS
QSO:  7130 PH 2023-07-08 2341 II0K          59 28 YT4ZZ         59 28
QSO:  7158 PH 2023-07-08 2341 II0K          59 28 F6EZV         59 27
QSO:  7083 PH 2023-07-08 2342 II0K          59 28 I41N          59 28
QSO:  7129 PH 2023-07-08 2342 II0K          59 28 I46V          59 28
QSO:  7000 PH 2023-07-08 2343 II0K          59 28 IV3WMS        59 28
QSO:  7093 PH 2023-07-08 2343 II0K          59 28 SP7MC         59 28
QSO:  7130 PH 2023-07-08 2343 II0K          59 28 SK9HQ         59 SSA
QSO:  7130 PH 2023-07-08 2343 II0K          59 28 UA9R          59 30
QSO:  7104 PH 2023-07-08 2344 II0K          59 28 HG1A          59 28
QSO:  7129 PH 2023-07-08 2345 II0K          59 28 I41R          59 28
QSO:  7120 PH 2023-07-08 2346 II0K          59 28 OT8M          59 27
QSO:  7130 PH 2023-07-08 2346 II0K          59 28 OZ1KVM        59 18
QSO:  7129 PH 2023-07-08 2347 II0K          59 28 HB2T          59 28
QSO:  7130 PH 2023-07-08 2347 II0K          59 28 HB9EYP        59 28
QSO:  7130 PH 2023-07-08 2347 II0K          59 28 II9HQ         59 ARI
QSO:  7130 PH 2023-07-08 2347 II0K          59 28 OK1K          59 28
QSO:  7134 PH 2023-07-08 2347 II0K          59 28 IB9A          59 28
QSO:  7000 PH 2023-07-08 2348 II0K          59 28 PC5Z          59 27
QSO:  7130 PH 2023-07-08 2348 II0K          59 28 S50E          59 28
QSO:  7130 PH 2023-07-08 2349 II0K          59 28 R3DCB         59 29
QSO:  7130 PH 2023-07-08 2349 II0K          59 28 R3DCX         59 29
QSO:  7130 PH 2023-07-08 2350 II0K          59 28 EA6PT         59 37
QSO:  7130 PH 2023-07-08 2350 II0K          59 28 SV3RPQ        59 28
QSO:  7000 PH 2023-07-08 2352 II0K          59 28 DK3MM         59 28
QSO:  7000 PH 2023-07-08 2352 II0K          59 28 YR0HQ         59 FRR
QSO:  7130 PH 2023-07-08 2352 II0K          59 28 IU1NKS        59 28
QSO:  7130 PH 2023-07-08 2353 II0K          59 28 2M0KIE        59 27
QSO:  7130 PH 2023-07-08 2353 II0K          59 28 OE0HQ         59 OV
QSO:  7175 PH 2023-07-08 2353 II0K          59 28 ED8M          59 36
QSO:  7130 PH 2023-07-08 2354 II0K          59 28 DK1KC         59 28
QSO:  7130 PH 2023-07-08 2354 II0K          59 28 HA5BGG        59 28
QSO:  7130 PH 2023-07-08 2354 II0K          59 28 SN7T          59 28
QSO:  7178 PH 2023-07-08 2354 II0K          59 28 DA0HQ         59 DARC
QSO:  7130 PH 2023-07-08 2355 II0K          59 28 Z30HQ         59 RSM
QSO:  7130 PH 2023-07-08 2356 II0K          59 28 SN9H          59 28
QSO:  7200 PH 2023-07-08 2356 II0K          59 28 I44W          59 28
QSO:  7000 PH 2023-07-08 2357 II0K          59 28 DL1YEG        59 28
QSO:  7000 PH 2023-07-08 2357 II0K          59 28 OE4XBH        59 28
QSO:  7184 PH 2023-07-08 2357 II0K          59 28 EF4HQ         59 URE
QSO:  7188 PH 2023-07-08 2357 II0K          59 28 I42F          59 28
QSO:  7190 PH 2023-07-08 2358 II0K          59 28 MD7C          59 27
QSO:  7000 PH 2023-07-08 2359 II0K          59 28 OK6AB         59 28
QSO:  7130 PH 2023-07-08 2359 II0K          59 28 DL5JS         59 28
QSO:  7130 PH 2023-07-08 2359 II0K          59 28 I42A          59 28
