START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: IARU-HF
CALLSIGN: JR3IIR
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: JR3IIR
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for IARU-HF ARRL/iaru_hf_world_championship/2023.
QSO:  1823 CW 2023-07-08 1256 JR3IIR        599 45 8N8HQ         599 JARL
QSO:  1849 PH 2023-07-08 1258 JR3IIR        59 45 8N2HQ         59 JARL
QSO: 21321 PH 2023-07-08 2348 JR3IIR        59 45 8N8HQ         59 JARL
QSO: 21053 CW 2023-07-09 0827 JR3IIR        599 45 RL5A          599 29
QSO: 21054 CW 2023-07-09 0827 JR3IIR        599 45 OG2P          599 18
QSO: 21030 CW 2023-07-09 0830 JR3IIR        599 45 E7HQ          599 ARABH
QSO: 21043 CW 2023-07-09 0831 JR3IIR        599 45 P3C           599 39
QSO: 21036 CW 2023-07-09 0833 JR3IIR        599 45 SK9HQ         599 SSA
QSO: 21031 CW 2023-07-09 0834 JR3IIR        599 45 OH5TS         599 18
QSO: 21031 CW 2023-07-09 0835 JR3IIR        599 45 OG73X         599 18
QSO: 21029 CW 2023-07-09 0837 JR3IIR        599 45 EI5KF         599 27
QSO: 21029 CW 2023-07-09 0838 JR3IIR        599 45 UA4PN         599 30
QSO: 21027 CW 2023-07-09 0840 JR3IIR        599 45 Z30HQ         599 RSM
QSO: 21027 CW 2023-07-09 0843 JR3IIR        599 45 4O1HQ         599 MARP
QSO: 21021 CW 2023-07-09 0847 JR3IIR        599 45 S53V          599 28
QSO: 21020 CW 2023-07-09 0848 JR3IIR        599 45 M5W           599 27
QSO: 21016 CW 2023-07-09 0849 JR3IIR        599 45 OH1F          599 18
QSO: 21015 CW 2023-07-09 0850 JR3IIR        599 45 YR0K          599 28
QSO: 21014 CW 2023-07-09 0851 JR3IIR        599 45 9A0HQ         599 HRS
QSO: 21002 CW 2023-07-09 0854 JR3IIR        599 45 YO9RIJ        599 28
QSO: 21000 CW 2023-07-09 0855 JR3IIR        599 45 E71A          599 28
QSO: 21002 CW 2023-07-09 0858 JR3IIR        599 45 ES7A          599 29
QSO: 21003 CW 2023-07-09 0900 JR3IIR        599 45 I44C          599 28
QSO: 21006 CW 2023-07-09 0908 JR3IIR        599 45 I43B          599 28
QSO: 21009 CW 2023-07-09 0910 JR3IIR        599 45 OK7W          599 28
QSO: 21011 CW 2023-07-09 0911 JR3IIR        599 45 OK2EA         599 28
QSO: 21014 CW 2023-07-09 0914 JR3IIR        599 45 ER7HQ         599 ARM
QSO: 21017 CW 2023-07-09 0915 JR3IIR        599 45 I47O          599 28
QSO: 21017 CW 2023-07-09 0916 JR3IIR        599 45 OH1VR         599 18
QSO: 21018 CW 2023-07-09 0917 JR3IIR        599 45 YT0HQ         599 SRS
QSO: 21019 CW 2023-07-09 0917 JR3IIR        599 45 M2G           599 27
QSO: 21021 CW 2023-07-09 0918 JR3IIR        599 45 I47V          599 28
QSO: 21023 CW 2023-07-09 0920 JR3IIR        599 45 DM1T          599 28
QSO: 21023 CW 2023-07-09 0920 JR3IIR        599 45 IR4K          599 28
QSO: 21024 CW 2023-07-09 0921 JR3IIR        599 45 BA4DL         599 44
QSO: 21026 CW 2023-07-09 0922 JR3IIR        599 45 OZ1HQ         599 EDR
QSO: 21030 CW 2023-07-09 0925 JR3IIR        599 45 RK9AX         599 30
QSO: 21039 CW 2023-07-09 0928 JR3IIR        599 45 I46P          599 28
QSO: 21047 CW 2023-07-09 0930 JR3IIR        599 45 YT9X          599 28
QSO: 21049 CW 2023-07-09 0931 JR3IIR        599 45 OG6N          599 18
QSO: 21053 CW 2023-07-09 0932 JR3IIR        599 45 II2S          599 28
QSO: 21059 CW 2023-07-09 0934 JR3IIR        599 45 EA5OH         599 37
QSO: 21000 CW 2023-07-09 0936 JR3IIR        599 45 7K1CPT        599 45
QSO: 21065 CW 2023-07-09 0937 JR3IIR        599 45 PA5KT         599 27
QSO: 21000 CW 2023-07-09 0940 JR3IIR        599 45 DX9EVM        599 50
QSO: 21053 CW 2023-07-09 0940 JR3IIR        599 45 OY1CT         599 FRA
QSO: 21048 CW 2023-07-09 0942 JR3IIR        599 45 HG5D          599 28
QSO: 21046 CW 2023-07-09 1004 JR3IIR        599 45 TM0HQ         599 REF
QSO: 21045 CW 2023-07-09 1005 JR3IIR        599 45 I44Q          599 28
QSO: 21043 CW 2023-07-09 1007 JR3IIR        599 45 MJ0X          599 27
QSO: 21043 CW 2023-07-09 1009 JR3IIR        599 45 ED8M          599 36
QSO: 21041 CW 2023-07-09 1011 JR3IIR        599 45 SP6EQZ        599 28
QSO: 21039 CW 2023-07-09 1012 JR3IIR        599 45 I46P          599 28
QSO: 21037 CW 2023-07-09 1014 JR3IIR        599 45 SM5ACQ        599 18
QSO: 21034 CW 2023-07-09 1015 JR3IIR        599 45 I43U          599 28
QSO: 21034 CW 2023-07-09 1016 JR3IIR        599 45 EF8BBM        599 36
QSO: 21032 CW 2023-07-09 1018 JR3IIR        599 45 DL7ON         599 28
QSO: 21024 CW 2023-07-09 1019 JR3IIR        599 45 RN3QO         599 29
QSO: 21000 CW 2023-07-09 1020 JR3IIR        599 45 YL5W          599 29
QSO: 21021 CW 2023-07-09 1022 JR3IIR        599 45 DJ0SP         599 28
QSO: 21020 CW 2023-07-09 1023 JR3IIR        599 45 I49M          599 28
QSO: 21019 CW 2023-07-09 1024 JR3IIR        599 45 G3P           599 27
QSO: 21018 CW 2023-07-09 1025 JR3IIR        599 45 OM7LM         599 28
QSO: 21017 CW 2023-07-09 1028 JR3IIR        599 45 EA2KV         599 37
QSO: 21012 CW 2023-07-09 1033 JR3IIR        599 45 9N7AA         599 42
QSO: 21001 CW 2023-07-09 1036 JR3IIR        599 45 I42W          599 28
QSO: 21007 CW 2023-07-09 1038 JR3IIR        599 45 I46F          599 28
QSO: 21009 CW 2023-07-09 1039 JR3IIR        599 45 I46Q          599 28
QSO: 21012 CW 2023-07-09 1039 JR3IIR        599 45 RM9A          599 30
QSO: 21017 CW 2023-07-09 1042 JR3IIR        599 45 RC0CD         599 34
QSO: 21019 CW 2023-07-09 1044 JR3IIR        599 45 GR2HQ         599 RSGB
QSO: 21021 CW 2023-07-09 1045 JR3IIR        599 45 I41U          599 28
QSO: 21025 CW 2023-07-09 1046 JR3IIR        599 45 I47C          599 28
QSO: 21026 CW 2023-07-09 1047 JR3IIR        599 45 SN5N          599 28
QSO: 21028 CW 2023-07-09 1049 JR3IIR        599 45 BD7MCP        599 44
QSO: 14003 CW 2023-07-09 1052 JR3IIR        599 45 W6YX          599 06
QSO: 14006 CW 2023-07-09 1052 JR3IIR        599 45 N7DX          599 06
QSO: 14007 CW 2023-07-09 1053 JR3IIR        599 45 NX6T          599 06
QSO: 14009 CW 2023-07-09 1054 JR3IIR        599 45 8N3HQ         599 JARL
QSO: 14013 CW 2023-07-09 1055 JR3IIR        599 45 ZP5AA         599 RCP
QSO: 14015 CW 2023-07-09 1057 JR3IIR        599 45 BD7JNA        599 44
QSO: 14017 CW 2023-07-09 1057 JR3IIR        599 45 KM3T          599 8
QSO: 14019 CW 2023-07-09 1059 JR3IIR        599 45 W5ZN          599 AC
QSO: 14021 CW 2023-07-09 1059 JR3IIR        599 45 N2MF          599 08
QSO: 14025 CW 2023-07-09 1100 JR3IIR        599 45 LW1F          599 14
QSO: 14026 CW 2023-07-09 1101 JR3IIR        599 45 W4NZ          599 08
QSO: 14027 CW 2023-07-09 1101 JR3IIR        599 45 VE6RST        599 02
QSO: 14030 CW 2023-07-09 1105 JR3IIR        599 45 CX1AA         599 RCU
QSO: 14036 CW 2023-07-09 1106 JR3IIR        599 45 AJ6V          599 06
QSO: 14059 CW 2023-07-09 1108 JR3IIR        599 45 7K4VPV        599 45
QSO: 14032 CW 2023-07-09 1110 JR3IIR        599 45 W1AW/KH6      599 ARRL
QSO: 14022 CW 2023-07-09 1111 JR3IIR        599 45 N9RV          599 6
QSO: 14000 CW 2023-07-09 1113 JR3IIR        599 45 YB8UF         599 54
QSO: 14012 CW 2023-07-09 1116 JR3IIR        599 45 OH2HQ         599 SRAL
QSO: 14005 CW 2023-07-09 1121 JR3IIR        599 45 AA6AA         599 06
QSO: 14007 CW 2023-07-09 1122 JR3IIR        599 45 WA8ZNC        599 06
QSO: 14013 CW 2023-07-09 1124 JR3IIR        599 45 BH3EMZ        599 44
QSO: 14015 CW 2023-07-09 1124 JR3IIR        599 45 BA4DL         599 44
QSO: 14028 CW 2023-07-09 1127 JR3IIR        599 45 ND7K          599 6
QSO: 14032 CW 2023-07-09 1128 JR3IIR        599 45 CE3WW         599 14
QSO: 14028 CW 2023-07-09 1131 JR3IIR        599 45 DX0HQ         599 PARA
QSO: 14021 CW 2023-07-09 1132 JR3IIR        599 45 BD4VGZ        599 44
QSO: 14017 CW 2023-07-09 1133 JR3IIR        599 45 KZ5D          599 07
QSO: 14023 CW 2023-07-09 1137 JR3IIR        599 45 N6TV          599 6
QSO: 14012 CW 2023-07-09 1140 JR3IIR        599 45 VR2NC         599 44
QSO: 14033 CW 2023-07-09 1142 JR3IIR        599 45 RW9OW         599 31
QSO: 14042 CW 2023-07-09 1144 JR3IIR        599 45 N6WM          599 06
QSO: 14039 CW 2023-07-09 1145 JR3IIR        599 45 CX5FK         599 14
QSO: 14042 CW 2023-07-09 1146 JR3IIR        599 45 N6WM          599 06
QSO: 14048 CW 2023-07-09 1148 JR3IIR        599 45 JF1SQC        599 45
QSO: 14000 CW 2023-07-09 1154 JR3IIR        599 45 YF8HYV        599 54
QSO: 14030 CW 2023-07-09 1155 JR3IIR        599 45 BV3FG         599 44
QSO:  7011 CW 2023-07-09 1156 JR3IIR        599 45 N6RK          599 06
QSO:  7009 CW 2023-07-09 1157 JR3IIR        599 45 K0RF          599 07
QSO:  7025 CW 2023-07-09 1159 JR3IIR        599 45 N7RVD         599 06
END-OF-LOG:
