START-OF-LOG: 2.0
ARRL-SECTION: DX
CALLSIGN: EI8JX
CATEGORY: SINGLE-OP ALL LOW CW
CATEGORY-OVERLAY: 
CLAIMED-SCORE: 37734
CLUB: 
CONTEST: EUHFC
OPERATORS: 
NAME: Dr. Axel J. Kaltenborn
ADDRESS: Rinnaney Foxford Co. Mayo, Ireland
ADDRESS: 
QSO: 14025 CW 2012-08-04 1203 EI8JX         599 68     EU1FC         599 89
QSO: 14013 CW 2012-08-04 1207 EI8JX         599 68     UX1IL         599 79
QSO: 14014 CW 2012-08-04 1211 EI8JX         599 68     LY4G          599 05
QSO: 14015 CW 2012-08-04 1212 EI8JX         599 68     RM5D          599 80
QSO: 14015 CW 2012-08-04 1212 EI8JX         599 68     SP7LIE        599 78
QSO: 14016 CW 2012-08-04 1214 EI8JX         599 68     OP4K          599 82
QSO: 14018 CW 2012-08-04 1215 EI8JX         599 68     SO2O          599 97
QSO: 14020 CW 2012-08-04 1216 EI8JX         599 68     SE2I          599 72
QSO: 14020 CW 2012-08-04 1218 EI8JX         599 68     R3QA          599 82
QSO: 14022 CW 2012-08-04 1220 EI8JX         599 68     F8AEE         599 95
QSO: 14022 CW 2012-08-04 1221 EI8JX         599 68     3Z5W          599 69
QSO: 14022 CW 2012-08-04 1222 EI8JX         599 68     ER6A          599 84
QSO: 14023 CW 2012-08-04 1223 EI8JX         599 68     LY2XW         599 02
QSO: 14024 CW 2012-08-04 1224 EI8JX         599 68     DL5YM         599 71
QSO: 14024 CW 2012-08-04 1225 EI8JX         599 68     RN6MA         599 86
QSO: 14024 CW 2012-08-04 1226 EI8JX         599 68     R3KM          599 84
QSO: 14025 CW 2012-08-04 1227 EI8JX         599 68     UU8JM         599 03
QSO: 14025 CW 2012-08-04 1228 EI8JX         599 68     YR1C          599 99
QSO: 14025 CW 2012-08-04 1228 EI8JX         599 68     UW4E          599 94
QSO: 14027 CW 2012-08-04 1230 EI8JX         599 68     R5GA          599 85
QSO: 14028 CW 2012-08-04 1231 EI8JX         599 68     R7AO          599 83
QSO: 14028 CW 2012-08-04 1233 EI8JX         599 68     YL8M          599 75
QSO: 14029 CW 2012-08-04 1234 EI8JX         599 68     R3ZZ          599 70
QSO: 14029 CW 2012-08-04 1235 EI8JX         599 68     RQ7M          599 88
QSO: 14031 CW 2012-08-04 1237 EI8JX         599 68     UA6LCN        599 71
QSO: 14033 CW 2012-08-04 1237 EI8JX         599 68     OH1VR         599 60
QSO: 14034 CW 2012-08-04 1239 EI8JX         599 68     UA4WI         599 80
QSO: 14035 CW 2012-08-04 1239 EI8JX         599 68     SM2EZT        599 71
QSO: 14035 CW 2012-08-04 1240 EI8JX         599 68     DF3FS         599 00
QSO: 14036 CW 2012-08-04 1242 EI8JX         599 68     SE6Y          599 62
QSO: 14038 CW 2012-08-04 1244 EI8JX         599 68     UA1CUR        599 04
QSO: 14038 CW 2012-08-04 1245 EI8JX         599 68     EN1C          599 99
QSO: 14040 CW 2012-08-04 1247 EI8JX         599 68     S50C          599 91
QSO: 14041 CW 2012-08-04 1248 EI8JX         599 68     SP4GL         599 89
QSO: 14042 CW 2012-08-04 1251 EI8JX         599 68     IK4UNH        599 92
QSO: 14043 CW 2012-08-04 1252 EI8JX         599 68     EW8EW         599 79
QSO: 14044 CW 2012-08-04 1253 EI8JX         599 68     DL6KVA        599 84
QSO: 14045 CW 2012-08-04 1257 EI8JX         599 68     LY3X          599 93
QSO: 14046 CW 2012-08-04 1258 EI8JX         599 68     PA2W          599 85
QSO: 14047 CW 2012-08-04 1301 EI8JX         599 68     DF9DM         599 79
QSO: 14048 CW 2012-08-04 1302 EI8JX         599 68     LY2DX         599 83
QSO: 14051 CW 2012-08-04 1304 EI8JX         599 68     YQ6A          599 74
QSO: 14052 CW 2012-08-04 1307 EI8JX         599 68     Z35F          599 82
QSO: 14052 CW 2012-08-04 1308 EI8JX         599 68     YL2AG         599 78
QSO: 14053 CW 2012-08-04 1309 EI8JX         599 68     ES3X          599 81
QSO: 14054 CW 2012-08-04 1309 EI8JX         599 68     SP1AEN        599 72
