START-OF-LOG: 3.0
CATEGORY: Single-OP high
CONTEST: WAE SSB
CREATED-BY: DXLog.net v2.5.9, modified by DXHF upload.
CALLSIGN: EW1I
CLAIMED-SCORE: 305926
CLUB: BELARUS CONTEST CLUB
OPERATORS:
QSO: 14225 PH  2023-09-09 0546 EW1I          59  0001 PP4T          59   0252
QSO: 14190 PH  2023-09-09 0548 EW1I          59  0002 TI1K          59   0106
QSO: 14230 PH  2023-09-09 0550 EW1I          59  0003 PY3TD         59   0049
QSO: 14227 PH  2023-09-09 0551 EW1I          59  0004 PR1T          59   0161
QSO: 14237 PH  2023-09-09 0552 EW1I          59  0005 K1LZ          59   0427
QSO: 14264 PH  2023-09-09 0556 EW1I          59  0006 W6SC          59   0019
QSO: 14264 PH  2023-09-09 0557 EW1I          59  0007 TA2MGA        59   0001
QSO: 14264 PH  2023-09-09 0559 EW1I          59  0008 R7GM          59   0001
QSO: 14235 PH  2023-09-09 0601 EW1I          59  0009 NE1C          59   0325
QSO: 14279 PH  2023-09-09 0604 EW1I          59  0010 VL4U          59   0166
QSO: 14212 PH  2023-09-09 0605 EW1I          59  0011 P33W          59   0340
QSO: 21240 PH  2023-09-09 0608 EW1I          59  0012 9N7AA         59   0039
QSO: 21229 PH  2023-09-09 0609 EW1I          59  0013 UN6LN         59   0040
QSO: 21215 PH  2023-09-09 0610 EW1I          59  0014 4X0T          59   0193
QSO: 21204 PH  2023-09-09 0610 EW1I          59  0015 4X7R          59   0281
QSO: 21220 PH  2023-09-09 0611 EW1I          59  0016 HZ1BW         59   0061
QSO: 21265 PH  2023-09-09 0615 EW1I          59  0017 BD4QA         59   0014
QSO: 21266 PH  2023-09-09 0616 EW1I          59  0018 JE6RPM        59   0029
QSO: 21235 PH  2023-09-09 0617 EW1I          59  0019 JA7NVF        59   0034
QSO: 14205 PH  2023-09-09 0619 EW1I          59  0020 UN0LM         59   0064
QSO: 14274 PH  2023-09-09 0621 EW1I          59  0021 ZW2N          59   0124
QSO: 14240 PH  2023-09-09 0622 EW1I          59  0022 NP4Z          59   0154
QTC: 14240 PH  2023-09-09 0624 EW1I          021/10     NP4Z          0606 YO2LEA        015
QTC: 14240 PH  2023-09-09 0624 EW1I          021/10     NP4Z          0607 IV3JAK        002
