START-OF-LOG:   3.0
CATEGORY: Single-OP low
CONTEST: WAE SSB
CALLSIGN: OK7N
CLAIMED-SCORE:  8614
CREATED-BY:     MKQ_CJN mgr v.8.35 built N205 , modified by DXHF upload.
ADDRESS-CITY:       Praha 6
ADDRESS-POSTALCODE: CZ 162 00
ADDRESS-COUNTRY:    Czech Republic
OPERATORS:          OK7N
LOCATION:           DX

QSO: 28000 PH 2023-09-10 1349 OK7N          59       1 CE2DX         59     174
QSO: 28000 PH 2023-09-10 1350 OK7N          59       2 V3O           59    1791
QSO: 28000 PH 2023-09-10 1354 OK7N          59       3 AZ1D          59     143
QSO: 28000 PH 2023-09-10 1355 OK7N          59       4 XQ3SK         59     210
QSO: 28000 PH 2023-09-10 1359 OK7N          59       5 PZ5RA         59     206
QSO: 28000 PH 2023-09-10 1401 OK7N          59       6 EA8AQV        59     280
QSO: 28000 PH 2023-09-10 1405 OK7N          59       7 VA2UR         59     198
QSO: 28000 PH 2023-09-10 1407 OK7N          59       8 K3OO          59     112
QSO: 28000 PH 2023-09-10 1409 OK7N          59       9 N2TM          59     000
QSO: 28000 PH 2023-09-10 1413 OK7N          59      10 FY5KE         59    1944
QSO: 28000 PH 2023-09-10 1415 OK7N          59      11 PV2K          59    1314
QSO: 28000 PH 2023-09-10 1418 OK7N          59      12 N8II          59     174
QSO: 28000 PH 2023-09-10 1423 OK7N          59      13 PX2R          59     295
QSO: 28000 PH 2023-09-10 1424 OK7N          59      14 VE3AT         59    2021
QSO: 28000 PH 2023-09-10 1427 OK7N          59      15 TO7K          59     455
QSO: 28000 PH 2023-09-10 1438 OK7N          59      16 A44A          59    1559
QSO: 28000 PH 2023-09-10 1439 OK7N          59      17 4X7R          59    2270
QSO: 28000 PH 2023-09-10 1646 OK7N          59      18 ZW2N          59    1167
QSO: 28000 PH 2023-09-10 1647 OK7N          59      19 PY2NY         59     573
QSO: 28000 PH 2023-09-10 1649 OK7N          59      20 P33W          59    2784
QSO: 28000 PH 2023-09-10 1651 OK7N          59      21 PR1T          59    1498
QSO: 28000 PH 2023-09-10 1653 OK7N          59      22 CT9ABN        59     868
QSO: 28000 PH 2023-09-10 1655 OK7N          59      23 4X0T          59    1188
QSO: 28000 PH 2023-09-10 1656 OK7N          59      24 PP1WW         59     737
QSO: 28000 PH 2023-09-10 1658 OK7N          59      25 PY5AMF        59     384
QSO: 21000 PH 2023-09-10 1704 OK7N          59      26 YC3DOC        59     169
QSO: 21000 PH 2023-09-10 1707 OK7N          59      27 YB9ELS        59     457
QSO: 21000 PH 2023-09-10 1710 OK7N          59      28 9M2M          59     334
QSO: 21000 PH 2023-09-10 1733 OK7N          59      29 TA3DE         59     546
QSO: 28000 PH 2023-09-10 1738 OK7N          59      30 W4RN          59      98
QSO: 28000 PH 2023-09-10 1740 OK7N          59      31 CE7VP         59     140
QSO: 21000 PH 2023-09-10 1751 OK7N          59      32 PY4JW         59    1045
QSO: 21000 PH 2023-09-10 1752 OK7N          59      33 PP5KW         59     492
QSO: 21000 PH 2023-09-10 1755 OK7N          59      34 P33W          59    2860
QSO: 21000 PH 2023-09-10 1800 OK7N          59      35 N3QE          59     723
QSO: 21000 PH 2023-09-10 1801 OK7N          59      36 NU4E          59     686
QSO: 21000 PH 2023-09-10 1803 OK7N          59      37 W3ICM         59     362
QSO: 21000 PH 2023-09-10 1804 OK7N          59      38 AB2E          59     383
QSO: 21000 PH 2023-09-10 1808 OK7N          59      39 NE1C          59    1379
QSO: 21000 PH 2023-09-10 1811 OK7N          59      40 KC1QEM        59     120
QSO: 28000 PH 2023-09-10 1816 OK7N          59      41 CX2RA         59     269
QSO: 14000 PH 2023-09-10 1822 OK7N          59      42 9M2SAF        59     222
QSO: 14000 PH 2023-09-10 1826 OK7N          59      43 R8TT          59     674
QSO: 14000 PH 2023-09-10 1830 OK7N          59      44 A44A          59    1819
