START-OF-LOG: 3.0
CATEGORY: Portable, multi operator, high power, assisted
CONTEST: FD CW
CALLSIGN: HB9AW/P
CLAIMED-SCORE: 461796
CREATED-BY: UcxLog 8.49, modified by DXHF upload.
OPERATORS: HB9DSE  HB9FIN  HB9GWH HB9BXQ HB9CVQ HB9BJL HB9DXB HB9AJP HB9DDE HB9HXQ
CLUB: RADIO CLUB SURSEE HB9AW
GRID-LOCATOR: JN37XC
QSO: 14000 CW 2026-06-06 1504 HB9AW/P       599 001    GM0ADX/P      599 1
QSO: 14000 CW 2026-06-06 1505 HB9AW/P       599 002    EA6BW         599 11
QSO: 14000 CW 2026-06-06 1505 HB9AW/P       599 003    CT7BJG        599 006
QSO: 14000 CW 2026-06-06 1507 HB9AW/P       599 004    RN9RF         599 6
QSO: 14000 CW 2026-06-06 1507 HB9AW/P       599 005    UZ7E          599 4
QSO: 14000 CW 2026-06-06 1508 HB9AW/P       599 006    RD0A          599 10
QSO: 14000 CW 2026-06-06 1510 HB9AW/P       599 007    RM6ZC         599 13
QSO: 14000 CW 2026-06-06 1510 HB9AW/P       599 008    UA6AK         599 5
QSO: 14000 CW 2026-06-06 1511 HB9AW/P       599 009    RC9A          599 15
QSO: 14000 CW 2026-06-06 1512 HB9AW/P       599 010    UA3PP         599 5
QSO: 14000 CW 2026-06-06 1512 HB9AW/P       599 011    RA9AP         599 18
QSO: 14000 CW 2026-06-06 1514 HB9AW/P       599 012    SE4E          599 10
QSO: 14000 CW 2026-06-06 1515 HB9AW/P       599 013    4X1ST         599 7
QSO: 14000 CW 2026-06-06 1518 HB9AW/P       599 014    DL4HRM        599 10
QSO: 14000 CW 2026-06-06 1518 HB9AW/P       599 015    R1CI          599 26
QSO: 14000 CW 2026-06-06 1519 HB9AW/P       599 016    R7AW          599 31
QSO: 14000 CW 2026-06-06 1522 HB9AW/P       599 017    LZ2MW         599 2
QSO: 14000 CW 2026-06-06 1524 HB9AW/P       599 018    GM3GAV/P      599 8
QSO: 14000 CW 2026-06-06 1525 HB9AW/P       599 019    G3OJL         599 2
QSO: 14000 CW 2026-06-06 1527 HB9AW/P       599 020    G4IIY         599 13
QSO: 14000 CW 2026-06-06 1530 HB9AW/P       599 021    SM5/UY5OO     599 17
QSO: 14000 CW 2026-06-06 1531 HB9AW/P       599 022    G4ENZ         599 41
QSO: 14000 CW 2026-06-06 1531 HB9AW/P       599 023    EI5DI         599 5
QSO: 14000 CW 2026-06-06 1532 HB9AW/P       599 024    YO4NF         599 32
QSO: 14000 CW 2026-06-06 1532 HB9AW/P       599 025    HB9ND/P       599 8
QSO: 14000 CW 2026-06-06 1533 HB9AW/P       599 026    R3OR          599 39
QSO: 14000 CW 2026-06-06 1533 HB9AW/P       599 027    LZ5R          599 75
QSO: 14000 CW 2026-06-06 1534 HB9AW/P       599 028    4Z4DX         599 39
QSO: 14000 CW 2026-06-06 1534 HB9AW/P       599 029    M0HWT         599 18
QSO: 14000 CW 2026-06-06 1535 HB9AW/P       599 030    RV6HV         599 39
QSO: 14000 CW 2026-06-06 1536 HB9AW/P       599 031    G2N/P         599 39
QSO: 14000 CW 2026-06-06 1536 HB9AW/P       599 032    RA1ZZ/3       599 6
QSO: 14000 CW 2026-06-06 1539 HB9AW/P       599 033    RX9CC         599 17
QSO: 14000 CW 2026-06-06 1540 HB9AW/P       599 034    G3MXH         599 27
QSO: 14000 CW 2026-06-06 1540 HB9AW/P       599 035    G4FNL/P       599 9
QSO: 14000 CW 2026-06-06 1543 HB9AW/P       599 036    OE8TED        599 27
QSO: 14000 CW 2026-06-06 1543 HB9AW/P       599 037    UA9CDC        599 46
QSO: 14000 CW 2026-06-06 1544 HB9AW/P       599 038    UA3SDN        599 8
