START-OF-LOG: 3.0
CALLSIGN:      SP9RI
CLAIMED-SCORE: CHECKLOG
OPERATORS:     SP9RI
NAME: 	       Jan Rutkowski
SOAPBOX: RADIOS:      TS830S + PA300
SOAPBOX: ANTENNAS:    Inv L, Inv V, GP
SOAPBOX:       I declare that this station was operated stricly in accordance with the
QSO: 21000 RY 2009-09-26 0945 SP9RI         599 15 DX     RK9CWA        599 17 DX
QSO: 21000 RY 2009-09-26 0952 SP9RI         599 15 DX     EO5M          599 16 DX
QSO: 14000 RY 2009-09-26 1012 SP9RI         599 15 DX     RV3QX         599 16 DX
QSO: 14000 RY 2009-09-26 1014 SP9RI         599 15 DX     RK4WWQ        599 16 DX
QSO: 14000 RY 2009-09-26 1017 SP9RI         599 15 DX     MI0M          599 14 DX
QSO: 14000 RY 2009-09-26 1020 SP9RI         599 15 DX     EO5I          599 16 DX
QSO: 14000 RY 2009-09-26 1030 SP9RI         599 15 DX     UA3PAB        599 16 DX
QSO: 14000 RY 2009-09-26 1142 SP9RI         599 15 DX     JE1LFX        599 25 DX
QSO: 14000 RY 2009-09-26 1147 SP9RI         599 15 DX     JA6ZPR        599 25 DX
QSO: 14000 RY 2009-09-26 1156 SP9RI         599 15 DX     SV8RX         599 20 DX
QSO: 14000 RY 2009-09-26 1157 SP9RI         599 15 DX     UT0RM         599 16 DX
QSO:  7000 RY 2009-09-26 1236 SP9RI         599 15 DX     DF0FFH        599 14 DX
QSO:  7000 RY 2009-09-26 1247 SP9RI         599 15 DX     OH3OJ         599 15 DX
QSO:  7000 RY 2009-09-26 1249 SP9RI         599 15 DX     UT4XD         599 16 DX
QSO:  7000 RY 2009-09-26 1253 SP9RI         599 15 DX     LA9QNA        599 14 DX
QSO:  7000 RY 2009-09-26 1255 SP9RI         599 15 DX     RL4R          599 16 DX
QSO:  7000 RY 2009-09-26 1257 SP9RI         599 15 DX     S52X          599 15 DX
QSO:  7000 RY 2009-09-26 1308 SP9RI         599 15 DX     IV3IZU        599 15 DX
QSO:  7000 RY 2009-09-26 1310 SP9RI         599 15 DX     YL7A          599 15 DX
QSO:  7000 RY 2009-09-26 1312 SP9RI         599 15 DX     OH7MN         599 15 DX
QSO:  7000 RY 2009-09-26 1316 SP9RI         599 15 DX     US5IQ         599 16 DX
QSO:  7000 RY 2009-09-26 1327 SP9RI         599 15 DX     HF70W         599 15 DX
QSO: 14000 RY 2009-09-26 1354 SP9RI         599 15 DX     EO3Q          599 16 DX
QSO: 14000 RY 2009-09-26 1401 SP9RI         599 15 DX     LA5TFA        599 14 DX
QSO: 14000 RY 2009-09-26 1404 SP9RI         599 15 DX     RX6AM         599 16 DX
QSO: 14000 RY 2009-09-26 1416 SP9RI         599 15 DX     K9SG          599 04 IN
QSO: 14000 RY 2009-09-26 1423 SP9RI         599 15 DX     RZ4FA         599 16 DX
QSO: 14000 RY 2009-09-26 1442 SP9RI         599 15 DX     RK6AXS        599 16 DX
QSO: 14000 RY 2009-09-26 1445 SP9RI         599 15 DX     TF3AM         599 40 DX
QSO: 14000 RY 2009-09-26 1449 SP9RI         599 15 DX     EA7ELY        599 14 DX
QSO: 14000 RY 2009-09-26 1451 SP9RI         599 15 DX     VE2SB         599 05 QC
QSO: 14000 RY 2009-09-26 1502 SP9RI         599 15 DX     UR7GO         599 16 DX
QSO: 14000 RY 2009-09-26 1504 SP9RI         599 15 DX     ER3ZZ         599 16 DX
QSO: 14000 RY 2009-09-26 1527 SP9RI         599 15 DX     UR7R          599 16 DX
QSO: 14000 RY 2009-09-26 1531 SP9RI         599 15 DX     4L1BR         599 21 DX
QSO: 14000 RY 2009-09-26 1533 SP9RI         599 15 DX     YO9HP         599 20 DX
QSO: 14000 RY 2009-09-26 1543 SP9RI         599 15 DX     W2FU          599 05 DX
QSO: 21000 RY 2009-09-26 1556 SP9RI         599 15 DX     UX0FF         599 16 DX
QSO: 21000 RY 2009-09-26 1558 SP9RI         599 15 DX     YO3JF         599 20 DX
QSO: 21000 RY 2009-09-26 1600 SP9RI         599 15 DX     RA6AX         599 16 DX
QSO: 14000 RY 2009-09-26 1621 SP9RI         599 15 DX     EA1AKS        599 14 DX
QSO: 14000 RY 2009-09-26 1628 SP9RI         599 15 DX     YO3APJ        599 20 DX
QSO: 14000 RY 2009-09-26 1644 SP9RI         599 15 DX     LZ8E          599 20 DX
QSO: 14000 RY 2009-09-26 1657 SP9RI         599 15 DX     ZS2EZ         599 38 DX
QSO: 14000 RY 2009-09-26 1715 SP9RI         599 15 DX     VE3EJ         599 04 ON
QSO: 14000 RY 2009-09-26 1718 SP9RI         599 15 DX     K9NR          599 04 IL
QSO:  7000 RY 2009-09-26 1800 SP9RI         599 15 DX     RU1AT         599 16 DX
QSO:  7000 RY 2009-09-26 1801 SP9RI         599 15 DX     S53M          599 15 DX
QSO:  7000 RY 2009-09-26 1802 SP9RI         599 15 DX     RN6HDX        599 16 DX
QSO:  7000 RY 2009-09-26 1804 SP9RI         599 15 DX     UX1UX         599 16 DX
QSO:  7000 RY 2009-09-26 1813 SP9RI         599 15 DX     9A5BTP        599 15 DX
QSO:  7000 RY 2009-09-26 1815 SP9RI         599 15 DX     IZ4GWE        599 15 DX
QSO:  7000 RY 2009-09-26 1816 SP9RI         599 15 DX     PA2MRT        599 14 DX
QSO:  7000 RY 2009-09-26 1821 SP9RI         599 15 DX     ES5Q          599 15 DX
QSO:  7000 RY 2009-09-26 1824 SP9RI         599 15 DX     PI4CC         599 14 DX
QSO: 21000 RY 2009-09-27 0740 SP9RI         599 15 DX     RG9A          599 17 DX
QSO: 21000 RY 2009-09-27 0742 SP9RI         599 15 DX     UA9SP         599 16 DX
QSO: 21000 RY 2009-09-27 0749 SP9RI         599 15 DX     4Z8BB         599 20 DX
QSO: 21000 RY 2009-09-27 0801 SP9RI         599 15 DX     RA9DZ         599 17 DX
QSO: 21000 RY 2009-09-27 0821 SP9RI         599 15 DX     UN1L          599 17 DX
QSO: 21000 RY 2009-09-27 0825 SP9RI         599 15 DX     UA9AX         599 17 DX
QSO: 21000 RY 2009-09-27 0827 SP9RI         599 15 DX     CR3L          599 33 DX
QSO: 14000 RY 2009-09-27 0843 SP9RI         599 15 DX     RV3QR         599 16 DX
QSO: 14000 RY 2009-09-27 0849 SP9RI         599 15 DX     YO4NA         599 20 DX
QSO: 14000 RY 2009-09-27 0852 SP9RI         599 15 DX     Z37M          599 15 DX
QSO: 14000 RY 2009-09-27 0853 SP9RI         599 15 DX     SX1L          599 20 DX
QSO: 14000 RY 2009-09-27 0855 SP9RI         599 15 DX     RV9CP         599 17 DX
QSO: 14000 RY 2009-09-27 0857 SP9RI         599 15 DX     G3V           599 14 DX
QSO: 14000 RY 2009-09-27 0859 SP9RI         599 15 DX     CR3L          599 33 DX
QSO: 14000 RY 2009-09-27 0900 SP9RI         599 15 DX     RA4FUN        599 16 DX
QSO: 14000 RY 2009-09-27 0902 SP9RI         599 15 DX     SY1RY         599 20 DX
QSO: 14000 RY 2009-09-27 0908 SP9RI         599 15 DX     RA9RR         599 17 DX
QSO: 14000 RY 2009-09-27 0958 SP9RI         599 15 DX     M0OXO         599 14 DX
QSO: 14000 RY 2009-09-27 0959 SP9RI         599 15 DX     UT7MA         599 16 DX
QSO: 14000 RY 2009-09-27 1000 SP9RI         599 15 DX     UN7PL         599 17 DX
QSO: 14000 RY 2009-09-27 1002 SP9RI         599 15 DX     RX4HZ         599 16 DX
QSO: 14000 RY 2009-09-27 1004 SP9RI         599 15 DX     YT2FA         599 15 DX
QSO: 14000 RY 2009-09-27 1007 SP9RI         599 15 DX     GM5A          599 14 DX
QSO: 14000 RY 2009-09-27 1009 SP9RI         599 15 DX     G4UJS         599 14 DX
QSO: 14000 RY 2009-09-27 1024 SP9RI         599 15 DX     PA7LV         599 14 DX
QSO: 14000 RY 2009-09-27 1027 SP9RI         599 15 DX     JA1BFC        599 25 DX
QSO: 14000 RY 2009-09-27 1031 SP9RI         599 15 DX     UA3WHK        599 16 DX
QSO: 14000 RY 2009-09-27 1033 SP9RI         599 15 DX     G0HDV         599 14 DX
QSO: 14000 RY 2009-09-27 1044 SP9RI         599 15 DX     IT9TFX        599 15 DX
QSO: 14000 RY 2009-09-27 1050 SP9RI         599 15 DX     K4FJ          599 05 VA
QSO: 14000 RY 2009-09-27 1059 SP9RI         599 15 DX     OH7UE         599 15 DX
QSO: 14000 RY 2009-09-27 1100 SP9RI         599 15 DX     IT9STX        599 15 DX
QSO: 14000 RY 2009-09-27 1101 SP9RI         599 15 DX     LA8PDA        599 14 DX
QSO: 14000 RY 2009-09-27 1110 SP9RI         599 15 DX     RW6CR         599 16 DX
QSO: 14000 RY 2009-09-27 1123 SP9RI         599 15 DX     GB50ATG       599 14 DX
QSO: 14000 RY 2009-09-27 1124 SP9RI         599 15 DX     C37URE        599 14 DX
QSO:  7000 RY 2009-09-27 1135 SP9RI         599 15 DX     DK1KC         599 14 DX
QSO:  7000 RY 2009-09-27 1146 SP9RI         599 15 DX     UT2UZ         599 16 DX
QSO:  7000 RY 2009-09-27 1151 SP9RI         599 15 DX     DR800GRZ      599 14 DX
QSO:  7000 RY 2009-09-27 1152 SP9RI         599 15 DX     DL8MBS        599 14 DX
QSO:  7000 RY 2009-09-27 1153 SP9RI         599 15 DX     DL0CS         599 14 DX
QSO:  7000 RY 2009-09-27 1154 SP9RI         599 15 DX     DL6UMF        599 14 DX
QSO:  7000 RY 2009-09-27 1155 SP9RI         599 15 DX     DF4WC         599 14 DX
QSO:  7000 RY 2009-09-27 1156 SP9RI         599 15 DX     DJ5QV         599 14 DX
QSO:  7000 RY 2009-09-27 1158 SP9RI         599 15 DX     DH2PL         599 14 DX
QSO:  7000 RY 2009-09-27 1207 SP9RI         599 15 DX     OH2BP         599 15 DX
QSO:  7000 RY 2009-09-27 1209 SP9RI         599 15 DX     PI4W          599 14 DX
QSO:  7000 RY 2009-09-27 1211 SP9RI         599 15 DX     DL1REM        599 14 DX
QSO:  7000 RY 2009-09-27 1216 SP9RI         599 15 DX     SP3GXH        599 15 DX
QSO:  7000 RY 2009-09-27 1220 SP9RI         599 15 DX     UT4HZ         599 16 DX
QSO:  7000 RY 2009-09-27 1236 SP9RI         599 15 DX     UU1AZ         599 16 DX
QSO:  7000 RY 2009-09-27 1237 SP9RI         599 15 DX     DL2JAA        599 14 DX
QSO:  7000 RY 2009-09-27 1243 SP9RI         599 15 DX     DR5N          599 14 DX
QSO:  7000 RY 2009-09-27 1244 SP9RI         599 15 DX     LY1CO         599 15 DX
QSO: 21000 RY 2009-09-27 1309 SP9RI         599 15 DX     5C5W          599 33 DX
QSO: 21000 RY 2009-09-27 1312 SP9RI         599 15 DX     TF3AO         599 40 DX
QSO: 14000 RY 2009-09-27 1341 SP9RI         599 15 DX     TA7AO         599 20 DX
QSO: 14000 RY 2009-09-27 1347 SP9RI         599 15 DX     YU1JW         599 15 DX
QSO: 14000 RY 2009-09-27 1409 SP9RI         599 15 DX     SY2V          599 20 DX
QSO: 14000 RY 2009-09-27 1411 SP9RI         599 15 DX     OH8A          599 15 DX
QSO: 14000 RY 2009-09-27 1413 SP9RI         599 15 DX     RU0LL         599 19 DX
QSO: 14000 RY 2009-09-27 1413 SP9RI         599 15 DX     G9M           599 14 DX
QSO: 14000 RY 2009-09-27 1414 SP9RI         599 15 DX     UT0AZA        599 16 DX
QSO: 14000 RY 2009-09-27 1416 SP9RI         599 15 DX     RN1NU         599 16 DX
QSO: 14000 RY 2009-09-27 1425 SP9RI         599 15 DX     KA4RRU        599 05 VA
QSO: 14000 RY 2009-09-27 1433 SP9RI         599 15 DX     EC4AIU        599 14 DX
QSO: 14000 RY 2009-09-27 1434 SP9RI         599 15 DX     K1TTT         599 05 MA
QSO: 14000 RY 2009-09-27 1436 SP9RI         599 15 DX     YL2CI         599 15 DX
QSO: 14000 RY 2009-09-27 1441 SP9RI         599 15 DX     EE5I          599 14 DX
QSO: 14000 RY 2009-09-27 1501 SP9RI         599 15 DX     5B/HG3IPA     599 20 DX
QSO: 14000 RY 2009-09-27 1508 SP9RI         599 15 DX     NR4M          599 05 VA
QSO: 14000 RY 2009-09-27 1512 SP9RI         599 15 DX     ZC4VJ         599 20 DX
QSO: 14000 RY 2009-09-27 1515 SP9RI         599 15 DX     SV9CVY        599 20 DX
QSO: 14000 RY 2009-09-27 1520 SP9RI         599 15 DX     IT9RZU        599 15 DX
QSO: 14000 RY 2009-09-27 1529 SP9RI         599 15 DX     IK2SGF        599 15 DX
QSO: 14000 RY 2009-09-27 1541 SP9RI         599 15 DX     K0KT          599 04 IA
QSO: 14000 RY 2009-09-27 1547 SP9RI         599 15 DX     YL9T          599 15 DX
QSO: 14000 RY 2009-09-27 1555 SP9RI         599 15 DX     7Z1SJ         599 21 DX
QSO: 14000 RY 2009-09-27 1603 SP9RI         599 15 DX     AM5A          599 14 DX
QSO: 14000 RY 2009-09-27 1607 SP9RI         599 15 DX     EA4/YO8DHC    599 14 DX
QSO: 14000 RY 2009-09-27 1618 SP9RI         599 15 DX     K3WW          599 05 PA
QSO: 14000 RY 2009-09-27 1625 SP9RI         599 15 DX     K0IR          599 04 MN
QSO: 14000 RY 2009-09-27 1637 SP9RI         599 15 DX     CT3FQ         599 33 DX
QSO: 14000 RY 2009-09-27 1639 SP9RI         599 15 DX     A61OO         599 21 DX
QSO: 14000 RY 2009-09-27 1707 SP9RI         599 15 DX     UT6IS         599 16 DX
QSO:  7000 RY 2009-09-27 1735 SP9RI         599 15 DX     IZ7FLT        599 15 DX
QSO:  7000 RY 2009-09-27 1738 SP9RI         599 15 DX     HB9CRV        599 14 DX
QSO:  7000 RY 2009-09-27 1748 SP9RI         599 15 DX     IK3QAR        599 15 DX
QSO:  7000 RY 2009-09-27 1750 SP9RI         599 15 DX     G3TXF         599 14 DX
QSO:  7000 RY 2009-09-27 1756 SP9RI         599 15 DX     5Q2J          599 14 DX
QSO:  7000 RY 2009-09-27 1759 SP9RI         599 15 DX     T70A          599 15 DX
QSO:  7000 RY 2009-09-27 1802 SP9RI         599 15 DX     RK3DXZ        599 16 DX
QSO:  7000 RY 2009-09-27 1806 SP9RI         599 15 DX     PE1MPA        599 14 DX
QSO:  7000 RY 2009-09-27 1808 SP9RI         599 15 DX     LA9TJA        599 14 DX
QSO:  7000 RY 2009-09-27 1812 SP9RI         599 15 DX     EW4AA         599 16 DX
QSO:  7000 RY 2009-09-27 1814 SP9RI         599 15 DX     IQ4RN         599 15 DX
QSO:  7000 RY 2009-09-27 1831 SP9RI         599 15 DX     DL8OH         599 14 DX
END-OF-LOG:
