START-OF-LOG: 3.0
CREATED-BY: Win-Test 4.0.1
CONTEST: CQ-WW-RTTY
CALLSIGN: DL7JAN
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: RTTY
CLUB: SDXG
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 76596
OPERATORS:
NAME: Jan Foerderer
SOAPBOX: only a few time but had fun! cu 2010 vy 73 de Jan,DL7JAN
QSO:  3500 RY 2009-09-26 0507 DL7JAN        599 14  DX  W4PK          599 05  VA  0
QSO:  3500 RY 2009-09-26 0510 DL7JAN        599 14  DX  DL0CS         599 14  DX  0
QSO:  3500 RY 2009-09-26 0511 DL7JAN        599 14  DX  PI4CC         599 14  DX  0
QSO:  3500 RY 2009-09-26 0512 DL7JAN        599 14  DX  IV3YIM        599 15  DX  0
QSO:  3500 RY 2009-09-26 0514 DL7JAN        599 14  DX  GB50ATG       599 14  DX  0
QSO:  3500 RY 2009-09-26 0516 DL7JAN        599 14  DX  S52OP         599 15  DX  0
QSO:  3500 RY 2009-09-26 0517 DL7JAN        599 14  DX  OY3JE         599 14  DX  0
QSO:  3500 RY 2009-09-26 0519 DL7JAN        599 14  DX  G6MC          599 14  DX  0
QSO:  3500 RY 2009-09-26 0520 DL7JAN        599 14  DX  LX7I          599 14  DX  0
QSO:  3500 RY 2009-09-26 0521 DL7JAN        599 14  DX  3Z70RG        599 15  DX  0
QSO:  3500 RY 2009-09-26 0522 DL7JAN        599 14  DX  IV3HYD        599 15  DX  0
QSO:  3500 RY 2009-09-26 0523 DL7JAN        599 14  DX  DM5GI         599 14  DX  0
QSO:  3500 RY 2009-09-26 0524 DL7JAN        599 14  DX  DL5KUT        599 14  DX  0
QSO: 21000 RY 2009-09-26 1710 DL7JAN        599 14  DX  ZX2B          599 11  DX  0
QSO: 21000 RY 2009-09-26 1711 DL7JAN        599 14  DX  ZV2C          599 11  DX  0
QSO: 21000 RY 2009-09-26 1712 DL7JAN        599 14  DX  EA5FL         599 14  DX  0
QSO: 21000 RY 2009-09-26 1715 DL7JAN        599 14  DX  CX7TT         599 13  DX  0
QSO: 21000 RY 2009-09-26 1716 DL7JAN        599 14  DX  LT0H          599 13  DX  0
QSO: 21000 RY 2009-09-26 1717 DL7JAN        599 14  DX  LV5V          599 13  DX  0
QSO: 21000 RY 2009-09-26 1718 DL7JAN        599 14  DX  UT5UKY        599 16  DX  0
QSO: 21000 RY 2009-09-26 1719 DL7JAN        599 14  DX  L73D          599 13  DX  0
QSO: 21000 RY 2009-09-26 1724 DL7JAN        599 14  DX  CR3L          599 33  DX  0
QSO: 21000 RY 2009-09-26 1725 DL7JAN        599 14  DX  CX9AU         599 13  DX  0
QSO: 21000 RY 2009-09-26 1728 DL7JAN        599 14  DX  LU9DTC        599 13  DX  0
QSO: 21000 RY 2009-09-26 1731 DL7JAN        599 14  DX  PY2UN         599 11  DX  0
QSO: 21000 RY 2009-09-26 1732 DL7JAN        599 14  DX  PX2T          599 11  DX  0
QSO: 21000 RY 2009-09-26 1735 DL7JAN        599 14  DX  LU1BJW        599 13  DX  0
QSO: 14000 RY 2009-09-26 1740 DL7JAN        599 14  DX  OH2ET         599 15  DX  0
QSO: 14000 RY 2009-09-26 1747 DL7JAN        599 14  DX  VA3DX         599 04  ON  0
QSO: 14000 RY 2009-09-26 1749 DL7JAN        599 14  DX  W0TUP         599 05  ND  0
QSO: 14000 RY 2009-09-26 1754 DL7JAN        599 14  DX  WD5K          599 04  TX  0
QSO: 14000 RY 2009-09-26 1755 DL7JAN        599 14  DX  K0HB          599 04  MN  0
QSO: 14000 RY 2009-09-26 1757 DL7JAN        599 14  DX  TF3AO         599 40  DX  0
QSO: 14000 RY 2009-09-26 1758 DL7JAN        599 14  DX  WA1Z          599 05  NH  0
QSO: 14000 RY 2009-09-26 1759 DL7JAN        599 14  DX  EE9K          599 33  DX  0
QSO: 14000 RY 2009-09-26 1801 DL7JAN        599 14  DX  VE6AO         599 04  AL  0
QSO: 14000 RY 2009-09-26 1804 DL7JAN        599 14  DX  K7RE          599 04  SD  0
QSO: 14000 RY 2009-09-26 1805 DL7JAN        599 14  DX  VE3DZ         599 04  ON  0
QSO: 14000 RY 2009-09-26 1807 DL7JAN        599 14  DX  OM5ZW         599 15  DX  0
QSO: 14000 RY 2009-09-26 1810 DL7JAN        599 14  DX  K9OM          599 04  FL  0
QSO: 14000 RY 2009-09-26 1812 DL7JAN        599 14  DX  NR4M          599 05  VA  0
QSO: 14000 RY 2009-09-26 1814 DL7JAN        599 14  DX  KS0AA         599 04  KS  0
QSO: 14000 RY 2009-09-26 1815 DL7JAN        599 14  DX  N1SV          599 05  MA  0
QSO: 14000 RY 2009-09-26 1816 DL7JAN        599 14  DX  W2FU          599 05  NY  0
QSO: 14000 RY 2009-09-26 1818 DL7JAN        599 14  DX  K0IR          599 04  MN  0
QSO: 14000 RY 2009-09-26 1821 DL7JAN        599 14  DX  DL8SCG        599 14  DX  0
QSO: 14000 RY 2009-09-26 1823 DL7JAN        599 14  DX  PI4CC         599 14  DX  0
QSO: 14000 RY 2009-09-26 1823 DL7JAN        599 14  DX  UW2N          599 16  DX  0
QSO: 14000 RY 2009-09-26 1825 DL7JAN        599 14  DX  OM8A          599 15  DX  0
QSO: 14000 RY 2009-09-26 1828 DL7JAN        599 14  DX  OL6X          599 15  DX  0
QSO: 14000 RY 2009-09-26 1832 DL7JAN        599 14  DX  IZ0PSC        599 15  DX  0
QSO: 14000 RY 2009-09-26 1835 DL7JAN        599 14  DX  A73A          599 21  DX  0
QSO: 14000 RY 2009-09-26 1842 DL7JAN        599 14  DX  W8AEF         599 03  AZ  0
QSO: 14000 RY 2009-09-26 1844 DL7JAN        599 14  DX  ED7D          599 14  DX  0
QSO: 14000 RY 2009-09-26 1846 DL7JAN        599 14  DX  K1TTT         599 05  MA  0
QSO: 14000 RY 2009-09-26 1849 DL7JAN        599 14  DX  NO2T          599 05  NJ  0
QSO: 14000 RY 2009-09-26 1851 DL7JAN        599 14  DX  CS1CRE        599 14  DX  0
QSO: 14000 RY 2009-09-26 1856 DL7JAN        599 14  DX  VE3AP         599 04  ON  0
QSO: 14000 RY 2009-09-26 1857 DL7JAN        599 14  DX  YO3APJ        599 20  DX  0
QSO: 14000 RY 2009-09-26 1901 DL7JAN        599 14  DX  TI5/WW4LL     599 07  DX  0
QSO: 14000 RY 2009-09-26 1903 DL7JAN        599 14  DX  K1FWE         599 05  NH  0
QSO: 14000 RY 2009-09-26 1907 DL7JAN        599 14  DX  K9SG          599 04  IN  0
QSO: 14000 RY 2009-09-26 1925 DL7JAN        599 14  DX  LT0H          599 13  DX  0
QSO: 14000 RY 2009-09-26 1925 DL7JAN        599 14  DX  NE3H          599 05  PA  0
QSO: 14000 RY 2009-09-26 1926 DL7JAN        599 14  DX  EB1LA         599 14  DX  0
QSO: 14000 RY 2009-09-26 1928 DL7JAN        599 14  DX  AI3Q          599 05  PA  0
QSO: 14000 RY 2009-09-26 1929 DL7JAN        599 14  DX  DQ4W          599 14  DX  0
QSO: 14000 RY 2009-09-26 1930 DL7JAN        599 14  DX  KR7X          599 03  OR  0
QSO: 14000 RY 2009-09-26 1931 DL7JAN        599 14  DX  K3WW          599 05  PA  0
QSO: 14000 RY 2009-09-26 1932 DL7JAN        599 14  DX  WA5ZUP        599 04  NM  0
QSO: 14000 RY 2009-09-26 1933 DL7JAN        599 14  DX  YV5WAX        599 09  DX  0
QSO: 14000 RY 2009-09-26 1934 DL7JAN        599 14  DX  DM5TI         599 14  DX  0
QSO: 14000 RY 2009-09-26 1935 DL7JAN        599 14  DX  N2QT          599 05  NJ  0
QSO: 14000 RY 2009-09-26 1938 DL7JAN        599 14  DX  N7NM          599 03  WA  0
QSO: 14000 RY 2009-09-26 1943 DL7JAN        599 14  DX  P49X          599 09  DX  0
QSO: 14000 RY 2009-09-26 1953 DL7JAN        599 14  DX  YV5VD         599 09  DX  0
QSO: 14000 RY 2009-09-26 1953 DL7JAN        599 14  DX  AB4GG         599 04  TN  0
QSO: 14000 RY 2009-09-26 1954 DL7JAN        599 14  DX  N2BJ          599 04  IL  0
QSO: 14000 RY 2009-09-26 1958 DL7JAN        599 14  DX  W1ZK          599 05  VT  0
QSO: 14000 RY 2009-09-26 1959 DL7JAN        599 14  DX  LT2F          599 13  DX  0
QSO: 14000 RY 2009-09-26 2000 DL7JAN        599 14  DX  W3FV          599 05  PA  0
QSO: 14000 RY 2009-09-26 2004 DL7JAN        599 14  DX  AF4O          599 05  SC  0
QSO: 14000 RY 2009-09-26 2005 DL7JAN        599 14  DX  VE2SB         599 05  QC  0
QSO: 14000 RY 2009-09-26 2006 DL7JAN        599 14  DX  Z37M          599 15  DX  0
QSO: 14000 RY 2009-09-26 2008 DL7JAN        599 14  DX  W1UE          599 05  MA  0
QSO: 14000 RY 2009-09-26 2009 DL7JAN        599 14  DX  K0KT          599 04  IA  0
QSO: 21000 RY 2009-09-27 1258 DL7JAN        599 14  DX  PU5ATX        599 11  DX  0
QSO: 21000 RY 2009-09-27 1300 DL7JAN        599 14  DX  RA9SC         599 16  DX  0
QSO: 21000 RY 2009-09-27 1302 DL7JAN        599 14  DX  A73A          599 21  DX  0
QSO: 21000 RY 2009-09-27 1308 DL7JAN        599 14  DX  IT9RGY        599 15  DX  0
QSO: 21000 RY 2009-09-27 1309 DL7JAN        599 14  DX  PY3KN         599 11  DX  0
QSO: 21000 RY 2009-09-27 1311 DL7JAN        599 14  DX  LZ2ZG         599 20  DX  0
QSO: 21000 RY 2009-09-27 1315 DL7JAN        599 14  DX  EF8M          599 33  DX  0
QSO: 21000 RY 2009-09-27 1318 DL7JAN        599 14  DX  UW5U          599 16  DX  0
QSO: 21000 RY 2009-09-27 1320 DL7JAN        599 14  DX  EE5I          599 14  DX  0
QSO: 21000 RY 2009-09-27 1323 DL7JAN        599 14  DX  P49X          599 09  DX  0
QSO: 21000 RY 2009-09-27 1323 DL7JAN        599 14  DX  RG9A          599 17  DX  0
QSO: 21000 RY 2009-09-27 1328 DL7JAN        599 14  DX  CX4AAJ        599 13  DX  0
QSO: 21000 RY 2009-09-27 1334 DL7JAN        599 14  DX  W1UE          599 05  MA  0
QSO: 21000 RY 2009-09-27 1337 DL7JAN        599 14  DX  CT3DZ         599 33  DX  0
QSO: 21000 RY 2009-09-27 1337 DL7JAN        599 14  DX  EA1AKS        599 14  DX  0
QSO: 21000 RY 2009-09-27 1343 DL7JAN        599 14  DX  RZ4HZW        599 16  DX  0
QSO: 21000 RY 2009-09-27 1347 DL7JAN        599 14  DX  RA9A          599 17  DX  0
QSO: 21000 RY 2009-09-27 1348 DL7JAN        599 14  DX  7Z1SJ         599 21  DX  0
QSO: 14000 RY 2009-09-27 1350 DL7JAN        599 14  DX  RK3MWI        599 16  DX  0
QSO: 14000 RY 2009-09-27 1353 DL7JAN        599 14  DX  UT5UKY        599 16  DX  0
QSO: 14000 RY 2009-09-27 1353 DL7JAN        599 14  DX  KA2D          599 05  NY  0
QSO: 14000 RY 2009-09-27 1355 DL7JAN        599 14  DX  TA1DX         599 20  DX  0
QSO: 14000 RY 2009-09-27 1357 DL7JAN        599 14  DX  N1WR          599 05  MD  0
QSO: 14000 RY 2009-09-27 1357 DL7JAN        599 14  DX  RN3ZC         599 16  DX  0
QSO: 14000 RY 2009-09-27 1358 DL7JAN        599 14  DX  CT3FQ         599 33  DX  0
QSO: 14000 RY 2009-09-27 1359 DL7JAN        599 14  DX  H2E           599 20  DX  0
QSO: 14000 RY 2009-09-27 1400 DL7JAN        599 14  DX  RX6LD         599 16  DX  0
QSO: 14000 RY 2009-09-27 1401 DL7JAN        599 14  DX  UW5U          599 16  DX  0
QSO: 14000 RY 2009-09-27 1402 DL7JAN        599 14  DX  RZ4HZW        599 16  DX  0
QSO: 14000 RY 2009-09-27 1402 DL7JAN        599 14  DX  EU1AZ         599 16  DX  0
QSO: 14000 RY 2009-09-27 1403 DL7JAN        599 14  DX  UT8EL         599 16  DX  0
QSO: 14000 RY 2009-09-27 1406 DL7JAN        599 14  DX  C37URE        599 14  DX  0
QSO: 14000 RY 2009-09-27 1408 DL7JAN        599 14  DX  CT3EN         599 33  DX  0
QSO: 14000 RY 2009-09-27 1410 DL7JAN        599 14  DX  RA9FTM        599 17  DX  0
QSO: 14000 RY 2009-09-27 1411 DL7JAN        599 14  DX  EV1P          599 16  DX  0
QSO: 14000 RY 2009-09-27 1412 DL7JAN        599 14  DX  7Z1SJ         599 21  DX  0
QSO: 14000 RY 2009-09-27 1414 DL7JAN        599 14  DX  UA3PAB        599 16  DX  0
QSO: 14000 RY 2009-09-27 1415 DL7JAN        599 14  DX  UR5RMD        599 16  DX  0
QSO: 14000 RY 2009-09-27 1417 DL7JAN        599 14  DX  UT0AZA        599 16  DX  0
QSO: 14000 RY 2009-09-27 1417 DL7JAN        599 14  DX  EK6TA         599 21  DX  0
QSO: 14000 RY 2009-09-27 1418 DL7JAN        599 14  DX  RA9A          599 17  DX  0
QSO: 14000 RY 2009-09-27 1717 DL7JAN        599 14  DX  W3LL          599 05  MD  0
QSO: 14000 RY 2009-09-27 1719 DL7JAN        599 14  DX  K6TD          599 03  CA  0
QSO: 14000 RY 2009-09-27 1721 DL7JAN        599 14  DX  IT9STX        599 15  DX  0
QSO: 14000 RY 2009-09-27 1722 DL7JAN        599 14  DX  N8BJQ         599 04  OH  0
QSO: 14000 RY 2009-09-27 1723 DL7JAN        599 14  DX  WD4DDU        599 05  VA  0
QSO: 14000 RY 2009-09-27 1730 DL7JAN        599 14  DX  ZC4VJ         599 20  DX  0
QSO: 14000 RY 2009-09-27 1731 DL7JAN        599 14  DX  KN5O          599 04  LA  0
QSO: 14000 RY 2009-09-27 1734 DL7JAN        599 14  DX  ES5Q          599 15  DX  0
QSO: 14000 RY 2009-09-27 1736 DL7JAN        599 14  DX  SV9CVY        599 20  DX  0
QSO: 14000 RY 2009-09-27 1739 DL7JAN        599 14  DX  W2YC          599 05  NJ  0
QSO: 14000 RY 2009-09-27 1740 DL7JAN        599 14  DX  SX1L          599 20  DX  0
QSO: 14000 RY 2009-09-27 1741 DL7JAN        599 14  DX  KA4RRU        599 05  VA  0
QSO: 14000 RY 2009-09-27 1749 DL7JAN        599 14  DX  TA7AO         599 20  DX  0
QSO: 14000 RY 2009-09-27 1750 DL7JAN        599 14  DX  F8DBF         599 14  DX  0
QSO: 14000 RY 2009-09-27 1751 DL7JAN        599 14  DX  TM0C          599 14  DX  0
QSO: 14000 RY 2009-09-27 1752 DL7JAN        599 14  DX  KQ3F          599 05  PA  0
QSO: 14000 RY 2009-09-27 1753 DL7JAN        599 14  DX  WA2ETU        599 05  NY  0
QSO: 14000 RY 2009-09-27 1756 DL7JAN        599 14  DX  5C5W          599 33  DX  0
QSO: 14000 RY 2009-09-27 1759 DL7JAN        599 14  DX  K0XB          599 04  MN  0
QSO: 14000 RY 2009-09-27 1800 DL7JAN        599 14  DX  EA5RM         599 14  DX  0
QSO: 14000 RY 2009-09-27 1802 DL7JAN        599 14  DX  HI3TEJ        599 08  DX  0
QSO: 14000 RY 2009-09-27 1807 DL7JAN        599 14  DX  RX4HZ         599 16  DX  0
QSO: 14000 RY 2009-09-27 1809 DL7JAN        599 14  DX  N7UA          599 03  WA  0
QSO: 14000 RY 2009-09-27 1812 DL7JAN        599 14  DX  AA3B          599 05  PA  0
QSO: 14000 RY 2009-09-27 1815 DL7JAN        599 14  DX  N2TU          599 05  NC  0
QSO:  7000 RY 2009-09-27 1832 DL7JAN        599 14  DX  UX1UX         599 16  DX  0
QSO:  7000 RY 2009-09-27 1833 DL7JAN        599 14  DX  UN8LWF        599 17  DX  0
QSO:  7000 RY 2009-09-27 1834 DL7JAN        599 14  DX  SQ3RX         599 15  DX  0
QSO:  7000 RY 2009-09-27 1835 DL7JAN        599 14  DX  YL9T          599 15  DX  0
QSO:  7000 RY 2009-09-27 1835 DL7JAN        599 14  DX  RN6HDX        599 16  DX  0
QSO:  7000 RY 2009-09-27 1836 DL7JAN        599 14  DX  RN3ZC         599 16  DX  0
QSO:  7000 RY 2009-09-27 1838 DL7JAN        599 14  DX  G6PZ          599 14  DX  0
QSO:  7000 RY 2009-09-27 1838 DL7JAN        599 14  DX  EC4AIU        599 14  DX  0
QSO:  7000 RY 2009-09-27 1841 DL7JAN        599 14  DX  OH3OJ         599 15  DX  0
QSO:  7000 RY 2009-09-27 1842 DL7JAN        599 14  DX  LY9Y          599 15  DX  0
QSO:  7000 RY 2009-09-27 1843 DL7JAN        599 14  DX  RA4FUN        599 16  DX  0
QSO:  7000 RY 2009-09-27 1844 DL7JAN        599 14  DX  RL4R          599 16  DX  0
QSO:  7000 RY 2009-09-27 1845 DL7JAN        599 14  DX  YT8A          599 15  DX  0
QSO:  7000 RY 2009-09-27 1847 DL7JAN        599 14  DX  DL5AXX        599 14  DX  0
QSO:  7000 RY 2009-09-27 1848 DL7JAN        599 14  DX  GM3SEK        599 14  DX  0
QSO:  7000 RY 2009-09-27 1849 DL7JAN        599 14  DX  IK2SAI        599 15  DX  0
QSO:  7000 RY 2009-09-27 1850 DL7JAN        599 14  DX  HF70W         599 15  DX  0
QSO:  7000 RY 2009-09-27 1851 DL7JAN        599 14  DX  RG9A          599 17  DX  0
QSO:  7000 RY 2009-09-27 1852 DL7JAN        599 14  DX  EA5XC         599 14  DX  0
QSO:  7000 RY 2009-09-27 1853 DL7JAN        599 14  DX  C37URE        599 14  DX  0
QSO:  7000 RY 2009-09-27 1853 DL7JAN        599 14  DX  ES5Q          599 15  DX  0
QSO:  7000 RY 2009-09-27 1854 DL7JAN        599 14  DX  SN4L          599 15  DX  0
QSO:  7000 RY 2009-09-27 1855 DL7JAN        599 14  DX  UU1AZ         599 16  DX  0
QSO:  7000 RY 2009-09-27 1856 DL7JAN        599 14  DX  EA1AKS        599 14  DX  0
QSO:  7000 RY 2009-09-27 1857 DL7JAN        599 14  DX  OM7AG         599 15  DX  0
QSO:  7000 RY 2009-09-27 1900 DL7JAN        599 14  DX  OH6R          599 15  DX  0
QSO:  7000 RY 2009-09-27 1902 DL7JAN        599 14  DX  UY7MM         599 16  DX  0
QSO:  7000 RY 2009-09-27 1903 DL7JAN        599 14  DX  CR3L          599 33  DX  0
QSO:  7000 RY 2009-09-27 1905 DL7JAN        599 14  DX  G3TXF         599 14  DX  0
QSO:  7000 RY 2009-09-27 1905 DL7JAN        599 14  DX  F4FDR         599 14  DX  0
END-OF-LOG:
