START-OF-LOG: 3.0
LOCATION: WMA
CALLSIGN: K5ZD
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: RTTY
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 772992
CLUB: Yankee Clipper Contest Club
CONTEST: CQ-WW-RTTY
CREATED-BY: WriteLog V10.72C
NAME: Randy Thompson
OPERATORS: K5ZD
SOAPBOX: Lots of fun.  Suprised to work RW0A and several JA on 40
SOAPBOX: meters! The quality of RTTY operating just keeps
SOAPBOX: getting better and better.
QSO:  3565 RY 2009-09-26 0326 K5ZD          599     05 MA     KD0S          599 4      SD
QSO:  3566 RY 2009-09-26 0327 K5ZD          599     05 MA     N8BJQ         599 4      OH
QSO:  3568 RY 2009-09-26 0328 K5ZD          599     05 MA     N1SV          599 5      MA
QSO:  3569 RY 2009-09-26 0328 K5ZD          599     05 MA     K9NR          599 4      IL
QSO:  3571 RY 2009-09-26 0330 K5ZD          599     05 MA     VE7CC         599 3      BC
QSO:  3571 RY 2009-09-26 0330 K5ZD          599     05 MA     WA1Z          599 5      NH
QSO:  3571 RY 2009-09-26 0330 K5ZD          599     05 MA     K2DSL         599 5      NJ
QSO:  3571 RY 2009-09-26 0331 K5ZD          599     05 MA     EC8AFM        599 33     DX
QSO:  3571 RY 2009-09-26 0331 K5ZD          599     05 MA     N9WKW         599 4      IN
QSO:  3571 RY 2009-09-26 0332 K5ZD          599     05 MA     VA2UP         599 5      QC
QSO:  3571 RY 2009-09-26 0333 K5ZD          599     05 MA     K3NK          599 5      PA
QSO:  3571 RY 2009-09-26 0334 K5ZD          599     05 MA     N8IW          599 4      OH
QSO:  3571 RY 2009-09-26 0334 K5ZD          599     05 MA     W2LK          599 5      NY
QSO:  3574 RY 2009-09-26 0338 K5ZD          599     05 MA     HA8BE         599 15     DX
