START-OF-LOG: 3.0
CALLSIGN: ZS2EZ
CLUB:
CONTEST: CQ-WW-RTTY
CLAIMED-SCORE: 527000
OPERATORS: ZS2EZ
SOAPBOX: What a surprise! 15m wide open both days, 20m jam-packed for 100kHz...
QSO: 21103 RY 2009-09-26 0850 ZS2EZ         599 38 DX  SV8CS         599 20 DX
QSO: 21103 RY 2009-09-26 0851 ZS2EZ         599 38 DX  SV1DPI        599 20 DX
QSO: 21103 RY 2009-09-26 0851 ZS2EZ         599 38 DX  UA6CE         599 16 DX
QSO: 21103 RY 2009-09-26 0853 ZS2EZ         599 38 DX  YT0A          599 15 DX
QSO: 21103 RY 2009-09-26 0854 ZS2EZ         599 38 DX  RZ9HT         599 18 DX
QSO: 21103 RY 2009-09-26 0854 ZS2EZ         599 38 DX  EW4AA         599 16 DX
QSO: 21103 RY 2009-09-26 0855 ZS2EZ         599 38 DX  I2DJX         599 15 DX
QSO: 21103 RY 2009-09-26 0855 ZS2EZ         599 38 DX  OK1EP         599 15 DX
QSO: 21103 RY 2009-09-26 0857 ZS2EZ         599 38 DX  UR7EY         599 16 DX
QSO: 21103 RY 2009-09-26 0857 ZS2EZ         599 38 DX  SO9S          599 15 DX
QSO: 21103 RY 2009-09-26 0858 ZS2EZ         599 38 DX  IY1NGM        599 15 DX
QSO: 21103 RY 2009-09-26 0858 ZS2EZ         599 38 DX  IW9BCW        599 15 DX
QSO: 21103 RY 2009-09-26 0859 ZS2EZ         599 38 DX  OL3A          599 15 DX
QSO: 21103 RY 2009-09-26 0859 ZS2EZ         599 38 DX  9A5X          599 15 DX
QSO: 21103 RY 2009-09-26 0900 ZS2EZ         599 38 DX  YL2CV         599 15 DX
QSO: 21103 RY 2009-09-26 0901 ZS2EZ         599 38 DX  IK8ARF        599 15 DX
QSO: 21103 RY 2009-09-26 0904 ZS2EZ         599 38 DX  OZ1FAO        599 14 DX
QSO: 21103 RY 2009-09-26 0906 ZS2EZ         599 38 DX  RA3BT         599 16 DX
QSO: 21098 RY 2009-09-26 0909 ZS2EZ         599 38 DX  OH6R          599 15 DX
QSO: 21082 RY 2009-09-26 0911 ZS2EZ         599 38 DX  ES5Q          599 15 DX
QSO: 21088 RY 2009-09-26 0917 ZS2EZ         599 38 DX  LX7I          599 14 DX
QSO: 21103 RY 2009-09-26 0919 ZS2EZ         599 38 DX  SQ3RX         599 15 DX
QSO: 21103 RY 2009-09-26 0926 ZS2EZ         599 38 DX  SM7BJW        599 14 DX
QSO: 21103 RY 2009-09-26 0928 ZS2EZ         599 38 DX  RV3WD         599 16 DX
QSO: 21103 RY 2009-09-26 0937 ZS2EZ         599 38 DX  DL1LH         599 14 DX
QSO: 21103 RY 2009-09-26 0938 ZS2EZ         599 38 DX  G8APB         599 14 DX
QSO: 21103 RY 2009-09-26 0941 ZS2EZ         599 38 DX  DL5AXX        599 14 DX
QSO: 21103 RY 2009-09-26 0943 ZS2EZ         599 38 DX  DD2ML         599 14 DX
QSO: 21103 RY 2009-09-26 0944 ZS2EZ         599 38 DX  SV1EML        599 20 DX
QSO: 21103 RY 2009-09-26 0944 ZS2EZ         599 38 DX  UR6QA         599 16 DX
QSO: 21092 RY 2009-09-26 0953 ZS2EZ         599 38 DX  OM3RRC        599 15 DX
QSO: 21088 RY 2009-09-26 0958 ZS2EZ         599 38 DX  UW2N          599 16 DX
QSO: 21088 RY 2009-09-26 1006 ZS2EZ         599 38 DX  IS0LFZ        599 15 DX
QSO: 21099 RY 2009-09-26 1023 ZS2EZ         599 38 DX  DF9ZP         599 14 DX
QSO: 21109 RY 2009-09-26 1026 ZS2EZ         599 38 DX  PI4CC         599 14 DX
QSO: 21086 RY 2009-09-26 1032 ZS2EZ         599 38 DX  JE7CJL        599 25 DX
QSO: 21085 RY 2009-09-26 1034 ZS2EZ         599 38 DX  JN1RQV        599 25 DX
QSO: 21081 RY 2009-09-26 1041 ZS2EZ         599 38 DX  JL3MCM        599 25 DX
QSO: 21081 RY 2009-09-26 1042 ZS2EZ         599 38 DX  JF1NZW        599 25 DX
QSO: 21081 RY 2009-09-26 1042 ZS2EZ         599 38 DX  JA2FWS        599 25 DX
QSO: 21081 RY 2009-09-26 1043 ZS2EZ         599 38 DX  BV1EK         599 24 DX
QSO: 21081 RY 2009-09-26 1044 ZS2EZ         599 38 DX  JA0URR        599 25 DX
QSO: 21081 RY 2009-09-26 1044 ZS2EZ         599 38 DX  JE1QYI        599 25 DX
QSO: 21081 RY 2009-09-26 1045 ZS2EZ         599 38 DX  7J1BBC        599 25 DX
QSO: 21081 RY 2009-09-26 1047 ZS2EZ         599 38 DX  JA1SZN        599 25 DX
QSO: 14109 RY 2009-09-26 1101 ZS2EZ         599 38 DX  UW5U          599 16 DX
QSO: 14083 RY 2009-09-26 1104 ZS2EZ         599 38 DX  HA3LI         599 15 DX
QSO: 21079 RY 2009-09-26 1107 ZS2EZ         599 38 DX  VR2009EAG     599 24 DX
QSO: 21085 RY 2009-09-26 1108 ZS2EZ         599 38 DX  JH0NEC        599 25 DX
QSO: 21085 RY 2009-09-26 1110 ZS2EZ         599 38 DX  JA1PRV        599 25 DX
QSO: 21085 RY 2009-09-26 1111 ZS2EZ         599 38 DX  JA4RWN        599 25 DX
QSO: 21085 RY 2009-09-26 1112 ZS2EZ         599 38 DX  JA1SJV        599 25 DX
QSO: 21085 RY 2009-09-26 1113 ZS2EZ         599 38 DX  JH7RTQ        599 25 DX
QSO: 21085 RY 2009-09-26 1114 ZS2EZ         599 38 DX  JN1BMX        599 25 DX
QSO: 21085 RY 2009-09-26 1115 ZS2EZ         599 38 DX  JA1IKA        599 25 DX
QSO: 21085 RY 2009-09-26 1119 ZS2EZ         599 38 DX  RW0LT         599 19 DX
QSO: 21085 RY 2009-09-26 1120 ZS2EZ         599 38 DX  DS5FNE        599 25 DX
QSO: 21085 RY 2009-09-26 1121 ZS2EZ         599 38 DX  JA6JPS        599 25 DX
QSO: 21085 RY 2009-09-26 1122 ZS2EZ         599 38 DX  JR6FW         599 25 DX
QSO: 14076 RY 2009-09-26 1155 ZS2EZ         599 38 DX  JG7PSJ        599 25 DX
QSO: 14074 RY 2009-09-26 1206 ZS2EZ         599 38 DX  LX7I          599 14 DX
QSO: 14085 RY 2009-09-26 1210 ZS2EZ         599 38 DX  PI4DX         599 14 DX
QSO: 14131 RY 2009-09-26 1214 ZS2EZ         599 38 DX  9M2CNC        599 28 DX
QSO: 14070 RY 2009-09-26 1226 ZS2EZ         599 38 DX  PA3DBS        599 14 DX
QSO: 14059 RY 2009-09-26 1227 ZS2EZ         599 38 DX  DD2ML         599 14 DX
QSO: 14104 RY 2009-09-26 1229 ZS2EZ         599 38 DX  DF3EH         599 14 DX
QSO: 14118 RY 2009-09-26 1232 ZS2EZ         599 38 DX  IT9STX        599 15 DX
QSO: 21072 RY 2009-09-26 1256 ZS2EZ         599 38 DX  EA2BNU        599 14 DX
QSO: 21094 RY 2009-09-26 1300 ZS2EZ         599 38 DX  VE1OP         599 05 NS
QSO: 21094 RY 2009-09-26 1300 ZS2EZ         599 38 DX  OM8A          599 15 DX
QSO: 21096 RY 2009-09-26 1303 ZS2EZ         599 38 DX  EF8M          599 33 DX
QSO: 21099 RY 2009-09-26 1304 ZS2EZ         599 38 DX  IW0SAF        599 15 DX
QSO: 21079 RY 2009-09-26 1310 ZS2EZ         599 38 DX  YB4IR         599 28 DX
QSO: 21089 RY 2009-09-26 1312 ZS2EZ         599 38 DX  K4FJ          599 05 VA
QSO: 21093 RY 2009-09-26 1312 ZS2EZ         599 38 DX  F5OAM         599 14 DX
QSO: 21096 RY 2009-09-26 1313 ZS2EZ         599 38 DX  CT3BD         599 33 DX
QSO: 21096 RY 2009-09-26 1314 ZS2EZ         599 38 DX  IK4ZHH        599 15 DX
QSO: 21100 RY 2009-09-26 1315 ZS2EZ         599 38 DX  SO6I          599 15 DX
QSO: 21081 RY 2009-09-26 1320 ZS2EZ         599 38 DX  F5GFA         599 14 DX
QSO: 21093 RY 2009-09-26 1322 ZS2EZ         599 38 DX  IQ4RN         599 15 DX
QSO: 21102 RY 2009-09-26 1324 ZS2EZ         599 38 DX  K4FX          599 05 NC
QSO: 21078 RY 2009-09-26 1328 ZS2EZ         599 38 DX  I5JFG         599 15 DX
QSO: 21078 RY 2009-09-26 1328 ZS2EZ         599 38 DX  F5VBT         599 14 DX
QSO: 21078 RY 2009-09-26 1329 ZS2EZ         599 38 DX  F8KGH         599 14 DX
QSO: 21078 RY 2009-09-26 1329 ZS2EZ         599 38 DX  ZS2Y          599 38 DX
QSO: 21078 RY 2009-09-26 1330 ZS2EZ         599 38 DX  YO7LCB        599 20 DX
QSO: 21078 RY 2009-09-26 1331 ZS2EZ         599 38 DX  EA5ASF        599 14 DX
QSO: 21078 RY 2009-09-26 1332 ZS2EZ         599 38 DX  3V8SS         599 33 DX
QSO: 21078 RY 2009-09-26 1332 ZS2EZ         599 38 DX  IW3HXR        599 15 DX
QSO: 21078 RY 2009-09-26 1333 ZS2EZ         599 38 DX  RA3CO         599 16 DX
QSO: 21078 RY 2009-09-26 1334 ZS2EZ         599 38 DX  HB9CRV        599 14 DX
QSO: 21078 RY 2009-09-26 1334 ZS2EZ         599 38 DX  IZ8EDL        599 15 DX
QSO: 21078 RY 2009-09-26 1335 ZS2EZ         599 38 DX  DF4ZW         599 14 DX
QSO: 21078 RY 2009-09-26 1335 ZS2EZ         599 38 DX  DF4WC         599 14 DX
QSO: 21078 RY 2009-09-26 1336 ZS2EZ         599 38 DX  W4ZE          599 05 FL
QSO: 21078 RY 2009-09-26 1336 ZS2EZ         599 38 DX  PA3DBS        599 14 DX
QSO: 21078 RY 2009-09-26 1337 ZS2EZ         599 38 DX  IZ0HAP        599 15 DX
QSO: 21078 RY 2009-09-26 1338 ZS2EZ         599 38 DX  KG6DX         599 27 DX
QSO: 21078 RY 2009-09-26 1339 ZS2EZ         599 38 DX  I4EWH         599 15 DX
QSO: 21078 RY 2009-09-26 1340 ZS2EZ         599 38 DX  I4HRH         599 15 DX
QSO: 21078 RY 2009-09-26 1341 ZS2EZ         599 38 DX  YQ6A          599 20 DX
QSO: 21078 RY 2009-09-26 1341 ZS2EZ         599 38 DX  IZ2GMT        599 15 DX
QSO: 21078 RY 2009-09-26 1342 ZS2EZ         599 38 DX  EA1AKS        599 14 DX
QSO: 21078 RY 2009-09-26 1342 ZS2EZ         599 38 DX  S57WO         599 15 DX
QSO: 21078 RY 2009-09-26 1343 ZS2EZ         599 38 DX  W3LL          599 05 MD
QSO: 21078 RY 2009-09-26 1343 ZS2EZ         599 38 DX  NQ4U          599 04 TN
QSO: 21078 RY 2009-09-26 1347 ZS2EZ         599 38 DX  IT9ZIR        599 15 DX
QSO: 21078 RY 2009-09-26 1348 ZS2EZ         599 38 DX  AD1L          599 05 MA
QSO: 21078 RY 2009-09-26 1348 ZS2EZ         599 38 DX  F1NGP         599 14 DX
QSO: 21078 RY 2009-09-26 1349 ZS2EZ         599 38 DX  7Z1SJ         599 21 DX
QSO: 21078 RY 2009-09-26 1351 ZS2EZ         599 38 DX  F5OWT         599 14 DX
QSO: 21078 RY 2009-09-26 1352 ZS2EZ         599 38 DX  CT1EEK        599 14 DX
QSO: 21078 RY 2009-09-26 1356 ZS2EZ         599 38 DX  EA7ISH        599 14 DX
QSO: 21078 RY 2009-09-26 1357 ZS2EZ         599 38 DX  I0MOM         599 15 DX
QSO: 21078 RY 2009-09-26 1358 ZS2EZ         599 38 DX  F1GTU         599 14 DX
QSO: 21078 RY 2009-09-26 1358 ZS2EZ         599 38 DX  F5JGA         599 14 DX
QSO: 21078 RY 2009-09-26 1359 ZS2EZ         599 38 DX  SY1RY         599 20 DX
QSO: 21078 RY 2009-09-26 1403 ZS2EZ         599 38 DX  G6MC          599 14 DX
QSO: 21086 RY 2009-09-26 1407 ZS2EZ         599 38 DX  US0MM         599 16 DX
QSO: 21107 RY 2009-09-26 1413 ZS2EZ         599 38 DX  LU1BJW        599 13 DX
QSO: 21079 RY 2009-09-26 1416 ZS2EZ         599 38 DX  CX5TR         599 13 DX
QSO: 21097 RY 2009-09-26 1427 ZS2EZ         599 38 DX  UK9AA         599 17 DX
QSO: 21084 RY 2009-09-26 1432 ZS2EZ         599 38 DX  CR3L          599 33 DX
QSO: 21078 RY 2009-09-26 1435 ZS2EZ         599 38 DX  EA8CQW        599 33 DX
QSO: 21078 RY 2009-09-26 1437 ZS2EZ         599 38 DX  AE4CW         599 05 FL
QSO: 21078 RY 2009-09-26 1437 ZS2EZ         599 38 DX  DJ2BW         599 14 DX
QSO: 21078 RY 2009-09-26 1440 ZS2EZ         599 38 DX  W7ZR          599 03 AZ
QSO: 21078 RY 2009-09-26 1441 ZS2EZ         599 38 DX  KP4MS         599 08 DX
QSO: 21078 RY 2009-09-26 1442 ZS2EZ         599 38 DX  AA5AT         599 04 LA
QSO: 14078 RY 2009-09-26 1449 ZS2EZ         599 38 DX  YB4IR         599 28 DX
QSO: 14102 RY 2009-09-26 1452 ZS2EZ         599 38 DX  ZC4VJ         599 20 DX
QSO: 14109 RY 2009-09-26 1504 ZS2EZ         599 38 DX  OH7UE         599 15 DX
QSO: 14096 RY 2009-09-26 1507 ZS2EZ         599 38 DX  RN3ZC         599 16 DX
QSO: 14092 RY 2009-09-26 1508 ZS2EZ         599 38 DX  UR7R          599 16 DX
QSO: 14075 RY 2009-09-26 1512 ZS2EZ         599 38 DX  OG4X          599 15 DX
QSO: 14065 RY 2009-09-26 1514 ZS2EZ         599 38 DX  YU7AE         599 15 DX
QSO: 14067 RY 2009-09-26 1517 ZS2EZ         599 38 DX  OL16BND       599 15 DX
QSO: 14067 RY 2009-09-26 1519 ZS2EZ         599 38 DX  DL9NDS        599 14 DX
QSO: 14078 RY 2009-09-26 1521 ZS2EZ         599 38 DX  YO9HP         599 20 DX
QSO: 14079 RY 2009-09-26 1522 ZS2EZ         599 38 DX  I3EVK         599 15 DX
QSO: 14081 RY 2009-09-26 1524 ZS2EZ         599 38 DX  EF8M          599 33 DX
QSO: 14084 RY 2009-09-26 1526 ZS2EZ         599 38 DX  OK2SFP        599 15 DX
QSO: 14092 RY 2009-09-26 1530 ZS2EZ         599 38 DX  ES5Q          599 15 DX
QSO: 14104 RY 2009-09-26 1532 ZS2EZ         599 38 DX  EA5RM         599 14 DX
QSO: 14110 RY 2009-09-26 1534 ZS2EZ         599 38 DX  UA3TCJ        599 16 DX
QSO: 21087 RY 2009-09-26 1537 ZS2EZ         599 38 DX  PY4XX         599 11 DX
QSO: 21092 RY 2009-09-26 1540 ZS2EZ         599 38 DX  UW8I          599 16 DX
QSO: 21078 RY 2009-09-26 1545 ZS2EZ         599 38 DX  SQ9AOR        599 15 DX
QSO: 21078 RY 2009-09-26 1546 ZS2EZ         599 38 DX  AA7A          599 03 AZ
QSO: 14064 RY 2009-09-26 1557 ZS2EZ         599 38 DX  IY1NGM        599 15 DX
QSO: 14069 RY 2009-09-26 1558 ZS2EZ         599 38 DX  SX1L          599 20 DX
QSO: 14067 RY 2009-09-26 1607 ZS2EZ         599 38 DX  UZ2HZ         599 16 DX
QSO: 14067 RY 2009-09-26 1611 ZS2EZ         599 38 DX  OK3C          599 15 DX
QSO: 14086 RY 2009-09-26 1616 ZS2EZ         599 38 DX  F8DBF         599 14 DX
QSO: 14091 RY 2009-09-26 1620 ZS2EZ         599 38 DX  CT3EN         599 33 DX
QSO: 14115 RY 2009-09-26 1621 ZS2EZ         599 38 DX  UT7UJ         599 16 DX
QSO: 14126 RY 2009-09-26 1641 ZS2EZ         599 38 DX  OK2ZI         599 15 DX
QSO: 14138 RY 2009-09-26 1644 ZS2EZ         599 38 DX  YO3BL         599 20 DX
QSO: 14135 RY 2009-09-26 1645 ZS2EZ         599 38 DX  DJ8OG         599 14 DX
QSO: 14132 RY 2009-09-26 1647 ZS2EZ         599 38 DX  OH8A          599 15 DX
QSO: 14131 RY 2009-09-26 1650 ZS2EZ         599 38 DX  IK2WZD        599 15 DX
QSO: 14131 RY 2009-09-26 1651 ZS2EZ         599 38 DX  RA6AAW        599 16 DX
QSO: 14131 RY 2009-09-26 1652 ZS2EZ         599 38 DX  DL8MBS        599 14 DX
QSO: 14131 RY 2009-09-26 1653 ZS2EZ         599 38 DX  UT3N          599 16 DX
QSO: 14131 RY 2009-09-26 1655 ZS2EZ         599 38 DX  IN3NJB        599 15 DX
QSO: 14131 RY 2009-09-26 1656 ZS2EZ         599 38 DX  IK2SAI        599 15 DX
QSO: 14131 RY 2009-09-26 1656 ZS2EZ         599 38 DX  KB3CTX        599 05 PA
QSO: 14131 RY 2009-09-26 1700 ZS2EZ         599 38 DX  SP9RI         599 15 DX
QSO: 14131 RY 2009-09-26 1700 ZS2EZ         599 38 DX  IK2XDE        599 15 DX
QSO: 14131 RY 2009-09-26 1703 ZS2EZ         599 38 DX  DJ1TU         599 14 DX
QSO: 14131 RY 2009-09-26 1703 ZS2EZ         599 38 DX  UY8LM         599 16 DX
