START-OF-LOG: 3.0
CREATED-BY: ua9qcq-rcc-cup-ubn-downloader
CONTEST: RCC-CUP
CALLSIGN: UP9L
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: SSB
CATEGORY-ASSISTED: 
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: 
CATEGORY-POWER: 
OPERATORS: Азат Паризов, Даниил Востротин, Абдумумин Мирзоходжаев, Саидахмад Саидмурадов, Мухамадсодик Саидмурадов
QSO:  7000 PH 2021-05-01 0404 UP9L          59  30     RZ9P          59  29    
QSO:  7000 PH 2021-05-01 0404 UP9L          59  30     RA4FUT        59  RCC376
QSO:  7000 PH 2021-05-01 0404 UP9L          59  30     RX9CCJ        59  20    
QSO:  7000 PH 2021-05-01 0406 UP9L          59  30     UN8PT         59  30    
QSO:  7000 PH 2021-05-01 0406 UP9L          59  30     UN7LAN        59  30    
QSO:  7000 PH 2021-05-01 0406 UP9L          59  30     RA3RA         59  29    
QSO:  7000 PH 2021-05-01 0407 UP9L          59  30     RW9TP         59  RCC268
QSO:  7000 PH 2021-05-01 0407 UP9L          59  30     R4LBL         59  29    
QSO:  7000 PH 2021-05-01 0407 UP9L          59  30     R8UT          59  RCC717
QSO:  7000 PH 2021-05-01 0410 UP9L          59  30     UA4FDK        59  RCC298
QSO:  7000 PH 2021-05-01 0411 UP9L          59  30     RA3DAD        59  29    
QSO:  7000 PH 2021-05-01 0412 UP9L          59  30     UA9SMU        59  30    
QSO:  7000 PH 2021-05-01 0413 UP9L          59  30     R3TKM         59  29    
QSO:  7000 PH 2021-05-01 0414 UP9L          59  30     UB8S          59  30    
QSO:  7000 PH 2021-05-01 0415 UP9L          59  30     RK4K          59  RCC290
QSO:  7000 PH 2021-05-01 0415 UP9L          59  30     RW3RN         59  29    
QSO:  7000 PH 2021-05-01 0418 UP9L          59  30     UA9XX         59  20    
QSO:  7000 PH 2021-05-01 0420 UP9L          59  30     R1CAM         59  RCC312
QSO:  7000 PH 2021-05-01 0422 UP9L          59  30     LY4A          59  RCC50 
QSO: 14000 PH 2021-05-01 0425 UP9L          59  30     RK9ULD        59  RCC345
QSO: 14000 PH 2021-05-01 0426 UP9L          59  30     RW0A          59  RCC490
QSO: 14000 PH 2021-05-01 0426 UP9L          59  30     R3TKM         59  29    
QSO: 14000 PH 2021-05-01 0427 UP9L          59  30     UA1WCF        59  29    
QSO: 14000 PH 2021-05-01 0428 UP9L          59  30     RV9UCN        59  31    
QSO: 14000 PH 2021-05-01 0431 UP9L          59  30     R3MAI         59  RCC401
QSO: 14000 PH 2021-05-01 0433 UP9L          59  30     R3AAA         59  RCC277
QSO: 14000 PH 2021-05-01 0434 UP9L          59  30     RC9J          59  RCC259
QSO: 14000 PH 2021-05-01 0435 UP9L          59  30     R0AS          59  RCC252
QSO: 14000 PH 2021-05-01 0437 UP9L          59  30     R2ZDI         59  29    
QSO: 14000 PH 2021-05-01 0438 UP9L          59  30     RW5D          59  29    
QSO: 14000 PH 2021-05-01 0440 UP9L          59  30     RA4FUT        59  RCC376
QSO: 14000 PH 2021-05-01 0441 UP9L          59  30     R0RG          59  32    
QSO: 14000 PH 2021-05-01 0442 UP9L          59  30     UT2MZ         59  29    
QSO: 14000 PH 2021-05-01 0442 UP9L          59  30     RA6CA         59  29    
QSO: 14000 PH 2021-05-01 0443 UP9L          59  30     RN3Z          59  RCC369
QSO: 14000 PH 2021-05-01 0443 UP9L          59  30     RN4ACX        59  29    
QSO: 14000 PH 2021-05-01 0444 UP9L          59  30     RW3RN         59  29    
QSO: 14000 PH 2021-05-01 0445 UP9L          59  30     RZ9P          59  31    
QSO: 14000 PH 2021-05-01 0446 UP9L          59  30     RZ9UO         59  31    
QSO: 14000 PH 2021-05-01 0446 UP9L          59  30     RT2H          59  29    
QSO: 14000 PH 2021-05-01 0447 UP9L          59  30     YT8A          59  28    
QSO: 14000 PH 2021-05-01 0448 UP9L          59  30     R4CU          59  RCC477
QSO: 14000 PH 2021-05-01 0449 UP9L          59  30     RA3DQP        59  29    
QSO: 14000 PH 2021-05-01 0449 UP9L          59  30     RA6LIS        59  RCC225
QSO: 14000 PH 2021-05-01 0450 UP9L          59  30     R5FU          59  29    
QSO: 14000 PH 2021-05-01 0450 UP9L          59  30     RA3VFF        59  29    
QSO: 14000 PH 2021-05-01 0451 UP9L          59  30     R9IR          59  RCC95 
QSO: 14000 PH 2021-05-01 0451 UP9L          59  30     RC5Z          59  RCC732
QSO: 14000 PH 2021-05-01 0452 UP9L          59  30     UA1AOS        59  RCC357
QSO: 14000 PH 2021-05-01 0455 UP9L          59  30     UA1ABJ        59  29    
QSO: 14000 PH 2021-05-01 0456 UP9L          59  30     RA0AY         59  32    
QSO: 14000 PH 2021-05-01 0457 UP9L          59  30     RL4A          59  29    
QSO: 14000 PH 2021-05-01 0457 UP9L          59  30     R6DBT         59  RCC405
QSO: 14000 PH 2021-05-01 0458 UP9L          59  30     RX9UK         59  31    
QSO: 14000 PH 2021-05-01 0458 UP9L          59  30     RA3DAD        59  29    
QSO: 14000 PH 2021-05-01 0459 UP9L          59  30     UZ2I          59  RCC995
QSO: 14000 PH 2021-05-01 0501 UP9L          59  30     UA9JNT        59  21    
QSO: 14000 PH 2021-05-01 0502 UP9L          59  30     R1BHN         59  29    
QSO: 14000 PH 2021-05-01 0504 UP9L          59  30     RA3RA         59  29    
QSO: 14000 PH 2021-05-01 0505 UP9L          59  30     R3OM          59  RCC175
QSO: 14000 PH 2021-05-01 0506 UP9L          59  30     R5RC          59  RCC567
QSO: 14000 PH 2021-05-01 0506 UP9L          59  30     R3RU          59  RCC110
QSO: 14000 PH 2021-05-01 0510 UP9L          59  30     R2VM          59  29    
QSO: 14000 PH 2021-05-01 0512 UP9L          59  30     R3QX          59  29    
QSO: 14000 PH 2021-05-01 0514 UP9L          59  30     US2MT         59  29    
QSO:  7000 PH 2021-05-01 0524 UP9L          59  30     RT5C          59  29    
QSO:  7000 PH 2021-05-01 0526 UP9L          59  30     RN9S          59  RCC180
QSO:  7000 PH 2021-05-01 0529 UP9L          59  30     RW1F          59  RCC207
QSO:  7000 PH 2021-05-01 0531 UP9L          59  30     RM9T/P        59  RCC111
QSO:  7000 PH 2021-05-01 0532 UP9L          59  30     RA9SF         59  RCC332
QSO:  7000 PH 2021-05-01 0533 UP9L          59  30     R2QA          59  RCC33 
QSO:  7000 PH 2021-05-01 0536 UP9L          59  30     R1IO          59  20    
QSO: 14000 PH 2021-05-01 0538 UP9L          59  30     YU5R          59  22    
QSO: 14000 PH 2021-05-01 0539 UP9L          59  30     R3RZ          59  29    
QSO: 14000 PH 2021-05-01 0540 UP9L          59  30     PC2K          59  RCC27 
QSO: 14000 PH 2021-05-01 0541 UP9L          59  30     UX1AA         59  29    
QSO: 14000 PH 2021-05-01 0543 UP9L          59  30     UA6YW         59  RCC104
QSO: 14000 PH 2021-05-01 0544 UP9L          59  30     R9YBW         59  RCC408
QSO: 14000 PH 2021-05-01 0545 UP9L          59  30     UN7LAN        59  30    
QSO: 14000 PH 2021-05-01 0547 UP9L          59  30     R9TV          59  RCC189
QSO: 14000 PH 2021-05-01 0548 UP9L          59  30     R6TX          59  29    
QSO: 14000 PH 2021-05-01 0549 UP9L          59  30     OK2ZA         59  28    
QSO: 14000 PH 2021-05-01 0549 UP9L          59  30     SP51DX        59  28    
QSO: 14000 PH 2021-05-01 0551 UP9L          59  30     RA5G          59  RCC1  
QSO: 14000 PH 2021-05-01 0553 UP9L          59  30     RG1A          59  29    
QSO: 14000 PH 2021-05-01 0554 UP9L          59  30     RM2T          59  29    
QSO: 14000 PH 2021-05-01 0555 UP9L          59  30     UX3IT         59  29    
QSO: 14000 PH 2021-05-01 0556 UP9L          59  30     EA4AOC        59  37    
QSO: 14000 PH 2021-05-01 0558 UP9L          59  30     UA4K          59  RCC977
QSO: 14000 PH 2021-05-01 0558 UP9L          59  30     R2AVT         59  29    
QSO: 14000 PH 2021-05-01 0559 UP9L          59  30     RX9CCJ        59  20    
QSO: 14000 PH 2021-05-01 0600 UP9L          59  30     K6JL          59  RCC556
QSO: 14000 PH 2021-05-01 0600 UP9L          59  30     RU4CK         59  29    
QSO: 14000 PH 2021-05-01 0601 UP9L          59  30     UA4CNJ        59  29    
QSO: 14000 PH 2021-05-01 0601 UP9L          59  30     DD8SM         59  28    
QSO: 14000 PH 2021-05-01 0602 UP9L          59  30     RZ3Z          59  RCC707
QSO: 14000 PH 2021-05-01 0603 UP9L          59  30     4X6FR         59  39    
QSO: 14000 PH 2021-05-01 0604 UP9L          59  30     LY9A          59  29    
QSO: 14000 PH 2021-05-01 0609 UP9L          59  30     RW1F          59  RCC207
QSO: 14000 PH 2021-05-01 0609 UP9L          59  30     RK8I          59  31    
QSO: 14000 PH 2021-05-01 0610 UP9L          59  30     TA2L          59  29    
QSO: 14000 PH 2021-05-01 0611 UP9L          59  30     R7RBE         59  29    
QSO: 14000 PH 2021-05-01 0612 UP9L          59  30     UR3QTN        59  29    
QSO: 14000 PH 2021-05-01 0614 UP9L          59  30     AL7KC         59  01    
QSO: 14000 PH 2021-05-01 0614 UP9L          59  30     R4HIA         59  29    
QSO: 14000 PH 2021-05-01 0614 UP9L          59  30     UT3HD         59  29    
QSO: 14000 PH 2021-05-01 0615 UP9L          59  30     RN6L          59  RCC166
QSO: 14000 PH 2021-05-01 0615 UP9L          59  30     R3DCB         59  RCC426
QSO: 14000 PH 2021-05-01 0620 UP9L          59  30     YT5M          59  28    
QSO: 14000 PH 2021-05-01 0620 UP9L          59  30     RA3OA         59  RCC300
QSO: 14000 PH 2021-05-01 0621 UP9L          59  30     9A4TX         59  28    
QSO: 14000 PH 2021-05-01 0622 UP9L          59  30     R2QA          59  RCC33 
QSO: 14000 PH 2021-05-01 0623 UP9L          59  30     RW4HD         59  30    
QSO: 14000 PH 2021-05-01 0623 UP9L          59  30     R3NC          59  29    
QSO: 14000 PH 2021-05-01 0624 UP9L          59  30     R1IX          59  20    
QSO: 14000 PH 2021-05-01 0627 UP9L          59  30     RK3E          59  RCC353
QSO: 14000 PH 2021-05-01 0629 UP9L          59  30     RA3Y          59  RCC412
QSO: 14000 PH 2021-05-01 0630 UP9L          59  30     UT0ZT         59  29    
QSO: 14000 PH 2021-05-01 0632 UP9L          59  30     UA6CC         59  29    
QSO:  7000 PH 2021-05-01 0635 UP9L          59  30     R2AA          59  RCC3  
QSO: 14000 PH 2021-05-01 0636 UP9L          59  30     RT7Y          59  29    
QSO: 14000 PH 2021-05-01 0639 UP9L          59  30     D1CTT         59  29    
QSO: 14000 PH 2021-05-01 0640 UP9L          59  30     RD1T          59  RCC65 
QSO: 14000 PH 2021-05-01 0641 UP9L          59  30     ER2FA         59  29    
QSO: 14000 PH 2021-05-01 0641 UP9L          59  30     RA5AD         59  RCC329
QSO: 14000 PH 2021-05-01 0644 UP9L          59  30     RV7M          59  RCC197
QSO: 14000 PH 2021-05-01 0644 UP9L          59  30     DK6WL         59  28    
QSO: 14000 PH 2021-05-01 0644 UP9L          59  30     RV3X          59  29    
QSO: 14000 PH 2021-05-01 0645 UP9L          59  30     RK4K          59  RCC290
QSO: 21000 PH 2021-05-01 0646 UP9L          59  30     R6TX          59  29    
QSO: 14000 PH 2021-05-01 0651 UP9L          59  30     R4LBL         59  29    
QSO: 14000 PH 2021-05-01 0652 UP9L          59  30     UN7FW         59  RCC377
QSO: 14000 PH 2021-05-01 0653 UP9L          59  30     RX6CM         59  RCC365
QSO: 14000 PH 2021-05-01 0659 UP9L          59  30     R8UT          59  RCC717
QSO: 14000 PH 2021-05-01 0700 UP9L          59  30     RK4HYT        59  30    
QSO: 14000 PH 2021-05-01 0702 UP9L          59  30     RG8U          59  RCC203
QSO: 14000 PH 2021-05-01 0702 UP9L          59  30     T0ZT          59  29    
QSO: 14000 PH 2021-05-01 0702 UP9L          59  30     US8IEV        59  29    
QSO: 14000 PH 2021-05-01 0708 UP9L          59  30     R7LP          59  RCC60 
QSO: 14000 PH 2021-05-01 0712 UP9L          59  30     RM9TP         59  RCC111
QSO: 14000 PH 2021-05-01 0714 UP9L          59  30     UA9QCP        59  RCC220
QSO: 14000 PH 2021-05-01 0715 UP9L          59  30     DL1NKS        59  28    
QSO: 14000 PH 2021-05-01 0720 UP9L          59  30     UZ2I          59  RCC995
QSO: 14000 PH 2021-05-01 0720 UP9L          59  30     R2EL          59  RCC98 
QSO: 14000 PH 2021-05-01 0722 UP9L          59  30     R3YBE         59  29    
QSO: 14000 PH 2021-05-01 0727 UP9L          59  30     UF5A          59  RCC244
QSO: 14000 PH 2021-05-01 0727 UP9L          59  30     R5EO          59  29    
QSO: 14000 PH 2021-05-01 0727 UP9L          59  30     UX3I          59  29    
QSO: 14000 PH 2021-05-01 0730 UP9L          59  30     S52WW         59  28    
QSO: 14000 PH 2021-05-01 0735 UP9L          59  30     OZ3AEV        59  18    
QSO: 14000 PH 2021-05-01 0735 UP9L          59  30     RA7R          59  29    
QSO: 14000 PH 2021-05-01 0737 UP9L          59  30     HA0NAR        59  15    
QSO: 14000 PH 2021-05-01 0739 UP9L          59  30     RT3G          59  RCC336
QSO: 14000 PH 2021-05-01 0741 UP9L          59  30     R3SM          59  RCC525
QSO: 14000 PH 2021-05-01 0742 UP9L          59  30     DL1ROT        59  28    
QSO: 14000 PH 2021-05-01 0742 UP9L          59  30     RW4S          59  RCC71 
QSO: 14000 PH 2021-05-01 0745 UP9L          59  30     UT3EK         59  29    
QSO: 14000 PH 2021-05-01 0751 UP9L          59  30     F5PTA         59  27    
QSO: 21000 PH 2021-05-01 0753 UP9L          59  30     4X6HX         59  RCC650
QSO: 21000 PH 2021-05-01 0755 UP9L          59  30     RA6CA         59  29    
QSO: 14000 PH 2021-05-01 0804 UP9L          59  30     R1CAM         59  RCC312
QSO: 14000 PH 2021-05-01 0806 UP9L          59  30     RA4PBE        59  29    
QSO: 14000 PH 2021-05-01 0807 UP9L          59  30     RC6U          59  RCC170
QSO: 14000 PH 2021-05-01 0807 UP9L          59  30     4U1A          59  28    
QSO: 14000 PH 2021-05-01 0809 UP9L          59  30     RW9XU         59  20    
QSO: 14000 PH 2021-05-01 0813 UP9L          59  30     TA7OYG        59  39    
QSO: 14000 PH 2021-05-01 0814 UP9L          59  30     UB4FFB        59  29    
QSO: 14000 PH 2021-05-01 0816 UP9L          59  30     PD0WR         59  27    
QSO: 14000 PH 2021-05-01 0821 UP9L          59  30     LY4L          59  29    
QSO: 14000 PH 2021-05-01 0827 UP9L          59  30     UY2IG         59  RCC235
QSO: 14000 PH 2021-05-01 0828 UP9L          59  30     LZ1ZF         59  RCC888
QSO: 14000 PH 2021-05-01 0831 UP9L          59  30     R6KA          59  29    
QSO: 14000 PH 2021-05-01 0833 UP9L          59  30     R3AU          59  RCC110
QSO: 14000 PH 2021-05-01 0836 UP9L          59  30     RU9I          59  RCC997
QSO: 14000 PH 2021-05-01 0838 UP9L          59  30     RT3C          59  29    
QSO: 14000 PH 2021-05-01 0838 UP9L          59  30     UD4UAP        59  29    
QSO: 14000 PH 2021-05-01 0839 UP9L          59  30     R3YC          59  RCC255
QSO: 14000 PH 2021-05-01 0843 UP9L          59  30     RV3VR         59  29    
QSO: 14000 PH 2021-05-01 0846 UP9L          59  30     LZ3ZZ         59  28    
QSO: 14000 PH 2021-05-01 0850 UP9L          59  30     S59SV         59  28    
QSO: 14000 PH 2021-05-01 0851 UP9L          59  30     R2AA          59  RCC3  
QSO: 14000 PH 2021-05-01 0852 UP9L          59  30     LY4A          59  RCC50 
QSO: 14000 PH 2021-05-01 0852 UP9L          59  30     LZ5R          59  RCC730
QSO: 14000 PH 2021-05-01 0854 UP9L          59  30     UW1M          59  29    
QSO: 14000 PH 2021-05-01 0855 UP9L          59  30     RA5W          59  RCC202
QSO: 14000 PH 2021-05-01 0856 UP9L          59  30     R1QE          59  RCC304
QSO: 14000 PH 2021-05-01 0900 UP9L          59  30     RA9P          59  RCC320
END-OF-LOG:
