START-OF-LOG: 3.0
CATEGORY: Single-OP high
CONTEST: WAE CW
ARRL-SECTION: MT
CREATED-BY: TR Log POST Version Linux 0.33, modified by DXHF upload.
CALLSIGN: N9RV
CLAIMED-SCORE: 26688
CLUB: Big Sky Contesters
OPERATORS: N9RV
QSO: 14000 CW 2018-08-11 0059 N9RV          599      1 OM5ZW         599 95
QSO: 14000 CW 2018-08-11 0100 N9RV          599      2 OM2VL         599 83
QSO: 14000 CW 2018-08-11 0100 N9RV          599      3 UR7GO         599 96
QSO: 14000 CW 2018-08-11 0101 N9RV          599      4 UA4M          599 86
QSO: 14000 CW 2018-08-11 0101 N9RV          599      5 DJ5MW         599 127
QSO: 14000 CW 2018-08-11 0102 N9RV          599      6 DK9PY         599 115
QSO: 14000 CW 2018-08-11 0105 N9RV          599      7 RZ1OA         599 58
QSO: 14000 CW 2018-08-11 0105 N9RV          599      8 EF1A          599 149
QSO: 14000 CW 2018-08-11 0107 N9RV          599      9 F5MXQ         599 34
QSO: 14000 CW 2018-08-11 0111 N9RV          599     10 IR2C          599 114
QSO: 14000 CW 2018-08-11 0112 N9RV          599     11 UA4FER        599 50
QSO:  7000 CW 2018-08-11 0206 N9RV          599     12 HB9CVQ        599 51
QSO:  7000 CW 2018-08-11 0207 N9RV          599     13 DJ5MW         599 211
QTC:  7000 CW 2018-08-11 0208 N9RV             1/4     DJ5MW         0059 OM5ZW           95
QTC:  7000 CW 2018-08-11 0208 N9RV             1/4     DJ5MW         0100 OM2VL           83
QTC:  7000 CW 2018-08-11 0208 N9RV             1/4     DJ5MW         0100 UR7GO           96
QTC:  7000 CW 2018-08-11 0208 N9RV             1/4     DJ5MW         0101 UA4M            86
QSO:  7000 CW 2018-08-11 0209 N9RV          599     14 OM5ZW         599 163
QSO:  7000 CW 2018-08-11 0210 N9RV          599     15 F5IN          599 85
QSO:  7000 CW 2018-08-11 0211 N9RV          599     16 UT4U          599 126
QSO:  7000 CW 2018-08-11 0212 N9RV          599     17 F5MUX         599 157
QSO:  7000 CW 2018-08-11 0213 N9RV          599     18 DL6FBL        599 101
QTC:  7000 CW 2018-08-11 0215 N9RV            2/10     DL6FBL        0101 DJ5MW          127
QTC:  7000 CW 2018-08-11 0215 N9RV            2/10     DL6FBL        0102 DK9PY          115
QTC:  7000 CW 2018-08-11 0215 N9RV            2/10     DL6FBL        0105 RZ1OA           58
QTC:  7000 CW 2018-08-11 0215 N9RV            2/10     DL6FBL        0105 EF1A           149
QTC:  7000 CW 2018-08-11 0215 N9RV            2/10     DL6FBL        0107 F5MXQ           34
QTC:  7000 CW 2018-08-11 0215 N9RV            2/10     DL6FBL        0111 IR2C           114
QTC:  7000 CW 2018-08-11 0215 N9RV            2/10     DL6FBL        0112 UA4FER          50
QTC:  7000 CW 2018-08-11 0215 N9RV            2/10     DL6FBL        0206 HB9CVQ          51
QTC:  7000 CW 2018-08-11 0215 N9RV            2/10     DL6FBL        0207 DJ5MW          211
QTC:  7000 CW 2018-08-11 0215 N9RV            2/10     DL6FBL        0209 OM5ZW          163
