START-OF-LOG: 2.0
CREATED-BY: QARTest 8.1.1
CONTEST: REF-CW
REF-SECTION: DX
CALLSIGN: IT9CKA
CATEGORY: SINGLE-OP ALL LOW
CLAIMED-SCORE: 13563
NAME: Serafino De Filippi
SOAPBOX: Contest molto bello, ottima presenza delle stazioni Francesi, mi sono 
SOAPBOX: divertito solo 100watt antenna GP e TS-2000.
QSO:  7000 CW 2018-01-27 0904 IT9CKA        599 001    F6KOP         599 77     
QSO:  7000 CW 2018-01-27 0905 IT9CKA        599 002    F6AUS         599 79     
QSO:  7000 CW 2018-01-27 0910 IT9CKA        599 003    F6KHM         599 29     
QSO:  7000 CW 2018-01-27 0911 IT9CKA        599 004    F6KNB         599 33     
QSO:  7000 CW 2018-01-27 0917 IT9CKA        599 005    F8EZX         599 31     
QSO:  7000 CW 2018-01-27 0918 IT9CKA        599 006    F6KJX         599 41     
QSO:  7000 CW 2018-01-27 0924 IT9CKA        599 007    F6FYA         599 37     
QSO:  7000 CW 2018-01-27 0926 IT9CKA        599 008    F4HQZ         599 29     
QSO:  7000 CW 2018-01-27 0929 IT9CKA        599 009    F6KDL         599 68     
QSO: 14000 CW 2018-01-27 0940 IT9CKA        599 010    F8FUA         599 14     
QSO: 14000 CW 2018-01-27 0946 IT9CKA        599 011    F5OHM         599 36     
QSO: 14000 CW 2018-01-27 0956 IT9CKA        599 012    F8NAN         599 63     
QSO: 14000 CW 2018-01-27 1042 IT9CKA        599 013    F5JNE         599 56     
QSO: 14000 CW 2018-01-27 1048 IT9CKA        599 014    F4HHL         599 95     
QSO: 14000 CW 2018-01-27 1052 IT9CKA        599 015    F6KMB         599 59     
QSO: 14000 CW 2018-01-27 1054 IT9CKA        599 016    F5KMB         599 60     
QSO: 14000 CW 2018-01-27 1129 IT9CKA        599 017    F5CQ          599 35     
QSO: 14000 CW 2018-01-27 1135 IT9CKA        599 018    F6FET         599 53     
QSO: 14000 CW 2018-01-27 1435 IT9CKA        599 019    F6LPQ         599 56     
QSO: 14000 CW 2018-01-27 1438 IT9CKA        599 020    F5UMP         599 59     
QSO:  7000 CW 2018-01-27 1449 IT9CKA        599 021    F6HPP         599 02     
QSO:  7000 CW 2018-01-27 1452 IT9CKA        599 022    F5UQE         599 59     
QSO:  7000 CW 2018-01-27 1453 IT9CKA        599 023    F6KRD         599 13     
QSO:  7000 CW 2018-01-27 1454 IT9CKA        599 024    F8KLY         599 69     
QSO:  7000 CW 2018-01-27 1459 IT9CKA        599 025    F6CZQ         599 73     
QSO:  7000 CW 2018-01-27 1506 IT9CKA        599 026    F8FUA         599 14     
QSO:  7000 CW 2018-01-27 1511 IT9CKA        599 027    F6GCT         599 77     
QSO: 14000 CW 2018-01-27 1520 IT9CKA        599 028    F5UB          599 62     
QSO: 14000 CW 2018-01-27 1522 IT9CKA        599 029    F6HRP         599 22     
QSO: 14000 CW 2018-01-27 1522 IT9CKA        599 030    F5AKL         599 08     
QSO: 14000 CW 2018-01-27 1523 IT9CKA        599 031    F6HRP         599 22     
QSO: 14000 CW 2018-01-27 1526 IT9CKA        599 032    F4EZC         599 44     
QSO: 14000 CW 2018-01-27 1539 IT9CKA        599 033    F6GUF         599 37     
QSO: 14000 CW 2018-01-27 1540 IT9CKA        599 034    F6EQZ         599 51     
QSO: 14000 CW 2018-01-27 1542 IT9CKA        599 035    F6BQG         599 35     
QSO: 14000 CW 2018-01-27 1542 IT9CKA        599 036    F5DM          599 78     
QSO: 14000 CW 2018-01-27 1544 IT9CKA        599 037    F6FYY         599 92     
QSO: 14000 CW 2018-01-27 1546 IT9CKA        599 038    F5KEQ         599 44     
QSO: 14000 CW 2018-01-27 1549 IT9CKA        599 039    F4HQZ         599 29     
QSO: 14000 CW 2018-01-27 1551 IT9CKA        599 040    F6KOP         599 77     
QSO: 14000 CW 2018-01-27 1552 IT9CKA        599 041    F8ATS         599 91     
QSO: 14000 CW 2018-01-27 1553 IT9CKA        599 042    F5OEV         599 85     
QSO: 14000 CW 2018-01-27 1555 IT9CKA        599 043    F6KHM         599 29     
QSO: 14000 CW 2018-01-27 1558 IT9CKA        599 044    F4GOP         599 61     
QSO: 14000 CW 2018-01-27 1619 IT9CKA        599 045    F6KNB         599 33     
QSO: 21000 CW 2018-01-27 1622 IT9CKA        599 046    FY5KE         599 FY     
QSO: 14000 CW 2018-01-27 1625 IT9CKA        599 047    F6KPQ         599 56     
QSO:  7000 CW 2018-01-27 1633 IT9CKA        599 048    F8BDX         599 06     
QSO:  7000 CW 2018-01-27 1635 IT9CKA        599 049    F5LTH         599 13     
QSO:  7000 CW 2018-01-27 1642 IT9CKA        599 050    F6DYX         599 49     
QSO:  7000 CW 2018-01-27 1644 IT9CKA        599 051    F6AJM         599 51     
QSO:  7000 CW 2018-01-27 1646 IT9CKA        599 052    F8DCZ         599 56     
QSO:  7000 CW 2018-01-27 1647 IT9CKA        599 053    F6FTI         599 80     
QSO:  7000 CW 2018-01-27 1649 IT9CKA        599 054    F5MDB         599 70     
QSO:  7000 CW 2018-01-27 1656 IT9CKA        599 055    F1IWH         599 33     
QSO:  7000 CW 2018-01-27 1728 IT9CKA        599 056    F5UTN         599 27     
QSO:  7000 CW 2018-01-27 1734 IT9CKA        599 057    F8BCU         599 26     
QSO:  7000 CW 2018-01-27 1736 IT9CKA        599 058    F8GQH         599 36     
QSO:  7000 CW 2018-01-27 1910 IT9CKA        599 059    F5NBX         599 87     
QSO:  7000 CW 2018-01-27 1912 IT9CKA        599 060    F5VHY         599 47     
QSO:  7000 CW 2018-01-27 1914 IT9CKA        599 061    F6REF         599 00     
QSO:  7000 CW 2018-01-27 1920 IT9CKA        599 062    F8DRE         599 28     
QSO:  7000 CW 2018-01-27 1923 IT9CKA        599 063    F6KRK         599 78     
QSO:  7000 CW 2018-01-27 1928 IT9CKA        599 064    F5GFA         599 47     
QSO:  7000 CW 2018-01-27 1937 IT9CKA        599 065    TM4K          599 03     
QSO:  3500 CW 2018-01-27 2223 IT9CKA        599 066    F8UUN         599 33     
QSO:  3500 CW 2018-01-27 2225 IT9CKA        599 067    F6DEV         599 09     
QSO:  3500 CW 2018-01-27 2229 IT9CKA        599 068    F5XX          599 81     
QSO:  3500 CW 2018-01-27 2234 IT9CKA        599 069    F5APZ         599 15     
QSO:  3500 CW 2018-01-27 2236 IT9CKA        599 070    F6KOP         599 77     
QSO:  7000 CW 2018-01-27 2238 IT9CKA        599 071    F6GPT         599 33     
QSO:  7000 CW 2018-01-27 2240 IT9CKA        599 072    F8ATS         599 91     
QSO:  7000 CW 2018-01-27 2243 IT9CKA        599 073    TM5G          599 44     
QSO:  7000 CW 2018-01-27 2255 IT9CKA        599 074    F6GTH         599 47     
QSO:  3500 CW 2018-01-27 2300 IT9CKA        599 075    F6KJJ         599 38     
QSO:  3500 CW 2018-01-27 2302 IT9CKA        599 076    F8KLY         599 69     
QSO:  3500 CW 2018-01-27 2304 IT9CKA        599 077    F6KJS         599 71     
QSO:  7000 CW 2018-01-27 2310 IT9CKA        599 078    FY5KE         599 FY     
QSO:  7000 CW 2018-01-28 0456 IT9CKA        599 079    F5KMB         599 60     
QSO:  7000 CW 2018-01-28 0458 IT9CKA        599 080    TM55M         599 55     
QSO:  3500 CW 2018-01-28 0501 IT9CKA        599 081    F6KDL         599 68     
QSO:  3500 CW 2018-01-28 0504 IT9CKA        599 082    F6GCT         599 77     
QSO:  3500 CW 2018-01-28 0506 IT9CKA        599 083    F6KPQ         599 56     
QSO:  3500 CW 2018-01-28 0508 IT9CKA        599 084    F5PLC         599 90     
QSO:  3500 CW 2018-01-28 0509 IT9CKA        599 085    F6REF         599 00     
QSO:  3500 CW 2018-01-28 0514 IT9CKA        599 086    F8AAN         599 33     
QSO:  3500 CW 2018-01-28 0515 IT9CKA        599 087    F6EBA         599 48     
QSO:  3500 CW 2018-01-28 0516 IT9CKA        599 088    F6KRK         599 78     
QSO:  3500 CW 2018-01-28 0518 IT9CKA        599 089    F8KGZ         599 54     
QSO:  3500 CW 2018-01-28 0519 IT9CKA        599 090    F5NKX         599 50     
QSO:  3500 CW 2018-01-28 0524 IT9CKA        599 091    F6KRD         599 13     
QSO:  3500 CW 2018-01-28 0534 IT9CKA        599 092    F6KHM         599 29     
QSO:  3500 CW 2018-01-28 0535 IT9CKA        599 093    F5OHM         599 36     
QSO:  3500 CW 2018-01-28 0539 IT9CKA        599 094    F6BHI         599 19     
QSO:  3500 CW 2018-01-28 0541 IT9CKA        599 095    F5KGA         599 38     
QSO:  3500 CW 2018-01-28 0543 IT9CKA        599 096    F8DRE         599 28     
QSO:  3500 CW 2018-01-28 0547 IT9CKA        599 097    F4HQZ         599 29     
QSO:  7000 CW 2018-01-28 0604 IT9CKA        599 098    F5OHM         599 36     
QSO:  3500 CW 2018-01-28 0618 IT9CKA        599 099    F8BUO         599 68     
QSO:  3500 CW 2018-01-28 0619 IT9CKA        599 100    F5KEQ         599 44     
QSO:  3500 CW 2018-01-28 0620 IT9CKA        599 101    F5OEV         599 85     
QSO:  7000 CW 2018-01-28 0929 IT9CKA        599 102    F6KJS         599 71     
QSO: 14000 CW 2018-01-28 0935 IT9CKA        599 103    F5DYX         599 02     
QSO: 14000 CW 2018-01-28 0942 IT9CKA        599 104    F5PCV         599 62     
QSO: 14000 CW 2018-01-28 0943 IT9CKA        599 105    F6DYX         599 49     
QSO: 14000 CW 2018-01-28 0952 IT9CKA        599 106    F5LMJ         599 94     
QSO: 14000 CW 2018-01-28 0957 IT9CKA        599 107    F5UQE         599 59     
QSO:  7000 CW 2018-01-28 1015 IT9CKA        599 108    F6KLO         599 19     
QSO:  7000 CW 2018-01-28 1020 IT9CKA        599 109    F6KAT         599 57     
QSO:  7000 CW 2018-01-28 1023 IT9CKA        599 110    F6IRA         599 40     
QSO:  7000 CW 2018-01-28 1044 IT9CKA        599 111    F6DEV         599 09     
QSO:  7000 CW 2018-01-28 1142 IT9CKA        599 112    F5OWL         599 83     
QSO:  7000 CW 2018-01-28 1143 IT9CKA        599 113    F5OEV         599 85     
QSO: 14000 CW 2018-01-28 1150 IT9CKA        599 114    F6KRK         599 78     
QSO: 14000 CW 2018-01-28 1155 IT9CKA        599 115    F5MNO         599 59     
QSO: 14000 CW 2018-01-28 1157 IT9CKA        599 116    F5MZE         599 62     
QSO: 14000 CW 2018-01-28 1201 IT9CKA        599 117    F5KKD         599 93     
QSO: 14000 CW 2018-01-28 1204 IT9CKA        599 118    F6KJX         599 41     
QSO: 14000 CW 2018-01-28 1206 IT9CKA        599 119    F5UTN         599 27     
QSO: 14000 CW 2018-01-28 1214 IT9CKA        599 120    F5NKX         599 50     
QSO: 14000 CW 2018-01-28 1313 IT9CKA        599 121    TM55G         599 44     
QSO: 14000 CW 2018-01-28 1315 IT9CKA        599 122    TM55M         599 55     
QSO: 14000 CW 2018-01-28 1317 IT9CKA        599 123    F5JU          599 35     
QSO: 14000 CW 2018-01-28 1318 IT9CKA        599 124    F5LGF         599 67     
QSO: 14000 CW 2018-01-28 1515 IT9CKA        599 125    F8DGY         599 77     
QSO: 14000 CW 2018-01-28 1517 IT9CKA        599 126    F8KGW         599 35     
QSO: 14000 CW 2018-01-28 1521 IT9CKA        599 127    F5LCH         599 85     
QSO: 14000 CW 2018-01-28 1523 IT9CKA        599 128    F6CYT         599 44     
QSO: 14000 CW 2018-01-28 1530 IT9CKA        599 129    F5LQE         599 78     
