START-OF-LOG: 3.0
CATEGORY: Portable, multi operator, low power, assisted
CONTEST: FD SSB
SPECIFIC: T19
CALLSIGN: DK0CN/P
CLAIMED-SCORE: 207866
CREATED-BY: UcxLog 7.76, modified by DXHF upload.
OPERATORS: DL8MAS DL2MHO DM1JZ DJ7BA DL6FCD DG5DJ DL1MRA DL1MTV DM7WL DK3QN
QSO:  7000 PH 2018-09-01 1452 DK0CN/P       59  022    I0LYO/P       59  013
QSO:  7000 PH 2018-09-01 1453 DK0CN/P       59  023    SP5UX         59  008
QSO:  7000 PH 2018-09-01 1454 DK0CN/P       59  024    DP3U/P        59  033
QSO:  7000 PH 2018-09-01 1454 DK0CN/P       59  025    DL1HDL        59  009
QSO:  7000 PH 2018-09-01 1457 DK0CN/P       59  026    PI4ASV/P      59  017
QSO:  7000 PH 2018-09-01 1458 DK0CN/P       59  027    G3ULT/P       59  061
QSO:  7000 PH 2018-09-01 1459 DK0CN/P       59  028    G7SAC/P       59  021
QSO:  7000 PH 2018-09-01 1504 DK0CN/P       59  029    ON4WRC/P      59  098
QSO:  7000 PH 2018-09-01 1504 DK0CN/P       59  030    OU7K/P        59  187
QSO:  7000 PH 2018-09-01 1505 DK0CN/P       59  031    ON4GNT/P      59  055
QSO:  3500 PH 2018-09-01 1510 DK0CN/P       59  032    DF0MN/P       59  091
QSO:  3500 PH 2018-09-01 1512 DK0CN/P       59  033    DL0FD/P       59  063
QSO:  3500 PH 2018-09-01 1517 DK0CN/P       59  034    DG1HXJ        59  028
QSO:  3500 PH 2018-09-01 1518 DK0CN/P       59  035    DL0ABW        59  003
QSO:  3500 PH 2018-09-01 1519 DK0CN/P       59  036    DF7NS         59  003
QSO:  3500 PH 2018-09-01 1519 DK0CN/P       59  037    DL0GZ/P       59  033
QSO:  3500 PH 2018-09-01 1520 DK0CN/P       59  038    DL1ASA/P      59  044
QSO:  3500 PH 2018-09-01 1520 DK0CN/P       59  039    DL1ATZ/P      59  025
QSO:  3500 PH 2018-09-01 1521 DK0CN/P       59  040    DK0MN/P       59  063
QSO:  7000 PH 2018-09-01 1527 DK0CN/P       59  041    ON6CK/P       59  149
QSO:  7000 PH 2018-09-01 1528 DK0CN/P       59  042    G3PYE/P       59  137
QSO:  7000 PH 2018-09-01 1533 DK0CN/P       59  043    SN5O/P        59  156
QSO:  7000 PH 2018-09-01 1537 DK0CN/P       59  044    IW0HLZ        59  049
QSO:  7000 PH 2018-09-01 1549 DK0CN/P       59  045    G4FUH/P       59  114
QSO:  7000 PH 2018-09-01 1550 DK0CN/P       59  046    G4FNL/P       59  141
QSO:  7000 PH 2018-09-01 1554 DK0CN/P       59  047    IU8EQG        59  047
QSO:  7000 PH 2018-09-01 1556 DK0CN/P       59  048    IQ0OS/P       59  015
QSO:  7000 PH 2018-09-01 1557 DK0CN/P       59  049    PE1OAD        59  007
QSO:  7000 PH 2018-09-01 1558 DK0CN/P       59  050    OZ7RJ/P       59  058
QSO:  7000 PH 2018-09-01 1559 DK0CN/P       59  051    HF5L/P        59  122
QSO:  7000 PH 2018-09-01 1600 DK0CN/P       59  052    G8FC/P        59  041
QSO:  7000 PH 2018-09-01 1601 DK0CN/P       59  053    M6EAM         59  022
QSO:  7000 PH 2018-09-01 1602 DK0CN/P       59  054    OZ3EDR/P      59  048
QSO:  7000 PH 2018-09-01 1602 DK0CN/P       59  055    DF0A/P        59  087
QSO:  7000 PH 2018-09-01 1604 DK0CN/P       59  056    M0SPA/P       59  017
QSO:  7000 PH 2018-09-01 1609 DK0CN/P       59  057    LA1K/P        59  262
QSO:  7000 PH 2018-09-01 1613 DK0CN/P       59  058    G4FBS/P       59  106
QSO:  7000 PH 2018-09-01 1620 DK0CN/P       59  059    LY4L          59  004
QSO:  7000 PH 2018-09-01 1623 DK0CN/P       59  060    IZ7FLP        59  171
QSO:  7000 PH 2018-09-01 1628 DK0CN/P       59  061    5P4F/P        59  085
QSO:  7000 PH 2018-09-01 1628 DK0CN/P       59  062    G4FZ/P        59  069
QSO:  7000 PH 2018-09-01 1631 DK0CN/P       59  063    J48J/P        59  111
QSO:  7000 PH 2018-09-01 1632 DK0CN/P       59  064    OZ9EDR/P      59  085
QSO:  7000 PH 2018-09-01 1648 DK0CN/P       59  065    DK0MN/P       59  111
QSO:  7000 PH 2018-09-01 1650 DK0CN/P       59  066    G8PX/P        59  015
QSO:  7000 PH 2018-09-01 1651 DK0CN/P       59  067    G3WKS/P       59  090
QSO: 14000 PH 2018-09-01 1655 DK0CN/P       59  068    A61ZX         59  000
QSO: 14000 PH 2018-09-01 1702 DK0CN/P       59  069    VU2YVK        59  000
QSO: 14000 PH 2018-09-01 1708 DK0CN/P       59  070    TA7IHZ        59  013
QSO: 14000 PH 2018-09-01 1712 DK0CN/P       59  071    HZ1TL         59  000
QSO:  7000 PH 2018-09-01 1723 DK0CN/P       59  072    SN7H/P        59  150
QSO:  3500 PH 2018-09-01 1730 DK0CN/P       59  073    DL0LA/P       59  149
QSO:  3500 PH 2018-09-01 1731 DK0CN/P       59  075    DP6T/P        59  207
QSO:  3500 PH 2018-09-01 1734 DK0CN/P       59  076    DF0M/P        59  108
QSO:  3500 PH 2018-09-01 1737 DK0CN/P       59  077    DL0TWK/P      59  036
QSO:  3500 PH 2018-09-01 1739 DK0CN/P       59  078    DL5Z/P        59  070
QSO:  3500 PH 2018-09-01 1742 DK0CN/P       59  079    DL0EI/P       59  102
QSO:  3500 PH 2018-09-01 1743 DK0CN/P       59  080    DK0ED/P       59  179
QSO:  3500 PH 2018-09-01 1745 DK0CN/P       59  081    ON4RAT/P      59  230
QSO:  3500 PH 2018-09-01 1746 DK0CN/P       59  082    DK0MM/P       59  232
QSO:  3500 PH 2018-09-01 1748 DK0CN/P       59  083    DL0SP/P       59  117
QSO:  3500 PH 2018-09-01 1749 DK0CN/P       59  084    DK0FC/P       59  138
QSO:  7000 PH 2018-09-01 1756 DK0CN/P       59  085    RW1F          59  41
QSO:  7000 PH 2018-09-01 1800 DK0CN/P       59  086    M0YRF/P       59  147
QSO:  7000 PH 2018-09-01 1810 DK0CN/P       59  087    PI4AMF/P      59  062
QSO:  7000 PH 2018-09-01 1818 DK0CN/P       59  088    UA9CDC/P      59  278
QSO:  7000 PH 2018-09-01 1821 DK0CN/P       59  089    ON4CP/P       59  044
QSO:  7000 PH 2018-09-01 1822 DK0CN/P       59  090    ON4TWS/P      59  215
QSO:  7000 PH 2018-09-01 1827 DK0CN/P       59  091    OZ5LKO/P      59  072
QSO:  7000 PH 2018-09-01 1832 DK0CN/P       59  092    DL0NO/P       59  056
QSO:  7000 PH 2018-09-01 1838 DK0CN/P       59  093    ON6GBN/P      59  101
QSO:  7000 PH 2018-09-01 1840 DK0CN/P       59  094    EK0W/P        59  080
QSO:  7000 PH 2018-09-01 1844 DK0CN/P       59  095    OO6P/P        59  78
QSO:  3500 PH 2018-09-01 1851 DK0CN/P       59  096    ON4WRC/P      59  188
QSO:  3500 PH 2018-09-01 1853 DK0CN/P       59  097    S53Q          59  183
QSO:  3500 PH 2018-09-01 1857 DK0CN/P       59  098    HB9BC/P       59  161
QSO:  3500 PH 2018-09-01 1859 DK0CN/P       59  099    ON6TN/P       59  092
QSO:  3500 PH 2018-09-01 1902 DK0CN/P       59  100    ON4MCL/P      59  264
QSO:  3500 PH 2018-09-01 1903 DK0CN/P       59  101    DK0OD/P       59  106
QSO:  3500 PH 2018-09-01 1906 DK0CN/P       59  102    G4FNL/P       59  301
QSO:  3500 PH 2018-09-01 1909 DK0CN/P       59  103    OP6A/P        59  448
QSO:  3500 PH 2018-09-01 1910 DK0CN/P       59  104    DF0HO/P       59  224
QSO:  3500 PH 2018-09-01 1911 DK0CN/P       59  105    S55W/P        59  315
QSO:  3500 PH 2018-09-01 1913 DK0CN/P       59  106    DR6K/P        59  170
QSO:  3500 PH 2018-09-01 1915 DK0CN/P       59  107    DP6M/P        59  128
QSO:  3500 PH 2018-09-01 1918 DK0CN/P       59  108    ON5LL/P       59  192
QSO:  3500 PH 2018-09-01 1919 DK0CN/P       59  109    ON4OSA/P      59  110
QSO:  3500 PH 2018-09-01 1924 DK0CN/P       59  110    S59ACP/P      59  147
QSO:  3500 PH 2018-09-01 1926 DK0CN/P       59  111    DA0C/P        59  164
QSO:  3500 PH 2018-09-01 1927 DK0CN/P       59  112    DL0FU/P       59  231
QSO:  3500 PH 2018-09-01 1929 DK0CN/P       59  113    ON6CK/P       59  343
QSO:  1800 PH 2018-09-01 1949 DK0CN/P       59  114    DK0MN/P       59  223
QSO:  1800 PH 2018-09-01 1954 DK0CN/P       59  115    DL0EI/P       59  186
QSO:  1800 PH 2018-09-01 1956 DK0CN/P       59  116    DF0HO/P       59  261
QSO:  1800 PH 2018-09-01 1957 DK0CN/P       59  117    DR6K/P        59  202
QSO:  1800 PH 2018-09-01 2000 DK0CN/P       59  118    DL7A/P        59  100
QSO:  1800 PH 2018-09-01 2002 DK0CN/P       59  119    ON4RCA/P      59  198
QSO:  1800 PH 2018-09-01 2003 DK0CN/P       59  120    DL0GZ/P       59  139
QSO:  1800 PH 2018-09-01 2006 DK0CN/P       59  121    DL0BNA/P      59  155
QSO:  1800 PH 2018-09-01 2007 DK0CN/P       59  122    DR7B/P        59  174
QSO:  1800 PH 2018-09-01 2010 DK0CN/P       59  123    DK0ED/P       59  248
QSO: 28000 PH 2018-09-01 2011 DK0CN/P       59  124    DK0ED/P       59  250
QSO: 28000 PH 2018-09-01 2012 DK0CN/P       59  125    DG1HXJ        59  094
QSO: 21000 PH 2018-09-01 2013 DK0CN/P       59  126    DK0ED/P       59  252
QSO: 21000 PH 2018-09-01 2014 DK0CN/P       59  127    DG1HXJ        59  096
QSO: 14000 PH 2018-09-01 2014 DK0CN/P       59  128    DK0ED/P       59  253
QSO:  1800 PH 2018-09-01 2018 DK0CN/P       59  129    DD5DD/P       59  139
QSO:  1800 PH 2018-09-01 2021 DK0CN/P       59  130    ON6SI/P       59  239
QSO:  1800 PH 2018-09-01 2023 DK0CN/P       59  131    DL4SAU/P      59  045
QSO:  1800 PH 2018-09-01 2026 DK0CN/P       59  132    DL0SP/P       59  219
QSO:  1800 PH 2018-09-01 2027 DK0CN/P       59  133    DL0LA/P       59  275
QSO:  1800 PH 2018-09-01 2031 DK0CN/P       59  134    DL0CS/P       59  396
QSO:  1800 PH 2018-09-01 2033 DK0CN/P       59  135    DF0A/P        59  186
QSO: 28000 PH 2018-09-01 2033 DK0CN/P       59  136    DF0A/P        59  187
QSO: 21000 PH 2018-09-01 2034 DK0CN/P       59  137    DF0A/P        59  188
QSO: 14000 PH 2018-09-01 2035 DK0CN/P       59  138    DF0A/P        59  189
QSO: 14000 PH 2018-09-01 2040 DK0CN/P       59  139    4J3DJ         59  000
QSO: 14000 PH 2018-09-01 2043 DK0CN/P       59  140    CX2CC         57  000
QSO: 14000 PH 2018-09-01 2046 DK0CN/P       59  141    CX8DS         58  000
QSO: 14000 PH 2018-09-01 2049 DK0CN/P       59  142    YV1YL         59  000
QSO: 14000 PH 2018-09-01 2053 DK0CN/P       59  143    ZP5DA         59  000
QSO: 14000 PH 2018-09-01 2058 DK0CN/P       59  144    PT2ZXR        59  029
QSO:  7000 PH 2018-09-01 2111 DK0CN/P       59  145    R8TT          59  55
QSO:  7000 PH 2018-09-01 2115 DK0CN/P       59  146    YL3CW         59  018
QSO:  7000 PH 2018-09-01 2118 DK0CN/P       59  147    LA1ARG/P      59  176
QSO:  3500 PH 2018-09-01 2124 DK0CN/P       59  148    ON6MS/P       59  323
QSO:  3500 PH 2018-09-01 2125 DK0CN/P       59  149    OZ2AR/P       59  248
QSO:  3500 PH 2018-09-01 2126 DK0CN/P       59  150    YL3CW         59  034
QSO:  3500 PH 2018-09-01 2128 DK0CN/P       59  151    DK0FR/P       59  194
QSO:  3500 PH 2018-09-01 2131 DK0CN/P       59  152    DL0GC/P       59  396
QSO:  3500 PH 2018-09-01 2132 DK0CN/P       59  153    DL0CS/P       59  474
QSO:  3500 PH 2018-09-01 2137 DK0CN/P       59  154    DL0OVA/P      59  254
QSO:  3500 PH 2018-09-01 2139 DK0CN/P       59  155    M0YRF/P       59  293
QSO:  3500 PH 2018-09-01 2141 DK0CN/P       59  156    G3WKS/P       59  223
QSO:  3500 PH 2018-09-01 2144 DK0CN/P       59  157    OR4D/P        59  182
QSO:  3500 PH 2018-09-01 2145 DK0CN/P       59  158    ON5SGA/P      59  078
QSO:  3500 PH 2018-09-01 2146 DK0CN/P       59  159    DF0DX/P       59  072
QSO:  3500 PH 2018-09-01 2147 DK0CN/P       59  160    OU7M/P        59  130
QSO:  3500 PH 2018-09-01 2150 DK0CN/P       59  161    HB9NFB/P      59  253
QSO:  3500 PH 2018-09-01 2153 DK0CN/P       59  162    DL0FA/P       59  216
QSO:  3500 PH 2018-09-01 2156 DK0CN/P       59  163    DL0RD/P       59  110
QSO:  3500 PH 2018-09-01 2204 DK0CN/P       59  164    DL0CW/P       59  183
QSO:  3500 PH 2018-09-01 2206 DK0CN/P       59  165    PA7TT/P       59  160
QSO:  3500 PH 2018-09-01 2211 DK0CN/P       59  166    M0TSL/P       59  214
QSO:  3500 PH 2018-09-01 2214 DK0CN/P       59  167    DL0AT/P       59  166
QSO:  3500 PH 2018-09-01 2215 DK0CN/P       59  168    DF0DO/P       59  122
QSO:  3500 PH 2018-09-01 2217 DK0CN/P       59  169    RV1F          59  229
QSO:  3500 PH 2018-09-01 2219 DK0CN/P       59  170    HB9AW/P       59  236
QSO:  3500 PH 2018-09-01 2221 DK0CN/P       59  171    HB9FG/P       59  205
QSO:  3500 PH 2018-09-01 2223 DK0CN/P       59  172    G4FUH/P       59  329
QSO:  3500 PH 2018-09-01 2225 DK0CN/P       59  173    DP6K/P        59  103
QSO:  3500 PH 2018-09-01 2228 DK0CN/P       59  174    OO6P/P        59  188
QSO:  3500 PH 2018-09-01 2229 DK0CN/P       59  175    OT2L/P        59  242
QSO:  3500 PH 2018-09-01 2231 DK0CN/P       59  176    OK1KVR        59  083
QSO:  3500 PH 2018-09-01 2235 DK0CN/P       59  177    ON6SI/P       59  323
QSO:  3500 PH 2018-09-01 2237 DK0CN/P       59  178    ON4GNT/P      59  279
QSO:  3500 PH 2018-09-01 2239 DK0CN/P       59  179    DK2R/P        59  339
QSO:  3500 PH 2018-09-01 2240 DK0CN/P       59  180    DF0CQ/P       59  268
QSO:  3500 PH 2018-09-01 2242 DK0CN/P       59  181    DL0NO/P       59  145
QSO:  3500 PH 2018-09-01 2244 DK0CN/P       59  182    DQ7K/P        59  105
QSO:  3500 PH 2018-09-01 2245 DK0CN/P       59  183    DA3X/P        59  298
QSO:  3500 PH 2018-09-01 2246 DK0CN/P       59  184    SQ2OFS/P      59  034
QSO:  3500 PH 2018-09-01 2247 DK0CN/P       59  185    DF0LE/P       59  117
QSO:  3500 PH 2018-09-01 2248 DK0CN/P       59  186    DL1DWW/P      59  002
QSO:  3500 PH 2018-09-01 2248 DK0CN/P       59  187    GM7A/P        59  185
QSO:  3500 PH 2018-09-01 2249 DK0CN/P       59  188    DK0V/P        59  141
QSO:  3500 PH 2018-09-01 2250 DK0CN/P       59  189    G3RXQ         59  174
QSO:  3500 PH 2018-09-01 2250 DK0CN/P       59  190    DK3L/P        59  101
QSO:  3500 PH 2018-09-01 2251 DK0CN/P       59  191    DP4B/P        59  175
QSO:  3500 PH 2018-09-01 2253 DK0CN/P       59  192    HB3YPS        59  121
QSO:  3500 PH 2018-09-01 2255 DK0CN/P       59  193    DK0AU/P       59  208
QSO:  3500 PH 2018-09-01 2256 DK0CN/P       59  194    DD0VS/P       59  108
QSO:  3500 PH 2018-09-01 2256 DK0CN/P       59  195    DL0EO/P       59  152
QSO:  3500 PH 2018-09-01 2257 DK0CN/P       59  196    OK1OPT/P      59  076
QSO:  3500 PH 2018-09-01 2258 DK0CN/P       59  197    DL7A/P        59  130
QSO:  3500 PH 2018-09-01 2259 DK0CN/P       59  198    LA1K/P        59  16
QSO:  3500 PH 2018-09-01 2300 DK0CN/P       59  199    OZ0W/P        59  52
QSO:  3500 PH 2018-09-01 2301 DK0CN/P       59  200    OZ4EDR/P      59  078
QSO:  3500 PH 2018-09-01 2301 DK0CN/P       59  201    HB9BS/P       59  139
QSO:  3500 PH 2018-09-01 2302 DK0CN/P       59  202    DM3O/P        59  213
QSO:  3500 PH 2018-09-01 2302 DK0CN/P       59  203    DL0RA/P       59  169
QSO:  3500 PH 2018-09-01 2302 DK0CN/P       59  204    DL4HG/P       59  101
QSO:  3500 PH 2018-09-01 2303 DK0CN/P       59  205    DK0RU/P       59  136
QSO:  3500 PH 2018-09-01 2303 DK0CN/P       59  206    SN7H/P        59  278
QSO:  3500 PH 2018-09-01 2304 DK0CN/P       59  207    G3UES/P       59  181
QSO:  3500 PH 2018-09-01 2306 DK0CN/P       59  208    DL0BNA/P      59  173
QSO:  3500 PH 2018-09-01 2306 DK0CN/P       59  209    DK0IU/P       59  172
QSO:  3500 PH 2018-09-01 2308 DK0CN/P       59  210    UA9CDC/P      59  382
QSO:  3500 PH 2018-09-01 2308 DK0CN/P       59  211    DL5L/P        59  237
QSO:  3500 PH 2018-09-01 2310 DK0CN/P       59  212    DL0BR/P       59  143
QSO:  3500 PH 2018-09-01 2310 DK0CN/P       59  213    DF4GA         59  024
QSO:  3500 PH 2018-09-01 2311 DK0CN/P       59  214    DF0SX/P       59  264
QSO:  3500 PH 2018-09-01 2311 DK0CN/P       59  215    DO1TOM        59  047
QSO:  3500 PH 2018-09-01 2311 DK0CN/P       59  216    OZ4VM         59  017
QSO:  3500 PH 2018-09-01 2312 DK0CN/P       59  217    DF0WZ/P       59  135
QSO:  3500 PH 2018-09-01 2314 DK0CN/P       59  218    ON4AOW/P      59  201
QSO:  3500 PH 2018-09-01 2314 DK0CN/P       59  219    ON6ZK         59  034
QSO:  3500 PH 2018-09-01 2315 DK0CN/P       59  220    G4SJM/P       59  133
QSO:  3500 PH 2018-09-01 2316 DK0CN/P       59  221    DK0FI/P       59  097
QSO:  3500 PH 2018-09-01 2316 DK0CN/P       59  222    DM5K/P        59  106
QSO:  3500 PH 2018-09-01 2318 DK0CN/P       59  223    DK0HR/P       59  230
QSO:  3500 PH 2018-09-01 2319 DK0CN/P       59  224    LA1ARG/P      59  58
QSO:  3500 PH 2018-09-01 2320 DK0CN/P       59  225    DJ9MH         59  007
QSO:  3500 PH 2018-09-01 2320 DK0CN/P       59  226    OZ7KJ/P       59  125
QSO:  3500 PH 2018-09-01 2320 DK0CN/P       59  227    DM3C/P        59  334
QSO:  3500 PH 2018-09-01 2321 DK0CN/P       59  228    DL0LK/P       59  254
QSO:  3500 PH 2018-09-01 2322 DK0CN/P       59  229    ON4BAF/P      59  206
QSO:  3500 PH 2018-09-01 2326 DK0CN/P       59  230    TK/DL2RMC/P   59  511
QSO:  3500 PH 2018-09-01 2327 DK0CN/P       59  231    DL1T/P        59  199
QSO:  3500 PH 2018-09-01 2328 DK0CN/P       59  232    ON6GBN/P      59  192
QSO:  3500 PH 2018-09-01 2329 DK0CN/P       59  233    DF0NG/P       59  194
QSO:  7000 PH 2018-09-01 2336 DK0CN/P       59  234    SX2IMA/P      59  198
QSO:  7000 PH 2018-09-01 2339 DK0CN/P       59  235    SZ4KRD/P      59  156
QSO:  1800 PH 2018-09-01 2344 DK0CN/P       59  236    DL0VE/P       59  262
QSO:  1800 PH 2018-09-01 2347 DK0CN/P       59  237    ON6CK/P       59  540
QSO:  1800 PH 2018-09-01 2349 DK0CN/P       59  238    HB9NFB/P      59  297
QSO:  1800 PH 2018-09-01 2351 DK0CN/P       59  239    DK0FC/P       59  299
QSO:  1800 PH 2018-09-01 2352 DK0CN/P       59  240    DK2R/P        59  391
QSO:  1800 PH 2018-09-01 2355 DK0CN/P       59  241    S53Q          59  286
QSO:  1800 PH 2018-09-01 2357 DK0CN/P       59  242    ON2L/P        59  284
QSO:  1800 PH 2018-09-01 2359 DK0CN/P       59  243    OO6P/P        59  253
QSO:  1800 PH 2018-09-01 2359 DK0CN/P       59  244    DL0OVA/P      59  391
QSO:  1800 PH 2018-09-02 0003 DK0CN/P       59  245    DL0SN/P       59  321
QSO:  1800 PH 2018-09-02 0008 DK0CN/P       59  246    ON4TWS/P      59  534
QSO:  1800 PH 2018-09-02 0010 DK0CN/P       59  247    PI4AMF/P      59  401
QSO:  1800 PH 2018-09-02 0011 DK0CN/P       59  248    ON6GBN/P      59  225
QSO:  1800 PH 2018-09-02 0014 DK0CN/P       59  249    HB9BC/P       59  277
QSO:  1800 PH 2018-09-02 0019 DK0CN/P       59  250    DK2A/P        59  159
QSO:  1800 PH 2018-09-02 0022 DK0CN/P       59  251    DL0LB/P       59  168
QSO:  1800 PH 2018-09-02 0029 DK0CN/P       59  252    DK0MM/P       59  581
QSO:  1800 PH 2018-09-02 0031 DK0CN/P       59  253    DP6T/P        59  523
QSO:  1800 PH 2018-09-02 0035 DK0CN/P       59  254    HB9LU/P       59  425
QSO:  1800 PH 2018-09-02 0036 DK0CN/P       59  255    DA3X/P        59  359
QSO:  1800 PH 2018-09-02 0037 DK0CN/P       59  256    ON6UJ/P       59  282
QSO:  1800 PH 2018-09-02 0040 DK0CN/P       59  257    DL0AT/P       59  260
QSO:  1800 PH 2018-09-02 0042 DK0CN/P       59  258    HB9AW/P       59  382
QSO:  1800 PH 2018-09-02 0044 DK0CN/P       59  259    ON6WL/P       59  390
QSO:  3500 PH 2018-09-02 0046 DK0CN/P       59  260    DL0WO/P       59  305
QSO:  7000 PH 2018-09-02 0051 DK0CN/P       59  261    UA9MA         59  021
QSO:  3500 PH 2018-09-02 0059 DK0CN/P       59  262    S59DCD/P      59  394
QSO:  3500 PH 2018-09-02 0100 DK0CN/P       59  263    S52WW         59  394
QSO:  3500 PH 2018-09-02 0104 DK0CN/P       59  264    G7SAC/P       59  206
QSO:  3500 PH 2018-09-02 0106 DK0CN/P       59  265    ON6WL/P       59  400
QSO:  3500 PH 2018-09-02 0108 DK0CN/P       59  266    G3ULT/P       59  314
QSO:  3500 PH 2018-09-02 0113 DK0CN/P       59  267    ON6ARA/P      59  242
QSO:  1800 PH 2018-09-02 0123 DK0CN/P       59  268    DM3C/P        59  390
QSO:  1800 PH 2018-09-02 0124 DK0CN/P       59  269    DP6M/P        59  285
QSO:  1800 PH 2018-09-02 0126 DK0CN/P       59  270    ON5LL/P       59  482
QSO:  1800 PH 2018-09-02 0130 DK0CN/P       59  271    ON4WRC/P      59  445
QSO: 28000 PH 2018-09-02 0134 DK0CN/P       59  272    DK0MN/P       59  415
QSO: 21000 PH 2018-09-02 0135 DK0CN/P       59  273    DK0MN/P       59  416
QSO: 14000 PH 2018-09-02 0136 DK0CN/P       59  274    DK0MN/P       59  417
QSO:  1800 PH 2018-09-02 0140 DK0CN/P       59  275    DL0WMS/P      59  219
QSO:  1800 PH 2018-09-02 0154 DK0CN/P       59  276    HF5L/P        59  272
QSO:  1800 PH 2018-09-02 0156 DK0CN/P       59  277    ON6TN/P       59  383
QSO:  1800 PH 2018-09-02 0157 DK0CN/P       59  278    HB9KG/P       59  413
QSO:  1800 PH 2018-09-02 0159 DK0CN/P       59  279    ON4RAT/P      59  663
QSO:  1800 PH 2018-09-02 0201 DK0CN/P       59  280    DL5Z/P        59  325
QSO:  1800 PH 2018-09-02 0204 DK0CN/P       59  281    DL0GT/P       59  274
QSO:  1800 PH 2018-09-02 0206 DK0CN/P       59  282    HB9AG/P       59  247
QSO:  1800 PH 2018-09-02 0207 DK0CN/P       59  283    DK0OH/P       59  225
QSO:  1800 PH 2018-09-02 0208 DK0CN/P       59  284    DB0HY/P       59  477
QSO: 28000 PH 2018-09-02 0209 DK0CN/P       59  285    DB0HY/P       59  478
QSO: 21000 PH 2018-09-02 0210 DK0CN/P       59  286    DB0HY/P       59  479
QSO: 14000 PH 2018-09-02 0211 DK0CN/P       59  287    DB0HY/P       59  480
QSO:  1800 PH 2018-09-02 0218 DK0CN/P       59  288    SN5O/P        59  645
QSO:  1800 PH 2018-09-02 0224 DK0CN/P       59  289    DF0SX/P       59  360
QSO:  1800 PH 2018-09-02 0226 DK0CN/P       59  290    DL5L/P        59  325
QSO:  1800 PH 2018-09-02 0228 DK0CN/P       59  291    DL0VW/P       59  239
QSO:  1800 PH 2018-09-02 0231 DK0CN/P       59  292    R3KBO/P       59  757
QSO:  1800 PH 2018-09-02 0234 DK0CN/P       59  293    DK0HR/P       59  296
QSO:  1800 PH 2018-09-02 0238 DK0CN/P       59  294    DL0MZ/P       59  449
QSO:  1800 PH 2018-09-02 0239 DK0CN/P       59  295    DK0BM/P       59  248
QSO:  1800 PH 2018-09-02 0240 DK0CN/P       59  296    DM7T/P        59  129
QSO:  1800 PH 2018-09-02 0241 DK0CN/P       59  297    DL0FU/P       59  399
QSO:  1800 PH 2018-09-02 0243 DK0CN/P       59  298    ON6NB/P       59  298
QSO:  1800 PH 2018-09-02 0246 DK0CN/P       59  299    DK0V/P        59  232
QSO:  1800 PH 2018-09-02 0247 DK0CN/P       59  300    DK0FRI/P      59  239
QSO:  1800 PH 2018-09-02 0249 DK0CN/P       59  301    S550DSW/P     59  349
QSO:  1800 PH 2018-09-02 0250 DK0CN/P       59  302    DK8R/P        59  261
QSO:  1800 PH 2018-09-02 0253 DK0CN/P       59  303    DK0JA/P       59  146
QSO:  1800 PH 2018-09-02 0257 DK0CN/P       59  304    DL0BB/P       59  232
QSO:  1800 PH 2018-09-02 0320 DK0CN/P       59  305    DK0MR/P       59  245
