START-OF-LOG: 2.0
CATEGORY: Single operator, CW, low power
CONTEST: EASTER
CALLSIGN: SP9KJU
LOCATOR: JO90BC
CLUB: sp contest club
CLAIMED-SCORE:
OPERATORS: SP9MDY
CREATED-BY: DQR_Log v. 3.2.5 - (c) SP7DQR, modified by DXHF upload.
QSO:  7000 CW 2018-04-02 1503 SP9KJU 599 001 DF8KY   599 G22
QSO:  7000 CW 2018-04-02 1504 SP9KJU 599 002 OK2PKT  599 002
QSO:  7000 CW 2018-04-02 1504 SP9KJU 599 003 DJ9MH   599 B10
QSO:  7000 CW 2018-04-02 1505 SP9KJU 599 004 DK4LX   599 F06
QSO:  7000 CW 2018-04-02 1506 SP9KJU 599 005 DL6KVA  599 V01
QSO:  7000 CW 2018-04-02 1507 SP9KJU 599 006 DL2NBY  599 B26
QSO:  7000 CW 2018-04-02 1509 SP9KJU 599 007 DJ7EC   599 L06
QSO:  7000 CW 2018-04-02 1510 SP9KJU 599 008 DR2C    599 E28
QSO:  7000 CW 2018-04-02 1512 SP9KJU 599 009 DL5SDN  599 P15
QSO:  7000 CW 2018-04-02 1513 SP9KJU 599 010 DK1FT   599 P06
QSO:  7000 CW 2018-04-02 1516 SP9KJU 599 011 DL2TR   599 P05
QSO:  7000 CW 2018-04-02 1518 SP9KJU 599 012 DL1BZA  599 Y22
QSO:  7000 CW 2018-04-02 1519 SP9KJU 599 013 DL3RHN  599 V22
QSO:  7000 CW 2018-04-02 1521 SP9KJU 599 014 DL0GE/P 599 70R02
QSO:  7000 CW 2018-04-02 1523 SP9KJU 599 015 DL9SUD  599 V14
QSO:  7000 CW 2018-04-02 1527 SP9KJU 599 016 DL3HR   599 F16
QSO:  7000 CW 2018-04-02 1531 SP9KJU 599 017 DL1ASA/P 599 F02
QSO:  7000 CW 2018-04-02 1532 SP9KJU 599 018 DK9MH   599 C18
QSO:  7000 CW 2018-04-02 1534 SP9KJU 599 019 DF4XX   599 E38
QSO:  7000 CW 2018-04-02 1535 SP9KJU 599 020 DL2OM   599 K32
QSO:  7000 CW 2018-04-02 1536 SP9KJU 599 021 DJ8EW   599 C25
QSO:  7000 CW 2018-04-02 1538 SP9KJU 599 022 DL1KWK  599 V01
QSO:  7000 CW 2018-04-02 1540 SP9KJU 599 023 DK3WE   599 S34
QSO:  7000 CW 2018-04-02 1540 SP9KJU 599 024 DJ8QA   599 P61
QSO:  7000 CW 2018-04-02 1541 SP9KJU 599 025 DL3YM   599 A24
QSO:  7000 CW 2018-04-02 1542 SP9KJU 599 026 DL4ME   599 X30
QSO:  7000 CW 2018-04-02 1545 SP9KJU 599 027 DF5LW   599 M03
QSO:  7000 CW 2018-04-02 1545 SP9KJU 599 028 DF4TD/M 599 P09
QSO:  7000 CW 2018-04-02 1546 SP9KJU 599 029 DL5KUT  599 V08
QSO:  7000 CW 2018-04-02 1551 SP9KJU 599 030 DA0RC   599 FTK18
QSO:  7000 CW 2018-04-02 1552 SP9KJU 599 031 F/DK8AX 599 045
QSO:  7000 CW 2018-04-02 1553 SP9KJU 599 032 DF4UM   599 P07
QSO:  7000 CW 2018-04-02 1554 SP9KJU 599 033 DJ8OG   599 C25
QSO:  7000 CW 2018-04-02 1555 SP9KJU 599 034 DA0T    599 E38
QSO:  7000 CW 2018-04-02 1558 SP9KJU 599 035 PA1LIO  599 015
QSO:  7000 CW 2018-04-02 1558 SP9KJU 599 036 PA3DBS  599 020
QSO:  7000 CW 2018-04-02 1600 SP9KJU 599 037 DJ5MW   599 T13
QSO:  7000 CW 2018-04-02 1600 SP9KJU 599 038 IK2SND  599 058
QSO:  7000 CW 2018-04-02 1601 SP9KJU 599 039 DF7YE   599 N34
QSO:  7000 CW 2018-04-02 1603 SP9KJU 599 040 DL1RNN  599 H24
END-OF-LOG:
